22823
AAAABBABABBBBBA BAAABAA
BBABABABBABABBBBBAABAA BAAABABBBBABABAAB
BABBABBABBABAAABBBBABABAAAAAAABBABBABBBABAAB ABAAABAABBBAAAAA
ABBBABABBAAAA AABBBAABAAAAB
AAAABABBBBABBBABBABBAAA BBA
BABBABAAAA AAAABBBBBBABAAABBBABBBB
BAABAABA ABAABAAABABBAA
BA ABBBBBB
$ ABABBABBAA
ABAAAAABABBAAABBBAA ABBABBBBBABBBABABBABBABBBAAAAA
ABAABBBB BABBAAAAAABBBABB
BAAABAA BABBB
BAAAAAABABBAB BBBAAAAAB
BAAAAABAABBBAAAAABAA AABBABAAAABBAAAAAAA
AABABA $
ABBAABBBA BBABBAAB
A ABABA
ABA $
BBBA BAABB
AA BAAAAAAABBAABAAABAAAABBB
$ ABBA
BABBAABBABB BAA
BBBABBABAABAAAABABABAA ABABBA
AAABBAAAAAABBABA A
$ ABABBBAAAABABAA
BBBBBABAABAAAAAB BBABBB
BABBAABAABBBBBBABBBBB AB
BAABBBBABABB ABBAAAAAABBBBA
BABABBBAABBAABAAAABBAAAAAAABA ABBABAAAB
ABBABABBBABBBABBBBAABBA ABBAAAAAABA
AAAABABBABABAAABABAABBBABBABBBBAA BABABBBAABBAABAAAABBAAAAA
BBABBB BABABBABB
BBAAAA BABBAABBB
BBAABBAAABBAAABAAAAABABAAA BAABBBAABABA
BBABBAABAAABABABABBBAAA AAAAAAAA
AABBABBBAABAAABAAABABAABABBBAB ABAAB
AAAAABBAAABAB AABBB
ABABABABB ABAABBABB
AA AABAAAABABAAABAAAA
AAAB ABAA
B BAAABABA
BAAABAAAABBAAABABB $
BBBAABBBBABABAABAABBAAAA AAABBAA
AABB AABAAABBBBBBAABAABBBBB
BBABAABABBBBAABABBBAB ABBBBBBABAABBABBABABABAAAAAAAABAABABAAB
BABABBB BAABBBBAB
BA ABBABABBBABBBABBBBA
ABBAAA BBAABAAAABBA
AABAAAABBAABABAAAA AAAABBBAAB
A B
BA BBABABAAABBB
BBBABBABAABAAAABABABAABB ABABBABB
ABAAAB BBABBBAABBABBABAAB
ABABBAAB ABBABBABBBBBAABBBBABABBBAABABABAAB
ABABABABB ABAABBABB
BBABABAAABBBBAA BAAABABB
BABBABBBBA BBABBAABABBABAABABAAB
AABAAAAAB BB
BBBBBB BA
A AAABABBBAAAABBBBBABABBAABABB
BB BAAAABAAA
BAAABABAABBBBBBBB BBBABB
BBBBB BBBABABAAAB
AABBABABABABAABAA AABBABAAAABBAAAAAAAB
ABBBABBB BAABBAAABBAAAABBBABBAAAABA
BABAAAAB BBBBAAA
AABBAAABAABAAAABBBA ABBAAA
BABBBBBBBBBBABAAABBBABAA BABAAAA
AA B
ABBBABBBAAABBAAAABABABBBAA BAAAABAAAAAAABAAAAABABABBAAAB
BBBAABAABAA BBBABBAAAAAABBB
AABBB BAABAAAABAABBABAAAAB
BAAABBAA AA
AA BAABA
$ AAABBBBBB
ABBBAAABABBAAABAABBAABABAB ABBAAABAB
ABBBBBBBABAABBBAB BAA
AAABBBBBB $
$ AABAAAABBAABABAA
AABABAABABBBBABABBAB BAABAAB
ABBAAA AABAABABBAB
AAAAAAB BBABBABBBABBBBABBBBA
A BABABAABABAABA
BAAAAAAABAABAAABAABABABAAABA BAABABAABABBBAAA
BBABBAABABBBBBAAABABBAABBBAAA AAABBAB
AA AAAABAAAABBBBBBBAAABAAAAAABBBBABBABABAABB
AAAABAAABBABAAAB A
BABABBBBABBBBABABAAB BABABAA
ABBBAAA BAABABBAB
BBBBB BBBBBBAAA
BBBBABB AAAAA
ABBAAAAAABA BBAABBAABB
BA BBAABB
A BAA
ABABABAAB AAAA
AABABAABABBBBABABBAB BAABAAB
AAABA ABAAA
BBABAABBAB AA
BBB BBBBBABAAABABBBBBBABABAABA
BBAAAA BBABABAAAABAA
BAAABA BBBBBABAABBAABAABAB
AB AABBBABBABAAABBBBAA
BBABAABAAB AABBAABABBAA
$ BBBAAABBB
BABAAAAAA ABABBBAABABBBABA
BBBABAABAA AABA
BBABAABABBBBAABABBBA ABBBBBBABAABBABBABABABAAAAAAAABAABABAA
AAB AABBA
AABABBBBABA AAABA
AAABBBAABAABBABBBBABBBAB BBABABAAAABBBAAABABBABBAAABBBAB
BBABBBABAAABBAABAB BBBB
BBABBAAB BAABBAABB
AAAABABA BBBAAABBAB
BBAAB BBBBAABAA
B ABBAAAAAA
AAABAAAAABABABB ABBAABABABAB
BB BABBA
ABBABBAAAABABBBBAAABAAABBBAABBBAABABA ABBABBBBABABAABBB
ABAABA AABBABBBAABAAABAAABABAABABBBABA
AABABBAABABBBABBBBBBBBABBBB AABB
AABABBBAAAA AAABAAAAABABABBBA
BBBA AAABBBAABAABBABBBBA
AAAAABAAAAAAAAABAABBB BBAA
BABABBBAAAAAAAABBABBABBABABABABABAAABAAABBABBBBABBBBBBBAAAAABBAABAABBBABBA AABBBAAB
AA BAAABAAABAA
BAABABAABABBBAAA BBAAAAABABAABBBBAAAA
AABBAAABAABAAAABBBAA $
AAAAAAA BAABBAAABAABBABAABBBAB
BABBAA AAABABBB
BAAABBAA AA
BAAABAAAABABBBABAB AABABBBABB
BABAABAA BABABAABABAABAB
AABB BBAAAAABA
BAAABBABBAABABAABABAAAAAABABABABBBBBB BBA
AA BABBBBBBAABBBAABAABABBBABABAABBBAB
BBBAAAAAB BAAAAAABABBAB
ABABBAB BBBABBABAABAAAABABABAAB
$ BBBAABBBBABABAABAABBA
AAAAABBABABAABBB AAABABAABBAB
BAAAAAAABBAABAAABAAAABBBBAAB AABAAB
AABBABBABBABAABBBBABBAB ABBBBAAAAABABAAA
BAABABAAAABBBABAABBAABBAB BAAB
BAAAAAABABBAB BBBAAAAAB
BABBABBBBA BABBBABA
AABBABBB BBABAABAAABAABBBBBBBB
BBBBBBAB AAAAABAA
AAAA AAAAA
BABBBA ABBAA
BBAB AABABBAAABAB
A ABAABAAABBAA
BAAB BAAAABAAA
AAAAB AB
AAA $
ABABAAAAAAA ABBABABAABA
AAAAAA AAAAA
AABBA BBABAABAAABAABBBBB
AAAAABBAAABAABBAAB AABBBABAAABBABBBBBAABBBAAAAAABABBAABBBBA
BBABBBAAAABAAABAABABBABAABBABA BB
AAAA AAAAA
$ AABBBB
BBBAABBB BAA
BBABBABAAA AAABABABAAAA
BAAAAA AAAABBBBBAB
AAAAAAABBBABAA AABBABAAAABBAAAAAAA
ABBABBBBBBABBABAA BABABBBAABBAABAAAABBAAAAA
AAAABAAB BBBAABBBBABABAABAABBAAA
BBAAAA BBABABAAAABAA
AAAAAABAAB BABBBBABAAAB
BABBABAAABAAABABBBAABAAABAAABABAAABBAB BB
ABAAB AABBABBBAABAAABAAABABAABABBBAB
BBBABABAAAB BBBBB
BBBBBBAA BBBAAABABBA
AAB AAABB
AB ABBAABBBBAA
BBAABAABABAABAABA AAABBBAABAABBABBBBABBBABAAB
BBBBAAAB BBBBABABBBA
BAAABABBBBABABAABAA ABBABBB
BAABBBB BABBABBA
AABBABBA AABB
BBBAAA $
ABBABBABAAB BAB
AAAAABABAABB BBB
ABAB BABABBBBABBBBABABA
BBBABAABAABBA AABBBAA
AAABBA BBABAAA
BBAAAABBBBA AAAB
AABAABABBBAA AABBABBBB
BBAAB ABABABBBBABAABBAABBA
BBBBABABABBBAAAABABABABBBB BABBBAABB
$ AABABAABABAB
BBBABBAAAAAB BB
AAAB AABABBBAAAAA
AABBBAAA BBBABAABAABBAA
BABAAAABBABABBAAA AAAAAABBB
AAABAAAB BABBAAAABBAABAABBBAAAABBBBAAABBBBBABABAAB
ABBABBAAAABABBBBAAABAAABBBAABBBAABA $
ABBBBBBBAB AABBABAAAA
ABAAABBAABABABAAB BAAABBAB
AAABAB ABB
ABBABABBABBBBA BB
AABABABABAB BAAABBAA
AAABB AAA
ABBAAABAAB BBA
B AABBABAABBABAABB
ABBBBAAABAABBBBBBAB ABA
AAABABA BA
AAABAB AAAABBBBAB
BAABB B
AABB BBAAABAAAABBAB
ABABBBABA AA
BAABBBBABABBBABABA BAABABBBBAA
ABAABBAABAABAABBBABBAABABBBABAABBABBA AABAAAAAB
AAAABBBBBA AAAAAAABBAAAAA
BABBABBABBBBBBBABBABBABBBA AABABBBBABA
AAA BABBAABAA
BABABBBAABBAABAAAABBAAAA ABBABBBBBBABBABA
$ AABBBAA
ABABAAABA BABBAAAAABBABBAA
BA BBBABBBBBAABAABBAAABBBABBBB
AA A
ABBBB ABBABAAA
BABBBAB BAA
ABBAAAABBABAAABABABABB BAAABAB
AAABBBAABAABBABBBBABBBABAAB BBBABBBABAAB
BBAAABBABAABBBABBABBAA AABBBBAABABABB
AABBAAAABABAABBAABBA $
A AABABBB
$ AABBABABBAAABAAABB
AAABABBBAAB A
BABBAAAAABBABBAAA ABBA
BAAABBABABBBBBABABBAABAA AAB
BAAAAABBBBAABABABABBBAABBAAA $
BBBAABABAA ABBBAAABABBAAB
AABBAAAABABAAAABBAABBBBBAAA AAAAB
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABAB BAAAABAB
BBAABAA AABAAAABAAA
ABAAABAABB AABBBAABAAAAB
AAA BBBBBABBBBAAAA
BABBBBBBAABBBAABAABABBBABABAABBBAB AA
BAAAB ABBBAAAABAABABBBBAABBB
AABAABAABAABABBBBBAA AAAAAAB
BBABBAABAAABABABABBB AAAAA
$ AAAB
BBB ABABBABAABABABA
BA ABBABABBBABBBABBBBA
$ BBAAABA
AABAAAAABBA BB
BABABBBBAA ABBBBBB
BBBABBB AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBA
AAABAAABBBBAABBAA BBABAB
BBAABBAAABBAAABAAAAABABAAAABA BAAAABABBBBBBA
BBBAABAABA BBAABBBAABAAAAAB
AABB BBAABAAAAB
ABABA AAA
ABABABBBBBAAA AB
ABAABAAB AAAAABBAAABBAABAAAAAA
BABAAABAAABABABBBABBBBBABAAA BBBBAABBAABABBAAAAABAABAABAAAAAAAAAAABAAAAABA
$ ABABAAB
ABBAAAAB BBAABAAA
BAABAABBBBBBBAAAB $
ABAAAB BBABBAAAABBBBAABAABAABABAABABBABBAA
ABABBBBBBAAAABAB ABBAAAAAAAAB
A AAAAAABAABA
ABBABBBBBAABBABBBABAAAAAAB BBBAABBAABBABBAB
AA A
BBBB ABA
BABBAABBABB BAA
ABBBABA $
A BAAABBA
AA ABBBAAABABBA
ABBABBABBBBBAABBBBABABBBAABABABAABA BBB
BAB ABABBABAABA
BA AABBBAABA
BAAAABA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABA
ABBBBAAAABBAABBBBAABBBAAB BB
BBAA BBBAABBBAABAAA
BBBAA ABBBBAAABAAABABABABAB
BABBBBA AB
A AAABABBBAAAABBBBBABABBAABABB
AAAB AAAABBB
BBAB AAABAA
A BBBAABB
AAAABAABBBAAAAABBAAAAABBBABBAABBBBBABBBA AAAABBBBBBA
AAABAAABAABAAAABAA B
A BAB
BBA BBABBBAAAABAAABAABABBABAABBABAA
AAAAABABAABBB BBBB
ABABABA ABAABBA
BAAAABAAAABBAAABBBABBBBAAAAAAB BBA
ABBAAAAABABAAAABBABABABBBBABAABAABABB ABBAAABAAABABBBB
BAAB BBBABBBABBABBB
B BBBBAABABBBAAAA
ABBBABABAAABBABBB ABBA
AAABABAABAAAAABBAAABBB B
ABBBA BAB
BAA ABABAAAAAA
BBABBBAABBABBAB ABA
A AAABBBBBBA
BA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBA
ABBAAA AABAABABBAB
AAB AAABB
BBABBBAAAABAAABAABABBABAABBABA BB
BAABB ABAABABAAAB
ABBBBBB BABABBBBAA
B AABAA
BABAA AB
ABBBABAAAABAABBABABBBB ABBAABA
$ BABBAA
AA BBABABBBAABB
BAABAAAABAABBABAAAABBAB BBBBABBBBBABB
ABAABAAABBAA A
ABBBBBBA AABBAAAABABAAAABBAABBBBBAA
BB AA
ABA AB
BAAAABAAA BB
BAAAAABBBBBAA AABABBB
BBAABBBAABAAAAABAB BABBBA
BBBBAABAABAABAAAABBA AABBBBAAA
AAAAB ABABABAABB
AAAABBBBBA AAAAAAABBAAAAA
ABAB BBBABABAA
B $
ABBB AAABABB
BAA BBBAABBB
AAAABBABABBBBBA BAA
BBAABBAAABBAAABAAAAABABAAAA AA
BBAABAABABAABAABAAB ABBAAAABAAAABBABAABABAABBAB
BAABA AABABAABABBBBABABB
ABBBBBBAAB BA
BAABABAAAABBBABAABBAABBABA BAABA
BABABBB BBABBBABAAABBAABABBAB
ABBBABBBBA AAABAAAB
BBBABBBABBABBBAB BAABAB
AABBBBBABB AA
A ABABAABBBBAABABBBAABAB
$ BAAB
$ BA
B BABBAAB
BAAA AABBAB
BABBAABBABB BAA
AABBAAA BBABBABAAAABBB
AABBABAAAABBAAAAAAAB BAABBABBABA
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAA BAAAA
BAAAAAABABBAB $
AAA AAAABBB
AAABBA BAAAAAABBAAABBBBB
BBABAAABABABBBBAB AAB
AA BBBBABBABAABABB
BAABABBB AAAAA
BAAAAABAABBBAAAAABAA AABBABAAAABBAAAAAAA
BBBBABAB BBBABBBBABAABBAABBABBABAAAAB
BAAABBABAAAB BAABAB
AAABABAABBABBBB ABBBBAAABAAABABABABABBAA
BAABB BABB
ABBBBBBBABAABABB ABABAABBABAAAABBA
BABBABBAB BAABBBBB
AABAB AA
ABBBABAABAA ABBA
BABB BB
ABABBABB AA
$ BAAB
BBABBAAA AAAABBABBBBAABA
BBBAAAAA BAAAAAABABBA
B BA
AAAAABBAAABBAABAAAAAAAA ABAAAA
BBABBAABABBABBABBABBAAAAAB AAAABBBABBB
AABBBAAAAABBBABABAABAABBBABABBAAAABAABAABAABBAABAAAAB BB
BBBABBBBABAABBAABBABBABAAAABBAA BBAAA
BBABBABA AAABABABAA
BABBBBABAA AABAB
AABBBABBABAAABBBBAAB ABB
ABABAABAAAAAABAABBBBBBBBBB BAAAABBABA
ABABAB AA
BBBB AABBABAA
BBAABABBBAAABAABBAA ABAABB
BBABABAAAABAAAA BAABBAABBBBA
AABBABBBBABBAABABB BAAAAABBBBBAABABA
AB ABAAAA
$ BBABBBAAAABAAABAABABBABAABBABAA
BABBAAAAA ABBAABBA
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBA BA
BBBBAABBAABABBAAAAABAABAABAAAAAAAAAAABAAAAABAAA BAAAAABB
BBAABB ABABABBBBABAABBAABBAB
ABBBAAABABBA AA
BBAAB BBABBAAAABBBBAABAABAABABAABABBABBAABAA
B AAB
$ AB
BB AAABBBAABAABBABBB
BBBABABBAABAA AAAAABABAABB
AAABBABAB AAAAABBB
AABABABABAB BAAABBAA
AAAAAABB ABABABBBBB
$ BABBBBBAAB
BAAAAAABAAABAABAAAAABABBBABAA ABBAABA
AAAAAAB AAAAAB
BAAAAAABBA AAAAAA
ABABB BAABBBBABAA
BABBABBB BBBBB
AABBBAABAAA BAAA
AABBBBBABB AAAAABABA
BBABBAAAAABAAAABBAABBAAB AABABAAAABBABBAAAABB
AAAAABBAAA BAAAAAAABABA
ABAA AABBAAABAA
A BBAAAA
BB BBBBBBABBBABBBABAAAABAAAABB
A BBBABAAB
$ BBBBBABBBBA
BAABBAABBAABAAAAA B
BBAAABAAABAAABBAAAAAAB AAABBABBAAAAAABAABAAABABAAABAA
BAAABB BBBBBBAAABBAABAABAA
ABABAAB $
AAAAAAABBAAAA AAAABBBBB
AAAABAABBBAAAAABBAAAAABBBABBAABBBBBABB AAAABBBBB
BABBBAB ABBABBAAAABABBBBAAABAAABBBAABBBAABABAAB
ABAAABAABBBAAAAA BABBABBABBABAAABBBBABABAAAAAAABBABBABBBABAAB
AABAAB AAA
ABA ABBBBAAABAABBBBBBAB
ABABABBBAABBABBBAAAAABA A
BBAAAABBBBA AAAB
ABB ABBA
AABBBBBAABBAABBB BABAA
BBAAABAAABABABBBBA BBBABAABBBBAAAABA
BB AABBBAABAAAAB
AA BAAAAAAABBAABAAABAAAABBB
BABAAB $
ABAA ABBABBBBBAABBABBBABAAA
BBBABAAB B
B AAA
ABA AABAABBAAAABBAABAAB
BBABABBABAAAB ABBA
A AAABBAABA
BABAABBABBABBAABAABBABBABAAAAA BBABBABABABBABAAAAAAAABABA
BABBABBBBBAAAB BBBBBAA
AA BAABA
AABB BBBAABBABB
BABAAABA BAABB
BBAABBABAAABBBBB AABBB
BBBBBAAAB AABBBA
ABABABABABBBABAAABABBAAAA BBAAAAABBBBABAABBBBB
BBBBAAB ABBBABAAAABAABBABABBBB
BABBBBABA AAAAAAB
BAAAABAAAAAAABAAAAABABABBAAABAA ABBBABBBAAABBAAAABABABBBAAAA
AAABAABBBABBBABBB ABA
ABBAAABAABBBAAABA BAA
AABBA AABABBAABABBBABBBBBBBBABBBBA
BA BAABAABBABAABAABAAABA
BBBABBBAA AB
ABABABBBBABAABBAABBAB BBAABB
BABBBAABAABBB ABBBBBABBBB
AABAABB BAAAAAAABBAABAAABAAAABBBBAABB
ABABBBBBBBABBAABA $
AAABB B
$ BBBBAABAAABBBAAB
AAABAAABA BBBB
A BBABAAABABABBBB
AAAAABAAAAAAAABBAAAABAABB AAABBA
AABABABABAB BAAABBAA
BAABBABABBBBBAAAAAAA BABBBBA
BBBBBBBBABBAABAAB BBAAA
BABBBAAABBBABBAABBA BBABB
ABABBBAB ABBABAAABBABBABA
BAABABAAA BB
ABABABA ABAABBA
A AA
BBABBAABAAABABABABBBAAA AAAAAAAA
AABBABBAAB BBBBAABAAAB
BABBABBABBABAABBBABBBBBBAB AAAAAABABBBAA
AABBABBBBABBAABA AAAABBBABBBBBB
AAAABABABAABABABABAABA BAB
BABBABBBA BBBAAABABBAB
A BAA
ABB BBABBBBBBAAABAA
ABABAABAAAAAABAABBBB ABBAAAABBABBBBBABAAAAAAA
AAAAAABB AAAAABB
BAABAABBBBBBBAAABA A
AABB AABBABBA
$ AAAABBBBAAAA
BBABAAAAABBA BABABBABBB
BAAAB AAABBAA
AAABBAAAAAABBABABAA AAAB
BAA ABABBABBAAAB
B ABABBBBBBAAAABA
BBA ABABAABBBA
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAA BAAA
ABAAAAA AAABAB
BBABAABAAABAABBBBBBBBAB $
AABAAABBBBBBAABAABBBBBBAB AABBBAB
AABBBBBABAAABBABA BBB
A BABABBBAAAAAAAABBABBABBABABABABABAAABAAABBABBBBABBBBBBBAAAAABBAABAABBBABBAAB
ABBBBBBAB AABABAAAABBABBAA
ABAABAABBBBAABABBBBBAB AABBBBBAABBAAB
BBABBA AAABAABA
BBABABAAAABBBAAABABBABBAAABBBABAA ABBABABBBABBBABBBBAAB
BA $
ABABABABBB ABAABBABBB
ABBBBAAAAAABABAAABAABBBAABAA ABB
BAABAAABBBBAAAABBA AAAABBAAABABBBABAABBBABAAAAAA
BA ABB
ABABAABB B
$ BAAB
AABBBABBBA BBAABBBBBABAABB
ABAABBBA AA
AAABAA ABAAAA
BAABBABAAB BAAABABAABBBBABBAAABABBBBAAB
BABBBBBBBABBBBABBBBAABBBBAAABBAABBBAAABBAABBAAB BB
BA ABABAB
BBAABBAABA B
AAAB BABBBA
$ AABAB
AABB ABBABBABBBBBAABBBBABABBBAABABABAABAAB
AABAAAAABAAA BBBABBBAABB
BA $
ABBA BABBAAAAABBABBAAA
AABAABAAAAAAAABA BBAABAABAABBAAAAAABAABBBBAABBAB
AAABBB ABBBBAAAAABABA
AAABABABBAABAABA AABAA
AABBBABAAAABAABABBAAAABAABAAABABAAAAAAB AAAA
ABABB ABBABBABBBBBAABBBBABABBBAABABAB
AABBABBBBA A
ABAAA ABAABBAAABAAABBBABAAAAABABB
AAAABABBBBABBBABBABBAAAA BBAA
BAA BABAABBBB
ABBBABA $
$ BAAAAAABABBAB
AAAABBABBBBAAB BBABBAA
ABBBBBAABBBAAAAAB AAA
AAAAABA BAAABAAABAA
BBAABBAAABBAAABAAAAABABAAA BAABBBAABABA
$ BABABBAAAABBBBAAB
ABAAAAABABBAAABBBA AB
BAABABAAAABBBABAABBAABBABA BBBAAAABABABAAAAAAAAABA
AA $
BBABAABAAAAAABBBBB AABAABABBABBAA
BABABAAAAABBA AABBBABAAAABAABABBAAAABAABAAABABAAAAAABBAB
BBABAABBABA AABAABAB
AAAA A
BBAABA BAABBB
BABABAA ABBBBAAAAAABAAABAAAABA
AABB AABABBAABABBBABBBBBBBBABBBB
BBABABAABA ABBAAABABAAABBABABABABBBBAAABBAABBBB
AABBABBAAAB AABBAAB
BAAA ABBBAAAABAABABBBBAABB
ABAABB AAABBBBBABAAAABBABABABB
BAAAABA BBAABAB
BABBBBAABBAABAABABA BABBAAABA
ABBABBBBABBAAAB $
BABABAABABAABABBBB AAAAAAAAAAAB
AB AAAAAABBBA
$ BA
AAABBBA BB
BBBBBB AABBABAABB
B ABBABABBBABBBABBBB
AABBBAABAAAAB BAAAAB
AABBA BBABAABAAABAABBBBB
BBBBABB AAAAA
ABBAB BBABAABABAAABBBBBBBBABA
AAA AAABABBBAAAABBBBBABABBAABABBBABBB
BBABAAABABABBBBA AA
AABAABABBBAAB AABBABBBBB
AABBBBAABAABBB A
ABABBABAABAAAB ABB
AB BAA
BAABAA AABABAABABBBBABABBA
ABABABBA AAABAA
AABABABBB AABBAAABABABAABB
BAAAABB AABBBAABAAAABB
BABBAABABBA AAAAB
$ ABABBBBAAABBBAB
AABBBA BBBABAABAABB
$ AA
AABBAAABBAABAAAB AABBBABABAABABAABBAAABBAAAABAAABABABABABABABAA
AABABAABBAABB AABBBAABABBA
AA BABBAABA
BBBAAABAABBAB BAABAA
A BABABAABABAABA
BAAABBABBBBBABAAABABABBBABA ABBBBAAABBBBBBBBAAABBAABAAAAB
ABBAAAAABABAAAABBABABABBBBABAABAABAB ABBAAABAAABABBB
ABBAABBBA ABBAABABABA
AAABABBBBBBAABAA AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBABA
A BBABAAABABABBBBAB
BAAABABAABBBBBBBBA AAABAB
B ABABAAAA
BABBABBBBA ABBBBABABAAAAABAAAA
BBBABBBAABBA AABAAAAABAAAA
ABABBABBABBBBABAB AAABAABAA
$ BBBBBABBBBA
ABBBBA ABAAB
AA BBBBBABBBBAAA
ABABABBBAABBABAAAABAABABBA AABBBBAABB
AAAABABBBBABBBABBABBAAAAA BBAAA
BAAAABAAAAAAABAAAAABABABBAAABA ABBBABBBAAABBAAAABABABBBAAA
BAAAB ABBBAAAABAABABBBBAABBB
AAAAABAAAAAAAAABAABBBABA BBAAABA
BBBAAAABAA AABBBBAB
BAAABAAABAAAB AAAAABAAB
BAABBABA BAAABABAABBBBABBAAABABBBBA
BBBBABAB BBBABBBBABAABBAABBABBABAAAAB
ABAA ABAABAA
AAAAA ABBBBBBBBBABBAA
BABBBBA $
BA BAAAAA
BBAAB ABABABBBBABAABBAABBA
AABBBABBABAAABBBBAAB ABB
BBBAABABB BA
BBBAABBBBBABBBBBAABB BBBA
BBAABAAAABBAB AABAAAABAAAAABBAB
$ ABABABBBBBAAAB
ABBABABBABBBBA BB
AAAB AAA
ABAAABAABB ABAABBBBBAA
AAAAA BABABBBAABBAABAAAABBAAAAAAABA
BAAAABA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABA
BBABBBABA BBBBBABAABAAAAABABA
BAAABABBBBABABAABAA ABBABBB
AAABABB BBAB
ABAABA ABAAAAB
ABB ABAABAB
BAAAABBBAB BBBBABABBBABB
AAAAABA ABBBBBAABBBAAAAABAABA
AAABBBABB ABAAABBA
AABBAABAB BBBABBBBBAABAABBAAABBBAB
$ BAAB
ABA BBABAABABBBBAABABBBAB
$ BABBAAAABBAABAABBBAAAABBBBAAABBBBBAB
BABAAABBABABAAAABA ABBAB
BAAA BBBABBBBABAABBAABBABBABAAAABBA
BBAB AABBABAAAAAAB
BBBABBABAAAA BBBBABBAAAB
B BAAA
$ AAABAB
$ BBABBAAABBABBBBAAABBABBABABABA
ABAABAABAABBABAAAAABBABAA AABBAB
AAABA AABABAA
BABBBAAB BBBBABABABBBAAAABABABABBB
AABBBABBABAAABBBBAAB ABB
ABABBA BBBBABAAB
ABBBABAABAAA ABBAA
ABBBBAABBAAABA A
ABBAABB ABBAABABA
AA AAABABAABAAAAABBAAABB
$ AABAAA
BAABA BABBAABBAAAABBBABABAAAABBBB
BB BBB
AAAAAABAA BABBBBABAAA
BAAAABAAABABAAAAA BBABBAAABBABBBBAAABBABBABABABAABB
ABBBBBBAB BABABBBBAAAB
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABB $
AB BBAAA
BBBBABAB AABBBAABBBABABA
BBAAABAAABABABBBBA BBBABAABBBBAAAABA
BBBBABABABAABBBAAABBBAABBBBBB AABBBAABBBABABAAABB
BBAAAB AABABABBAA
$ AAAAABBAAABBAABAAA
BABBAAAA ABBBABBBAAABBAAAABABABBBAAAAB
$ ABAABAABABBBBBBAB
AAABABABAAA BBABBABAA
BB ABBABAABAAAABAABBABBABBABA
BBBABBABA AABBABABABABAABA
BBABAABAAAAAABB BABBBABAA
AABBBAABBBABA AB
BBBBBBABAAB AABBABAABBABAAB
ABBBAAAABAABABBBBAABBBABBBB ABABBA
$ BBBBBBAAABBAABA
A AA
BA BBAABAABBBAAABAABBBBAAABBAAAAAAAAB
BBABBAABAAABABABABBB AAAAA
BA BBAB
BABBAABBABBAB AABBBBBAABBBBABBBBAAAAABBBB
BBB AAAAABABAABB
ABBBBBBABAABBABBABABABAAAAAAAABAABABA BBABAABABBBBAABABBB
AAAAABAB ABBBBBAABBBAAAAABAABAB
AAAAA BAAAAAAAAAAAAABBABAAABBBBAABBBBBBBBBBABBABBBAABBBABB
AAB ABA
B BABBBBBBBABBBBABBBBAABBBBAAABBAABBBAAABBAABBAA
ABA ABBBBAAABAABBBBBBAB
BB ABAABABBB
$ AAABBAAAAAABBAB
ABAABA ABBBBAA
BAABBABABBBBBAAAAAAABB BABBBBABB
BA ABBAAAABAAAABBABAABABA
BA BBBAAAABBAAABBBBAABBAABBAA
AB BABBBBBBAABBBAABAABABBBABABAABBBABAABAB
BAABAAB ABAABAAABABBA
ABBBAABBBBB BAA
BAAAA BB
B BBBBABBAAAAAABA
AABABBBBBAAAAAAABAAB BBBB
BB BABBA
A BABAABBBAABA
BBBABB AABBABABABABA
BABBBBAABBAABAAB BABBAA
BBABAABAAAAABBABBBABABBBBBBABAA AA
BAAA $
AABABABAB ABBABBABABB
BAAAABA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABA
BAABABAA BAAABBABAAABAA
BABBABBABBABAABBBABBBBBBABA AAAAAABABBBAAA
AAAABB ABB
BBABABAABA ABBAAABABAAABBABABABABBBBAAABBAABBBB
BBABABBAB BA
B ABBBBAAAABBAABBBBAABBBAA
AAAAABAABAB AAABBBB
BBBB AAABAAABA
ABBAAAABBABAAABABABA AABABAB
BABBAABBBBB BBAABABABBBBBBAAABABAB
ABBBBBBABA AABABAAAABBABBAAA
ABBA BBBAA
$ AAAAAA
BAAAABAAA BB
AABAABB BBBBBBAAABBAABAABAA
$ AABAAAABBAABABAA
AABAAAABAAAA BBAABAAA
AABAB AA
AABABBABBABABABABBBAABABAAABA AAAA
BABABAABBB AABABBABABBBABBBAABB
ABBBA AAABABBA
AAAA AAABABABBAABAABAAAB
B ABBABBBABAB
AAABBA ABBBAAABABBAAABAAB
ABBA ABBBAABBBAAAAAAA
BBBABABBBBBBBBBB BBAABBBBBABA
ABBAAABBAABAB BBAABABBB
BABBBAB BAA
BBABAAABABABBBB A
ABBABABB ABBBABAAABA
