28044
DXAU` XPCm
kcY]]M]]]M]]] WYAgQgeqcYWMM
kTAK WX[e
PXnnD KTe^]_fVVS
Wo ginfTj
ecE[ZIn iIOc
ZT`mU`aU`q[ ]PWXHT
o^\ DXmq[
DiBRmXBhQAU`La fM
XYb`k PV`QI]
DiBR]lIEAIKaVhcQhaamihTZ rrW
DB `
kTdPTNdPchTdPlB cBYXCU`mnoiVTKZ^UC
Zm kcPBXLSnoL
Z^TgQRkPhXEYECmaYqcSi K^]hf
f`Xmq ZgU`QmLa
KQUT`^ MKTj[SnoV`U`amaZ
rrYERmmaYjXjeB^YUeaI f`m^]lYKlV\\mLacilYfI\lm
dcBK inDDb
BjL cBo[
DBU`d r^KXeamA
ZCU`dRFn` $
mjra mAjfaa
\f`aV PVPrW
KmU`QcalCmU`QXemU`dhL ecEIcGPlTRalhmL
kcE ]T
m l
a[^ERihrTP KU`La
fGRkPEYESBm^]_OOflpVMjaaIASc inW
$ MWTld
cBYXCU`mnoiVTKZ^UC kTdPTNdPchTdPlB
cd cC^HL
fMTQXgU`aU`QAmQI m
qjAZ]_flTGnYmLQa\An] PAmm^]
ginfTj Wo
W\F[OF f`^]lnD[FV
inXXealeQ\ rC
cUr`EpVPCTGUg Dh\lV\Ta
rPEWgU`QcU`qYMJcGPlBYXZRmmalrSmaa P`ECa
Pc^ MKTj[SnoV`U`amaZ
W^CQD [jeFKrccQflTGfmcD
UCJFge MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe
PV`mmmU`Q WoDDT]qS
K cUrYER^]_B]lniBrb^Y
o^\ DXmq[
ZT`mU`aU jZY\\cU
mj mhj
kTAfGF[VP`oW [qjXjeFn^EW\Smqb
DXcaIJ_ KaIlEWLEAL_M
kM kcGP
]McYM] WYAgQgeqcYWMM
ecYM]]MM]M] DWBocMTdhaaIOncYM]]RRMMM
j\FT fPTF
ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU` KmUi`
ZZho`ag^]UVLBTS PXeQURalYnXCQ
mE[aaaa Naaaaaaaaaaaaaa
jMQnobmiLG imeFe
KaVLrcTPlB r`
ZSXmQVMD]jrV`Qeji_ kldj_eme
$ ]j[rcEPTdP
kcY]]]MM]M] rcU`aQ[PZcWY
V`QZ]lIYJ DhJqj
Mm[ fMTLa[P
P`ECam KQej
ZE \f`aVY
KQejJSIfaU`qYUcXR^]llEW rPgaVCamXjeTZ
F^eTMZ\ cFr
kcE ]T
WXrTaQIb YA
rCJ fPVIMbJ
DhAUEWrYf`aVhA rcV`mU`QaXg
ScG [BNcE
rr`ErDKU`dRFgeKeKeQReKeQmo`QmK WJFgeQmo
Fp MTj]
imJEArXpPRU`a^]llT`manhA XPCmd
DiBRmXBhQAU`La fM
KTjecPB ilYfVp`
WXE`ErY[Sj_B]_f DDMpJI\l
ZYRFnPEWTMSkHcm^]_fmXBcSfl\ fGRFn`JFnV
rPganXmdLLnDDDXAQhL DANU`dhR
DWoj_N`Ofnfm [LIJhBYmLa
MTj lGDD
DfmHVPTFVOrrBrBrrrBBrBBrrrr rTFVOBBr
iIOc ecE[ZIn
iIiLYj KQhdnoZnqcG[lTnnWThV`^]lnDSAQLE
kGO iVYrXhcaVELqBYIbjfaaaaa
d il\Yb
iIOcG PXRaVVrcEPTd
rrWprWrp^] KmUi`dj
cUrYER^]_B]lniBrb^Y K
ZSD\AU`LabYcKQ[rc`ErT kTAZRQ[`Ym
Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBrB fP`mU`LMb\FVOrB
kcPBXLSnoL $
cUrYER^]_B]lniBrb^Y ei
L cB
WoDDT]qSc WoDWThc
FDImU`dE cFhd
o^\ Z\[
WocUCofP eDWdBPSfm\mQXqp
cNch M
UKWT MWT
fPVGeqc Sc
rJkC^YK_B ZeQejXBCm^
mE[aa kcGPcSNa
fPVGeqcG ZTPZPSWTrYcNcG
ec nHjOcEPVNc
cBYXCU`mnoiVTKZ^UC kTdPTNdPchTdPlB
rPra[ KU`aQhQcalRU`dRF
Z^dE K^]hfm
kcY]]]MM]M]] MQVjegSYp
cUTFVOB [BF[E`Er[VOB
cUr`EpVPCTGUg^]_ KaV^FeK_
fP`mU`LMb\FVO Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOB
KmmaYK_ $
iVCU` f`Xm
b[aa Pm
WYXLBUC^R^]lIADTqSX\mPP cmaal\`mP
UCJFg MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReH
rJkC^YK_B]_N ZeQejXBCm^]_N
]jec gi
cFLhFeK DmlB^]KllpcBV`^]_B
D [DZNcMSPmd
fPrWCQULEe kch`l
PXSBaI iYjAIic`nh
cTp`KP rVMmJPP
]lKf`^]_OOB]_N PcalpPCU`Lap^]_N`ON
]lAL[aaa L[O
r\`mVamLcP c
PcalpPCU`Lap^]_N`ON ]lKf`^]_OOB]_N
ecGPch iIeUgGe
ameTrScm^]UfVr Z\
rrW DiBR]lIEAIKaVhcQhaamihTZ
[q ]ldPTcAMTj[LIX
kTADhAjllT`U` [DZNcMSPm
o^\F cBof`U`dIPcQD[F
rVPCJ cBJg
]jfP`XpcAQeqcYM DWBocMTdhaaIOncYM]]RRMMM
rrVP`kP ]jrcVGU
ZTPZPSWTrYcNc fPVGeqc
o inh
kl rV`U`kcanWUTFVOrrrBBBBrB
r`JFnT fGRHLT
[qBZZSBQIZ\paYKlY ]Vp\PPLSLqBMRQjlY
mhfa L[aaaaaaa
klFh b[aa
f`Z^]KlVHTM Zr
klTeU`qbX cUr`EpVPCTGU
rCKPPP ZT`U`dDjcFDTLaSX\bD
rCoDPP echTAMme
kch`ld [jqhUPL
Kame $
ilZ^TTMSXLSfV\p^]_N`OOOOOB]_B]lYK_N`OOOfIJ Im
[E K^]hfm
KaIlEWLEAL_M DXcaIJ_
D]` PV`QI]
rVPCJ cBJg
qjAZ]_flTGnYmLQa\An cBYA^
ZTPZPSWTrYcNc fPVGeqc
KmQn^TMb^\\VMpaI cFflnniBZRQrAFej
WXE`ErY[Sj_B]_f DDMpJI\l
MTj lGDD
lGDD MTj
]j elc
Df cN
cdBq^BRq^ MTj]M
rr`ErDKU`dRFgeKeKeQReKeQmo`QmK WJFgeQmo
DfWW WW
cNcPU`XhXp`oKU` U
akchTdP rcXeQIMJch
iROcb fP`^LEi_d
ZLBUrYE L
cBo[ BjL
kUU`Jkr`ESffTj Z^NcG[Td[TA
Kma]Vga ZEWnm
c MJcPTEW^i
MmpQ^Jk [hBJk
cNcY iROcbd
cFfYjedLVS _ZbaAm\VgaGI
fPVGeqcGPG [[
PVPV ZYRFnPEWTMSkHcm^]_fmXBcSfl\
Bp`YXhV MTjPVMpU`aU`QVPV
kUU`Jkr`ESffTj Z^NcG[Td[TA
Mm\XpPeU`dn^n D
i^ i
WXCalefP kTdPTNdPchTdPlBD
[jq fn`^SQLd
KU`dRFnPZlRM^]lN inh
ZT`mU`aU jZY\\cU
ZLqB\DDXAU` fPcV`mianWFDdhdrm
ZLqB\DDXAU` fPcV`mianWFDdhdrm
[BF[rWhcm^] qjAZ]_flTGnYmLQa\An]
XX\paVnV iVpP
mc fMTQXgU`aU`QAmQIc
KaINiSFRkPnniWj [EA[CYXL
f`^]lPh\_OOOMO cUPEYEg^]_N`OB]_
DmlB^]KllpcBV`^]_Bl K^]_B]l
im\_fnXVG GXY
PmAV ecSL
KamiLVEWT `rrWeQZcVTEp
rrW^dBUc XRQRFVOGrmd[rYER]ll\SMmp
FGMcSY]]MMM]Z]M kcY]]]MM]M]]
L YA
Bp`YXhV [S[V
KMjXToPV KamiLVEWT
ecEIcGPlTRalhm rPganXmdLLnDDDXAQh
kcG[cSDD [jeFKrccQflTGfmcD
ZeQejXBCm^]_N` ZSBH]UO
ZYRFnPEWTMSkHcm^]_fmXBcSfl\M PVPVM
BkmUd fMT
PmdZ]lnhedqjAR cBJg
MBm rV`anXVM
fPcV`mianWFDdhdrma K
ecE[ZInhT ecG[cE[TNN
DTjZ]glCURdejOcPfn ilY
Z LDY\
[jeFKrccQflTGfmc kcG[cSD
cTeaY jMQnobmiLG
kldj_eme ZSXmQVMD]jrV`Qeji_
rcV`mU`QaXgQ ]ldPchTNNAiIiBdEJBUVG
WYAgQgeqcYWM ecY
ZR^]llrpmaVhmLa\m jZY\\cU`
kTd[ LSBjkTdP
fMDecE[lUV`aVLrcG[G akchTdPT]
rPganXmdLLnDDDXAQhL ecEIcGPlTRalhmL
eKhi [h
Bp`YXh [S[
fFTqm^P]lelg WXR
KmU`QcalCmU`QXemU`dh ecEIcGPlTRalhm
DXmq[ o^\
ZYRFnPEWTMSkHcm^]_fmXBcSfl\M rr`EeU`q
KaVYh PO
KU`QcmQ gaIJT^]lOTGZ
Y f`U`dfVRamiLV\Ym
ZZ C
UKW W^LE\lVhmqDM
rCJF fPVIMbJF
mcd fMTQXgU`aU`QAmQIcd
ecY WYAgQgeqcYWM
elc ]j
mj iVYrXhcaVELqBYIbj
dBg fMDWobjfaa
cdjqrcScTr\mQXSiB mrYERg
r` ecj
ZgQURmQLhDFjlmJLI\_ K^]_OO
UKW W^LE\lVhmqDM
V`QZ]lIYJ [E
fGDmP jDDbEoD
[Tem cTgQZ]_B]
r^KXeam imJEArXpPRU`a^]llT`manh
ZT`mU`aU` jZY\\cU`
fMTQXgU`aU`QAmQI m
cUTFV [BF[E`Er[V
DhLUbXB rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^
[jeFKrccQflTGfmc kcG[cSD
OmbJkV[W cBJkTF
WJFnr`pVUW^l c
kch`l fPrWCQULEe
fMTd BkmUdd
rrVP`kP ]jrcVGU
ecG[cE[TNN] I
Di\bo f`U`dfVRamiLV\Y
KU`aQhQcalRU`dR cBJg
ieXqj cFha^]lm
b ZrpQLEO
fGRkPr PXdrcGPTAim\llSD
DfmHVPTFVOrrBrBrrrBBrBBrrr rTFVOBB
WoKQD\X\TaQDSmLamPP PmLPMP
i^ WoWXn
Wob rg\
cB^TMmPP WXCalef
ZAgaYcS kcS]j
[L kTdPlT^F[cAm^]lYKlnhJ
iYK_flTGIiV\\caVhA _dBFnYA
DhLUbXB rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^
UCJFgeH MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHeH
Z\ ameTrScm^]UfVr
f`Z^]KlVHTM Zr
f`^]lPh\_OOOMOO Pc^]_OON`OO
rr`ErDKU`dRFgeKeKeQReKeQmo`QmK WJFgeQmo
fM DiBRmXBhQAU`La
ZeQejXBCm^]_ rJkC^YK_B]_
[BF[rWhcm^ qjAZ]_flTGnYmLQa\An
WoDWTh WoDDT]qS
cUr`EpVPCTGUg^ ]jf`^
r` KaVLrcTPlB
kTADhAjllT`U` [DZNcMSPm
mj mhj
nHjOcEPVN e
rrW^dBUcc SPrYELTR
KQejJSIfaU`qYUcXR^]llEWR f`
]j elc
g PAU`aU`LaYL
rCoD j
DXcaIJ_ KaIlEWLEAL_M
P DiBLjqLl^Fj
KTe^]_fVVS PXnnD
DiBRmXBhQAU`La fM
Z^ echTd[TdPcRP
cFIkTdPcS MmYramFh
imJEArXpPRU`a^]llT`manh r^KXeam
cBYXCU`mnoiVTKZ^UC kTdPTNdPchTdPlB
LK rCKP
f`anDYZhVPC^ZEWg^ qjAZ]_flTGnYmLQa\An
eKhi [h
KQnok akch
l m
$ kcY]]M]]]M]]]M
l Z\Yb
[DZNcMSPmd D
fPrWCQULEe kch`l
e f`U`dfVRamiLV\
PAU`LaYW\FVO cRXRBPlEWr\VPTFVOrBrBrBr
fPVGeqc Sc
ob mA
KQnokT akchT
[jeFKrccQflTGfmc W^CQ
PX^ $
ZYRFnPEWTMSkHcm^]_fmXBcSfl\ fGRFn`JFnV
fPVGeqcG ScG
Pc^ MKTj[SnoV`U`amaZ
Zr f`Z^]KlVHTM
WoDDT]q iVrSV`amArmd[P\
Kmm^]lI\ KU`qSAmaEVpPgU`dj_fYjAj
$ imeT\p
ZLCmaVeh cFr
MmTaU`ammmU`amaIOcP biol^
ecE[ZInh cdEihNcE[
rV`U`kcanWUTFVOrrrBBBBr WJkTFVOB
cC^HLjq cTShi
]j _klGOcMMMM]
ecY WYAgQgeqcYWM
M ecYMMM
PAU`LaYW\FVO cRXRBPlEWr\VPTFVOrBrBrBr
fPVGeqc Sc
[Ln PXdrcGPTAim\llS
klBo ZAgaYcS
QiIi klBXLEi
ecE[ P
Z\pale^] klTWYKm\lVT`c^]
ieXq Mmb^CmaY
fMTQXgU`aU`QAmQIc mc
cUPTPVMYK SWUigm
iVYrXhcaVELqBYIbj mAAj
O mA
ecEIcGPlTRalhmL KmU`QcalCmU`QXemU`dhL
MTM kTd[coTTK^]lIO
`JX^kaTRj KU`aQrA^]_N`OB]lnXmQc
nHjOcEPVNcE ecE
UKW W^LE\lVhmqDM
fMDWob bm
Ym rC
nHjOcEPVNcE ecE
jZY\\cU ZT`mU`aU
PO klTeQU\TQc^]_fnXXL
rVGecSb mA
klNJcHPB\TFmPI [LIJhBYmLaeP
WXR fFTqm^P]lelg
kM kcGP
WJFgeQmo` $
_dBFnYA K
DDMpJI\lI WXE`ErY[Sj_B]_fI
fGD cmaal\`
klBXLEi cC^HLjq
rcV`mU`QaXg ZhA
cBX\YGlA WYVMY
ecG[TdP ZTPZPSWTrYcNcGP
mAj rVGecSbj
Bp`YXh ]lNAZLLl^TYDTaU`qTQmLaYPmQ
]jMm[FVOrrBrB [BF[E`Er[VO
BjL cBo[
DXcaIJ_ KaIlEWLEAL_M
ecGPchc iIeUgGec
f`aIO [LmXYfVfU\[F_
cC^HL cd
cUr`EpVPCTGUg^] iI\
RcBoMmDecSZhXRaITc i
rV`U`kcanWUTFVOrrrBBBBrB ]jW\FVO
BjL cBo[
Mmb^CmaY iDhX
cUC L
[Jh rP^NcP
$ f`a
echTd[TdPcR MmTaU`ammmU`amaIOc
]PqS DXAU`aaIXjAhdRkcXCU`
DhLUbXBY MmDMTMcSMWmpmmQ
cmaal\` fGD
rV`QZ qjAZ]_flTGnYmLQa\An
K^]_OON ZgQURmQLhDFjlmJLI\_N
V`QZ]lIYJ DhJqj
ZEWLq iDhX
WXrTaQIb YA
Z\YXK^]li KU`La\c^]ln
fPVIMbJFg rCJFg
K^]hf Z^TgQRkPhXEYECmaYqcSi
kTd[ LSBjkTdP
WJkrWYfVZZSiBS [hBX^UrWFBTCpma[n
Im ilZ^TTMSXLSfV\p^]_N`OOOOOB]_B]lYK_N`OOOfIJ
_dBFnYA Kmm
[BF[E`Er[V cUTFV
Wo ginfTj
DXmqeP f`Xmqm
kcS]j ZAgaYcS
XPCmd KmmQ
f`Xm iVCU`
rCKP KaVLrcTPlBD
WYAgQgeqcYWM ecY
rC fPVIMb
cFflnniBZRQrAFej KaI
[ fn`^SQLd
ZZLEXjO aI
rcAQej P`ECam
ZTPZPSWTrYcNc fPVGeqc
ZT`mU`a jZY\\c
nPT PXRalg
]Vp\PPLSLqBMRQjl ilCma
Ljara m[aaaaaaa
Zr f`Z^]KlVHTM
fPrWCQULEe kch`l
]lNAZLLl^TYDTaU`qTQmLaYPmQ Bp`YXh
[S[ Bp`YXh
KalLLlhXhrY kTA
bm fMDWob
ZeQejXBCm^] rJkC^YK_B]
fPVIMbJFg rCJFg
]jfP`XpcAQeqcY DWBocMTdhaaIOncYM]]RRMM
ZgQURmQLhDFjlmJLI\_N K^]_OON
WYmL [qjXjeFn^EW\Smq
ZemU`L `RaSiaaa
im iYjAIic`nh
kMT kcGPT
jZY\\c ZT`mU`a
[_d kldj_emee
iY rCJFge
WYmL [qjXjeFn^EW\Smq
mAj rVGecSbj
DmlB^]KllpcBV`^]_B cdEAejAZ]
ei cUrYER^]_B]lniBrb^Y
[qBZZSBQIZ\paYK ]Vp\PPLSLqBMRQj
kMT kcGPT
fFTqm^P]lelg WXR
f`U`dfVRamiLV\Ym cBX\YGlAb
iIOcG PXRaVVrcEPTd
ginfTjW WoW
_dBFnYA K
fMpaYjA rCJkVPVS
ZRmQnoL[aaaaaa \M\m^cU`qYNK
$ echlBJkPRU`La
mj iVYrXhcaVELqBYIbj
ecPFfnWY iVZZE`ESWF
BjL cBo[
l m
]T kcE
DI PV`QI]M
ZgQURmQLhDFjlmJLI\_N`O K^]_OON`O
rCJF fPVIMbJF
mAA iVYrXhcaVELqBYIb
inXAaYqcScF GXY
$ Kame
rC^nmihBYXr f`Xmq
KU`Qcm `JX^kaTRj
]jfP`XpcAQeqcYM DWBocMTdhaaIOncYM]]RRMMM
]j elc
DiB[ Dfm[
DDDcNccG kcGPTd
kTdPcG[l mc
W DfW
]jb[aa `mVa
rJkC^YK_B]_N ZeQejXBCm^]_N
KQjlIAD f`Xmq
MmpQ^ rC
]lNAZLLl^TYDTaU`qTQmLaYPmQ Bp`YXh
o^\ Z\[
DfWW WW
fn`^SQLd [jq
mAj rVGecSbj
P`EC rPEWgU`QcU`qYMJcGPlBYXZRmmalrSma
cUPTPVMYKa SWUigma
ZTPcXhmaamiBBDPP ahdBF^U`KPP
K^]_OON ZgQURmQLhDFjlmJLI\_N
kcS]l] klG
imeT\ WE[lUCoqfPVMbYcUJf
jZY\\cU` ZR^]llrpmaVhmLa\m
j rCoD
ZRmQnoL[aaaaaaaaa L[Oa
eEPTSKmaYqcENcE[l fM\XSW
mAAjf iVYrXhcaVELqBYIbjf
ZYjlnB^W cTnlg^
L cB
PXeQURalYnXCQ ZZho`ag^]UVLBTS
_c [qBCQ
r Dhi
L cB
PVPV ZYRFnPEWTMSkHcm^]_fmXBcSfl\
DANU`dhR KmU`QcalCmU`QXemU`dhL
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReH UCJFg
Kma]Vga klT^Tg^]lnXmdflhAaI
WoDWTh WoDDT]qS
kcY]]]MM]M] rcU`aQ[PZcWY
KQ _dBFnYAQ
Dh DiBRmXBhQAU`LaTdP
ZLBUrYE L
mA O
DiB DDSVGhq
rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^ DhLUbXB
DijijqhTCma K^]hf
iIiLYj KQhdnoZnqcG[lTnnWThV`^]lnDSAQLE
fGRkPEYESBm^]_OOflpVMjaaIASc inW
kcGP kM
BkmUdd KU`QcmQ
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHeH UCJFgeH
iVYrXhcaVELqBYIbj mj
XX\paVnV cUr`
]Vp\PPLSLqBMRQjl [qBZZSBQIZ\paYKl
eKhi [h
Ym rC
mhjfaa N
LAj YAAj
DXcaIJ_ KaIlEWLEAL_M
kch`l fPrWCQULEe
bm fMDWob
KaINiSFRkPnniWj [EA[CYXL
kcGP kM
]T kcE
W^CQ XRQRFVOGrmd[rYER]ll\SMmpcQ
iVYrXhcaVELqBYIbj mAAj
K^]hfm PAQrcalnI
]lAL[a \M\m^cU`qYNK
cBXLSRkr mrYERgn
PO Ze^]lmJ
K^]_OON` ZgQURmQLhDFjlmJLI\_N`
rCJ MmpQ^J
cmaal\` fGD
DhLUbXB rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^
iIOc ecE[ZIn
PmdZ]lnhedqjARF cBJgF
KU`La\c^]ln Z\YXK^]li
[jqhUPL rCJkVPV
KalLLlhXhrY kTA
[LmeFIWYmq KTe^]_fVVSD
ZLEeB\FVOr rV`U`kcanWUTFVOrrrBBBB
DBQUR^]_B MKTj[SnoV`U`amaZ
Z\ ameTrScm^]UfVr
[q ]ldPTcAMTj[LIX
F^eTMZ\ PAalh
cmaal\` fGD
jZY\\c ZT`mU`a
cFflnniBZRQrAFej KaI
]lKf`^]_OOB]_N` K^]_OON`OO
rJkC^YK_B]_ ZeQejXBCm^]_
[BF[E`Er[ cUTF
mjfaa mjr
rcmqpU`Qmq kS
ecEIcGPlTRalhm rPganXmdLLnDDDXAQh
kUU`Jkr`ESffTjL Z^NcG[Td[TAL
BjLq cBo[q
ZLqB\DDXAU` fPcV`mianWFDdhdrm
Wo ginfTj
Pc^ MKTj[SnoV`U`amaZ
rCoD j
fPVGeqc Sc
ZhA rcV`mU`QaXg
kTNNdPcPFRkV`QUYZ]lVTPVGj_ Kh]GU_
imeT\ WE[lUCoqfPVMbYcUJf
pNiSWdBA inW
fPVIMbJ rCJ
[E ZZ
iVrSV`amArmd[P\ WoDDT]q
DDDcNccG[ ech
cTp` ameTrScm^]UfVrb
iVYrXhcaVELqBYIbjf mAAjf
ecE[ ecE[ZInh
`a DBa
]PWXH rCJk
[BTe nPT
[hTCQfIOcS[BUcmQ klTWYKm\lVT`
ZAgaYcS klBo
echTd[TdPcR MmTaU`ammmU`amaIOc
mh m
kl r`mFVOBr
kcY]]]MM]M] rcU`aQ[PZcWY
rr`EeU cINPcl
D kTdPlT^F[cAm^]lYKlnh
jZY\\cU` ZR^]llrpmaVhmLa\m
kcPBXLSnoL nV
rrW DiBR]lIEAIKaVhcQhaamihTZ
fn`^SQLd [jq
f`Smm^anh ZZLEXj
Fp fP`YcaVZZnYqcS]
$ K^]_
rCY klTWYKm\lVT`
Df $
cBYXCU`mnoiVTKZ^UCDP PVP`KP
KU`qSAmaEVpPgU`dj_fYjA [S
kTdPTNdPchTdPlB cBYXCU`mnoiVTKZ^UC
ZCU`dRFn` $
]lN akchTdPT
kch`ld fPrWCQULEed
cUPEYEg^]_N`OB]_OO rr`ErDKU`dRFgeKeKeQReKeQmo`QmK`
Z\YXK^]li KU`La\c^]ln
ZCU`dRFn` $
f`Smm^anh rcAQej
K^]_OON`OO ]lKf`^]_OOB]_N`
ZSD\AU`LabYcKQ[rc`ErTL kTAZRQ[`YmL
ZEYESXXeaV^TS f
iYK_flTGIiV\\caVh _dBFnY
Z\YXK^]li KU`La\c^]ln
[q ]ldPTcAMTj[LIX
]jfP`XpcAQeqcYM DWBocMTdhaaIOncYM]]RRMMM
Dhi b[]a
[jqS Qe
cBo[q BjLq
[BNcE ZTPZPSWTrYcNcG
kM kcGP
kcGPcSNaaaaa NaKa
c r\`mVamLcP
]jfP`XpcAQeqcY DWBocMTdhaaIOncYM]]RRMM
r`mFVOB Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBrB
f`Z^]KlVHTM Zr
WYAgQgeqcYWMM ecYM
ZLBUrYE L
ZSD\AU`LabYcKQ[rc`ErT kTAZRQ[`Ym
ieX ZEWL
DB^] PXT`_U`a^R
]lA[hF fMrYECrEpcAU`LYa
ZeQejXBCm^]_N rJkC^YK_B]_N
WE[lUCoqfPVMbYcUJf f`U`La\mq
ilCmaY ]Vp\PPLSLqBMRQjlY
kcS]j ZAgaYcS
mj iVYrXhcaVELqBYIbj
ZLCmaVe PAal
N $
PcmmU`amaIiLnXc Z
cUVgG DijJqjeF
k kTd[coTTK^]lIOch
cFflnniBZRQrAFej KmQn^TMb^\\VMpaI
ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU` KmUi`
]lNAZLLl^TYDTaU`qTQmLaYPmQ Bp`YXh
kchch r\`mVamLcPNch
m mh
ecE[ZInh ecG[
cBo[q BjLq
PXRaVVrcEPTd iIOcG
kcY]]]MM]M]] MQVjegSYp
IJd ZCU`dRFn`o
ZeQejXBCm^] rJkC^YK_B]
WYAamiLIeUV`U`amQIW cS_a
ZeQejXBCm^]_N rJkC^YK_B]_N
WYAgQgeqcYWM ecY
]ldPchTNNAiIiBdEJBUVGZ] elcK^]
ZYjlnB^W PV`QUhA^
fFTqm^P]lelg WXR
Z MTjZe
PmdZ]lnhedqjAR cBJg
kM kcGP
KmUi ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU
[BF[E`Er[V cUTFV
Dfch kchch
cTEYERmU`qb^ZL KFS
[qBC rccaVZpmOVPV`
i`EV PXgU`LaDi
Df $
f`U`La\mq WE[lUCoqfPVMbYcUJf
iYK_flTGIiV\\caVh _dBFnY
ZZLEXjO OV
FW kTAM
kcY]]]MM]M] rcU`aQ[PZcWY
ZgQURmQLhDFjlmJLI\_N` K^]_OON`
e f`U`dfVRamiLV\
[BF[rWhcm^] qjAZ]_flTGnYmLQa\An]
ilZ^TTMSXLSfV\p^]_N`OOOOOB]_B]lYK_N`OOOfIJ Im
]Vp\PPLSLqBMRQjlY ilCmaY
PmQmq[FV hfM\VPT
qjAZ]_flTGnYmLQa\An] f`anDYZhVPC^ZEWg^]
fM\XSW eEPTSKmaYqcENcE[l
DD[FVOBB cRXRBPlEWr\VPTFVOrBrBrBr
$ Df
Dh MA
ZeQejXBCm^ rJkC^YK_B
DDDZaal^YTgQ cFhd
DiBRmXBhQAU`LaT klUCXRmalgU`
P`ECam [jqjqqj
KmQn^TMb^\\VMpaI cFflnniBZRQrAFej
cTC rcV`mU`QaXg
cBo[q BjLq
biol W^Z
ZeQejXBCm^ rJkC^YK_B
r\`mVamLcP c
cFhd DDDZaal^YTgQ
cINPcl rccU
kTd[coTTK^]lIOc iYqc
ZgQURmQLhDFjlmJLI\_N` fM\c^]_O
ZYRFnPEWTMSkHcm^]_fmXBcSfl\ PVPV
cC^HL cd
rccU cINPcl
]Vp\PPLSLqBMRQjlY [qBZZSBQIZ\paYKlY
PcalpPCU`Lap^]_N`ON ]lKf`^]_OOB]_N
eTpVGIajMmS PAalh
KU`La a[^ERihrTP
iIJ f`U`QVU`q^rpU`La
ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU` KmUi`
PAQDYWJkCJkVMDD `an
cdj MJcPTEW^idj
kTA KalLLlhXhrY
ZLCmaVe PAal
RcBoMmDecSZhXRaITcY PcU`La[F
ieX ZEWL
fPVIMbJF rCJF
Df kch
fPVIMbJF rCJF
inWNchcGncS il\Yb
mAj rVGecSbj
M UK
rr`EeU cINPcl
KaINiSFRkPnniWj klUcX^FhdLhd
KQnokTdP akchTdP
WoDDT]q iVrSV`amArmd[P\
kTdPTNdPchTdPlB cBYXCU`mnoiVTKZ^UC
` DB
KaIlEWLEAL_M DXcaIJ_
WoDDT]qS klUc
DDMpJI\lIO PV`QI]M
ZgQURmQLhDFjlmJLI\_ K^]_OO
MLa_ ]j
ecG[cE[TNN] VW
iYK_flTGIiV\\caVh _dBFnY
c MJcPTEW^i
DDMpJI\l rcXn
ZEYErDM XAk
]ldPTcAMTj[LIXB klUPpPCal
fPTF j\FT
WXrTaQIb YA
rCJF fPVIMbJF
inhJrc ImL
Bp`YXhVP cdrcGPlU
fM\c^]_O ZgQURmQLhDFjlmJLI\_N`
ZgQURmQLhDFjlmJLI\_N`O fM\c^]_OO
]jrcVGU rrVP`kP
ec nHjOcEPVNc
WYVGhd WX[eQ
ZeQejXBCm^]_ rJkC^YK_B]_
mcd cTEYERmU`qb^ZL
WW DfWW
kMT kcGPT
kcGPT kMT
KQjlIAD f`Xmq
cTgQZ]_B]_ rJkC^YK_B]_N`O
rJkC^YK_B]_N` Pc^]_OON`OO
cFr ZLCmaVeh
f`a $
KmUi` ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU`
PAQDYWJkCJkVMDD `an
PAal ZLCmaVe
cB L
f`Smm^anh rcXnI
P`ECa rPEWgU`QcU`qYMJcGPlBYXZRmmalrSmaa
DqB PXRalg
PXeQ[C inXXealeQ\
kTd[ LSBjkTdP
ZRab ZZ
imJEArXpPRU`a^]llT`manh r^KXeam
ZgQURmQLhDFjlmJLI\_ K^]_OO
DDbYXSi rbWU`qRm
fPVIMbJFg rCJFg
r\`mVamLcP c
echTd[TdPcR MmTaU`ammmU`amaIOc
Q^`j cUPTPVMYKaI
kldj_eme ZSXmQVMD]jrV`Qeji_
]lNNA[Jqh DW
imJEArXpPRU`a^]llT`manh r^KXeam
O mA
WoW jDDbEo
kTNNdPcPFRkV`QUYZ]lVTPVGj_ Kh]GU_
