26583
BAABABAA ABBABABABBAA
ABAAAABBAABBBA ABBBBAAAAABBABBB
ABABBAAABA BABAAB
AA BABAABBAAAAAB
AAABAAAABBAAABB AAAAABBBBAAABBABAAABBB
AAAAABBBBAAABBABAAABBB AAAAABAB
BAABABBBABBABBBABAABAA ABBAAAAAABAB
AABABBBA AAA
ABBBBBA $
BBBAAA AABAABBBA
BBAA ABABAABABABBBAB
BBAABBB BAABBAABAA
AB BA
ABB AA
ABBABBABBBABBBBBB ABAABBAABAB
ABBBBBBABBBABA ABAABABBAA
ABAABBAA BAAAAA
BABABBBABBBBBBAABAAAA BBABBBA
ABAABABBBA ABABAAAAB
AB BAABB
BBBBB $
BBBABBA ABABBB
AAABBBAAABBBBAA BBBAABBBAB
BABABBBB ABBBABABBBBABBB
AB BBAAABAB
AAAB BBBBBBAAAAAAAB
ABABBAA BBABBAABBBA
ABABABABBBBBAABBBB BB
BAABA ABBABABAB
BBABBABBBBABBBAABABBBBBAABBBAAABAAAABBBA ABBAABBBBBABAB
BBBBB $
ABBABABABBAAAB BAABABAAAB
BAB BBBBB
ABBABBBABABBBABAAAA ABBBBBABABABAA
BAAABBBAABABAABAABAAB AABBABA
AAAB AABABBBAB
BAA BABABABBAAB
BABAABBBBBABABBBBB B
B BAA
AABAABBB ABABBAAB
BAABABAAABA ABBABABABBAAABA
ABAABA ABBABBBAA
BBA AB
BAABBBBBB ABBBABBBB
BBAB BABA
AAAABBAABBBABBABAA BABBBBAAA
BBBBBA A
$ ABBBBBAB
BAABBBABBAAAABA AABBA
BABAABB ABBBAABBBBBAABA
AAAABBAABBBABBABA ABBABBBA
AAAABBBABBA AAAABABBBBAABBBBAABABABAAA
ABAABBBBABABBBB BAAAAA
ABAABABBA ABBBBBBABBBAB
BBBABB ABBBBAABBAAAA
ABAABBB ABABABAAABABA
A ABBBBAAB
AABAAABABABAAAABAA BABABABBBBAAB
AABBAAB BBAA
BBBB BAABABAAAAAAABABBA
ABABBBAABBA BAAAB
ABBBABBBABAAABABBBBB BA
ABBABBABABABAABBAAB $
ABABABBB ABAAABBAAB
ABBABBABABABAABBAAB $
BBAABBB BAABBAABAA
BBBABB ABABBBBABBAAA
BABAABBA AABAAB
BBBBBA AABAAAAABB
ABBABBBBA AAAAA
BBABBBBBB BBA
ABABBBBBB BABABABAABAA
ABABAAAAB ABAABABBBA
AABAABA BABAABBAA
AAABBB A
B $
BABABABBAAB BAA
AB AAAAAAB
BBABBBABBAABABB BBBBBA
BBBABAABA BBABBAB
AABABABBBBABABBA ABAABBAABABAB
ABAAA ABBAAAABAB
BBBABBA ABABBB
ABBABBABABABAABBAABABA ABA
AABAAAAAABABBBAABABA ABAABBAABABABABAAA
ABAABB BAAAB
$ BAAAABAABABABB
BABAABBBBBABABBBB $
BABBAB BABAAABBBABBAAAABB
BAA BBBA
$ ABBAAB
ABAAAABBAA ABBBBBBABABBABAABABBBA
BBABBABBBBABBBAABABBBBBAABBBAAABAAAABB BBBAAABABAABBBABBABBBA
ABBAABAABBAB BAAAAAA
ABB ABBBABBBABAAABABBBBBAB
ABBBABBBABAAABABBBBBABBAA BAABBAA
ABAABBB BAAB
ABA ABBA
BB AAABABBBA
AABBBABBB ABABABABBBBBAABBBBBBBBAB
BABBAABBBBBAB BABABBBABBBBBBAABAAAAB
$ AAAAA
AAA AABABBBA
BBABBABBBBAABABBABB ABABAAABAABBAB
AAABBBAAABB $
BBABB ABBBAA
ABABB ABBAABBAAAABBAB
BABAAA AAAABBBABBABAA
ABBBBBAAA $
BAAAAAB AAAAABBBBBA
ABBBAAAABB AAAABAAA
AAAABBBBAABBAA AABAABBBAB
BAABB ABBBA
AAAABBAABBAAAAB ABBA
AAAB BA
ABBBABABBBA ABAABABABBBBBABBBB
ABBBAAAABBB AAAABAAAB
AABBABBAABA BBA
BAABABBBABBABBBABAABAAB ABABAAA
AB AABABBB
ABAABBBAABAA ABBAAAABABAB
BBBAAABABAABBBABBABBBAB ABBBABBA
BABBB AAAAABBAABAAABBBAABBBBBBAAAA
AABBABBAAB BAABB
BBABABBB BAABBBBBBAAABBABAA
BAAB ABBBABBBABAAABABBBBBAB
ABBAAB $
ABABAAAAB ABAABABBBA
BBBBB $
BABBAABBBBB BABABBBABBBBBBAABAAA
BBAAABA A
BBBB ABABBBAABBBBABA
AAAA BBABABAAAB
BAABBBAAAABBAAB ABBBB
BB ABABABABBBBBAABBBB
AAB BABBBA
BBABBBBBAABAAAAAABBABBAAABBB ABBBAABBBBBAAB
AAAABBBABBABBBAAAAABBBABBAAABABBBBBB AAAABA
AAAAAABBABBA ABBABA
BABABABAABA ABABAABBBAB
BB BABAABBAAAAABA
BABAAB ABABBAAABA
ABBAABAAB BABBAA
BABABABBBBAABBB AABBAB
$ BAAAAA
ABBABABABBAA BAABABAA
BB ABABABABBBBBAABBBB
ABBBBBBBBBAABBB ABABBABABBBBABAA
ABAAAABBAABBBAAABA BAAAAABABAABA
AABAAABBABB ABBBAAAAABBAABBB
ABAAABBA ABAAAAB
ABBA BABA
ABBBABBBB BAABBBBBB
$ ABABABABBBBBAABB
BABA ABBBABAAABBBBA
BAA ABBAABAABB
AB BBAAABAB
ABBBBB AAAAAB
BABABABAAB ABA
BABBBBBAABBBBBABBBBBBBBABAAA ABBAABAAB
$ BAAAAA
ABBB BBABBABA
ABABB ABBBABABBBBA
ABBBBBABABABAA BBBAAA
BBBBABB ABBBBBBABBBABAB
ABBABABABBAAABABBAA ABBAABAAABBAB
BAABBAABAA BBAABBB
BABAAAABAAAAAAAABAAAA AAAABAAABAB
BBBBB $
ABBA BABA
BAAAAA $
ABBAB AAAABABABAABBBABBBAABABABBABA
BBAABBAABBABBBBAABA BBBAABAABAAB
BBBB ABABABABBBBBAABBBBBB
$ BBAAAB
ABABB ABAAB
ABABABBABBBBBBAAB ABAABAABABB
BAABBBBBBAAA A
AAB BA
BAAABBABAAABAAAAAABABBABAAABBB A
$ AAAA
BABABBBABBBBBBAABAAA BBABBB
BBBABABBAAAAAAB BAAABA
AB AAAAAABABAABBB
BBBBBBAAAA $
BAB ABB
BAAB ABBABB
ABBAABBB AABBABBAABA
ABAABBB ABABABAAABABA
ABBBABBBBA BAABBBBBBA
ABAA ABAB
ABAAA AAABBB
BBBBBA A
BAABA ABBABABAB
AABAAABBABB BBBBBAA
ABBABBABABABAABBAABA A
BBBB ABABABABBBBBAABBBBBB
B AABBABBAA
B $
AAAAAABBA BBBAB
ABBBBBBABABBABAABABBBA ABAAAABBAA
ABBAABAABBA AABBBAB
ABBBBABBBBAA AAABAA
ABBBA ABBAABABABB
BBBBBAA BBBBBABABAA
ABBB BBAAABABBABA
AAA ABA
ABBBAABBBBBAABAA BBABBBBBAABAAAAAABBABBAAABBBAA
ABBAABB B
BAABAAA BABBBA
ABAABABBBABABAA ABABAAABAABBABAB
BB ABABABABBBBBAABBBB
ABA BABABABAAB
BBBBB A
A AB
BAB BAA
ABAABBAABABA ABBABBABBBABBBBBBA
AB AABB
ABA AAABBBBBAABBBBAB
BBBB ABAAAB
ABABABABBBBBAABBBBBBB BBBBB
BBAABB BAAA
ABBABBABABABAABBAABABAA ABAA
$ AAABABABAAABBBA
BA AAAB
BAABB BBB
BBABBBBBB BBA
BABBABBBAB BBBBB
AAAAAABBA BBBAB
BABBB AAAAABBAABAAABBBAABBBBBBAAAA
BABAB ABBBAAAAABBAA
BAABBA ABA
ABBB BAABBBAAAABBAA
ABBABBABBBABBBBBB ABAABBAABAB
ABBBAABBBBBAABA BABAABB
AAAAB BBBBBBABA
ABAAAABBAABB ABBBBBBABABBABAABABBBABB
AAAABAAAB ABBBAAAABBB
BAABBBBB ABBBABBB
ABBABABABBAAABABB AABAA
AAABABABB AAAAAABAA
ABBAABB ABAABB
ABBBABBBABAAABABBBBBA BAA
ABBBBBBBBBAABBBAAB BBABABB
ABAABBBBB BAABBB
AAAAA ABBBB
A AAAAAA
AABBABBAABA ABBAABBB
BABBBAAABABBBBBB AAAABAAABA
ABAAA BAABBBAAAABBAABBAB
ABAAAA ABBAAAABABA
$ BBBAB
BBBBA BBBAAABABAABBBABBAB
BBBBB ABABABABBBBBAABBBBBBB
ABBAAAABBBABBBABBBBAAA BBBBBAA
A AAB
AAABAAAA BBABBBAABBBBBBBB
BAABABAAAAAAABABBAABB AAABBBBBAABBBBABBA
ABBBBBA AABBAABA
AAAAABBAB ABBBBBBAB
ABBABABAB BAABA
AAAAABBAABAAABBBAABBBBBBAAAA BABBB
ABABAABBBAB BABABABAABA
BBBAAABABAABBBABBAB AAAABBBA
ABBABABABBAA BAABABAA
ABBBABABBBBA ABABB
BAABBAB AAAABAAAAAABBBBBBBBA
BABA BBBAABAABAAB
AABBB BA
ABBBAB BAABBB
BAAAB ABABBBAABBA
BBB ABBAABBBB
AAABBBAAABB $
ABBAABAAABB ABAB
AAB BBA
AAABA ABBBBABBBBA
ABAB ABBAABBAAAABBA
BABAABABBAABABBB ABAAAB
AAAAABB ABBBBBB
BBBABBABA BBB
ABBBAAAAABBAAB BBBABBBA
AABBAB BBBA
AAAABBABBAAABABBBBB ABAABABBAABBB
BBAAABB ABABAABABABBBABABB
AAAAABBAABAAABBBAABBBBBBAAAAA BABBBA
BABAABBBABABBA ABAAA
ABBBBAABBAAAAAA BAAABBA
ABBBBBABABA ABA
BBA BB
ABBABBABBBABBBBBBA ABAABBAABABA
ABBBABBBABAAABABBBBBAB BAAB
ABAAAABBA ABBBBBBABABBABAABABBB
ABBABB ABBBBBAA
ABBA BBBBBBAA
BA BB
AAAABB BBABABAAABBB
ABABBBBBAAAABB BABBBAA
BAABAABBB BBBBBA
AAAABBAAAAAAA ABBB
ABBBAABBBBBAA BBABBBBBAABAAAAAABBABBAAABB
BBBABAAB BAABBAA
BBAABBAABBABBBBAABA BBBAABAABAAB
ABABABAAABABAAABAABA BAAABABABBBA
ABAABAAB BBBAA
$ BBBBB
BAABABAAABAB ABBABABABBAAABAB
BBBBBABABAAB BBABBBBBAABAAAAAABBABBAAABBBAAAAA
BBABAABA BBBBB
ABBAABBAAAABBAB ABABB
BABAABAABABBBABABAABBAAABABB BBBBBBA
AAB ABAAA
ABAABABABBBBBABBBB ABBBABABBBA
AABBAAB AB
AAAAABB ABBBBBB
ABABABABBBBBAABBBBBBBBA AABABBAAAA
BABABABBBBAABBB AABAAABABABAAAABAABB
BBBB BAABBB
AAAABB ABAABBB
BABBAA ABBAABAAB
ABA AAABBBBBAABBBBAB
A BBAAABA
BAABB BBBA
AABA BABBBAA
BA ABBBABBBABAAABABBBBB
A AB
ABBABBA AAAABABABAABBBABBBAABABABBABABA
AAAABB BBABABAAABBB
AAABBBAA ABBABBABABABAABBAABABAAAA
BBB BBAAAA
BAABBBAAAABBAABBA ABA
AABBBBAAA AAAABBAABBAAAABA
B $
ABBBBBB AAAAABB
ABBBBBAB $
BB AAABABBBA
ABABABAAABABAA A
BAABABBB ABAABBBBABA
AB BBAAABAB
AABBBBAAA AAAABBAABBAAAABA
AAABBBBBAABBBBAB ABA
BBABBBABABBBBABBBBAAAAAAB BBBAABBBABBABA
AAAABBABBA ABAAAABBAABBBAAA
BAABBBABBAAAABA AAABB
BAAABA BBBABABBAAAAAAB
BAAB ABAABBB
ABBAAB $
$ ABBBBBAB
BB ABABBBAAABA
ABBABABABBAAA BAABABAAA
ABAABBBB BAABB
$ BABAA
ABABB ABBAABBAAAABBAB
BAAABAAAABAA AAAABABBBABA
AABAAAAAABABBBAABA ABBBBBBABBAB
A ABA
AABABBB AB
BAABBBBB ABBBABBB
ABAAAB AABBAABABB
BAA BAB
BAAAABABBBAAAAA AAAAAAB
BAABBBABBAAAAB AABB
AABBABBAABAB BBBABAA
BAABABBBABBABBBABAABAAB ABABBBBABBAA
ABBABABABBAAABABB BAABABAAABABB
BAABBBAABBAAABABB BAABBAABA
AB BAABBBAAAABBAABB
BABABABBBBAABBB AABAAABABABAAAABAABB
BAABABBBABBABBBABAABAABA ABABAAAA
AABABA ABABBB
BABAAAA ABBAAAA
BABAAA ABBAAA
ABA ABBA
ABBABBBBAA AAAAAA
AAAABBBAAA BBBAAAAB
BABA ABBA
A AAAAAA
AABAAABABABAAAABAA BABABABBBBAAB
AABBA BABA
BAABABAAABAB ABBABABABBAAABAB
BAAB AABBABBAA
BABABBBABBBBBBAABAAAAB ABBBBBAAA
ABAABAA ABABBAA
BBBB ABABABABBBBBAABBBBBB
BAB BAA
BBBBBA ABABAAABAAB
BAABABBBABBABBBABAABAABAA ABBBBAABBAAAAA
AABBAB BBBA
BBAABAAAAABAABAABABBB B
BAAAA B
BBABBB BABABBBABBBBBBAABAAA
$ AB
ABBABBABABABAABBAABABAA AAABBB
A AAAAAA
BAABAAA BABBBA
ABA AAABABABAAABBB
BBAAABABBA BAABBABB
AAAABAB AAAABBBABBABBBAAAAABBBABBAAABABBBBBBB
AAAABA ABBAAAAA
ABBB BAABBBAAAABBAA
ABAABBB ABA
BBB ABABABABBBBBAABBBBB
ABBA AAAABBAABBAAAAB
BAAB A
ABBABBABBBABBBBBBABA BBAAAB
ABABAAAAB ABAABABBBA
ABB AB
ABBBABABBBA ABAABABABBBBBABBBB
BBBABABBAAAAAAB BAAABA
ABAAAABBA ABBBBBBABABBABAABABBB
$ AABBA
BBAABB BAAA
BBAABBAABBABBBBAABA BBBAABAABAAB
BAAAA BABAA
ABBAAAABBBABBBABBBB BA
BABAB AAABBBAAABBABAAA
$ ABABABABBBBBAABB
A AABABB
AABAA ABBAABAABBA
BABB BBBBABBBBAAAAAA
BAA ABAABB
ABBBB BAABBBAAAABBAAB
$ BABAABAABA
BAAABBABAAABAAAAAABABBABAAABBBAA BABABBBAABAABBBBBBBBBABA
BAB ABBBABAAABBBB
AAAAABBBBAAABBABAAA BAAAABAAAB
BAAAABAABABABBA BBBABBAAB
ABBBBBBABABBABAABABBBA ABAAAABBAA
AAAABABBBAB BAAABAAAABA
AAAAAABABAABBB AB
ABABBAAABAB BBABBBBBAABAAAAAABBABBAAABBBA
ABABABAAABABAA ABAABBBA
AAAAABBABBABB AAAABB
ABABABABBBBBAABBBBBBB BBBBB
BBAAABABB ABB
ABBAAAAA AAAABA
AAAAAABB BAAAABABBBAAAAAB
BAAABAAAABA AAAABABBBAB
BBBBB $
AAAABBBBA BAAABBBAABABAABAABAA
ABBAABBBBB ABBBAA
BBABBBABABBBBABBBBAA BAABAAB
BBABBBBBAABAAAAAABBABBAAABBBAAA BAAAB
ABBBAAAABBB AAAABAAAB
AAABBB ABAABAABABBAAABABBBBBB
BBBABABBAAAAAABBABBB ABAAAAAAAAA
ABB BBAB
ABBABBABABABAABBAABAB AAAABBAAAA
BBB BBBABAABAA
BABAA BBBABABBAAAAAABB
BBBB ABAABABABBBBBABBBBBABBAAA
ABBBBABBBB AAAB
ABAABBBBABAB BAABABBBB
AAA BABAABAABABB
ABABABAAABABAA A
ABAABBBBABABBB BAABABBBBBB
ABAABBBBABABBBBB BAABBABBAAAAA
BAAABBABAAABAAAAAABABBABAAABBB A
ABBBBBBBA BAAAABAABABABBAAA
ABAABBAABABAB AABABABBBBABABBA
BBABBBABABBBBABBBBA BB
BAB ABB
BA AAB
ABBBABBBABAAABABBBBB BA
AAABBB ABAAA
BBBAABBAAB BABBABA
BBAAABA A
BBAABBBA BAABBAABAAA
ABBAAAABAB AAABBBA
AAAABBBA ABBABABBAAABAB
$ BABAA
A BBB
B ABABABABBBBBAABBB
ABBABBABBBABBBBBBABAB ABAABBAABABABAB
AABBBBAA AAAABBAABBAAAAB
BABBABBBAB ABAA
AAABAA BBAAB
BBBABA A
ABBAABBAAAABBA ABAB
AAAABBB BAAABBABAAABAAAAAABABBABAAABBBAABA
AA AB
ABBB ABBBBBBBABA
ABAABB BAAAAABBB
AAAABBBBA BAAABBBAABABAABAABAA
A ABBABBABABABAABBAABA
AA BAAABBABAAABAAAAAABABBABAAABBBA
AAAABBBBA BAAABBBAABABAABAABAA
AAA ABA
ABABB ABAAB
AAAA AABABBAA
ABBBAAAABB AAAABAAA
ABAABA ABABBA
BA BB
BA AAB
ABBBBBBABABBABAABABBBABBB ABAAAABBAABBB
BABBAABBBBBA BABABBBABBBBBBAABAAAA
ABBBBAAA BAABABAAAAAAABABBAABBB
AABB ABABBB
BAA ABBBABBBABAAABABBBBBA
BAAA AAAABABBBBAABBBBAABABA
BBBABAABAAA AABB
ABBABBABBBABBBBBB ABAABBAABAB
BAAB A
BABABB AAABBBAAABBABAAAB
AB AAAAAABABAABBB
AAAABAAABA ABBBAAAABBBA
AAAABAAAAAABBBBBBBBAB BAABBABB
AAAAAABB ABB
AB BA
AABAAAABB BAAABABA
AB ABB
BAAAA BABAA
BAABABAAABAB ABBABABABBAAABAB
BABAAAABAAAAAAAABAAAA AAAABAAABAB
BABBAB BABAAABBBABBAAAABB
AAAAB BBABABAAABB
BBABBBBBAB ABBBBAA
BBBBBA A
AB AABABBB
BBBAABBA BAABAAB
BBBB BBBBBABA
BABABABAABA ABAA
ABBAABABABB BBBAABAABAABAAB
$ AAABBBAAABB
ABBBBBB AAAAABB
BAAAAA $
AB BBAAABAB
BB AABBABBAAB
BA ABBBABBBABAAABABBBBB
AABB AB
BAABBBAB BBBBA
AAB BA
AABAAAA ABBBBBBABBBABABB
BAB ABB
ABABAAAAB ABAABABBBA
$ AB
ABABABABBBBBAABBBBBB BBBB
ABBBABABBBA ABAABABABBBBBABBBB
BAABABAA ABBABABABBAA
BABBAB BABAAABBBABBAAAABB
B AABBABBAA
ABBBABBBB BAABBBBBB
A BBBBBBAAAAA
BB BA
ABBBAAAABBBA AAAABAAABA
AAAABBAAAAA ABBABBABABABAABBAABABA
ABAABBAABABAB AABABABBBBABABBA
AAAABAAABABABA AA
AAAABBB BBBBABBBBAAAAAAB
BBB BBBABAABAA
AAAAAABABAABBBA ABA
A AABABB
ABAAAABBAA ABBBBBBABABBABAABABBBA
BAAABBBAABABAABAABAA AAAABBBBA
BABABBBAABAABBBBBBBBBAB BAAABBABAAABAAAAAABABBABAAABBBA
BABBBAA ABABBBBBAAAABB
BAB BAA
BAABABAA ABBABABABBAA
ABA ABBA
ABBBBBABABAB ABAB
BA AAAB
ABBAABAABBA BABBAABA
ABBAAAAAABAB BAABABBBABBABBBABAABAA
BBBBBBAAAAA A
ABABABABBBBBAABB $
BABABABAABA ABABAABBBAB
AAAAABBAB BBBABAABAAA
ABBABBABABABAABBAAB $
ABBBBAAAAABBABB BA
AAABABABAAABBB ABA
BAABBBBBBAA ABBBABBBBAA
ABBBBAAAAABBABBBA ABBAABBBBB
BAAABB ABABBBAABBAB
BAAB AABBABBAA
BBBB ABABABABBBBBAABBBBBB
ABBAB ABABBB
BBBA AAAABABBBAB
ABABABAAABABA $
ABBBABBBABAAABABBBBBABBAAAAB BBBBAAB
AAAAABBA ABBBBBBA
ABBBABBBBAAA BAABBBBBBAAA
A BBBBBBAAAAA
BAAA BABA
ABB AA
AA BAAAABB
ABAABABBBA ABABAAAAB
ABABBAAABA BABAAB
ABAABBAABABAB ABBABBABBBABBBBBBAB
ABBBBBABABABAABB AAAABBBAA
BAAABBBB BAABBBBBBABBBA
ABBA BABA
ABABABABBBBBAABBB B
BBB BBAAAA
AAAAAABABAABBBAA ABAA
BBBABABBAAAAAABBABB AA
AAAABBB BBABABAAABBBB
ABBBBBBABABBABAABABBBA ABAAAABBAA
ABAAA ABBB
AABB BAABBBB
BBBABABBAAAAAAB BAAABA
ABBABABABBAAABABBA ABBBBAA
BABBB BAABAA
AB BBBAABBBAB
AB AAAAAAB
BAABABBBABBABBBABAABAAB ABABBBBABBAA
BA AAABAB
BABABABBABBBBAABAABBAA BBABABAAABBB
BABBBA AAB
AABB BAB
BABAAAAABB AAAABBBABBABBBAAAAABBBABBAAABABBBBBBBB
A BAAABBABAAABAAAAAABABBABAAABBB
ABBBBBBABABBABAABABBBA ABAAAABBAA
BA AAB
BAABBABBAAAAABAA ABBABABABBAAABABBAAB
BBBABBABAAAA BBBABAAB
AB BA
ABAABBABAB AABAABAAAA
BBBBBABA BBBB
BB BA
BAABABA ABBABABABBA
BBABBBBBAABAAAAAABBABBAAABB ABBBAABBBBBAA
AB $
BABBBA BAABAAA
ABAAAA ABBAAAABABA
BA AAB
AAABBBBBAABBBBAB ABA
BAABB AABBABBAAB
BABBBAAA BAABBAABAAAABAA
ABAABABABBBBBABBBBB ABBBABABBBAB
ABBABBBBA AAAAA
ABBABB AABABBAAAA
AAABAABAABAAAABAAABA BAAAABAABABABBAAA
BABBAABBBBB BABABBBABBBBBBAABAAA
AAAABBBABBABBBAAAAABBBABBAAABABBBBBBBBB BAABBBBBBABBBAAA
AAAABBBABBABBBAAAAABBBABBAAABABBBBBB AAAABA
BBAAABB ABAAAA
ABABBBAAA BABABABBBA
ABBBAB BAABBB
AAAABBB ABABBABAABAA
ABBAAA BABAAA
BBAA ABABAABABABBBAB
AA ABAA
ABAAAABBAABBB ABBBBBBABABBABAABABBBABBB
ABBA BABA
BABAB ABBBABABBBBA
AABBA BABA
$ ABBABBABABABAABBAAB
BB AABBABBAAB
AAAABA ABBAAAAA
BA BB
BBAABAA BABAABBBBBABABBBBB
ABBABBABBBABBBBBBA ABAABBAABABA
ABABBAAABAB BABAABB
BB ABA
ABBABABABBAAABABB AABAA
AAA BAAAABBA
BAAAABABBBAAAAAB AAAAAABB
BABBABA ABAABBBBABABBBBB
ABAAAAAAA AAABAA
AB AAAAAABABAABBB
BABABABAABAA ABAAA
B ABABABABBBBBAABBB
AAAABBAAAAA ABBABBABABABAABBAABABA
ABABBAABAA BABAABABBAABABBBBAAB
BBABABAAAB AAAA
ABAABAAB ABBABBBABABBBABAAA
BABA ABBA
ABAABA ABABBA
$ BAAAABAABABABB
ABBBABBBBAA BAABBBBBBAA
AAAABBBABBAB ABBBBBAA
ABBABBBAAA ABABAAB
BA AAB
AAABABA BAA
AB ABBBABBBABAAABABBBBBA
AAAABABABAABBBABBBAABABABBABA BABABABBBBAABBBAA
BBB BBBABAABAA
BBBAABBAA BAABAABA
ABBAABBAAAABBABB ABABBB
BBBB ABABABABBBBBAABBBBBB
ABBAABBBBB AABBABBAABABB
BAABBBBBBA ABBBABBBBA
ABAABB BABAABBAAAAABAAA
BAABABAA ABBABABABBAA
AABAABAA ABBBABABBBBABB
AABBB ABB
BBABBBABBAABABBAB ABBBBABBABB
AABB ABBBBBA
BBABBBBBAABAAAAAABBABBAAABBBA ABABBAAABAB
BBBBBBAAAB AAAABABBBBB
ABBBABBBABAAABABBBBBAB ABB
ABAABA ABABBA
ABA BBABBBBBABB
BAAAABAAB BBBAABBAABAA
ABAABBAABA ABBABBABBBABBBBB
AAAABBBABBA ABAABBABAB
ABAABABABBBBBABBBBBA BBBAAA
AA ABAA
BBBAABBAABA BAABAABABA
BABAABBBBBABABBBBBA BAABBBBB
ABAA AAAAAABABAABBBAA
ABBBAB BBBABBABAAAAA
AAAAAA A
ABBAABBAAAABBA ABAB
ABBAAAABBBABBBABBBBA BBBBB
AABAAABBAB AAABBBAAABBABAAABB
AAAAAA BAABAABA
BAAABBBBA BAABBBBBBAAABBA
AAAAABBAB ABBBBBBAB
BAABABBB ABAABBBBABA
$ AAAAA
ABAABBA BBBAA
A ABA
ABABABAAABABAAA AA
AABAAABB BBBAABBAABA
ABBBAABBBBBAAB BBABBBBBAABAAAAAABBABBAAABBB
AAAABBBABBABBBAAAAABBBABBAAABABBBBBBBB A
AAAAABBBBBAB ABABBAA
AB ABB
ABABABABBBBBAABBBBBB BBBB
ABAABBAABA ABBABBABBBABBBBB
BABAABBBBBABABBBBBAAA AABBBA
AB AAAABABABAABBBABBBAABABABBA
BBAAAB AABABABBBBABABBAA
B BAAAAAB
BAABB ABAABBBB
B BBBBBAA
AAA BBBBBBAAAAAAA
BAA AAAABABBBBAABBBBAABAB
AAABBBAAABBBBA AAAA
BBAAABA A
BAAABBBAABABAABAABAA AAAABBBBA
BBBBB ABABABABBBBBAABBBBBBB
ABBBBBBABABBABAABABBBA ABAAAABBAA
BAABBBBB ABBBABBB
ABBBBAABBAAAA BBB
BBBABAABAAA BBBA
AABABA ABBBBBBBBBAABBB
ABBBA BAABB
AAAABBAABBBABBAB BABBBBA
ABAA BABBABBBAB
BA AAAB
ABBA BBAAABABBA
AA ABB
AAAAA ABBBB
BB ABABABABBBBBAABBBB
B ABABABABBBBBAABBB
BABAAA ABBAAA
AAAABABBBBAABBBBAABAB BAA
ABAABAABAAA BAABBABBA
ABAAAAA AAAB
BAB AB
BABBABBBAB BABAABA
ABAABBA AABBA
AABAAABABABAAAABAA BABABABBBBAAB
ABAABBA BABABABBAABB
BBBABBAB AAABABAAA
ABAAABBA ABBABABBAAABABBB
ABAB ABAA
AABA ABBBA
AAAA BBABABAAAB
ABAABABBBA ABABAAAAB
BABAAA BBB
ABBBABABBBBAB BABABB
BAA AAABABA
BAA AAABABA
BABAAABBBABBAAAABBAA AABAAABB
BABB BBBBABBBBAAAAAA
ABBBBBBABABBABAABABBBA ABAAAABBAA
ABBA ABA
ABBBAA BBABBAB
ABAABABABBBBBABBBBB ABBBABABBBAB
AABBAB BABABABBBBAABBB
BAB BBBBB
AAABAB BA
AABABBA AB
ABAABB AABAAAAAABABBBAA
BABAAB ABABBAAABA
AAAA ABBABBBB
AAAABBBABBABAABBB ABBA
AAAB BAA
BABAA $
BBAAAB AABABABBBBABABBAA
BBAABAAAAABAABAABABBBAA BABABABBB
AAAAABBAABAAABBBAABBBBBBAAAAA BABBBA
AAAABAAABA BABBBAAABABBBBBB
ABBBAAAABBBABABA ABBBBABAAAAABBA
AA BABAABBAAAAAB
ABAABBAABA ABBABBABBBABBBBB
AAABAAB BAAAAAAB
AABBAAB AB
BAAAAA ABAABBBBABABBBB
BABBBAA AAAAABBAABAAABBBAABBBBBBAAAAAA
ABBBAAB AABABBBABBB
BBAABBB ABBBAABBBBBAABAAA
BBBABAABAABABBB AABABABBBBABABBAAB
A BAAAA
$ BAAAABAABABABB
AABB AAABBBAAABBBBA
ABBAABBAAAABBA ABAB
BAA AAAABABBBBAABBBBAABAB
AAAABAAABABABAAB BBBAAABBAABAAABBAB
AAAA BBABABAAAB
ABBBABBBABAAABABBBBBABB ABBB
BBAAABB ABABAABABABBBABABB
BBBABBABA BBB
ABBABBB BAABAAABBAAB
ABBAA BABAA
BBABBBAABBBBBB ABBABBABABABAABBAABABAAAA
BAABABAAABAB ABBABABABBAAABAB
AABABBBABB AABABBBBAAAAABABABB
ABABB BAABBABB
BBAB ABBBBABAAAAABBAA
BAAB A
BAAABBABAAABAAAAAABABBABAAABBB A
BBABAABB BABBAABABBA
AABAAABABABAAAABAABBAA ABBBABBBBAAABBA
BABA ABB
BBBAA BABAA
B $
BBABBBAB ABBABBA
ABABABABBBBBAABBBBBBB BBBBB
$ BAAA
BBB BBAB
BAAABBABAAABAAAAAABABBABAAABBBA BABABBBAABAABBBBBBBBBAB
BAABABBBABBABBBABAABAA ABBAAAAAABAB
BAAAABA AAAABB
AAABABA BAA
A AAAABBBABBABBBAAAAABBBABBAAABABBBBBBBB
BA BB
AA AB
BAABBABB BBBB
ABBBBBBABABBABAABABBBAB ABAAAABBAAB
ABBAAAAAABAB BAABABBBABBABBBABAABAA
AABAAABABABAAAABAAB BABABABBBBAABB
AABABABBBBABABBAAB BBBBBAAABABABA
AAAABABBBABA BAAABAAAABAA
ABAABABBAAB ABABAB
ABBBBBABABABAA AAB
BAAAAAA BABAAAA
BAAAABAABABABBA BBBABBAAB
ABBABBABBBABBBBBBABAB AAABABABAAAABABAAABABBBABA
BB BA
B BABAABAABAB
ABBA BBAAABABBA
ABABB BAABBABB
BABBABBBABAA ABBABABBAAABABB
ABBABBBABABBBABAA ABBBBBABABAB
