34005
IHQWl CgdKTK]REAI
C_L_WcL_cL_WcL_WcL_ \_fgWL_L_cL_cL_
C_SLfE IRP_UXiMffZZZXUmTQH
$ \_VB
C__cLW\cqL_WcL_WWWWWTc C_L_cL_cL_WWcL_cL_c
CgKe I
IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\g Ih`UgpUgpUgpUgpUgpUgpUg
C_EU \TpagpOpUg
\TQfWRC CG_E
\QWeTl C_WeMe
\QAIlprXiRRR \QWeMrlpWHS`CgREACZ
C__cLW\cqL_WcL_WWWWWTcL C_L_cL
\lQPhEQq IhmS
IHTpr_L_cL_c`L_cL_cL_cL_Bc \QjhI^gREP[rEeR
I $
$ ISB
\RESSD \SUAGhIlH_Q
CXLRpITTT \QWYXLRpTT
\S`C_L_WWWcL_cL_cL_W \_fgWL_L_cL_cL_W
\_Dq qCGSLXRSM
CGOPBV[BUE[ \Sir_SSIRPP[
\afMRo IRAlpYaE
IeVIBU_faUZXQ\AA \S\AAAA
IU $
C_ IHaE^lpfgQfQ
\aXHEW IRAllppApA
IHTpr_L_cL_c`L_cL_cL_cL_Bc \QjhI^gREP[rEeR
CKo CgSloK
IN INirfTA
ISBZMPUm \SGQUf
CEifWUA\`BbQWAErpSC \MLlN`C
\_VB $
C \pr[
\_P[S\QAQf Yf
m\[_U IHT
G\L CGffUZZZZ
IhUZ FbN\
CGP \TQ^cVB
\QPAINUA`CE E
$ \_RV
C IhEWEQV\hTlOTP
\QWVAp \Ga
\\ Ie
\_`CEOBFEGB^Xi hpBAqQCc
ISQDiP[rGUCi] IdIZ`IT
I H]\ShIl
CZRp dX`L
\QEeFK]S_E \QP
P CEAjJpLn
nNlR`\ \_RVBFoE`\
\S`I^SGJmGW IRWl
IH_`\SiWeRV\EQ IRW
\amTpO_DiUTAGrOT`IH_` CG`
ISRWh_NAI]dhTA`IRPf IHTlllp
\aCU \QApMQ`IRWUjT
IRjj \afM
\QWZWRAQQG _
CEXYV\SPFUAIeI ISQDif
CXilp CZlpTTP
ISGZiQ \QApM
OCX CX
C_L_WWcL_WWWcL_cL_WcL_c C_L^__qc
WS Ij`CGfCQ
C__cLW\cqL_WcL_WWWWWT \TpLfL_WWW
IHT CQrpCOTnf]
\TQfSC_L_W C_L^__q
\ljULLcFZc CEOBFeMh
C_L_WWcL_c C_WoL
CEXifYQAQD CEXqHo
\_ \SGp]OTkL
ImWhTQ`I I
CE k
CgSloK CKo
IjCiB\ CgRSr_EA\MRQ
Ih \QApMQ`IRWUj
IRjQ \QEeFK]S_E
O $
CEXYV\SPFUAIeI \SiS\aTAi
CEeRSlQmP[qXqFY INUAUAi]lQ`C
I]R[ \
$ \_VB
\TpJQcZH \QAlOT
ISrallllQFML_ \TpLfL_WW
IHTQQUAGGoL_cL_WcL_WWWWWWc IHTpr_L_cL_c`L_cL_cL_cL_BcL_c
k \_PFV
\SUA KCXmGW
IHMrlpY_ SWVOBB
C_L_WcL_cL_WcL_WcL_WWcL IHTpr_L_cL_c`L_cL_cL_cL_BcL_cL
_SYSi C_S
\Tl LZ
UNVU \QWUQ`CGRVBFZCQQU
IePBf CBGf
C_L_WWcL_c_WW C_SpeSM`LfL_
IhmQPfpiA LZ
\\ IRP
CGRV[\EQAC_L_cL_WcL_cL_cL ISrallllQFML
\_` \_ABP`
VJ INirXi
^ISITA`\MRQWB IR
\amamQWe_`\_RV \Qh`TQDqBDYcBHXYV
IN`IRPRV[BBDi`MGE IHTl
CGmM IRWeSGLfM
\Tp]llOTQiMQGrQBUEP` CgSloKd
XMQC Ih
\_`C_EfCQ CgRflL
aCegI \TQfW
HaagpU CEYfMACG_`UgpUgpUgpU
IRAlpWN\AA \cPn`\Q_C\
CgSloK CKo
\SGhqI \aEWeaCARjhqAE
C_Ef]lOpCQ_Dgpg INUAGLlhDgpUg
\QPUDG \TQ_agpUgpUg
C BSC
INiflhf QAlp]G]pY
C_W IHaE^lpfgQfQW
\_RVBFoE nNlR
nNlR`\ IjGLf
UCZ CZ
JIeV[\hfMUmQPfp CE
\WlOhTA\cp IjGrOTP[
CEeRSlQmP[qXqFY CG`C
\_ABP` \_`
BIZ^nLPA \_V\lN`
\_RVBFoE` nNlR`
\amamQWe_`\_ \_e
ICjO IRAOTRV[
I Ik
IRjQDiRV[RHPqBP[YGPR \MQR
\aPg \_V[[\UUfaag
CX OCX
IRAlpWN\AAAAAA IeVIBU_faUZXQ\AA
CgRSr $
\SUA` ojGf
\TpJQcZHUDg \_fS\aagpUgpUgpUg
IN`\aUZ CGDHFlcjiMUZ
ImWhTQ`I I
\SiLo ke
CGOPBV[BUE \Sir_SSIRPP
CBGf IePBf
ISRQWMS]lOTQiYQjhIYDp CZlpTTPTTT
CZ \_VA\YZ
\_fgWL_L_ \S`C_L_WWWcL_
^ISITA`\MRQWBW IRW
IHTpr_L_cL_c`L_cL_cL_cL_BcL_ C_L_WcL_cL_WcL_WcL_WW
V \QjGF\TQA
UC_EUQN IhC
\\ \TQP[M
IHTpr_L_cL_c`L_cL_cL_cL_BcL IHQWY_L_cL_cL
CgRWMWU`\S\AAAA N`IjUA\GA
CGVb[Rq[LgfW \afTlpCOTVRqFVeSMo
IjGQUE \Y
IeA ^
q I
INiYCMhIM IeQir
\TQAIj \TOTDqYhMrllpS\lafg
\ama^EWM \_P[Lf
IN`\_fWHTQ`C fC_S]QPF]RfC
\__C \a
\amamQWe_`\_R \TlGS\S`D\S`\QPPHXY
\Sir_SSIRPP CGOPBV[BUE
$ \Si
CEXYV\SPFUAIeI ISQDif
SaP C_EU
\TllQQGrlQ INGGo]LpfEP
\TpWH mTa
CXLRpnTT CXLRpT
$ U
\rRVRqHR \Tpr_W
\SiM \G_
IHaUZWQiWSrllOTZfL`NWi \TOTf
CgS_L_cL C_L^__qcL
\MGVP IEjfZgpSeG_SGGSD
\QA Ie`\jQll
CEY \SiCOTP[
C_SSC_WE Ij`\_fWG
\pr[ C
\S`C_L_WWWc \_fgWL_
CG_m_A\SGQQiMDi_UXVRY _IeWZ
\_PFU_mQAOTV[\eQAlllpr $
Ij`\_fWGr \M
UCX^ CgKTeREUfQPRV\eS`CX
C \pr[
C $
CZ \_VA\YZ
IN`\aU CGDHFlcjiMU
C_WUDqHiWhSGQUf nNlR`\
IRjVc CGV
Ie_m_Q\AA \S
CZ \S`CRZ
\aXHEW CEAjJpLn
Ij` INGL^GVW\eTQDiRVBFnF
Q IjGLmSUA`C
IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUg IhagpUgpUgpUgpUg
C_L_cL_c ISrallllQFML_Wc
\Si]pY__fQW^Zp ITSQPFYZp
n Ij`\
IRWY_Sf`Ug HaagpUgpUg
I H]\ShIl
Ij`CXLR Ld
\QWoE IG
G \TOTA
IRW f
C \_VA\Y
IShqIkkkEEkkEkEkEkkEEkEkEEk \apfMhqIkkIkp
UC_EUQ I
\QWUQ`CGRVBFZCQQ UNV
\QAQRV Ie`\jQllQRV
Ij`CgK]S IBMRQABpVDifrgS
IePF^X CGRVRiDqHPMFYXmGSWBmkW
CgSloK CKo
Y_E\M IRAOTffEAOT
fC_S]QPF]RfC \amMG^
\Sir O
Ih \TTRVB[f
IHQWl Ih
CXpTTTT \MhBACDpTTTTTT
IeQ`IjF IhEP_C
\QjhI^gREP[rEeR IHTpr_L_cL_c`L_cL_cL_cL_Bc
\MLlN`CZ CYGR
\__ \SiCpfDg
\MhU\hIYDpTTTTT ISGYXLRpTTTT
\_ CBG
N`\EQmWoW^ C
CEYP SWVOB
\SGrOT_mQWY IRWMfE
IRPPBU`Ugpgp \_QUA`\QP_`UgpUgp
IN\Ai CgRS
CGm IRWeSGLf
\GUP \aCU
CGPH I`GhGpZ
_SYSif IHTlQ_
Ij`\ n
INiYCMhIM C
IRAOTRV[ YSRLD
CGOPBV[BUE \Sir_SSIRPP
IjGGoL_WWWcL_cL_cL C__cLW\cqL_WcL_WWWWWTcL
Ij`C \BMLC`INiro
CXmGWi ITSQPFYZ
\iabWE \SG
IRWlhl \MQWHWSPFl
T IHQWl
\S`CRZ CZ
IN`INGhUPc IRjjh
\aagpU \TTRVB[fDgpU
C__cLW\cqL_WcL_WWWWWTcL \MhIoL_cL
CEYP CgSSf_AIHWSH
CXRWha \a
U $
EIHa CG_
\aEWeaCARjhqA IRjhqIEEkE
C_We f
CXmGWob C_WFCDpTTT
IjUA IeSFeMrllpfEAQQ
CgRW IT]ppXiV\
INGL^GVW\eTQDiRVBFnFCZ CZ
]m\aBDqpUgC \QjhqI
fC_S]QPF]RfC \QPAC
IRAllppApA P
\QApM ISGZiQ
F__UlVZZZZZXQi] IRAl
\Qr ING
QAlp]G]pY \SGGVijR
\QjQACXop CXLRpITT
\TTRVB[fDgpUgpU CGP[M_`UgpUgpU
CGDHFlcjiM IN`\a
\TpW CGQUA`D
_jU C_SpeSM`LfL_Wc
CDpTTTTTTTTTTT CZlpTTPTTTT
I_S CgRS]p
\QAIlprXiRRR CZR
\_ ISRWh_NAI]dhTA`IRP
\SGBbQP_C`I \_U`UgpUgp
IHTpr_L_cL_c`L_cL_cL_cL_BcL IHQWY_L_cL_cL
CSEOeMGSC \QW^
\SGp]OTkL \_
k \_PFV
\afM IRjj
CGQ INX_UlA
ISrallllQFML_ C_L_WWcL_
\TTRVB[f \_UmQP_lh
Ij`C \BMLC`INiro
IRAlpWN\AAAAAAAA A\SjEIT
IeUm_VRiRV[RiA\TlOT \hQWM
IjUAim Iji
CXLRpT CXLRpnTT
C CZ
CGDY cHTTGBR
ISrallllQFML_ C_L_WWcL_
CgREDiP[ CgQdS_WpMS
C_We \U
\TQPBA\TlpLoRWVeS YIhW
\TQ^cV IRAQ`\_RV
\QApM ISGZiQ
U IHM
IdIZ`IT ISQDiP[rGUCi]
\S`I gdi
\Qr ING
C BSC
\aDgpUg HaagpUg
CXLRpnTT CXLRpT
IH_` fC_S]QPF]Rf
CEXqHo CEXifYQAQD
C_L_WcL_cL_WcL_WcL_WWc \_fgWL_L_cL_cL_WWc
IefYaDgpUgpUgpUgpUgpUgpUgpUgpUgpUgpUgpUgp \QPUDGpUgpUgp
IhlHMrQ_TAipij CGmM
IRAlpYaE \afMRo
CXi^pRpDTR ISRQWMS]lOTQiYQjhIYDpTTTTT
CZlpTTPTTTTTT IRPfrZlpT
\_PFV k
ISG C
\SUA \lQPhEQq
IeUl $
IN\Ai CgRS
\Tl hX
CXL IHMQfrAZp
Ie \iLfEi
\aEWeaCARjhqAEk IShqI
\MGVP IEjfZgpSeG_SGGSD
ISB IhfM]
C_WlSQDi`C IeHC
CgSM` Z\Pf
IHML`UgpUg HaagpUgpUg
\S`C_L_WWWcL_c \_fgWL_L_c
IHfTQ` IeA
Z\Pfr CgSM`r
CZ \S`CRZ
\SGrlQDiUmOTPHiWURVRqBPFM INUAUAi]lQ`Cg
IN`CGUmQ IRjQDiRV[RHPqBP[YG
\SiWNiClppPiPHe IHfTQ`Cg
CGQUA`D \TpW
\pr[ C
IhmQP` \amTpO_DiUTAGrOT`IH_`
\Qme \_fS\
CEe I`GhGpZe
IhlHa \TpJQcZHU
SWVOB IePFSP
CGmM \_AIRAp]OTQG
CEAHGqZBoHGHGHGjngqZB QN
CgR \QPf
IHTpr_L_cL_c`L_cL_cL_cL_BcL_c C_SpeSM`Lf
Rj CEeREP
C_EUC`\MQQ`IRWUV\ZCpSCEY CEiAO
IHTlQ_ CGA\I
\Si CXiRRRR
\Si $
CGUU MRNjLf
Ie`\jQll \QA
\TlppAqbiWBA iLS
CEAHGjKGp^jJppLKGpkjZGqbiWB ]glp]pr
C_L_cL C_L^__qcL
C_SpcIUA \QjrOTACGUT
\__C \a
_]X CXmGW
\_fgWL_L_cL_cL_W \S`C_L_WWWcL_cL_cL_W
\aEP_UX_DgpUg \TOTAFYEOBHYUagpg
\Tllll afD
QAlp]G]pY C_SS\MRQjR
\TQQG \Qr
$ \QPAINUA`C
q I
C CGV[\FCE
\amamQWe_`\_ \_e
IeQiA $
CQrpCOTnf] IRWh_UEA
C_ \TiOTU
\apfMhqIkkIkp IShqIkkkEEkkEkEkEkkEEkEkEEk
\MhU\hIYD CgRWVXi`CD
\TOT_EAQf \MLYlRAllp
_]Xm CXmGWm
_lTAG \afM
IhE Ih
CXilpTTTTT CG_DYpTT
\SGQUfQ ISBZMPUmQ
CGQ`\aTA`\QWoL_cL_WW C_L_WWcL_c_W
\aT IeSFeMrllpfEAQQU
CgRSS \MQO
IPlSGUPBV[B[CQffiiGe CGDiA\TpCp]
\QKL C_WBVY_
Ie`\jQllQ \QAQ
\amTpO_DiUTAGrOT`IH_ CG
jSG`pBb \_P
\amTpO_DiUTAGrOT`IH_` IhmQP`
CXpTTT \QjQACXop
INGL^GVW\eTQDiRVBFnFC C
CGRV[\EQAC_L_cL_WcL_cL_c ISrallllQFM
INp \TQDiQi
\_ I\h
\_RVRiVIi Ij
ISBZMPUm \SGQUf
WeM_ \_U
IRPQ\A IqaN\d
\TpL`MPFFIRWYZl \_VA\YZRpR
\MhU\hIYD CgRWVXi`CD
\SUA \lQPhEQq
C_WlSQDi`C IeHC
Cg aL
INirfTA IN
SqUAipY CGQUAU
YHTp \
CGP IHMQ
Ie`\jQllQR \QAQR
\QApMQ`IRWUjT IhT
I IHTlpCOTVB
IRAQ`\_RVB \GiePg
$ \am
C_L^__qcL_W \MGoL_cL_WWWW
Snh \MG
IhlRjrOT`CZpR iT]`C_Ef]ppAp^
\WS Iji
CGRVRiDqHPMFYXmGSWBmkWo CZpR
IH_P[flNG U
CgKe I
CXLRpnTTTT CXLRpTTT
CDpTT CXLRpnT
\BMLC`INiroXL \aUX_EjQPFUP[]OTV
\MrpCQ IR
\Qg IeRVBB`IR
IQ IHQAOTUmalRApSIeU
ISQDiP[rGUCi] IdIZ`IT
ImWhTQ` $
C CZ
\TppAjEZGHGprLJpT XNkW
\TQQG \Qr
W C_SWRW
I $
CXmGWV CGfClOTPF^X
INGL^GVW\eTQDiRVBFnF Ij`
CgS_EUTA`CGUUZZXfY EIH
\apfMhqIkkIkp IShqIkkkEEkkEkEkEkkEEkEkEEk
IeSFeMrllpfEAQQU IjUAU
CGfWh INiSAUSRQAll
IeUl $
Z\Pf CgSM`
\TlpY_`IHQP \_`CMRi
\aT IeSFeMrllpfEAQQU
GI \TOTAI
R\QW_mXM CXmkWmkWmkW
\_VA\YZRp CZRp
\TlpY_`IHQP \_`CMRi
fCX\ CXmkWLR
UC_EUQN \aTA
CXL CZ^p
\iabWE \SG
\M] \ac\_DY
\WS Iji
CSQiWW CGPHX
C_WBVY_T \QKLT
\MQPBUU XMQCU
\_fgWL_L_cL_ \S`C_L_WWWcL_cL_
IjUAim \QjQ`\_A\afQWeTp
IHaE^lpfgQfQW C_W
fY IjUAirG
VCgKd \QWYg
IeQGrQA\S q\\_cQJIj
\H I
$ O
\MQ_TA IeVIBU_faUZXQ
\SGhqIk \O`
\QjrOTACGUT C_SpcIUA
\QWZWHhTll`QffDQgpU \_Di_a
\_RVBFoE nNlR
IBMRQABpVDifrg Ij`CgK]
CGUU MRNjLf
\MQWHWSPF IRWlh
o Ij\A
PMB C_EQ`C
CXmGWm _]Xm
Iq CG_U
\QApMV ISGZiQV
LZ \Tl
I Ik
CGRVRiDqHPMFYXmGSWBmkW IePF^X
OCX CX
ISprfXLf Ij`\_V[[Ri`CgSM
\_P[Lf \ama^EWM
\hQWM \TpM_leVB[fCiS\TpM
\SUA\A \cPn`\Q_C\AA
Ie IN`IRPRV[BBDi`MGEQ
fC_S]QPF]Rf IN`\_fWHTQ`
IShB CSQiWWi
C__cLW\cqL_WcL_WWWWWTc CGAIRApLfL_WcL_c
\Tp CGOPBV[BUE[
f C_We
V \QjGF\TQA
IRAlpYaE \afMRo
CSQiWWi INGGBMEf]p]QfMf]lQ`CgSMfSpXqFU
CgRS]p I_S
IhEWEQV\hTlOT IR
k CgK
IHQj\agpUgpUgpUgqpUgpUhp \_RVRi`\TOT_agp
\QPAC fC_S]QPF]RfC
\_Q\A IjUAGrA
CGfL`WSLagpUgpUgpUg INGLagpUgpUYgpUgpUMg
\_fgWL_L \S`C_L_WWWcL
fCX\ IHS`CXo
\ o
CZl CLR
\QAQ Ie`\jQllQ
$ hl`
C_L_WWc ISrallllQFM
\_ \SGp]OTkL
\SiWRP` qj
Ie irH_Di
$ hl`
IRP_UXiMffZZZXUmTQH CGRVRi_fQAp]OT
\ama^EWM \_P[Lf
^ISITA`\MRQWBW C_W
CG_U Iq
\TR_V IRAQ`\_RV
\SGQUf ISBZMPUm
\Si]pY__fQW^ ITSQPFY
\amamQWe_`\_ \_e
IeA \QWh_afWNiMV\Blj`
Z IH_`CXi
I Ik
UMFl CGfrXmkW
\QAIlprXiRRRR CZRR
PMB C_W^
f C_We
\cPn`\Q_C\A CEeSMfSYS\A
\QAjY IRjQDiRV\e
CgK] C`Qdh
IR ^ISITA`\MRQWB
IN\AAAAA IT\
C_L_c C_L^__qc
$ O
Ih IHQWl
IH_V\eQWL`U \SiClOTVRq[WHaDgpUgpUgpUgpUgpUgpU
ISBZMPUm \SGQUf
\ U\
CgRS]p I_S
C_L_cL_WWWWcL_cL_WWcL C_L^__qcL
CgRE C_DE
ImWhTQ`I \_AI
IN`\_fWHTQ`C fC_S]QPF]RfC
C_WBVY_ \QKL
C N`\EQmWoW^
afWOfK]l \Mr
F__UlVZZZZZXQi]l IRAll
\QPQU \QKLT
Z\PfrZ Ij`\afamMGYXiR
IHSiL CSQiWWif
IHTpr_L_cL_c`L_cL_cL_cL_BcL_ C_L_WcL_cL_WcL_WcL_WW
\MLYlRAllp INi
\a CXRWha
CG_mQA IN
IN`IHM afWOfK]l
\QApMV ISGZiQV
CEXqFMSfCiY IAlHQPfY
\rRVRqHR \Tpr_W
ISrlOTAI $
C_L_WcL_cL_WcL_WcL_ \_fgWL_L_cL_cL_
Cp CZp
CGP[M_`UgpUgp IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUgpUgpUgp
\TpSCXipROZTT \MBb
_PFFIe`_IH_ \MQ
I CaXemGWm`WmG_F
IHQPAIj]ipPYVBHXYVBBQ \SUA
R\_ \TQ
CEiP IHQAlpL`p
C \_VA\Y
CXmGWm _]Xm
I \amMBZ
IeH \_DqB`IRWF
C_EVR IEjfZgpSeG_SGGSD
C_SWRWS \YP
CEY_XmQADkpr CG`C
IHQWY_L_cL_ IHTpr_L_cL_c`L_cL_cL_cL_B
CGDQipl \afTlpCOTVRqFVeSMo
aT \MQPB_T
C k
\TOT`CEXqH fC_S]QPF]RfCE
C IRW
IhUXAISrl iT]`C_Ef]ppAp^
C_W ^ISITA`\MRQWBW
\_P[Lf \ama^EWM
\SG \m
$ ImWhTQ`
IhmQP` \amTpO_DiUTAGrOT`IH_`
IHT CQrpCOTnf]
H]\ShIl I
CZRPR CZ
$ INGL^GVW\eTQDiRVBFnF
IEjfZgpSeG_SGGSD C_EVR
CXp CXLRpTT
\afTlpCOTVRqFVeSMo $
IeUagp IRPPBU`UgpgpUgp
C_WeMe IhEAl
\TQfWRC CG_E
\TQ^c IRAQ`\_R
mTa CG`\
UC_EUQNG IjUAUAG
IHTpr_L_cL_c`L_cL_cL_cL_Bc IHQWY_L_cL_c
IN \QKLTA
\QAQR Ie`\jQllQR
\TppeSil`]lQQ`\_T IeRVBB`IR
CXLRp CXLRpnTTTT
ISrlQRVRi_C _lTA
C_L_cL_cL \MOreLL
\aC`IN`\a \cPn`\Q_
C_E`\QW^Z ITSQPFYZ
IRjQDiRV[RHPqBP[YG IN`CGUmQ
C\G CZRR
C_EACZR ITSQPFYZ
ITSQPFY C_E`\QW^
\_VB[ \SGrlQDiUmOTPHiWURVRqBPFMR
\fMG^Z \QWeMrlpWHS`CgREACZRR
INGL _SYSif
\OrlQiUHm \afQWSA\
CoinoGjffE C_W
IpiS \S`
G \TOTA
\MhU\hIYD CgRWVXi`CD
IHQj\agpUgpUgpUgqpUgpUh \_UmQP_lhDg
CXLRpnTTT CXLRpTT
\_QUA`\QP_`UgpUgpUgpU HaagpUgpUgpUgpUgpU
H]\ShIl I
C_WFCEi $
CgS_EUTA`CGUUZZXfY EIH
OC C
\MhBACDpTT CXp
\QAIlprXiRR CZ
CDpTTT CXLRpnTT
\M IhS
UNVU \SiM_UXQU
\aC`IN`\a \cPn`\Q_
\_VA\YZ CZ
CGUC` \S`\
\QghTllQFUG I
CXpTTTTTTTTT CXLRpTTTT
\TpYTpfWRAQ` \TlpY_`IHQPA
IHMGSR C_f[M
C_SC LZ
C_L_cL_Wc ISrallllQFM
ITSQPFYZp C_E`\QW^Zp
\aEj K\Qj
CgKTeREUfQPRV\eS`CX UCX^
CBG IePB
IRAQ`\_RV \TQ^cV
\M NM
\Mh DP
IHTpr_L_cL_c`L_cL_cL_cL_BcL_ IHTQQUAGGoL_cL_WcL_WWWWWW
\_ \SGp]OTkL
C_WMS \Tq
\TOT` g
CXmGWVip INirXiRp
CgKe I
ISrlQRVRi_CGh Co
\QKLTA IN
IS IHMX
C_ ^ISITA`\MRQWB
\ \aUXf]QUlh
IeQir INiYCMhIM
CX IePF^ZpR
MZDF CgK
CgSM`r Z\Pfr
CgRS IN\Ai
CLR CZl
\QPAINUA`CE E
CSQiWW CGPHX
\QAQR Ie`\jQllQR
CGDiA\TpCp] IPlSGUPBV[B[CQffiiGe
IePFSP CgSSf_AIHWSH
\__C \a
Ij`\ BIZ^nLPA\
\_VBH CGcVRq
\TlQUmSiMQiL ISprfXLf
C_DE CGPHXi
\QKLT \QPQU
IeSFeMrllpfEAQQU IjUAU
fC_S]QPF]RfC \QPAC
ISRWh_NAI]dhTA`IRP \_
CgRS]p I_S
CEeRSlQmP[qXqFY CG`C
\aEWeaCARjhqA IRjhqIEEkE
IH_`\SiWeRV\E C_WeMe
XNkW CEAjJpLn
CXLRp CXLRpnT
ISrlQ`CXmkWi UCZ
C_f[M \TlQ_UX
C_ IHaE^lpfgQfQ
CZ \_VA\YZ
ISGYXLRp \MhU\hIYDpT
\cPn`\Q_C\ IN\
HaagpUgpUgpUg CGUDg
nNlR`\ C_WUDqHiWhSGQUf
I\g]AA \S\AAAAA
\ CG
IePB_fTQfC Tll
IS CGmM
\amaTAi KT
OC C
IN`CGUmQ IRjQDiRV[RHPqBP[YG
\_QUA`\QP_`UgpUgpUgp CnEf]p]QkULN
C_D CgR
\TR_ IRAQ`\_R
CGPBDYVRqFlN`IeRV IEjfZgpSeG_SGGSDYV
\QWh_afWNiMV\Blj` IeA
\S`C_L_WWWcL_cL \_fgWL_L_cL
Iji $
\_VA\Y C
IHTpr_L_cL_c`L_cL_cL_cL_B IHQWY_L_cL_
IN \QA
\MRQ IRlpQj
\a`Ug \QPUDG
m\[_U IS
\afS IjU
CXLRpnT CXLRp
CEOBFeMh ZR
\_RVBFoE` nNlR`
CGmM \_AIRAp]OTQG
IRWlh \MQWHWSPF
C_L_WWWWc \_fgWL_L_cL_cL_WWc
IRj \Q
IRAll F__UlVZZZZZXQi]l
Ij`\Q \_V[\oWFED\hQjRWQ
CEXqHo CEXifYQAQD
\G_ \MQ
CXLRpnT CDpTT
\_RVRi`\TOT_a \TTRVB[fD
ISBbQjG^GRV\BBZYQApfEP _WZfm\G^Zl
\M \_U`UgpUgp
L IjGLmSUA`C
IHQAQfY IAlHQPfY
C_SLfE IRP_UXiMffZZZXUmTQH
\_fgWL_L_c \S`C_L_WWWcL_c
CEXYVBF G
CXi Z
IAh Ih
INirfTAG \M
C CZ
IHS`CXopT INGL^GVW\eTQDiRVBFnFCZRlp
C__cLW\cqL_WcL_WWWWWT C_L_cL_WcL_WWW
IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUg IRWY_Sf`Ug
IAlHQP IHQAQ
IH_UfMhU\V \DQ
XMQC \MQPBU
\TlOT`CZ \QAIlprXiRRRR
CZRPR CZ
IjGQ YqG
CEiAO CGffUZZZZX
\_RVRiVIi C_Ef]lQ
IRWeSGLf CGm
\QoQ\Tpp CEAHG
IHMLm \T
IeQ`IjF \SUAifCUA
C_WYEa[fUZZX \TllQ
INirfTAGB \MB
IAlHQPfY IHQAQfY
IShIYE C_]EmTOT`\_PH
CgSM`r Z\Pfr
C_WMS \Tq
\QAlOT \TpJQcZH
IRWlh \MQWHWSPF
\OrlQiUHm \afQWSA\
C_ IHaE^lpfgQfQ
\\ Ie
CZ \QAIlprXiRR
R CG
Ie`\jQllQR \QAQR
IRP \hQWM
CGPH I`GhGpZ
\_fgWL_L_cL_cL_W IHTQQUAGGoL_cL_WcL_WWWWW
IBMRQABpVDifrgS C_WMSr
\S`C_L_WWWcL_c \_fgWL_L_c
Q\KLrN IRPP[
CG \amTpO_DiUTAGrOT`IH_
CEY_XmQADkp CgRS
\VQ IR
CgK] mCg
ISBZMPUmQ \SGQUfQ
\_fgWL_L_cL \S`C_L_WWWcL_cL
\aEWeaCARjhqAE IRjhqIEEkEE
\MQPBUUZ \_ffB`
IRjQ \QEeFK]S_E
CgSloK CKo
Ij\AAAA \cPn`\Q_C\A
C_WU_ \__C
\M \_U`UgpUgp
$ ImWhTQ`
CZ \QAIlprXiRR
i \Qjh
\MLYlRAllp \MGZSCGQi
CZR \QAIlprXiRRR
C k
Ih`UgpUgpUgpUgpUgpUgpUgpUgpUgpUgp IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUgpUgp
IN\ \SUA\AAfAAA
C_L_cL_cL_WWcL_cL_cL C__cLW\cqL_WcL_WWWWWTcL
\MrOTP $
ILSBbQ CGfLfE_E
IjGrpY nNlR`\
\QWZWRAQQG _
Tl \Tlll
C_L_WWWcL_WWWcL \_fgWL_L_cL_cL_WWcL
cHTTGBRV[ IHMGSRV
CZ \_VA\YZ
C_L_WWcL_WWWcL_cL_WcL_cL C_L^__qcL
\__agpUgpUg IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUg
HaagpUgpUg CEYffC`\TQ`IHMQffmTQUag
Cn C_WU`C
qCGSLXRSM IhUXRVRiP
IHQWY_L_cL_cL_cL IHTpr_L_cL_c`L_cL_cL_cL_BcL_cL
CGQUA`D \TpW
IjGQ cHTTGBR
IN`CGUmQ INGGo]LpfE
\aTAGQUag IH_V\eQWL`UgpUg
\aE K\Q
\MQPB_ a
Q\KLrN CG`\Tlp
CEO\VY R\_
I EIHal
CGP[M_`UgpUgpUg IMZji]FfgpUN
CGQUA`D \TpW
\QjQff \aph
\TpM_leVB[fCiS\Tp \hQW
IHQWSVRqH E
\MrlCTV\Z]Q_ilRjBbh \TlpCQ_E
\S IjU
IHS`CEAHGpkqZBrpp \TpSCXipROZT
\MOreL C_L_c
IHS`CGQ` \_RVRiVIi`
U $
\WlOhTA\cp IjGrOTP[
IqX IRP
CG \Q
ITSQPFYZpRp CXLRpT
\cPn`\Q_C\ \S\
U $
\S`C_L_WWWcL_ \_fgWL_L_
\_fgWL_L_cL_cL_WWcL C_L_cL_cL_cL_cL
IHQPAIj]ipPYVBHXYVBBQ\ \alSGFCEPqBAIN\A
C BSC
\QjGF\TQA\ am
c^ CEeKT
IjUAim Iji
Ie`\jQllQRV \QAQRV
CEeRSlQmP[qXqFY INUAUAi]lQ`C
jaV IHTlpCOTVB
\S`CZ CZRPR
CGRVRi_fQAp]OT CgRflL
I CGPB
\iabWE \SG
\MhU\hIY CgRWVXi`C
\QPAINUA`C $
$ CgK
IR \VQ
p IHMRQjGE
CGUm_QHIRPI \SiYTOTU
\TQQG \Qr
\QAjY \TQ`\
C_WoL C_L_WWcL_c
c]S IHQWl
ISQDiP[rGUCi]l IdIZ`ITl
\TlQUmSiMQiL ISprfXLf
oD \QP_mMh
IeSFeMrllpfEAQQU IjUAU
\SiLo C`Qdh
\aCAifle ISrQPFYEiP
