30382
DABD ECDB
DA DDDCEBABDACACC
DABBEDAEBCABBEDEBBADDADBBDADAAC DDCC
BBCB EEABAED
DDCCACEBABADBD DE
BCCDA CCEBEAA
DCDADCC $
ABA EACCCA
CDBBDBDBD EAC
BDDEC AE
EBDDEB CDBEAED
DAEDADCCCDDACCCCCBEBCACBDAB $
DDBEBBCEEACD BCA
E BDECAAA
DDB AA
BA $
BCC BB
BEEACAAABCAE BDECCADAACAAAC
DBBBCECABDDADCEBADAA DADCCACCACCAC
CD CBE
DBAEDABDBDADCDDAC DCCBECDDCADD
CDCBDBECDCCAEECCBE CDEBDCABADCBBDADAAACCBDCD
CDEBCDCB CDEBECEDC
BCDAADED AAEDC
CAECCCBCDAE BDECCCCABCAACCAAEA
DECDBBABEEE DCCBECDDCADD
CC ACCA
CDBBC BDBCDCDECEB
CDE DECD
ABAEDC BBCB
BCCDCDC CDD
AEDAE BCCD
BDCCADDDCC DCCBEBEEEBEEAD
DADC DECA
CDECBDADAA DCCBEE
DBBBAE CCDCACC
CDEBCDCB CDEBECEDC
DABDDBACD BDD
CDACEEAEA DCDADACCBAB
AEACCABECADAACAA BDECAAAACAA
CDECCEEE BBD
CDB CDEBCDE
CDECB DECB
CDBEE BDDE
DBBDABBBDDADABCEB DE
DCABAADCDDCCDDCCCCCBBCADCB C
DDBEBBCEEACDA BCAA
CDEBDCABADCBBDADAAACCBDCD CDCBDBECDCCAEECCBE
CDE CDADEAEEAEAEAEEBEA
CDBEE BDDE
DCCBECDDCADDD B
CDABEAEAEAEAEAA CDCCABEAEAE
DECCDBDCCB CDDE
DDCCA DABBEDAEBCABBEDEBBADDADBBDADAACACCA
B DAEDADCCCDDACCCCCBEBCACBDABB
BCAA DBDBACDA
DABEDBEDDCCCBDB DDDACA
DE CDE
BDD DABDDBACD
$ BDC
DBDBACDA BCAA
DECBEDCDDBDAEE DABDECDAECACBECABE
DABBEDBADCBEBECDDAAEBBBDAECDAECC AE
DE DDCCACEBABADBD
CDB DBADECBDCDE
CDEEC CC
BBD CDEBCDCB
$ BDB
DAB C
DBBA AB
AB DBBA
D DABB
CDEC CDBBDBDB
ACADADA DDACCABBDCCDD
DADABDE DABEDBA
DCCBEDDCDDCCDDCBCBDDE DECCDCEBCDECBDDADACDD
DCDCCBDBADCACDAEC DCDECDDACB
DEDB BC
$ DCDADCC
DCCAEEBBD DAEDADCEDD
AAEDCA BCDAADEDA
CDECBDADAA DCCBEE
AAEDCA ADBE
CDBCDABEAEAEAEA CDCBECAEAE
BBDECEA DDBACCEBBAD
DABEBECD DBDCAEBCAECDABBDBABADCCAC
CB BC
DCABDBADACCDAB DEC
AAE DABBEDBADCBEBECDDAAEBBBDAECDAEC
CBCDB DBDC
CDEBCDE CCDCAC
B DAEDADCCCDDACCCCCBEBCACBDABB
CD CDECBCCB
ECCAAAEDAEDAE EACCCAE
EACCCAE EBAEDAE
CDE BBD
DDBACACACCAC ADCDEDAEB
DDADCCBCAEBACBEBC DCACBEBCABCDBEDDACCCCDDCCDDAAC
BDDBECCDB DACD
$ BDC
BCDAADEDAEDCC AAEDCAEDCC
CDBEE BDDE
DE DABBE
E DE
DDECEAEDCC CABAAACCEC
DBB AADA
DECDCDECBCC DDAABBEBB
DBBBCECABDDADCEBAD BDDBDACDBDDCDBCACAEB
EAEDCCCCC AADAEDA
EEBED AAED
AAE EEBE
DDBEBBCEEACD BCA
CABDBEBCBACDBBACACEEDD CDBBCDDDCEDDBD
DBAEDABDBDADCDDAC DCCBECDDCADD
DDCCACEBABADBDA DBEECDB
DECBEDCDDBDAE DABDECDAECACBECAB
CCB E
DCCBEED DCCABE
DBBBCECABDDADCEBADAACA DADCCA
ECD ECAAAAAA
DBAEDABDBDADCDDACDDCD CDCBAEAA
$ D
BDCDB DAEDADCE
BCCDA CCEBEAA
D DABB
EAEDCCCCC BE
DE CDE
BB DAEDADCCCDDACCCCCBEBCACBDABBB
CDB CDECBDAE
CDBEE BDDE
DADC DBBBCECABDDADCEBADAA
DBAEDABDBDADCDDACD $
CDECBDAEE CDBE
BDACCBAC AAEDCAE
ACADADAAA EEAC
DBCDEBCEEBAEDDCBCEADCCBEDAE DDCDA
C $
AAEDCAEDCC BCDAADEDAEDCC
DECDCDECBCCC BDDA
CDCCABEAEAEAEAE ADECCAABE
CDEBCDABEAEAEAEAEAEAEAEAE E
DBB $
CDEBECEDC BCCD
AAEDC BCDAADED
EACA EEACAA
AADA DBB
BCDAADEDAE AAEDCAE
BDDEC CD
DABD BBDDACB
$ D
AAEDABAC DDECEAEDCC
ECAAAACAECA ACCABAACACA
CDCEBCD CDEBDCABADCBBDADAAACCBDCDB
CDEBECEDC CDEBCDCB
AEA AEAAEDCA
DAEDADCCCDDACCCCCBEBCACBDABBB BB
AAE EEBE
DAEDADCCCDDACCCCCBEBCACBDAB $
D CD
DABDDBAC BD
C DCDADACCB
CCBB DADABDEC
C $
B DAEDADCCCDDACCCCCBEBCACBDABB
CDBCDABEAEAEAEA ADECCAABEA
BCDDAE AD
DDCCACCACCACCACEBADADAAD DA
BDDBDACDBDDCDBCACAEBA DBBBCECABDDADCEBADA
BDDBECCDB DACD
ECDB DABD
DE E
BCDDCE DBCDEBCEEBAEDDCBCEADCCBEDAE
DECDBBABEEE DCCBECDDCADD
AAEDCA BCDAADEDA
DABBE DE
EB EACCC
$ C
BCDDCE DBCDEBCEEBAEDDCBCEADCCBEDAE
CDBBDBDB CDEC
DE B
BDBCDCDECEBC CE
EA BDECAAAA
DABDDBAC BD
AADAEDAC EEAAEDCCCC
EC DEC
AAEDCAEDCCC BCDAADEDAEDCCC
BCCDAAAE DBCDEBCEEBAEDDCBCEADCCBEDAE
CD CBE
CDBBCDDDCEDDBDB CABDBEBCBACDBBACACEEDDB
DECDCDECBCCC AE
DADDAAEEADCBDAEEDAEAEDDCBCDADBDAD ADEBBE
ACECDE $
BDACDE BDCDBDDAE
BB DAEDADCCCDDACCCCCBEBCACBDABBB
DDCCACEBABADBD DE
BDD DABDDBACD
DDCCACEBABADBD DE
ECCAAAEDAEDAE EACCCAE
EEADA DABDECAAE
EAEDCCCAEDCCAEDAE EEADA
BDDEC CDBEEC
DAAEDBBBEA DABBBEBE
CDEC DEC
CDADEAEEAEAEAEEBEA CDE
DAEDADCCCDDACCCCCBEBCACBDAB $
DC DABBBEBECD
AEACCABECAD BDECAA
DBDECEBA BEBD
BCDAADED AAEDC
CCCCADCB DBBA
DABDECDAECACBECAB DECBEDCDDBDAE
CD D
DDBACA DABBEDAEBCABBEDEBBADDADBBDADAA
BDECCADAACAAACA BEEACAAABCAEA
BCDAADEDAED AAEDCAED
CABDBEBCBACDBBACACEEDD DADDCEDDBD
DBDCAEBCAECDABBDBABADCCAC DABEBECD
$ DBBCABDAECBBCCABECDAEE
DABBEDAEBCABBEDEBBADDADBBDADAAC DADCCACCACC
CDADEAEEAEAEAEEBEA CDE
EBAEDAE EACCCAE
CEABAAAA CDEBACAACA
DDCCACCACE CDDEAD
DECBEDCDDBDAEE DABEDBEDDCCCB
DECD CDE
DABBBEBEC CC
CDCBDBECDCCAEECCBE CDEBDCABADCBBDADAAACCBDCD
BDDBECCDBA ED
DABBEDBADCBEBECDDAAEBBBDAECDAECCB CBD
BCC BDECCCCABCAACCAAEA
EEAEACC EDDEBAEDCAED
CDBBCCD BDCDEC
ACCA CC
CDEAB DABDDCD
DDAA DD
DECCDBDCCB CDDE
EDDCBCECDBBDABACBA DCADDCCBAADACBCE
DECDBEC DABBAB
DDBAC DDADCCBCAEBACBE
DCCBEBEEEBEEA DCCBECDDCADDD
CDECBDAE CDB
$ C
DCABDBADACCDABBD DCCBEDDCDDCCDDCBCBDDEC
DABEBECD DBDCAEBCAECDABBDBABADCCAC
CD BDBCDCDECEBC
DABDDBAC BD
AEAEDAB DABBDAD
CDECBDADAA DCCBEE
DCCBEED DCCABE
DDBACCEBB D
BDECAAA AEACCABECADA
AEACCABECADA BDECAAA
EAEDCCCAEDCCAEDAEDA EEADADA
DABDECDAECACBECABE DECBEDCDDBDAEE
DABBDEC ACAE
C DABDD
DBCDEBCEEBAEDDCBCEADCCBEDAE BCDDCE
DED DCCBEBEEEBEEAD
CDAABE CD
BCCDAA DBCDEBCEEBAEDDCBCEADCCBED
DEDB BC
EACCCA ABA
DABBEDAEBCABBEDEBBADDADBBDADAACACC DADCC
EACCCAED EAEDCCCCCC
BDD DABDDBACD
DAEDBBECCDCCCBA BBC
BDEBBEDC AD
DBCDEBCEEBAEDDCBCEADCCBED BCCDAA
CDBE BDD
CDBBDBDB EDBDDC
DDDAC CDECBDADAAD
ECCAAAEDAEDA EACCCA
CBEB CDB
DABDECDAECACBECAB DECBEDCDDBDAE
BEEACAAABCAEA BDECCADAACAAACA
EEADAD DBECCDBEEAEAB
BCDAADEDAEDC AAEDCAEDC
D CD
BAE DCDADCCBAE
BDECAAA E
CDA CDCE
DABB D
DDECEAEDC CABAAACCE
BDECAAA AEACCABECADA
DCDCCBDBADCACDAECC DCDECDDACBC
DADCCACCACCAC DABBEDAEBCABBEDEBBADDADBBDADAACAC
$ CDCBD
DADE DBCADDCDDACBBACBBADDCCCDDCCBCBCC
ACADADA DDACCABBDCCDD
ACCABAA ACADADAAAAA
AAEDABAC DDECEAEDCC
CDECBDADAAD DDDAC
DBEEBEDCE E
DABEBECD DBDCAEBCAECDABBDBABADCCAC
DBAEDABDBDADCDDAC DCCBECDDCADD
DDCCACCA ACCDAABCADB
ECAAAAAA CDEBACAACAA
AABB BDDBECCDBA
DAEC AEB
BA DCDADCCBA
BCC DDBBABE
DABDDBACD BDD
BCDAADEDA AAEDCA
DAEDADCE BDCDB
CDCE CDA
DDACCABBDCCDD ACADADA
AADAEDAC EBAEDAED
DAEDADCED DABEDBEBEDBADCDDACBABB
DCCBEBEEEBEEADC BBB
ADDBE DCDB
DEC CDEC
C $
CDE DCADACACACCAA
DEC CDEC
DBDCAEBCAECDABBDBABADCCAC DABEBECD
BBD CDE
CDECBDAE CDB
BEC BCDEAED
DDACCABBDCCDDA ACADADAA
BCDDC DBCDEBCEEBAEDDCBCEADCCBEDA
DAEDADCCCDDACCCCCBEBCACBDABBB BB
AEACCABECADA BDECAAA
BBD CDECCEEE
CC ACCA
DCDCCBDBADCACDAECCD DCDECDDACBCD
AAEDCAED BCDAADEDAED
AAE DABBEDBADCBEBECDDAAEBBBDAECDAEC
CDEBDCABADCBBDADAAACCBDCDB DBBBA
DABBEDAEBCABBEDEBBADDADBBDADAACAC DADCCACCACCAC
DAEC AEB
DEC DCABDBADACCDAB
BBDA CDEA
BCDDC DBCDEBCEEBAEDDCBCEADCCBEDA
CABDBEBCBACDBBACACEEDDB DADDCEDDBDB
BCDAADEDAE AAEDCAE
DEC DBBDABBBDDADABCEBC
CDAA CDCEA
DADE DCDECDDACBCD
CDEC DEC
BCCD DEBDC
DECCDCEBCDECBDDADACDD DADABDE
BCAAAADCACB C
DABEBECD DBDCAEBCAECDABBDBABADCCAC
DDB AA
CDEBACAA ECAAAACAE
CBEB CDB
$ DAEDADCCCDDACCCCCBEBCACBDAB
$ CA
EAEDCCCAEDCCAEDAEDA EEADADA
DDBA DCEECADADD
EC CDBD
BCDAADEDA AAEDCA
EAEDCCCCC BE
D DBDBEBCAC
DBCA EBDE
DABBDE ACB
DABDDCD CDEAB
CD BCAAAADCACBD
$ B
ADCDEDAE CDCEA
DECCDCEBCDECBDDADACDDC DECBD
CDABE BCCD
ABAE EACCCAE
DABBEDAEBCABBEDEBBADDADBBDADAAC DDCC
EEBE AAE
BDCDBDDAE DBAEEBAD
EEB AA
DABBEC DEC
ADBE DBECCDBEEAEABA
BDDECE AEE
CC CDE
CDBE CDC
DAE CABDBEBCBACDBBACACEEDDBD
DBBBCECABDDADCEBAD BDDBDACDBDDCDBCACAEB
BBD CDE
BCC BB
CDEBACAACAAA BCDEB
EEB AA
E DE
BDECCADAACAAAC BEEACAAABCAE
ACCABCAD CDBDDABDECC
AD BCDDAE
EB BAD
DEC CDEC
DABBEDAEBCABBEDEBBADDADBBDADAA DADCCACCAC
DDCCACEBABADBDA DB
B $
CDBE CDECBDAEE
ADBE AAEDCA
BDB BD
CDEAB DDBBBAEBAACACCACCACCACDAC
DBDCAEBCAECDABBDBABADCCAC DABEBECD
DA DBECAE
CDEBCDCBBDCE BDCDECD
CDBDCCBBADA DAEDAECCDAB
BEEACAAABCAE BDECCADAACAAAC
AEAC DAD
CDEEE ACACCAAACACACAAACAC
DCCBEBECDBECD DDDACA
ABEBDCCE DDDACABBDBCDBBD
DADDCEDDBD CABDBEBCBACDBBACACEEDD
EAEADAEDAED CDCCBDECDBABBBDECE
DECB CDECB
BCBD CDBBCDDDCEDDBDBDB
CDBBCDDDCEDDB CABDBEBCBACDBBACACEED
D DBDBEBCAC
BCCDCDC CCDCACC
DABEBECD DBDCAEBCAECDABBDBABADCCAC
DCCBECDDCADDDD DBAEDABDBDADCDDACDD
DAA DBECAEA
ABAE EACCCAE
ECCAAAAACAC CDBBDACCCCA
DDAABBEBB DABBEDBADCBEBECDDAAEBBBDAECDAEC
ECAAAB ACAACAAACACA
AEACCABECAD BDECAA
DECB CDECB
DAAEDBBBEA DABBBEBE
ACECDE $
ACCABCADA AAAAA
DEC CDEC
BDBDCD CC
CBCEDDABBECCBADBBADD DDCDEBD
DCADD BDBCDDADBBDADAACACCACEBA
DABBEDBADCBEBECDDAAEBBBDAECDAECC AE
CDEBACAAC ECAAAACAEC
DEC CDEBACDABCDCEEEBEE
DBAEDABDBDADCDDAC DCCBECDDCADD
AEBA EB
BDCCADDDCC DBAEDABDBDADCDDACDD
EEADA EAEDCCCAEDCCAEDAE
BCDCCEABBCD DABDD
BA $
DBDCAEBCAECDABBDBABADCCAC DABEBECD
DECBEDCDDBDAE DABDECDAECACBECAB
DBAEDABDBDADCDDAC DCCBECDDCADD
DD DDAA
DCDCCBDBADCACDAEC DCDECDDACB
DE CDE
DCCBECDDCADDD DCCBEBEEEBEEA
DECEBADBC DCCAEEDADD
CDECBDAEE CDBE
DADDCEDDBDB CABDBEBCBACDBBACACEEDDB
ACCAB EDECA
AAEDCAEDCC BCDAADEDAEDCC
DECEBADBC DCCAEEDADD
BDECCADAACAAACA BEEACAAABCAEA
BDBD AEAEA
DBADECBDCDEC CDBBCCD
BDD DABDDBACD
CDECB DECB
DADC DBBBCECABDDADCEBADAA
DCDADCCB B
ACADADAAAA BDECAAAAC
CCDCACCD DBADECBDCDECD
DAEDAECCDAB DABEDBEDDCCCBD
CDEBDCABADCBBDADAAACCBDCD CDCBDBECDCCAEECCBE
CDEBDCABADCBBDADAAACCBDCDB DBBBA
D ACCCCCC
DAEDAECCDA DCDECDDACBCD
CDBBDBDB EDBDDC
DAEDADCE BDCDB
CDEBACAAC AAA
AAEDCAEDCC BCDAADEDAEDCC
D CDCEA
D DBDBEBCAC
AEAAEDC AD
DAD AEAC
BC C
CDDEA AAEDCAE
BCDEAE EACCCAE
DABDDBACD BDD
$ CDCBD
EEADADA EAEDCCCAEDCCAEDAEDA
EDEC DDACCABBDCCDDA
CDC BD
DBBCACBDADCDDACCDDACBAADAAACBEDADDDCBEEBCCAEAEBAEB BCEE
DDAA DD
EEAEACC EDEDAAEDCAED
E DE
BDECCADAACAAACAC D
AD AAEDCAEDCCCCCA
CD CABDBEBCBACDBBACACEEDDBD
BDDBECCDBA DACDA
E BED
BDECAAAA EA
DABDDBACD BDD
AA DDB
DDACCABBDCCDDAA ACADADAAA
DECDBBABEEED DCCBECDDCADDD
DECBD ACECDEEB
BCDAADEDAEDCCC AAEDCAEDCCC
CDEC DEC
DDB AA
BCCDCD CDB
DCDADCCB B
BDECCADAACAAACA BEEACAAABCAEA
BCDAB BAD
D DDBACCEBB
BCCDA CCEBEAA
BC DEDB
CDAA CDCEA
DCDECDDACBC DCDCCBDBADCACDAECC
C DAB
ACECDE $
CDECCEEE BBD
BDDBECCDBA ED
DECBEDCDDBDAE DABDECDAECACBECAB
BDCDABEAEAEAEAEA BBDAB
DDBBBAEBAACACCACCACCACDAC CDEAB
BCCDCDCDBA DBAE
EEAB AE
BCCDAA DBCDEBCEEBAEDDCBCEADCCBED
DDBAC DABBEDAEBCABBEDEBBADDADBBDADA
DCDADCC $
DABBDE ACB
BB DAEDADCCCDDACCCCCBEBCACBDABBB
CDBBDACCCCAA ACACCAAACACACAAACA
$ BDACCBA
DBB $
DBECAE CBA
DEC CDEC
BCDAADEDAEDCC AAEDCAEDCC
CB DABB
BDCDBDDA BDACD
$ BDACCBA
DCDADACCBA CA
DABBEDAEBCABBEDEBBADDADBBDADAACAC DDCCAC
DDAABBEBBCB CDEEEBDC
DCDECDDACBCD DAEDAECCDA
DABEDBEDDCCCBDBE DADEBBE
BCDD DA
D DDCCACC
DECB CDECB
CDBEE BDDE
DECB DCABDBADACCDABB
DBECAE DA
DCADD BDBDDBDDCDB
ACB DABBDE
D DABB
DBAEEBAD BDCDBDDAE
DABDECAAE EEADA
DBBBCECABDDADCEBADA BDDBDACDBDDCDBCACAEBA
DABDECDAECACBECAB DECBEDCDDBDAE
DA DDDACABBDBCDBBDC
DCDECDDACB DCDCCBDBADCACDAEC
BDD DABDDBACD
CDECCEEE BBD
DABD BCDCCEABBC
BDDBECCDB DACD
BCDAADEDAEDCCCC DDECEAEDC
AAEDCAEDC BCDAADEDAEDC
BDBBAE DCDADACCBA
DEDB BC
AA EEB
DCACBEBCABCDBEDDACCCCDDCCDDA CBCEDDABBECCBADBBADD
BBD CDE
DECB BA
DCACBEAB DCCABE
EDBDDCD DABBDEC
CC BDBDCD
C CDEE
DABBE DE
ADECCAABEAEAE ACAAAAAACA
CDBEAEDC BE
DBBCABDAECBBCCABECDAEE DDAAB
DDBBABE BCC
BBB DBECCDBBDDCA
DDBBABED BCCD
CDCEA ADCDEDAE
CDE CC
ECA DECA
DEBC CDEEEB
AAA ACCABAACAC
DDBACACAC DABBEDAEBCABBEDEBBADDADBBDADAACAC
DECEBADBC DCCADD
BEEACAAABCAEA BDECCADAACAAACA
BCCD DEBDC
EBDDEBCCC EAEDCCCCCCC
DDBACACAC DABBEDAEBCABBEDEBBADDADBBDADAACAC
DCDECCD CDCB
AEACCABECADA BDECAAA
DBBCABDAECBBCCABECDAEE DDAAB
CDBEAED EBDDEB
DAEDAECCDA DCDECDDACBCD
BDBDBDEC DBECAE
EDDCAAA ACCABAACACA
BEEACAAABCAE BDECCADAACAAAC
AA EEB
DABBBEBEC CC
CCDCACC DBAE
BDACCBA $
DABD BBDDACB
CDBBDBDB CDEC
CDB CBEB
EEBE AAE
DBDBACD BCA
DEDB BC
BDECCCCABCAACCAAEA BCC
DAA CDCBDBECDCCAEECCBEBED
DAEDADCCCDDACCCCCBEBCACBDABB B
DDBAC DABBEDAEBCABBEDEBBADDADBBDADA
DBDBACDA BCAA
EEADAD DABDECAAED
CDE CC
CD BDDEC
DBDCAEBCAECDABBDBABADCCAC DABEBECD
CDCE CDA
DEBC CDEEEB
DABDDBACDA AAEC
$ DBEEBEDC
BCA DDBEBBCEEACD
B $
BEEACAAABCAE BDECCADAACAAAC
DCDECDDACBCDB DCDCCBDBADCACDAECCDB
CDCE CDBEE
BCDD DA
DBCDEBCEEBAEDDCBCEADCCBEDA BCCDAAA
ACCDAABCADB BDDBDACDBDDCDBCACAEBAACA
D DDCC
BDECCADAACAAAC BEEACAAABCAE
DDBAC DABBEDAEBCABBEDEBBADDADBBDADA
ACCA CC
BDCDB DAEDADCE
ACB DABBDE
CDBBCDDDCEDDBD CABDBEBCBACDBBACACEEDD
DCDADCCBA E
DCDBCABCDAE DEB
BBDA CDECCEEEA
BCCDE ED
DABBEDBADCBEBECDDAAEBBBDAECDAEC DDAABBEBB
$ C
BDECAA AEACCABECAD
CDCCEABEAEAEAEAE ADECCAABE
ACCABA AEACCABECADAAC
BEEACAAABCAEACA BCDECAACAAA
AEACCABECAD BDECAA
BC DEDB
BA $
DCABAADCDDCCDDCCCCCBBCADCB C
ACAACAAACACA ECAAAB
DEBDC BCCD
AA DDB
DDBACAC DABBEDAEBCABBEDEBBADDADBBDADAAC
CDBDDABDECC ACCABAACACA
ACAACAAACACA ECD
BCCDC BCE
BA DECB
DDADCCBCAEBACBE DDCCACCACCACCACEBADADAAD
D CD
BBDA CDECCEEEA
DADEB CDBDCCBBADA
DBEECDB BDCDBDDAE
CD CBE
BDDBDACDBDDCDBCACAEB DBBBCECABDDADCEBAD
AADAA DBBA
CDCBD $
BCCDAE DECECAACA
BCCB BCCDCD
DABDDBACD BDD
DEC CDEBACDABCDCEEEBEE
DADDCEDDBDBD CABDBEBCBACDBBACACEEDDBD
CABDBEBCBACDBBACACEEDD CDBBCDDDCEDDBD
BDACCBAC BDCDCBC
DABBAB DECDBEC
AEB DAEC
DCCAEEDADD DECEBADBC
DABDDBAC BD
EDDCAA ACCABAACAC
CDEEEB DEBC
BECDCC DDBA
CBCD CDCEA
ACADADA DDACCABBDCCDD
DD DDAA
ADECCAAB CDCCABEAEAEAEA
BB BCC
CDCCEABEAEAEAEAEA BBDAB
ACB DABBDE
CDBE BDD
AAEDCAEDC BCDAADEDAEDC
EAEADAEDAE DECDBECC
CDB CDEBCDE
DBBBCECABDDADCEBADA BDDBDACDBDDCDBCACAEBA
DADCCACCACCACC DBBBCECABDDADCEBADAAC
DEC DCABDBADACCDAB
DBBA BCBD
EAEDCCCCC EBDDEBC
AAEDCAEDCC BCDAADEDAEDCC
CCEBEA BCCD
DBBBCECABDDADCEBADA BDDBDACDBDDCDBCACAEBA
ADAEDA EA
DABBEDAEBCABBEDEBBADDADBBDADAAC DDCC
EACCCAE ABAE
DABBEDAEBCABBEDEBBADDADBBDADAAC DADCCACCACC
DABBEDAEBCABBEDEBBADDADBBDADAACAC DDC
$ BDC
BDBCDCDECEBCD CCDCACC
BBDA CDECCEEEA
AAEDCAEDCCC BCDAADEDAEDCCC
AEACCABECADAA BDECAAAA
DECCDCEBCDECBDDADACDD DADABDE
BD CDC
CDBBDBDB EDBDDC
DCDADCCBA BA
CDBEE BDDE
ACCA CC
$ C
DAEDADCCCDDACCCCCBEBCACBDABBBB DAEE
DEBDC BCCD
DBEECDB BDCDBDDAE
ADECCAAB CDBCDABEAEAEA
CBE CD
BDBEA DABBECC
BDACDE BDCDBDDAE
CDECBCCB CD
AAEDCA ADBE
CD BDBCDCDECEBC
A CDB
C DAB
DABBDAD EABCAA
ADDB DBBA
CD D
BDDEC AE
CDECBDAE CDB
BA DECB
DD DDAA
CDB CDECBDAE
CDEE C
CBE CD
CDBE BDD
DABEBECD DBDCAEBCAECDABBDBABADCCAC
BDBD DCDEBDADBC
DEDB BC
CDCE CDA
CDEEEB DEBC
DAEDADCED DABEBECDA
AAEDCAED BCDAADEDAED
BD DABDDBAC
DCDCCBDBADCACDAECC DCDECDDACBC
DCABAADCDDCCDDCCCCCBBCADCB DCDC
ACB DABBDE
EBDDEBC EEAAEDCCC
BCDECAACAAA BEEACAAABCAEACA
BDCDB DAEDADCE
AEACCABECAD BDECAA
D $
CDBEAEDC EBDDEBC
DE DCCBEBEEEBEEA
BDACD BDCDBDDA
E DCDADCCBA
D $
BA DCDADCCBA
CDEBDCABADCBBDADAAACCBDCDB DBA
DDCCACEBABADBDACED DDCA
BCDAADEDAEDCCCC DDECEAEDC
BDDBDACDBDDCDBCACAEBAACACEA EADB
CCCCADCB DBBA
DAEDADCE BDCDB
EB EACCC
CDEBBCD AEACCABECADAACAA
AEACCABECADAACA BDECAAAACA
EEBE AAE
AD DEC
BCDAADEDAEDCCC DDECEAED
E DCDADCCBA
CDBBDBDB EDBDDC
D CDCEA
CDC CDBE
BCCDA CCEBEAA
CDEA BBDA
CDBBCDDDCEDDBD CABDBEBCBACDBBACACEEDD
DCADD BDBDDBDDCDB
DBAEDABDBDADCDDAC DCCBECDDCADD
$ DBB
BCCDAE ADECBEDECA
BCDAADEDAEDC AAEDCAEDC
EDBDDC CDBBDBDB
DAAEDBBBEAC DABBBEBEC
DECDBECC EAEADAEDAE
ACECDEE E
BDBDCDC A
CABDBEBCBACDBBACACEED CDBBCDDDCEDDB
DE CDE
BDBDBDEC DBECAE
CDBE CDECBDAEE
DAAEDBBBEACD BDC
AEAC DAD
CDECBD CDB
DADCCACCAC DABBEDAEBCABBEDEBBADDADBBDADAA
DCDBCABCDAE DBCDBCC
$ CDCBD
DABDDBACDAB AAECB
BBD CDECCEEE
CDEA BBDA
DE DABBE
CDEBDCABADCBBDADAAACCBDCD CDCBDBECDCCAEECCBE
DBCDEBCEEBAEDDCBCEADCCBEDA BCCDAAA
DEBCDC BCDDAEE
CDCB CDEBCDCBBDC
DBB $
BAD BCDAB
CBCEDDABBECCBADBBAD BDBDDBDDCDB
DABB DDBBABED
CDBBCDDDCEDDBDB CABDBEBCBACDBBACACEEDDB
DDCDEBD DCADDD
ACADADAAA DDACCABBDCCDDAA
E DCDADCCBA
CDCCABEA ADECCAAB
BDDE CDBEE
CDBBC CCBBB
CDCEA D
BDCDEC CCDCACC
DABD BCDCCEABBC
CDEBCDCB DEDBCD
BCDECAACAA ABCCCD
CDCEA D
CDECB DECB
DAD AEAC
AEDAE BCCD
E ACECDEE
EEADAD DBECCDBEEAEAB
DCCBEDDCDDCCDDCBCBDDE DECCDCEBCDECBDDADACDD
BCCD DEBDC
CDCB CDEBCDCBBDC
BDECCADAACAAACACA DAE
AADA DBB
DE CDE
BDACD BDCDBDDA
DE DDCCACEBABADBD
DAAEDBBBEAC DABBBEBEC
DE DABBE
AADA DBB
ADECCAAB CDEBCDABEAEAEAEAEAEAEA
DBA CDEBDCABADCBBDADAAACCBDCDB
CDCBDBECDCCAEECCBEBED BDDBBBC
DADDCEDDBDB CABDBEBCBACDBBACACEEDDB
CDBBCDDDCEDDBDBD CABDBEBCBACDBBACACEEDDBD
CDECBDAEE CDBE
CA DCDADACCBA
BDDADCBCAC CD
DECCDCEBCDECBDDADACDD DCCBEDDCDDCCDDCBCBDDE
DABBDEC ACBC
CDCB DCDECCD
CDBBCDDDCEDDBDBD CABDBEBCBACDBBACACEEDDBD
DABDDBACDAB CDCBAEA
AD AEA
BCCD DDBBABED
EB EACCC
BDDE CDBEE
DEE AEAAEDCA
DDCD AEACC
BCDE EACCC
DE DDCCACEBABADBD
AAEDCA DDCDADA
DCDCCBDBADCACDAECCDB DCDECDDACBCDB
BCDAADEDAEDC AAEDCAEDC
DCCABE DCCBEED
DABDDBACDA BDDA
AAEDCCA AEA
CDEC B
DDB AA
E DE
C BDDDB
DAEC AEB
C $
DDCCACCACEB CBCEDDABBECCBADBBADD
DCADACACACCAAE DDC
CDBBC BDBCDCDECEB
AAEDCAED BCDAADEDAED
DACDA BCCDE
EACCCA EBA
CDBA EEBEDCA
DCDADCC $
DECDBECC CDBDBDCCB
DECAC DCBC
C $
BDDBECCDBA AABB
BDDBDACDBDDCDBCACAEB DBBBCECABDDADCEBAD
EDECA EEAC
DCDECDDACBCD DCDCCBDBADCACDAECCD
DCDC DCABAADCDDCCDDCCCCCBBCADCB
E BDCD
DABB D
AEAAEDC AD
DABBEDAEBCABBEDEBBADDADBBDADA DDBAC
EAB AEAEDAB
BCCD AEDAE
AEAC DAD
AAEDC BCDAADED
BCDDAE AD
DDBACAC DABBEDAEBCABBEDEBBADDADBBDADAAC
BCC BB
CDEAB DDBBBAEBAACACCACCACCACDAC
DCCBECDDCADDD DECDBBABEEED
DCDECDDACBC DCDCCBDBADCACDAECC
BEB BDDBECCDBA
DABBEDAEBCABBEDEBBADDADBBDADAACA DADCCACCACCA
DCABAADCDDCCDDCCCCCBBCADCB DCDC
BDBCDDADBBDADAACACCACEBAD CBCEDDABBECCBADBBADD
BB DAEDADCCCDDACCCCCBEBCACBDABBB
