21398
BBABAABAAABAAA BBBABBAAABAA
BBABAA AABAABBB
BAAAABABB BAABAAAABBB
BAABAAABBBBA BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBBAAB
BAABAAAAAA BAABBBABABAAABBBABBAAABBBBBBBB
BBABAABAAABA BBBABBAAAB
ABAAABBABBBAABAABAAABB BAABBBBBA
BABBABABBBABBABBBBAB BBBAB
BB B
BBBABA BBABBAABAABAAABAABAAAAABAAAABAAAAB
AABAAB BBABAA
ABBB BBBBBAAABBAABAABAAAABA
BBAAABAA BBABABAABAABAAAABAAAABAAABAAB
BABAB $
BAABABABABAABAABAAABAAABAABAAABAA BBABABAAABBAAA
BABBAAABBBA BAABAAA
BBABBABABB BAABABABB
BABBBBABBAAB BABBBAAABAAABA
BBA BAAABABAAABBBABABAB
BBBBA ABB
$ BABBABBBBBBBABAAABABBABAABABBB
AAAA BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAAA
BBAAABBA BAABABABAAABA
ABBAAA BBABAAABAABAAAAAAB
BBA BABB
BAAAABBBB $
BBBAAA BABABAABABBAA
BABBBAABAABAAAABABBBBABABB BABABB
BABABBBBBBAABBA BABBABBBABB
$ BABBBAABAABAAAABABBB
A BAAB
BBABBAABAABAAABAABAAAAABAAAABAAAAB BBBABA
AAAAB BABABABAAAAABAB
AAAABAAA BBBBAABBA
BABBBBABBBBABBBBAAAAAA ABBBBABAA
A BBAAABA
BABBBAAAABBBAABABAABBABBA B
BBABABAABAAAAABAABAABAAABAAAABAABA BABABABBAAAAAABAAAAABAABAAAABAAB
BAAAABAABABBBABB BAABBBBAABBBBAABAABBBBB
BAAABAAAABABBBABAABBBBBAABBBBBABBBABBBBBA BABABBBABBBAABBA
BBABBAABA BAABABAB
BBAA BABBBABAAAABABAABABABABAAABA
BBBAABBA BAAABAABBAAB
$ BAA
BABABABBB AA
BABABAABABBAAAABAAB BBBBBBAAABAAAA
BABAB ABBBBBAAAABBAAB
BAABBBABABAAABBBABBAAABBBBBBBBA BABABBBBBAABA
BBBAA A
BABAABBAABAAAAA BBABABAAAAAAA
AABB ABBA
ABBBBBBAA BABAAAAB
ABBBA BABBBBA
BAAAA AABBBA
BAAABBBAAAAA $
ABBB BABBBAAAABBABBABBAABBBB
AAA BA
BBBABB ABBAABBABBBABABABBABAA
AABBAABA ABAAABBABBBAABAABAAABBAAB
$ BAAABAAAABABBBABAABBBBBAABBBBBABBBAB
BABBABBAABBBBBABABABAAB BBBBBBABBBA
BAAABAAAABABBBABAABBBBBAABBBBBABBBABB B
BAABAA BBBB
AA BBBAAA
$ BBABAAAAABAAAABAAAAABAAABAAAA
ABBAABBBABABA BBB
BBAAAB BBABABA
BBABABBBBBABBBBABAABBBABABABABAAAAA BBABBAAAABA
BAAABBABABABBAAAAAABBABBBBA $
BBABAABAAABAA BBBABBAAABA
BBBAAAAB AAAB
BAAABBAB BAABAABABBAABBBBAABAABBBAABABBB
BAAAABAB BAABAAAABB
BAAAA BA
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABA $
BAAABBA BAABAABABBAABBBBAABAABBBAABABB
BAAAAB BAABB
BAAABBABAABABBA BAAAAABAAABAABBAA
BBBA BAAABABAABABBABAAB
B BAAABABAAAAB
BAAABABAABABABBAABA BBAB
BAABABABBAA BABAAB
ABAA BBBBAABBA
BABABBABBBBBBAB BBBAAB
$ BAAABAAAABABBBABAABBBBBAABBBBBABBBAB
BAAABBABAABABB BAABBAAAAAABA
BB BABBAABABBBABBAABBAAA
BBAAABABBBA ABBBBABBBAABBABBABA
$ BBABAAAAABAA
BAABAAAABB BAAAABAB
$ ABBBBBAA
BABBBAAAABBABBABBAABBBBAAABA BBBAA
BBABBAABAAAABAAABAABAABA BBABABAAABBA
ABBABBABBBBAABBABBB A
BABBAA BABABBBBBBAABBABBA
BABAABBAABAAAAAAA BBABABAAAAAAAAA
BBABBAABAABAAABBAAAABAB BBABABAABAAAAABAABAABAAABAAAABAABAAAAB
BBABBBB ABBABAABAA
AABBBABAA AABBBAABB
BBBA BABABAABABB
AABBABAABBBBABB BAABBBABABAAABBBABBAAABBBB
BBABAABAABAABAABA BBABBBAABAAABBABAAAABAA
BABBABBAABBBBBABABABAAB BBBBBBABBBA
BBBABBAAABAAB BBABAABAAABAAAB
B BBBAABBAAA
BBABA BA
BAAABBABAABABB AABBAA
ABBAAA BAAABAABB
AABABA BBABBAAA
B A
BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABAAAA BABABBABBABABABBAAABAAABAABA
BBAB BAA
BBB A
BBAAAABAAABAAABA B
BBA BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAA
BBBABBBBB BA
BA BBABA
BAAABBABAABABBABA BABBBAAAABBABBABBAABBBBAA
BABBBBABBABB BBBBBAB
ABBAABAABABBBBB ABBB
AAABB AAAAABAABABAABBBA
ABABBABBAA BAABBBABA
BABBBBABBAB BBBBBA
B BAAAABBBBB
BABBABBBABBBB BABABBBBBBAABBABB
BB BBAAB
BBBBAABABA BBB
BAAABAAAABABBBABAABBBBBAABBBBBABBBAB $
BBB BABBAABABBBABBAABBAAAB
A BABBBAAAABBABBABBAAB
AABBAAAB BAAABBABAABABBAB
BB BABABAABBBABBABABAB
$ BBBA
BB BBAA
BABBABAA BAAAABABBAABA
BBBABAABB ABABAB
BABABBABBBBBBABA AABA
BBAAB BABBBABAAAABABAABABABABAAABAB
BBBBBAABAABAA BBABBAABAAAABAAAAB
BABBBAAAABBABBABBAAB A
BBABABABAABAAABAABAAB BBABAABAAABAABAABAABAAABAA
BBAAABB BBABB
BBBAAAAAB BABABAABABBAAAAB
BBBBBBABBBAABB BAABBBABAABBBB
B ABAA
$ BAAAAAABBBB
BABBAABABBBABBAABBAAA BB
AABBAAABA ABAAAB
BBABABAABAABAAAAA BBAABBAAAAAABAAABAAAAAABAAA
BABBA BAABABABABAABAAAAABAAAAAABAAB
BABA A
BABBBABBABABAA BABABBABB
BABBABABBBABBABBB BB
AAB BBA
BBABAABAA ABA
AAABBA BBB
BAABAAAB BABBAAABBBAB
BBAB $
BBB BBAAABA
BABAB AA
BAAABBABABABBAAAAAABBABBBBAAB BAABBA
BABBBBABBBBABBBBAAAAAAABB ABBBBABAAABB
BAAABBBAAAAAA A
BAABBBAAABABAAAABBABB BABABBABBABABBABAAB
BAAB BABBBBABBABBA
ABAAA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAAA
BBBBBAABA BBABAAAAAAAAABAAABAAABAA
A AB
ABAAAAAAAA ABABBBB
$ A
B $
AABB $
BBB AAABBA
BBBABB ABBAABBABBBABABABBABAA
ABAAABBABBBAABAABAAABB BAAAAA
BABABAABABBAAAABAA BAABBBAB
ABBA AABBAB
BABBBAAAAAAAAA BABBBAABAA
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAAB BBAABA
BABBBAAAABBABBABBAAB A
BABAB AAAAAAAAAAAA
BABBBBB AABB
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABAB B
BA $
BBABB BAAB
BABBAAAAAABBBABBAABAAAABBBBAAABBAAAAAAABBBBABAAAB BBBAABBAAABBA
AAAABAA B
ABBAAA B
$ BABABBA
BABBAAABBBA BAABAAA
ABBABBABAABBAAABBBAB AABBABB
BBABABBBBBABBBBABAABBBABABABABAAAAAABAABAAA ABBABBBBAA
BBAAAB $
$ BBBABAAB
AAA BA
BBABABBBBBABBBBABAABBBABABABABAAAAA BBABBAAAABA
BBAAAABAAABAAABA B
BBAAABBAAAAA BBABABAABAABAAAAAABAA
BBBBBABAABAAB ABBAABBBABABABAABB
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABB BABABBABBABBBB
BAAABAAABBBBABAABABAABABAAABAAABBABBBABBBAA BABABAABBBAABBBABAABBBAAABAAA
BBBBBAAABBAABAABAAAABA ABBB
ABABBBBABBBBAABABAABBABBBABAA BABBB
BBBBABBBABA BABBAAABBBBBAABABBABAAABAB
BBABBABABBAA BBABABAABAABAAAAAABAA
BBBBBBABAAA BAABAAAABBBBABABBBAA
BAAABAABB AAAB
A BABABAABBBABA
BAABBAA BAABBBA
BAABABBAA AAABBBAABA
BAABAB BABBAABBABBBBBAABABAAAAAB
BBBBAA BBBBBBAB
BABBAA BABABBBBBBAABBABBA
BBABABA BA
BBBBBA BABBBBABBAB
BABA BBABBAAABAAAA
ABAAABBABBBAABAABAAABB AABBB
B BABABB
ABBAAA BBABAAABAABAAAAAAB
BABBAAAAA BBABBAABAAAAABAABAABAABAAA
BBABAAAAAAABAAABAABAAB BBAABAA
ABBBAAB AAAABAAA
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
BBBABAAAABAA BBABAAABAAAABA
A BABBABBAABABAAAB
BAABBABABABBAABA BBABBBAABAAABBABAAA
AAAAB BABABABAAAAABAB
AABBBA BAA
AB BAB
$ BABABBABBB
B BAAAAAAABABBAB
BAABAAABB BABBAAABBBABB
BAAABABAABABABBA BBABBAABA
B BABBBABBAABAAAABBBABAAA
B BABABABABAAAABABAABABBBBAABBBBABBABAAAAABAABABABAAABAABBBAAABBBABABBBBBBBBAABABAAABBABAB
BABB ABBBBABAA
BB B
B BBBABABAAA
ABAAABABA BBBBAABBAABA
BBBABB ABBAABBABBBABABABBABAA
BBBBBA BAAABAAABBBBABAABABAABABAAABAAABBABBBABBBAAB
BABBAAAAA BBABABAAAABAAAAAAABAABAA
BAABABABB BBBABBAAABAABAA
BAAAABABB BAABAAAABBB
BBABABAAABAAAABAABA ABBBAABBBABA
BAABAAA BBABAABAAAAAB
BABBABAAABAAABAABAAAAAAAAAABAABAABAAAAAAB BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABAAAABAAAAB
B BBAA
$ BABBBAAB
BAABABABAAA BBAAAB
BBBAAABAABABABABABBAABAAAABAABAABAAAA ABBBB
ABBAAAAA $
$ B
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAAAA BBBBA
BABBBBABBBABABBB BABBBABBA
ABBB BABABA
BABAB $
ABBBBABAAABB BAAAB
BBBABAABB B
BBA BA
ABABAB BBBABAABB
BAABAB BBABBAB
BA BBABBAAABAAA
BBBAB BAABBA
BBBAAAAA BABABAABABBAAAA
BABABBABBABBB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAAB
AAABAB AAABBBAA
ABABBBABB AAABBABAABBAAAAAB
BAAAABABBB BAABAAAABBBB
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAAA AAAA
BAABABBAABABAB AAABBBAABABABAB
BBABBAAAABAA BBABABBBBBABBBBABAABBBABABABABAAAAAA
BAABABBABAABAAAAB A
BBBA ABABA
BA BBBAB
BAABAAAABBBB BAAAABABBB
BABAABBBBBBABAABAABBB BABBBBABBABBA
BABAABABBBABBABBBABBABABABABABAAB BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAAABAABAABA
BBAAABAABAA BABBAABABABBB
AABAAABB BAAAABAABBAABBABBABBAABBBBBBBABAABBABBBABBAABAB
ABB BABBBAAAABBABBABBAABBB
BABBAAABBBABB BAABAAABB
A BBABAABAABAABABAAAAAAABAAAAAAABAAAAAAA
BABABBB BAAAABABBAABABA
BAAABABA BBBBAAABAA
BA $
BB BAAAABABBBABAB
BAABA AABAA
BABBAA BBABBAABAAAAABAABAABAAB
B BBBBAABBA
BBABABBBBBABBBBABAABBBABABABABAAAA BBABBAAAAB
AAABBABAABBAAAAAB BB
BABABBAABBABAABBABABBBBBBBBAAABBBBAAABBB $
ABAAA ABBBBBABAABAAB
BAAAAAAABAAABBABAABABABAABBABBBBBBB BAABAABBBBBBBAA
BABBAABAABABBABBABBBBABAABABBBBABAABAABA BABBB
BBBBBAA BABABBBBBAABBBBABA
BABAABBAAB BBABABAA
AB BABBBAAAABBABBABBAABB
BABBBABBA BABBBBABBBABABBB
AB BABBBABBABABAABA
BB B
$ BAA
BBABBAABA BBAAABAA
BABABBBBAA BBBBBBABBBAABBB
BAAAABBABAB AABBAB
BAAABABBBABAABBAABA $
BBAAB BB
BBABABAABAAABAABAA BABABAAA
ABAA ABBAA
BBABABBBBBABBBBABAABBBABABABABAAAAA BBABBAAAABA
AA AB
$ BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABA
BA BABBBAABAABAAAABABBBBA
$ BBAAAB
ABA BAB
BAAABBABAABABB AABBAA
BBABBAABAABAAABAABAAAAABAAAABAAAABAAABA BBBABAAAABA
AAAABAAAB BAB
BBABBAABAA BAAABABAABABABBAA
BAABBBBAABBBBAABAABBBB BAAAABAABABBBAB
BAABBBAB BABABABAABBB
BBBBBBABAABB AAA
BABABB BABBBAABAABAAAABABBBBABABB
BAAABABAAAA $
ABBB BABABABABBBBBBBBBABAA
BAAAAAAAA BABBAAB
BAABABBAABAB BAABBABABAAB
BAAABABBBBABBBBBBBBABBABBAAA BAABBBAAABBAABABABAAAAAABAABABAABABA
BAABABAB BBAABBAAABAAAA
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABA BA
BABBBBBAABBBBBABBBBABBBAABABBBBBBABAABAABAABABBBBBABABBBABABBBABAABABABAAAABBBBB BAAB
BBABABABAABAAABAABAABBAAB BBABBAABAAABAAB
BBAAAABAAABAAABAB BB
BAABA BBABBA
BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAAA BAAABABAABABABBAA
BABBBBABBABBA BAAB
BBAABAAA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAA
BBBABABB BBBAAABAABABABABABBAABAAAABAABAABAAAAA
BABABAB BBABBAABAAABAAABA
ABB ABBAABAABABBBB
BA BABA
ABBBABAAABAAABAAAABB BBABABAABAAAAABAABAABAAABAAAABAABAAA
BBA BABBBABAAAABABAABABABABAAAB
A BAAABBBAAABA
B BB
ABAA BABA
BBABBAABAABAAABAABAAAAABAAAABAAAABAAA BBBABAAAA
AB BABB
AABBAB ABBA
BBBA BABBABABBBABBABBBBA
AB BABB
BBABBBAABAAABBABAAAA BBABBAABAAABAABAA
BABBAAABBBABB BAABAAABB
BBBAABBAAA BBAB
BAAAAABABBBABAABBBBBB BBBBAABBAAAAAAAAAAA
BBBBBBABBBAA BAABBBABAABB
BBBBB BABA
BAABBAAAABAABAAAABBAABAAAAABAB BBABBAABAAABAABA
BAAABBBAABAAAAA AABBBABB
AAABB AAAAABAABABAABBBA
BBABBAABAAABAAB BBBBBAAB
BAABAAAB BABBAAABBBAB
BAABAABABBAABBBBABAABAAABA BABBABABBBABBABBBBABA
BBABABBBBBABBBBABAABBBABABABABAAAA BBABBAAAAB
BABABABBAAAABBBBBBABABB BABABBABAABABBA
BABBBB BABABBB
ABBAAABBBBBA BAB
BBABBA BBABBABAAB
BAAAAABBAB BABABAABBBAABBBABAABBBAAABA
BBABB BABBAABAABAABBBAAABAAAABBABABABBBABBBABBBABA
ABAA BBBBAABBA
BAAAABABB BAABAAAABBB
BBBABABA BBABABAABAABAAAAAABAABAA
BBABABAAAAAAA BABAABBAABAAAAA
BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAAABAA BBAAABAB
A BABBBB
BABABBBBBBAABBABBA BABBABBBABBBBA
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
BBBAAAAABAA BAAABABBBABAABBAABAABA
BAA BAABA
ABA BAB
BBABBAABAABAAA BBB
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
BAAABBABAABABBAB BABBBAAAABBABBABBAABBBBA
BB BAABB
BBABABAABAABAAAB BAABA
BABBBAABAABAAAABABBBBA BA
BAABBAABABBBABBBBBBABAAAAABAABABABBAAAABAAA BBBBBBA
$ BABBBABBABABAAB
BAABBBAAABBAABABABAAAAAABAABABAABAB BAAABABBBBABBBBBBBBABBABBAA
BBABBAAABAAABAAAAABAAB BBABAABAABAABAA
BABAB ABBAABBABBBABABABBABAABB
BBABBAABAAAA BBBAA
BBABBAABAABAAABAABAAAAABAAAABAAAAB BBBABA
BBABABBBBBABBBBABAABBBABABABABAAAAAABA BBABBAAAABAABA
BABABBABAABABBA BBBABABBBAA
ABABAB BBBABAABB
$ BABABBABBB
BBAABABABAA ABBBB
BAB A
BABBAABAB BAAAA
AABAA BAABA
ABBAAB ABAAB
BBB B
BBABABBBBBABBBBABAABBBABABABABAAAAAABAA BBABBAAAABAABAA
BABABBABAABABBA BBBABABBBAA
B BBABAAAAAAABAAABAAB
BA BABBABBBBBBBABAAABABBABAABABBBB
BBBAA BBA
BBBBBA BABBBBABBAB
BBABAABAABAAAAAA BABAAB
BBAABBAAABAAA BBABABA
BABABBBBBBAABBABBABAA BAAABABABB
BBA BABB
BAAABBBBBBBBBABAABBAB AAAABBBAB
AB BAB
BAABAAAAB BAAAABA
BBBAAAAABA BABABAABABBAAAABA
BBABBBAABAAABBABAAAA BAABBABABABBAABAA
BBBAABBAAABB ABABAAAA
ABBB $
BBBBBAAA BABABBBBBAABBBBABAA
BAAAAAAABABBABBAA BBB
BBABBAABAAAABAAABAABAABAAAB BABABABBAAAAAABAAAAABAABAAAABAABA
BBBBBABAA BABABBBBBAABAABABAABBBBAAAAABBABBABAAB
BABABAABAABBBB BA
BBABBAAAAAAB AABBB
ABB BBABABAABAABAAAAA
A BABABAABAABB
BABBBBABBBBABBBBAAAAAA ABBBBABAA
ABBB BBBBBAAABBAABAABAAAABA
BABBBAABAABBA BABBABAA
BAAAB ABBBBABAAABB
BABBABABBBABBABBBBABA BBBABA
BBBABBBB AAB
AABBB BAAA
BABAABBAABAAAA BBABABAAAAAA
$ BABBBABBABABAAB
BAAAAAABBBB $
BABBABA BAAAABABBAAB
BBABBAAAABAABAA BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAABA
BABBABABBBABBAB $
BAABAAAABBBBA BAAAABABBBA
B ABBAAA
BAAB BABABBAAB
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABA $
BABBAAABBB BAABAA
BAABABABAABAAB BBBAB
BAABA BBBBBBAAAB
BABBABABBBABBABBBB BBB
AAB BAAAABBBABBBBBABAABAB
A ABBABAABAA
BBAA AAAB
BAAABBABAABABB BAABBAAAAAABA
AABAAA BA
ABBAAAABAA B
BABABBABBABBBBB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBB
BAABBABAABBAA ABBAABBABAAAA
BBBBAAABA BAAABAB
BBABAAABAAAABAA BBABAABBA
BBAABA BBABABAA
AA BAABAAABBB
BABABBAABBABABBB BAABAA
B BB
BAAAABAABABBBABBA B
BBABABAAAA BABAABBAABAA
BBABAABAAABAAA BBBABBAAABAA
BABAABBAAB BBABABAA
ABB AABBBAAA
BAAAAABAAABAABBAABAA ABBBBABAAABBBB
ABBAA BBAABA
$ BABB
ABBAAABBBBBA BAB
BABBABBABBBBBAAAA BAABBAABBBBABBB
ABBBABBBABA BBBABB
AB ABABBABB
BAAAABBBB $
$ BAAABBABABABBAAAAAABBABBBBA
AB BAB
BAABA BBABBA
B ABBBB
BAAAABBBABBBBBABAAB ABABBBBABBBBAABABAABBABBBABA
BBABBABAABAA BBABBAAA
BBAA BABABABBABABABAABAABAAABAAAABAAAAAABAAA
$ AABBA
BAAB BABABAABBBAABBBABAABBBAAABA
BAABBABAABBBBA BABABBABA
AABAAA BBAABB
BABABBBA ABAAA
ABB BBAAABABB
ABBAA AABBA
ABBAABBBABABABAA ABAAA
A BAABBAAAA
BBBBBBAAA B
BBBBAAABAAB BAAABABAB
BBBA BBABBAABAAABAA
BBABBABAABA BBABBAA
AB A
B AB
BBBBAABBAA ABAAA
BABBBBBAABABABBAAB BABBBABBBAABABABAABABBABBAAABA
BABBABA BAAAABABBAAB
ABA BBBBAABB
BBABAAAABAAAABAAAB AABBABAB
ABBB $
BBABB BBAABA
BA BAAABBAB
BBA BAAAABAABABBBABBABA
BABBAAAAAABBBABBAABAAAABBBBAAABBAAAAAAABBBBABA BABBBBABBABB
BABB $
$ BAAAAAAABABBA
BAAABBABAABABBABA BABBBAAAABBABBABBAABBBBAA
BABBAAAA BBABBAAAAAABAABAABAAABA
A BA
BABABABBAAAABBBBBBABAB BABAA
BBAAAB BAAAABBBBBABBABBBBBABBABABABA
BAA BABABAB
BBA BBABAAABAAAABAA
AB BBABAA
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABB BABABBABBABBBB
BBAABAAAA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAA
BAAAAAABBBBABA ABBB
$ A
BABBB BABBAABAABABBABBABBBBABAABABBBBABAABAABA
BABBABABBBABBABBBBABA BBBABA
BABBBABBA BABBBBABBBABABBB
A BBBA
BABABBABBABBBB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABB
BBABAABAA BBABABAAABB
BAAABBABAABABBA BAABBAAAAAABAA
BBBABA BABBABABBBABBABBBBABA
BAAAABBBB $
BBABABAABAAAAAABAAAABAABAABBAAABAAABAAAAAAAAABAABAAAAAAABAAABAABAABAAAABAAAAAA BAAAABBBBBABBABBBBBABBABABABABAA
BBBAAA BABABAABABBAA
BB BBAAB
A BAAABBABABABBAAAAAABBABBBBAA
A BABABB
BAA BBAB
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAA AABB
BBAAABB BAAAABBBBBABBABBBBBABBABABABAB
BBABBAABAABAAA BBB
ABBB AABB
BBABBAAABAAABAAAAABAABB BBABAABAABAABAAB
AABBBAA B
BBABBAAABAABAABA BAABBAABABBBABBBBBBABAAAAABAABABABBAA
BAAAABABBAABA BABBABAA
$ BABB
BAAABABAABABAB BBABBAA
BAB AB
BABBABABBBABBABBBBABA BBBABA
ABBBABABABA BBBAABBAAABBAA
BBBBA B
AABBAA BAABBBBAABBBBAABAABBBBBABAAA
BA BBBAB
BB BBBBBBABAABBAA
BABBA AAB
BABABBAB BAABBABAABBBB
BABBABABBBABBABB B
BABABABAAB BABBAABBBABBBAABAABBBBBB
BAAAAABABBBABAABBB ABABBBA
BABBBBAABABBAABBBAAB BAA
AABAABBB $
BABBABAAB BABBBABBBAABABABAABABBABBAA
AAAA BABABABAAAAABA
ABBBBABAAABB BABBABB
A BAB
ABB ABBAABAABABBBB
BABABAABABBA BBBAA
ABBAAAB BB
BABB BAAABBABAABABBABA
B BAB
ABABAB BBBABAABB
BBBABAA BBABBAABAABAAABAABAAAAABAAAABAAAABA
ABAAABBABBBAABAABAAAB AABB
BBABAAABAAAABAA BABABABAB
BAAB BABABABB
AB BBABAA
BABBBAAAABBABBABBAAB A
BBABABAABAAAAABAABAABAAABAAAABAABAAAAB BBABBAAABAAABAAAAABAABBAAA
BAA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAAAA
BABABAABABBAAA BBBAAAA
BBAABAB BBAB
$ BBA
BBBABBAAABAAB BBABAABAAABAAAB
B $
BAAABBBABABBAAB BABBBBBA
BAABBBBABABABAAAABAAB BBBABAAAAB
BAABABBBBAAAB ABBBAAA
BABABAB BAA
AABBB BBABBAAAAAAB
B BBBABBBBBB
BABAAABABBBBABBAB BABBABBABBBBBAA
BAAAABBBB $
AA BABABB
BAAB BB
BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABA BAAABABAABABABB
A BA
BAAAABABBBA BAABAAAABBBBA
BAAABBABAABBABBAABBABBAABBBBBAABABAAAAAAAABABAABABBAABBBABABBABBBABBAABBABABBBBBBABABAABBBABBAA BAABBAAAAAAABBABBBAABABBBABABBBABAAAB
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
BABBBAAAABBBAABABAABBABB BABABA
BBAABA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAAB
BAAB A
BABBABABBBABBABBBBAB BAABAABABBAABBBBABAABAAAB
BABBBBABBBBABBBBAAAA ABBBBAB
B BAABBABAABBBBABAA
BBAAB ABBA
BBBA BABABBABBBBBB
BBABBAAA BBABAABAABAABAAABABAA
ABB BABBBAAAABBABBABBAABBB
BBABBA BAABA
BBABAABAAABAAA BBBABBAAABAA
BB BABABABBABABABAABAABAAABAAAABAAAAAABA
AA B
ABBAABAABABBB AB
BAABABAB BBAABBAAAAAABAAABAAAAAABAAAA
AA AB
B BBABBAAABAA
BABBAAABBBA BAABAAA
ABBBABAB AAABB
BABBBB BBA
BAABABBABAABAAAABA AA
BBABA BABABBABBBABAB
BABAAB AABAAABAAABAA
BBBBAAB BBABBBAAA
BAAB B
BBBABAAAAB BBABBAABAABAAABAABAAAAABAAAABAAAABAAAB
BABABABBAAAABBBBBBABAB BABAA
BAABBBAAABBAABABABAAAAAABAABABAABABA BAAABABBBBABBBBBBBBABBABBAAA
ABABA BBBABAAB
BAABAAB $
BBABABA BBAAAB
BABABAB BAA
AABBBAA BBABBAAAAAABAA
AAABBBAA AAABAB
BBABBAAAABAABA AAABAABBABAAAAAAAAABBABAB
ABA BAABABABABAABAAAAABAAAAAABAABAAAAA
BAAAABAABABBBABBA BAABABBAABB
BAAAAAB BBABBBBABABBABBAAABBAAABBBABABBB
A BAB
AABB BABBAAABAABBAB
BABB $
BBABAAAA BAAABABAABABABBAABA
BAABBABAABBAAA ABBAAABBA
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAAB A
BAABBABAABBAABA BABABBBAABAA
BBABABAABAAAAABAABAABAAABAAAABAAB BAABA
BAABAB BBABBAB
AABBAB BBABAAAABAAAABAA
BAABBBABBAABBBAABBABABBBABBAABAABBABAABBABABABBBAAABAABBAAABBAAB AABBBBAAAABB
ABBA BABABBBAABAA
$ BAAAAAABBBB
BBABAAAABAAAABAAABAABAAA BAABBABBAAB
BBBB ABA
BABBBAABAABAAAABABBBBABA BABA
AAA ABA
$ A
BBABBAABAAB BAAABABAABABABBAAB
BAAABAAAABABBBABAABBBBBAABBBBBABBBAB $
BBABBAAABAABAABAAABAAA BBBBAABBA
BAABAABABBAABBBBAABAABBBAABABBBB AABBBAB
BBBABABBBA BABABBABAABABB
BAABABBBABBBBBAABBBBBBBB BABABBBAA
AABBBA BBABBAAAAAABA
BBABBAA BBABBABAABA
BABABABAAB BABBAABBBABBBAABAABBBBBB
BBBBBAA BAABABABAABAA
BBBABBBBB $
BABABBABBBB B
BABABBBABBAAABBBBBBBBBBAAAAAAABAA BBABAAAABAAB
AAA BBBAAAA
BB BABBA
BBABBAABAABAAB BAABA
BBABBAAAAB BBABABBBBBABBBBABAABBBABABABABAAAA
AAA BABABABAAAAAB
BBBABBBBBB ABBBBBABBA
BB ABB
BABBBAAAABBABBABBAAB A
B BABABBBB
ABBBABBBABA BBBABB
BBAABBAAABAAA BBABABA
AAABBAABBBAB BABABBABBBBB
BAABBBAAABABAAAABBA BB
ABAA BABABBB
BAAAABBBABBBBBABAAB ABABBBBABBBBAABABAABBABBBABA
BBA BABBABBABBBBBAA
BAABAAAABB BAAAABAB
BABBA A
BABBAABAABABBABBABBBBABAABABBBBABAABAABA BABBB
BBAAABBAABA BAABBBBABABABAAAABAABAAAA
BBBBAABBA ABAA
BABBABBBABBB BABABBBBBBAABBAB
BBABBA BAABA
BAABABABBAA BBBBAAAAAABAA
BABABBBBBAABAABABAABBBBAAAAABBABBABAABB BABBAAAAAABBBABBAABAAAABBBBAAABBAAAAAAABBBBABAAAB
BAAAAABBAB BABABAABBBAABBBABAABBBAAABA
BABBAAAA BAABABABABAABAAAAABAAAAAABAABAAA
ABA BB
BBBBA A
BBABBBAABAAABBABAAA BAABBABABABBAABA
BB BBB
BABAB BABBBAABAABAAAABABBBBABAB
BABBABAABA BABBBBAABB
BAAABBABAABABBA BAAAAABAAABAABBAA
