23703
OGfHUIGK GWkodKgK
OrISj[^ SbqkKgWdPmQ`aj^
SVf`MqbfqejBYWPmobQBBSeqpihA SbqbKUHgqTSPmhPDRrjA
On n
OZnh^CaAT GcW^kUjm\
GKKW GLom\g
EhWW OnX^caATB\
SaOkGWd SjBfGnTS\BBBS\S
OSnIK^Q GS\U\Sk
SkVNeXISbnTSkaI mn
OrISArIGWeKISkkjq`B``MhMfY[`MK Sjq``MkrISeAFqmibkaLEj^
GoW GKWkU
OdESjKZ XKW\SPmh[h[TQTBkaSBjjKZBj
OdHn SNTBomPmQV
GWG^ GnWPmL[``VMnKeKmhkLcnc
GKWeXm $
SkVcqAnIY^aI SV````MkEPmibkUkaLL
XWFoV OEoV
OEgJQEIc^kIYKeBRB OneNdGkIkrISArm^QaI^UeBqqMRqqRBH
OGHaKW GKWeJQRqmhQK^QaaATSW
GWkaI OGeKmDkkeVMYa
SOhMqeAn`kkWWDAdeBMSkUknq^aaA OcEYBK
GKKKWBJQZXIOGHIOEBJa OFJQ`
SdgfeBHBHWHaWHH SAFBqBWHHH
RGW SOqkWf\go
OZaaPSjZ]CBj]Rj]C] U
GpPmChoAbA SeAFqmihPUrjAib
GKKKKWGY^UeJaHKNF bO]SWK^K
SAdHoKmZBRSeBS GLom\g
dGWSBX\AHqmbGCS GWW_dWknpcS
One OP`V
GW\OgBqm OFqm
O^YCaA[`MqjkXRXmEI Sk
GWkaIcnj[```M GKWeCBSBKmDkMG
OFqm GW\OgBqm
SAddHoqmhPUrRrjPUrRr OGBqOhPUrjPDRrRrjPUiRre
OZnh^CaAT GcW^kUjm\
GKKWogWZfeJQhe OPNZXIS
RFEJQHZjBqkejY OnIKnpY
OrIGK PDK
GWaWJd OZndWHgq`Q
Sjp Ln`caKKKKKWG^ah\k[
GKW\gGdSEkeNHZekTBGpMGKU OFBMS
GWf\SomBqmiiQ`aHgZ Sbn
GKWeJQRqmhQK^QaaATS OGHaK
OPch` rVd
DnRhQgqTr OEGjWeB
OS GWn
OE\EpYfPmii GKWPm
SArIGWkaS OSpcS]RjQjBjQj
Dp S
Tkc^C_aAQhWb Seee
SekWkR OEGCLhFqTBkUHFq`QjBKUGqMKUknpY^
I GWHIGWfkndKKWH\
SVMnKhA dMA
OZaaP] SkkjCSBjBj]
KhSKWK OFK
GWWZJad\gPmiQ`aZB SOaYWf\\BBqR
SeAnIqAGeKmDj^UPmQWG^npcLpYB GW[Gk`[```MhMfGYWeXmDeO
GWf SOYkVMGfknXM
OGeqm OAZnlBgY
S Dp
OEWESBj XKW\SPmh[h[TQTBkaSBjjKZBjBj
SAnecfqOnWf\SGqMGGY[`MnWPmbeXISk^ OoRqmhPDRJRrRrj[Q^nfjkeeOKUogWk
Ok]iI OFXISeV`Mf
Sk`QZKmZJaDASENjpMGY`QgG^aLp GfG^nEcqjdgZnp
SbGGKaaPaPSBj]RjjKKKKZ On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQj
Sk`QgaS]CjKQj]S OGeKmZXmZJQESjZjQjBjjKZ]C]
On]nSog OGPmQ
OZaSjQjBjj SeOh`MhMkFXmRqmQ^UeXm^cLpcSjKZ]jjBj]jjjVQjC
OdWPmiiibW SjdrmZJQ
RG GWWH
SAFBqBWHHHW SdgfeBHBHWHaWHHW
GWf SOYkVMGfknXM
_bKaO GWWGaa
GWkU SAdDkKZjKmeqmb
OP_^nnLqCLqCLdWBBRqqRq O`B
OEfGdZDamKKnW\kE SO
OdjdZaa `CSOfkZQaLna
GWkUW^Q YGKKWGBK
OnZWHh SeOY
GKWW SAP
TKKKKgKWPmimcK SkcaW\BWMOkZUHK^NF^^^NFNF
GWP OSGP
On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQ SAZaaPaPLEckP_j^nqq``MKnpcSjKQj]jjjQ
GWfGbVcGYGQGaa SOKaa
SVMGGhMGqArm_dKWGYCSjKKKKK On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQjj
iWBKmj\Mn^ln OS
[OndHRn SjCaP
GWG G
SjpM OPjKMbl
dP GWfP
OPNhAZU\BBXIOP_ddMVMncZk SjmjKhkWBJQELqpMfn
VSeeAPN SeVMY`a
SVMfn`a^YYdHSqjKRqCQkjkRqk`T OZaaPLqjKRqmihEQT
SAZUeBMBWHWH MOEBBMXB
OdHn SNTBomPmQV
SkKRKIGKWBJQ Sejp`MhMhMKU_Ja
TKKKKgKWPmimcK SkcaW\BWMOkZUHK^NF^^^NFNF
GWf SkTSHommJiQW
Sk Dk
GKKWPmb\SPmhEQWPm lOEPmQWP
kKgkASBjBkjKKZ] OPckdRKm_nSjQj]
Sbn[ fOSV
SOhMYk Jn
OFKI ]
GWBBSknpcS]CBjjZjKK SAo_YYk``
SOnTBfBJaD GKWH\necVnTUISW
OFBMqRBHH KWeBNMMMBlHCW
SbqAEGqMqbnkjdFB OZaIWPibeBqMqqRR
GWHFqV_^nqkiRn OEPmQ`
GOPmbUogKKWXISANr SeeO
OEBBSG^MaAW OGom\BH\d_pQaLnI^nnaA`QeJaMAP_^U
GW OVH^k`K
n On
GWeBSPmQVi Ok_When
GWBZkaI[UM SkKH^B
SbGqk^nL OGBqOhPUrjPDRrRrjPUiRrej
SAShZj SjI
SO GWPmh[iibomomPmihAhPDj[
OGB SkFXIOEWgpM^kjYqMKnENR
GKWGk`coXm OhAnX
SZjdZUWgfp Sbh`
GWPmih[QTBWHUmeBRBHWW Ormjj[``MkdRXIOP_jkj`MkGBJQDbGnWqkaI
OSpcI`aDOGY^ SkTSHommJiQWk
Sj SjjW
XWFo SbKnh\EGYqMfn^nEjcgq`aELq^npQUBqmibBKIGWWgo
JVhMN OEfWhee
kSOYcW OnX
O \c
OdWPmiiibW SAd
SAEfeBMR_SH OddPmbH
Sbk a
OqmQ SjYj
OE_mka GWkaaP
GKWeJQRqmhQK^QaaATSW Orm_EiecYW\SfeKIGW
Sk[ZMfQfGh`Mkp SASp
OEWdeKIGW OSG
OE\BBqmibBqmbfGp`````MfkG\S`qmQTgknpQ OdjdZ
$ DGQWWZKI
SkVNeXISbnTSkaIV mnV
GWeBSPmQVi Ok_When
OG\BBJQeBSBJQZqmQKZBRMS\gG RFEJQHZjBqkej
SbKCff OSdKWPmib
SjjcaKg^fomBSeqmhEni GKWBqm
SOnWBKmRqmQ[ QBWjYF
SNTBomPmQV OdHn
OSENMO E[ba
GWDUkaNIcaK OEPmib
OPcYViX_qBYVNRBSfPmhPUrRrRrRrjAQ SJX
GmeBRYD\SeXIOFqmhAiiahEi SjkIY[MGkFqmihPDRrRrjPDjA
GKKW\Pi`kbn SkTSog
OnXZJaEI`QGaIWBKmj^aSj OZSjKK
OnIfYkejjK_hUm^YkRhqBIUffffHZ Od
Z Seeee
GoW OdDOqAGWeBS
j`aZqmihQTg\BWElIVViRn OnRpc
GKWBJaGaI[ lPbfd
SANZB OGB
N SOkZUGYCaAK^YBk
OrmeJMOn^npcLqYC GKKKKKKWWE
OP^YBYWWeqm OGomG^UHISk`QdPmii
OP_j^npj Sk[MYTSHaKKKWHoJ
GW\OgBqm OFqm
GKWeKmhbqAnIqA $
OFKmeJEQ_ OGfGk`^n
GKKKWkUfBBqqSBqmQ`QES]Rjj SOqjkREiRSjK]ZGjnQjjKK
IA O
GWkmW GKWW
QOdgeXm^QUPmhAh\KRKm SbKaIcIOFXm
SVMnKhA dMA
OEGjca S
SbY[MkdH^kRqBkdESNZ SOKaSjZ
GWfPm dPm
GKKW GLom\g
GKKKKWGY^UeJaHKNF bO]SWK^K
V_HrK GKKKWkndK
GBJQ OZnnL
OQUPBiI GWHn
SbqAEe hCWe
SjY^nqke P
SjCLhaKWHoXI a
GWBqmh[Qk OPjKMblq
GWkodKgK OGfHUIGK
SKUHZ Odj
GKWPmbeXmH OcPjkk`QdBBqMSH
GKKWBKIO pO
Onech`Mknej Odl
OGeBMRMSo OGPhAQ^U\Bo
SbhMh`MGhMfn[M SMOqU
WVMhH` OdDOh``MhMKnEcGh`
GKKWBqmiQWkUmiQWGjTgW^ OEG
GWBBSknpcS]CBjjZjK SeOh`MhMkFXmRqmQ^UeXm^cLpcSjKZ]jjBj]jjjVQjC
OnIffGKn GWkUdS
D S
OSdKKWGqMKnpYC OSqdrISeebkZfn
OYeNhkKd On
SjYInnSBjBjB GKWWELpcSjKQjjKQj]jjB
GKWBCKIGKB OZaIVN^YBnTBB
SAEGddZB Sej
GWPkBqmiQ`a OPjKhkkeAdDkK
bGWe SAG
GKKW\gf\BeBXMBHWWHq Orm
OdHn SNTBomPmQV
OSENMO E[ba
P SVMKnE
OZSjKKZ GWkaaPaPS
SjYj^ OqmQ^
OZUfkUWHISOkEeBqSBqmbkUeBR OPrch`MnkOYkeOfnWBBM
Onej^aI[`MYVjVj^aaPIcK^^ SAnX^caPLnLhK^^NF^b^
Onech`Mknej Odl
SK OEGjcaK
SAP_Yc GWkUG
Sk`aZBS\g\ O_
OFK GPmh[bBa[XT
On`Vi` SZVMY
OZUXG^aS]CjQjjZ]CjKKTj OP_CS
SA[BRS\SfBBRM GWeBq
GKKKKKWfBq CWPi
SOGqkNRJQGnqjViR OZn
SVMKaI[MKUeJQESBj Sk`QgaS]CjKQj]SRjBj
p GKKWBKI
SZjdZUWgfp OrIGWGkXdH\dDeOh````
SAP_Yc SjY
\ OdZqmbHUmZKm_qp`MqbG
SAG mm
GW\BPmQ^aIVNZXmHFqKjkIKnnITBWMkWkaS] GWeJagPmbeJQMV```MkE\BGddEfS]
OSdKWPmib SbKCff
WfGqK`MGdW OrIGWf
GWk SjpMncQ
dGWSBX\AHqmbGC GWW_dWknpc
VSeeAPN OFJa
OGPmQ On]nSog
SAne OrIOSpYke_^neP_jLjdEknnAV
Sk`QgBJQ_ OPieNHoJaDAdhYjKRJWeqmQV_BnEkAPqiXRJQd\BWHn_WBXmdBJa_
OrJISbKnh\PjTgPmhA OPNZXIOFqm
SkWeJa_nSjQjB SOqjkREiRSjK]ZGjnQjjKKQ
OrIOFBMSeJQGaLpQ GWB\aDk`agnG^
OZaIWPibeBqMqqRR SbqAEGqMqbnkjdFB
GKW\gPmiihEhPDj[ibeqmbomkUeKIOS SOOnnL
RG GWWH
GKKWeIO OdjYBk
SjCLE SVMhMn[MGfnVjKpH\djCgIkKP
OGBE OF
SbY[MkdH^kRqBkdESNZ] GKKKKKWfGdnRnS]
Sj^aaPSj GW\BHIGWGCIcZjCSjZBjBjZj\KKQjj
OEPmQ`Q GWHFqV_^nqkiRnQ
GKKWogWPmb\BC^p`MKnhaKKKW\ge SAPNRBqSW_dW\BGkRhIOZUe
OE\jqmGiZQ`aj^E GWf
OnXZJaEI`QGaIWBKmj^aSj OZSjKK
OrIGWf GW\jBWd\B\BW
OrIOZaa OnOdW\SGdrIOPG\S\geJQELna
MOEBBMXBHHH OFBBW
GKKW\ GLom\g\
OPjKhkkeAdDkK GWPkBqmiQ`a
SeOh`MhMkFXmRqmQ^UeXm^cLpcSjKZ]jjBj]jjjVQjCK GWkUPmbkaS]RjBjBj]Rjj
SkSpYp Sebh
OE\EpYfPmii GKWPm
GW\gB OGBE
WSk[` OFXmRqmQKDASqY^aaAkVMh````
S oSe
OPrch`MnkOYkeOfnWBBMB OZUfkUWHISOkEeBqSBqmbkUeBRB
SRBqBWWZWWnHH Orm^QndW\SBJQELdW\SeKmRBRMBWWHWHWWWWHHWW
DW\SoYW\`WdH GWfH
SAZaI OSEjWPmXQ
SbfKUPmiihEibHWmknp GKKWBqmiQWkUmiQWGjTgW^
GWW SeeVMqAGknEd
OSENMO E[ba
OZnh^CaAT GcW^kUjm\
bO]SWK^KN GKKKKWGY^UeJaHKNFN
OnRhUmHIGWeBqRBWHHH GWHkmd
SV`MkSq^UPmhAQV SeCS^n
hCWe SbqAEe
DW\SoYW\`WdHK^ OGPmQcK^NF^^^^^NF^
GnWPmL[``VMnKeKmhkLcn On`
GWH\FBqBHHWHWHHHHWWW OdOHoBqMBHWWHH
OPiej`aDe JVhMN
OSnLEckn XkEY
GWfPmQ AOP_Yp`Mn^UkUfkUBX
SAEfeBMR_ GWBKmjkeiXRBRRM
dMA O
SkWB SAdZIBMSWR
OFKI GPmh[bBa[XTI
OrIOrmD GWgdWBXISeOqkYKD
$ O
bGWe SAG
GKKWXeLmQOkE SkW
OEeJadW aIVHmW
Sjd OO
SbYc GKWeJQRqmhQK^QaaATSWH
SjYInnSBj GKWPmiibeJa_naPS
ieAdRpH Sb
OSdWBKIOPjTgfepJ^YqM GKW\g
OGH OqWrFn
OEPmbBB GKWHUIOFJaeKIOGWeEB
GKKWPmhEQTBf OneiIkUkUPmUb
OFqmQK OIaIK
AGMEBqqAP_Bq OdHISkKZqm
OEPmbBB GKWHUIOFJaeKIOGWeEB
S OEGjca
OrIOSnSBj GWeJagPmbeJQMV```MkE\BGddEfS]CBj
nejcI\p` SeVMh
GKWo X
SebK OnIUkUk
XKW\SPmh[h[TQTBkaSBjjKZBj OdESjKZ
OIaIK OFqmQK
XOo SAZnnLqk`KEITSo
OnRpc j`aZqmihQTg\BWElIVViRn
GWkUdS Orm_
SAn``aDk SeCS
Sk SOhMkPNgWhkTBfG^ndWWdPmb\BffPmi
OSGP GWP
SkKRKIGKWBJQ Sejp`MhMhMKU_Ja
SAdZIBMSWR SkWB
BOhSnqTBBqmhEh GWPmhPUrjPDjPDj
Sj Odh
OFBSWe keAFXmgBP
On]nSog OGPmQ
OZUGp`` SZjdZUWgfp
OFqmQ OIaI
SH OnXd
SVM SVVnfhM
SbKCff OSdKWPmib
OnIfYkejjK_hUm^YkRhqBIUffffHZ OdDe
SkKZJQZKm OdGnEWeJ
SOOnn OSEiX^c
GKW HW
GKWo X
SbYkaaP OdGnEiRn
OS GW\gGp`AMkGfXfH\Zn
$ GWHF
GKKWeXmeJQ nEBKI
Odd\ XSOqbGkPdiX
SeBj OP
Orm`HHeaWkaaA`QMjkYj`ao^Qra OdGnEiRn
OdeqmhAQWkU\gf\BH^dGogWG Odh
GWHXmGnqCSjKKZjKZ]CBjOK GWPmhAQTSHoqmibBqmiiQkAZaSBjjQjj
GZI OPcY
OGeBMRMS OGPhAQ^U\B
OPie SOnTBkaS
GWBXISkTgGYjkAZUBBS\S\gYP GWBq
OdHaK Gjr
GWkodKgKKW OGfHUIGKKW
GWome OZaaaaAK_dWB
O ^
$ SVMYcFqkA
pOUX SOnKRXm
GW\geqmibeJ OP_j^npj
OFq MGWHjKGUP
OSENMO E[ba
$ a
Sjj`aK\BMS\Zbkne_dZaS]RjjK SVMfYKESBjj
Dp S
OEeJad aIVHm
Orm_EiecYW\SfeKIGWH SjmjKhkWBJQELqpMfnc
j^nUeJQh SkTgWRqmih[ihAibkaIk
SebnTgf\BW_dKWeBq OPpj^UeBMM
OFJQ` GKWfBJa
OdjdZ OE\BBqmibBqmbfGp`````MfkG\S`qmQTgknpQ
OEfeXmGUB GKW\SBBMqRMSkndWWhEAPNe
SMOqU OrmjYqMqAnIh`M
OdjdZa `CSOfkZQaLn
OEPmbB GKWHUIOFJaeKIOGWeE
OrIG PD
OZaaPL mOnIfKnnLg
SdgfeBHBHWHaWH SAFBqBWHH
SbknRqCI OrISj[
OGPmQ On]nSog
SOKaa GWfGbVcGYGQGaa
ljaaUa GKWWeBRMSkaa
GWWg\SGBhMfnc^j[MKnpcaPSBjjKZjZ GWWGaSB
SgOffqM GKWBJaGaI[M
OZaaaaAK_dWBJ GWomeJ
\cG OG
GWomeJ OZaaaaAK_dWBJ
Sj SjjW
OEPmbBBq GKWHUIOFJaeKIOGWeEBq
OP_CS]C OnIUkUkaS
OPi`I GWBXIOE
GcW^kUjm\ OZnh^CaAT
SV\MYNi`[``` GW\gH^BGqAdDAZnEj^nqp
OZnEcK GfG^nEcqjdgZ
Od_ OnXHUIGWfWeqQKHZbkGPmiQWHoKIGWH
SjY^nqke P
kKgkASBjBkjKKZ] GWkaSjQj]
$ e]
WSk[` OPcfn[MGY[
OPjcK^ bO]SWK^K
ieAdRpH OZaLpcIVc
SOqk`aDkTBPm OPclKR
SAdj OP_kXhkkVM
OrmeJMOn^npcLqYC SAZa
GWkaaP OE_mka
GKW\gf\ SASpQnhZOhMhMncZbKPmKRJQjp``MG^Ufeqmb\
mnV OdeKmDAP
GKK SjdSpQ
GWfGbVcGYGQG SOK
OAZnlBgY OGeqm
Sk[``Mfn`a_dKKKK GoV
OFJQ SO
SdgfeBHBHWHaWHHW SAFBqBWHHHW
SkTSHommJiQWk GWWG
Sk`QgaS]CjKQj]S OGeKmZXmZJQESjZjQjBjjKZ]C]
oSek Sk
SBf SVM
dP GWfP
OPNZqmhPUrRrj OT
SV``Mh`` WSk[`
Sk[``Mfn`a_dKKKK GoV
SjCSjKQj]CjBjjBZBjBj OZaaPSjZ]CBj]Rj]C
OrJISbKnh\PjTgPmhAQ OEfkaaA
On`TBfkaSBjjQjjjBjjKCKKZjKKKKf SAZaaPaPLEckP_j^nqq``MKnpcSjKQj]jjj
oSek` Sk`
SbfY`agGldd OrISk`Q
SjdPi`Wf\BG OrmDkKGUWjdGomfkTemhAFqombG
SASpQnhZOhMhMncZbKPmKRJQjp``MG^Ufeqmb GKW\gf
GWG^UHI a
JbqOGY SVMGYWGj`a^caA
OGeqm OAZnlBgY
GoVWG GWBJQj
WVMhH GWeJQeJQhAFXISOhMhMY[
OG SANZ
WfGqK`MGdW OrIGWf
OGH OSdWBKIOPjTgfepJ^YqMWH
MOEBBMXB SAZUeBMBWHWH
OrIOSpYke_^neP_jLjdEknnAV SAne
OGHWgK GB
GWgdWBXISeOqkYKD GWBBSGq``Mq
OFBqSeqmbkaIWPmQVNMjdGGBkde GoWB
a GWG^UHI
GKWHUIOFJaeKIOGWeE OEPmbB
OPpj^UeBMM SebnTgf\BW_dKWeBq
OEgJQEIc^kIYKeBRB OZaaA`aZBMBWHHHWH
SOGYViX^Yjc^dSp OdDAdIOfkP_dPNdogWH^jWPmh[bWjj^np
$ p
Sk`QZKmZJaDASENjpMGY`QgG^aLp SeMY
K OFJ
gOdGa OGfeJaH\Eka
OFKISk GKWPmbBBSBXGOnXELEjW\gPmbWhejqMnKHoqmhPkUrj[QkeTVMqAnRqq``MfY
SNTBomPmQVc OdHnc
GWWeBRMRRq GKKWkndKKKKKf\
GWAiAgqpdPm GWeqmihA
OFJaHUmg\BHncnTBBJa_nSjZBjjKZj OPiRnBjMH
GWkaaPa OE_mkaa
SkFXIOEWgpM^kjYqMKnENR OGB
SV`M OPj^aIVjcFqTSogVKKKKKWWHZeAGGp`Mqb
OZndWHgq`Q GWaWJd
GWfGbVcGYGQGaa SOKaa
\ncOUcOR SbqjjWfW_nL
OSENZqmQ`QeJ OFqImi
GWfknq GoVWG
GWkaI OGeKmDkkeVMYa
SbfKnhK^^ GNeqmbH
OGfHUIGKK GWkodKgKK
GWBXIOEH SebY
pOd OE\gWZJa
SAShFqVj[`Mqek^Uo GKKKWknPcLdWkUPmh[ppa
OrmDkKGUWjdGomfkTemhAFqombG SjdPi`Wf\BG
X GKWo
$ O
O f
OddB kWVe
Sbk a
SkTB\S aG
Ormd\SeqmiibWDeAG OGMeqLhEb
OGPmhPUrRrjEQ[MYKGaa OPcRGhMfkdEa
OdaaITgGdZDnqYY[fh GKKWWDV````M
G\KK OFBSPmhEiQca
$ APiRnI^UfGhkeaI
Sk[ Ln`caKKKKKWG^ah\k[``
OdgGCaA `Wla
[Y OFJa
OnZWHh SeOY
OdDV``MGYkbqAP_ OdaaITgGdZDnqYY[fh
lQdg OGHK^Nh
OdSnLd[IKKKW GWBqmbfWZJQ
GWkUG SAdDkKZjKmeqmbG
OZaaPLqjKRqmihEQT SVMfn`a^YYdHSqjKRqCQkjkRqk`T
OrmiMArm SkVcffkd
SANZ OG
SAPcKUHISVMK qAZ
GW\BPmQ^aIVNZXmHFqKjkIKnnITBWMkWkaS]CBj GWWGaSBjQj
OEPmbB GKWHUIOFJaeKIOGWeE
SkTgo Go
SjCaP [OndHRn
OrmeJMOn^npcLqYC Od^c
OEo SAEfnHZV``Mqbqj^aLdWo
OnRhUmHIGWeBqRBWHH SA[BRS\SfBBRMqB
GfG^nEcqjdgZn OZnEcKn
OZUXG^aS]CjQjjZ]CjKKT SbqkVNESjKKQ
OPck OrIBAnh\
XWF OE
SbG Sjd
GW\BGkXhOk^aS Od_nSjKKKQjBjjKQj
GKW GWkm
GKW\SBBMqRMSkndWWhEAPN OGffGYjTgBqmiQW
OGHZOqbkZUBB OEgJQEIc^kIYKeBR
OZUH^YCaAkjYkei`KM R
SebnTgf\BW_dKWeBqBH KWeBNMMMBlHCWWH
OEWjdSEjVieNDe OPjKMblq
OdDAP GKX
OEPmbB GKWHUIOFJaeKIOGWeE
OnIkZ JbqOGY^
SelhMGh````MKaIVjTSkaaA`a Orm
OrISArIGWeKISkkjq`B``MhMfY[`MKaSj SOnTSPmQc^kXESjZBj]jjBjBj]jjBj]CjK
O^YCaA[`MqjkXRXmEI Sk
SeOY OnZWHh
qAZa OdDbY^a
GWWeBRMRRq GKKWkndKKKKKf\
GWPmbWHgqK_E OGomBqmbBqbWeqmQV
OZaaaaAK_dWBJQ OFXm
GYPmQq[MdnRc GWk
OShZkWeqmbGB BSbR_
GKKKW GS\U\SkU
S SV[MqjCLdWPmbPmn
GKWBKmES SjYInnSBjBjBj
GKKWkndK SAEfnHZV``Mqbqj^aLd
SVMhMn[MGfnVjKpH\djCgIkK SA
OEfeJagBBqSeqmhPDjPUrRrRrj[QWeqmbPmhE OPclKR
Efmffb Sk[``Mfn`a_dKKKKW
OZnh SAEfeBMR_SH
cMc GKWkUHK^^^NFNh
SOhMYk Z
OZUPmib\a GW\
Sj^UfGdZUWgGj^UeJaH^^aL GWBKIOPiI
dP GWfP
Sjk`Vcn`a_naPI[`MkPiIkdES XKW\SPmh[h[TQTBkaSBjjKZBj
O dMA
OFXIGKKWBBSeBBH [H
OEGjcaK SK
OZSjKK OnXZJaEI`QGaIWBKmj^aSj
GoW GKWkU
SASpQnhZOhMhMncZbKPmKRJQjp``MG^Ufeqmb GKW\gf
`CSOfkZQaLna OdjdZaa
$ O
OZaIWPibeBqMqqRRR OZaIVN^YBnTBBB
H SAPi`
OGPmihAbeJ GKKKKKMkUWoRJ
OEBBSG^MaA G
$ SVMYcFqkA
SE GWPmhAihAQ
SK SASnI
Sek[MhMn GZI
OnIkZn ShM]Y`aDAZaL
SbqkVNESjKKQ OZUXG^aS]CjQjjZ]CjKKT
GHiT SebY[MqbffGh``M
GWkUk SjbLXaKG
_bKaO GWWGaa
GKW\SBBMqRMSkndWWhEAPNe OnIkF
OnIkZ JbqOGY^
SAZaS]jjjQjjQj] GKKWPNhAiQ^aaPSjQj]Rj]CBjjKQjBj]
OdgBBBHHWWH bGBXmg
GrWG^npQU OFBS
OGeBMRMS OGPhAQ^U\B
OAZnlBgY OGeqm
pOUX S
SV` SAnecfGYkj^nnIVj
OF OGBE
OdDebGkGBmBiiboSkaI`\aQJQgPmbkUHniIqH OrISbqeeArmHZ
SAGWdW^QnnLpcSBjBjjKQjBj]CBj]CBjj OE_mkaaPSj
SASpQ O
OZaIWPibeBqMqqRR SbqAEGqMqbnkjdFB
GKWeqmihAbfGjKRJQMkViejK pOd
GAfGp`\n Sjk`
p $
GWG^UHI a
OGGYk`WBBMqSkUHaWPmh[Q^aSj On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQjjK
SANZB GKWGk`co
OGkUeqmhPUrjPUrRrRrRrjPDRrRrRrRrj[QKjkRhISASnaAK SV
GKW\W GW\g\B\
GB GK
OrIOSpYke_^neP_jLjdEknnAVi SeAn
SeOh`MhMkFXmRqmQ^UeXm^cLpcSjKZ]jjBj]jjjVQjC OZaSjQjBjj
GKKWknhoXIGKK _JQ_hWmf
GKKWBJaHK^NFNFNF DW\SoYW\`WdHK^
ShM SVMfff
fOS GWeKISe
GKWPm OE\EpYfPmii
On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQjjK OFJQ^cSj
SbKCfffo SeAZUfBqmhEbknpcLh\GWEaPITBo
OrJISbKnh\PjTgPmhAQ OPNZXIOFqmQ
Ojc^dnXeKZogW\So OGHW
b SO
Ln`caKKKKKWG^ah\k[ Sjp
GKWHUIOFJaeKIOGWeE OEPmbB
SjYInnSBj GKWPmiibeJa_naPS
GKVO OSqq`MKU
RG GWWdkUWH
GKKcWW OZUGdGfW
OFJQ`Z OF
rVd SkKjYCIV_Yp
OnXGUH\FXmEIVjVchMGn`agGCLpcLq SZjdZUWgf
GWBBSknpcS]CBjjZjK SeOh`MhMkFXmRqmQ^UeXm^cLpcSjKZ]jjBj]jjjVQjC
OZndWHgq`Q GWaWJd
OZaLnLhoXmR GKWBCKIGKB
GKWeJQRqmhQK^QaaATS GKK
GWn OS
GKKKKWGY^UeJaHKNFN bO]SWK^KN
GW\BGkXhOk^aS Od_nSjKKKQjBjjKQj
OdDAP GKX
OSE _c
OSqdrISeebkZfnI OSdKKWGqMKnpYCI
OdeKmDAP mnV
OrIOZaa OnOdW\SGdrIOPG\S\geJQELna
GWPkBqmiQ`a OPjKhkkeAdDkK
SVMKUkaSBjjZ]Rj] WOgGCLpcSB
`c GWPmibGBkrI
OE OSp
GWkaaP OE_mka
GWHQZAGWhjYYBfqAneckGWhekWogKWffkndKWeqmbPmbBJQgP SOKUGjWWdHUIGWfP
GW\jBWd\B\BW OrIGWf
dGWSBX\AHqmbGCS GWW_dWknpcS
SVMGYWGj`a^caA JbqOGY
GW\BGkXhOk^aS Od_nSjKKKQjBjjKQj
G Sj
GKKWBKIO pO
SAne OrIOSpYke_^neP_jLjdEknnAV
SejdZU\B\BBqmiib ASqYCZIcgqcIOrIGKKKXPmQK^caAK
GKKWBKIO pO
O OhEYcqOhUMk
SV` SAnecfGYkj^nnIVj
OPiRncIVcf`QHIGXH OSh
SAd OdWPmiiibW
SkFXIOEWgpM^kjYqMKnENR OGB
OdWPmiiibW SAd
OrIG PD
Sjj^U\SBJaM GWfeJQ^QndKelJadkaYI
SkTgGjKjk`Vcfn Sk`QH_qe
$ OP_CaATSfeKmZqmih
GWPmQK^cS Sk`QgaS]CjKQj]SRj
OrIBAnh SkKZJadffkUH
OH\EIHoXmFhVKMWY[jX SOY[
rGKW\geBB GKWWgBqmihAQWHaWeBMBW
GWkaI OGeKmDkkeVMYa
SBf SVM
SV OGkUeqmhPUrjPUrRrRrRrjPDRrRrRrRrj[QKjkRhISASnaAK
OPjcK^Nh bO]SWK^KNh
$ O
OEknpQUknnaP SORkEhT
OGPmhPUrRrjEQ[MYKGaa OPcRGhMfkdEa
SgOffq GKWBJaGaI[
gOdGa OG\BfWMkWeKIOdGnn
qAZ OdDbY^
SkKD JVhMN
GKW\gBqmibH GPmh[bBa[XT
GKWPmA OFKIOG
Sj^UPmQc^ddhkKh WrS
bGWe SAG
WfGqK`MGdW OrIGWf
KhSKW SAde
fO $
bO]SWK^KN OPjcK^N
a SjCLhaKWHoXI
On``Q pOd
OdZqmbHUmZKm_qp`MqbG \
OGB SANZB
GNeqmbHN SbfKnhK^^N
OP` SOn`aZKmhOnTBGk`kV`Mn
GWBBqRM OZaIWPibeBqMqqRRR
OPpj^UeBMMBH Sbn^aIWeBB
SAP GKWW
Pq OdZBqM
OSEjWPmXQ SAZaI
OPN_dKKKWGjTBGYjV GKWPmQKZqmiiQ
$ APiRnI^UfGhkeaI
a $
GW\BWg\gk Z
SZjdZUWgfp OZUGp``
DW\SoYW\`WdHK^ GWfWHKNF^
OneIc OPN
SejYkXg\SeJajCLnaA`aRXm RGWfW^g
OZaaPSjZ]CBj]Rj]C OdES]jj]CBjPjQjBjBj
j^nUeJQh SkTgWRqmih[ihAibkaIk
Sjj NSVMY
Sk`QjdVeKmgk SbY^UW^Q
