33108
ABAABABA AAAAABBB
BABAAAABAABBABABBA AABBABABAABA
ABBBBBBBBAAAABAAABAAAA AA
AAABBA ABABBA
BA BBBBBAAABBAABABBBAAAABBAAAA
ABABBA ABBBAABABABBABBA
BAABBAABAAAB BBBBAAABBA
A BAAAABBABBBABBBBAABBBBBAAABA
ABAA AAAABAABBBBA
AAAAABABBAA BAABBAAABAAAABBBBBBAABBBBBBAAAA
$ AAABBAAAA
ABBABAABBAAABABA BABABA
AAA B
BABABABAABBBBAAAA AABBBB
AAABBAABAABBB BBABBBA
AB A
ABA ABBAAABBB
AABBBABB B
BAABBAAAAAAABBBBAAAAB BAAABAAABAAAAA
BBA BABABABAABBBBAAAAA
ABAABAABBBBAB AAAABBABBAAABAA
ABBAAAA BAABAA
AABBABBABABBBBB AAAAAABABAABBBAAABBABBA
AB AAB
ABABABABB BAAABAABBAABAAAABABBBBBA
BBAAAAABBBBABBBAAB AAAAAABBABABB
BABAABABA BAABABABBAAABA
ABAABABAABAAA AAAAB
AABABA BBBABBBBBAABBA
AAAABAAAA ABAABABBAAB
BABBBBBABBBBBBAABBAB AABAABABAAAAAB
ABBABBABAAA BBBABBBBBB
BBAAAAB AABABAA
BABABABA ABABABBABBABBAAB
BB $
ABABBBAABBBAABBABBB ABABA
$ AB
BA BAABBBB
B AB
$ BB
ABAAA BA
A BAABAAAA
AB BBBA
A BAAB
ABABABBAABBABABBAB AABAAAAAABAAAAABBBBBBBBBAB
ABABBA BABAAAABBBBBAB
$ BAABAB
BAABAAAABAAB $
ABAAA ABAAAAAAABAAABB
AAAABABBBAAABBBAB AABABA
AAAABABB AAAABBBAAABBBABBB
ABBA AABB
BA ABBAAAABABBBAAAAAAAB
BABABBAABBBBA ABAAABBABB
AABB A
BABABA AA
AA ABBABBA
BAABBB ABA
B BABBAAAAABA
ABAABAA AABB
BAABAB AAA
A ABAAAAABBAAAB
AAAABB BB
ABBBBBBBBAAABABAABAB A
AAA BAAAABABBBBABBB
$ AA
AAAB BAAAB
A ABBAB
ABABBB BAAABAABBAABAAAABABBBBBAA
ABAABABAA A
ABBA $
ABAAA AABAAAA
BABBBA AAAAABBBAAAA
AAAABB AABAB
ABBBAAAAAABBAABBBB AAA
B BBAAB
BB ABBAB
ABBABBBB A
ABBAABA ABABABABBAABBABBABBAAAABBBA
BB BAABABBB
BAABBA BAA
A AAABBA
ABABABABBA BABABAAA
$ AAAABBAABBBBBBAABBBABAABBBB
AABAA AA
BAABAABAABBBAABB BABABA
AAAABAABA $
BAABAAAAABAAABA B
BAAAAB AABBABAABABBBAABBBB
ABAAAAAAABAA BABAABAAA
ABAAB AAAABAABBBBAB
BBAB BBAAABBAABBAA
ABAABAABBBBBBAABBBAABBABAA AA
AA ABBBBA
$ AA
BAB BBAB
ABABABBAABBABABBABB BBBBBAAAAA
ABAAAABAABBBAABBBABBB BAAAA
ABAAAAA AB
B AAAAABBBBB
BBBAABBABBA BAB
BA B
AAABA BBBAB
ABA ABAABA
ABAAAABBBBA AAAAA
ABBBA AB
ABBB BBAABBA
BABBA BABAABBAAAA
BA ABAAA
AB AABAABBBBBB
BAABBAAAAAAABBB ABAAAABB
ABBB BABAAAAABBBBBBAB
BBAABBA A
$ AB
B AAABBAABBBBAAABAAABAAABBBBAAAABA
BBAAAB BAAAAAB
BABABBAAAABBAABA AB
ABB BBABB
BAABABBBAB ABBAAB
$ ABAABAAAA
ABABABBABBBAAABB ABB
ABABAA ABBBABBBB
BAABAAB BBAABBBAABAAB
ABAABBBBA BA
ABABBAB A
BAAAAABBAABBBBBBBB AAABABAAABABBBABAAAAABB
BBBAABABBBB BAAAAAB
ABBABBBAAAABABBBBBBA AABA
BBABAABBABBBBAAB BBABBAAB
BBBBABBAA A
ABAAB B
ABAABABABBABBBABBB ABBABAAA
AA ABBABBBBBB
A B
BAAB B
BBBAAABB A
BBB ABAAA
BAABBA BBA
AB A
ABAABBABBABA BBAABBA
BAABAB AAAAAB
BA BAABABBBAAABBBBBABAAA
AB ABBBAABABABB
BBB AAAAAABABAA
$ AAAABAABABBA
BAA BBABBBAAA
ABAABAAABBBBABBABABBBABBBBB $
BB B
BBBABBBABABA $
BAAABBA ABABA
A AB
BAAA BBBBBA
BAABBAAAABAABBBABBABBBABBBB $
ABABB AABBBBA
BABABAABBBAABBABAAABBA $
ABBBAAA AB
BAA ABA
AB AA
BAABAABABBABAAABAB A
B A
AAAAAAABAABB BBBBABABAB
BABAABAAABBAAAAABBBABB AAABAABBABBBBBBBA
BBAABB BAAAAA
ABBBABBBABB BAAAAABAB
BAA BAAAABAAA
ABABBBBBBBAABB ABA
BAABBABABBAAABBA AB
A BBA
BBA BAB
BA ABB
BAABB BBBBBAAABBAABABBBAAAABBAAAAABB
AAAABBAAAAABBAA $
ABBA AABABABBBABAAAAB
BAABAABAB BABBAABABAABBB
ABBABBBA BB
AAAABA BAAAABAABBAAAAABA
BAABBBB BABAB
ABABBBBA BABBBBAAAABABAB
ABBAAAABABBBAAAAAAAB $
$ BB
AABBABB AB
AABAAB BB
ABABAABABBBBBB BB
BAABBAAABBBABAAAABBBBBBBBAAAABBABBABABABBBAABB ABBBA
$ ABBABBAA
BBBBAA $
BAABBAABA AAAAA
AAABABBA ABBAABBAAA
ABABAABABAB B
BAABAABBBBAABB BAABB
ABBABAABBAA B
AABAABABAAAAAB BABBBBBABBBBBBAABBAB
ABAABBABBBBBBAAB AB
BBBB AAA
$ A
BABAAB AAABBAB
AA BABAAAAAAAAAAAABAA
ABBAA ABBAABBBABBABBBABA
ABBAAABA AAAAABA
BAABBABABBBAAAAABBBABBBAB BABBBBB
BB AAAABAAAAB
ABA BABAAAA
$ BAABBABABABABBABB
AB BABAAAA
AAABABAABBBBB BAABBABBBBBBBBA
BBBAA ABBABABB
ABAABAABBBBABB $
BABAAABABA ABA
ABBAB ABBAAAAA
ABBBABBBB ABABAA
ABAAAAAABBBABBBABABA $
ABBAB ABB
BA AABA
BABABBAABBBBABA A
BBBA B
BBBBABABA AB
AAB BABABBAAAAABBBBBBAAAABBAB
AAA ABBAAAB
ABABBBBAAAB ABABABBBBBABBBBABABBAA
AABABA A
$ BABABB
AAAAABA AABAAAABBAAABAAAA
ABBBABA B
BAB ABBBAAAA
ABABB BBABABAABB
BAABBBABABBBAAABBAB BBABABBAABBAA
BAABBABBBBAABBAABBBBBBBBBA AAAAAAB
ABAABABBBBBABAAABBABBBBBBBBBBBA AABAABBBBBAAAA
A AAAABBABABBABBABBB
AABABBBAAABAAABBBBBBABAAABBBBABAABABAAAAAAAAAAAB BABA
AAABAA AAB
ABB AABAB
BA A
A ABABBBAAAB
AAB ABBAA
B BA
B BA
ABA ABBBBBBABB
AAA BABAABBAABAAB
A ABBABBB
BAABBAAABBBBA ABBAAA
BAABBBBBBBBAA ABBBBAB
BAABA B
ABBBBBBAB BA
ABAB BA
ABAAABBBBBBAABBBA BBAAABAABB
BAAAABAABBAABAA BBAAA
ABBAA BBBBAABBBBBA
AAAAABBBAAAAA BABBBAA
BAABBAAABBABBA ABBB
BAABBA ABABBBABAB
A ABBBB
ABB ABBAB
BAABAB AAABBAABA
A BABAAAABAABA
ABBBBBABAABB ABBBBAAB
BBABABBAA AABA
ABABAAABBBABABA A
A $
AAB B
ABBAAAABABAB BAAAAABBAABBBB
BBBBAA ABABBBBAAA
AAABAABBBAAABBB BABAAB
BBA AAAABABBABBABAB
AB BB
BABAABBAAABBBBBBABBBAAAAABBABABBAAAAABB $
A B
AA BBAAAAAB
A ABBBBBA
BAABBABBBBAABBAABBBBBBBBBAA $
AABB ABBBBBBAA
ABAAABBBABB AAAABAABAAAABAA
ABBABBBAA AAAAABAAAABB
BAABAAAAAAABABBBBBABABABBAABBB ABABBBABAABABAABBAABBBBBAABBBABABBBBBAABB
AAABAAABABA ABBBA
BAB $
ABB ABBBAAAAB
AB ABAAAAAAB
ABAABAB BABAABBAABBBAABBA
B $
AA BBABAABBBAABBAAAAAA
BAABAAB BAAAB
BABABAA ABABAAABBBAB
ABBAABABBBB ABBABAAAAABBAABB
BBBAAB ABBBBBABABABBABBBBBB
ABABBBBA BABBBBAAAABABAB
$ BB
AB AAA
ABAB ABBBAABABABBAB
BBBA B
BBB BAAAAABAABB
ABBAAABABBBBBAAABBAABB $
BABBBABBA AAAA
A BBABAABBABBBBAAB
AABAAABBA AAAAABABBAA
ABAAAAAAAABBBABB BABBBBABBBABABBB
AA AAABB
ABBAABBBBB BAAAB
A BAABAB
AAAA BAABB
BAABA BAAB
B ABBABAABBAA
BBBAAB BAABAA
BABAB ABAABAABABBABABBBABABBBBBABA
$ BBABAABBBAABBAAAAAAAAA
ABAABABAABAAAB ABA
ABBAAABABBBA BABBBBAAB
AAAA AAABABABBB
BABAABAABABAAA BAABABBB
BAABBB ABBAABAABBAAABBBABBAA
AABABBBBA BAABBA
BABABABBABABBAAA AABB
ABBBBBABAAB ABBBBAA
ABB AAB
$ ABAAAABABBA
BB AABAAB
BBB B
A BAAAAABAAAAAAAAA
AAAABAB AAAAAB
BAAB AAAA
BABABAAA AABBBAABBBBB
BAABBBABBAAAABBBBABBAAB BBABABBAAA
ABBA BABAABBABABAABBAABBBBBAAABBAA
AAAA BAAB
ABBBBBBBBBB BBBBBBBBBBBABB
BAABBAB BAABBBBAABBA
BAAAAB $
ABBBBABBA BAAA
B BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAAABBB
AAA ABAAA
$ BBAAB
BAABAAB BAAA
$ BAABA
A BB
A BAABAB
ABBBA BB
BBBBA BAABA
ABB ABBAABBBBBABBBA
A BBBAAABB
ABAAA AB
AABB BABA
BBABAABBABBB BBAB
B BA
BBBB AB
ABAAAAAABABA BBAAAB
ABBABAABAAAABAA ABABBBABBB
BBBBA A
A BA
ABAAAA ABBAABBBAB
$ ABBBAAABAABBABBBB
AAABAAABABAABBAB ABBBAABBAB
$ ABBAAA
BABBAAAABBBBAABABBBAAAABB B
AAABABAAAAAABBABB ABBAAABAABBAABBBBBBA
BAABAAAAABBABBBBABBABBBB AA
B ABAABBABBBBB
BAAAABABBBBABBBBA AAB
B BABAAB
$ BABABBBBBBBBAAAABAAA
BA BAAA
BABAABBBB AABB
BB ABAABBABBBBBB
AAAABAABABBAAAB BBBBA
ABA BAAB
BAAB $
ABAABBAAAB ABABABBBAA
ABBAA AB
$ ABAABBABBBB
AABAABBBA B
AA BBABAABBABBBBAABA
AB ABBABA
BAABA BAABABBBBBABABAABBBB
BAAB BBAAA
BAABBBBB ABBAABAABBAAABBBABBAABB
AAAAAABAAB BAA
AB ABBAAABAA
ABA AABBABAABABBBAABBAAABAABAABBBBBAAAABAABBAABBAAAAABAAAAAABBAAAAAA
BBBBAAABBABAABBAAAAAABBBBBAA AAABABBBBBBBBAABAAAAAAABBBAB
BB BBBA
BAABAAAB BBBAABAB
AA BABABABBA
AB AABABBB
AAA ABAAABBA
BBBABB ABBBBBABBB
$ BABBAAB
BBBB BA
AAABAAA BB
BB AAAABAAAAB
A BABBBA
AAAAABBBBAABABBAB A
B ABAABAABABBABABBBABABBBBBABAAB
BB BA
ABABBBBA $
BBBBAA BAB
BAABBAAAAAAABBBBAAAAB BAAABAAABAAAAA
AAAABABBBAAABBBABBBBB BAABAAAAABBABABAAAABBBBBBB
AABB ABB
ABBABBBAB AAAAB
BAA AA
BABB BAABBAA
ABBA AAAB
A AAAAABBBBAABABBAB
BAAAAA BABAABABBA
AAAABAABAAB AAAAAB
ABBABAABBAAABAB AAAAABBAABB
BABAABAABABAAAB AA
AAAABBA AABA
ABAAB AAAABBBABBABBBAAAABA
BBAAAABBBAAAB BABAAAAA
AAAABAABABBA $
$ AABABBABA
BABBBBBABBBBBBAABB AABAABABAAAA
A ABBA
BBABA AB
B A
AAAA BBAABBBBAAAAABABBABBABBAAAABAABAA
BAA ABAAAABAABBBAA
A BBBAAABB
AAAABAABABBAA A
AA $
BAABAABA AAB
$ AB
ABAA B
AAAABBAAB AAABBA
BAB ABABABABA
AAB AABABABAA
AA ABAAABB
BAABBAAABBBABAAAABBBBBBBBAAAABBABBABABABBB ABAA
ABBBBB AAABB
AAABABABAA BBAABBABAAABABB
BABBBAABBAAAABBBAAAAAAAABBAAABA AAA
$ A
BAAAAA BBBABBBAA
BBBABBBAABBABAABAAA AAABABA
BAAAAABBBBBABBAAAAABABAABAA BAAAA
ABBAAAB ABBAABAABBAAABBBABBAABBBA
BAABA BAABABBBBBABABAABBBB
AAAABABBABBB B
BAABBABABBBAAAAABBBABBBA BABBBB
ABAABBA ABBA
AAABBABABB ABBBAAA
BAAAAB BB
$ BB
ABBBBBABA BBA
AABAAB ABA
$ BBAB
$ A
$ AAABAAABB
AAABBAAAAA A
$ BAABBB
BAAAABAAAA BB
ABA ABBAAABBB
$ A
A BBBB
ABB $
AABABAAABBBAABBA BAB
ABA AAABBAABAB
ABABBABA ABBABABBBAAAAA
AAABBAABA AAABB
BABAAAA AA
BAAA ABAAAABAABBBAAA
AA ABABBAB
$ BABAABBA
ABA AAAABBAABAAAAAAAB
ABBB A
ABBABBBABB BBABBBBAABBB
ABBABAB ABBBBBA
AB A
ABBBBBA A
ABBAABABB ABBABAAAAABBAA
A BB
BAAB BB
$ BAAAAAAAA
ABABBBB BABABABBA
AABBAB AAAAB
AABBBBAA $
BBB AAA
ABAAAABBBBA AAAAA
A AABA
BBAABBAABBBABA A
BBBB AAAAAAAABBAAABBAAABBAAAAABAAAABBABABAABAA
$ BBB
BAABBBA BAAAA
ABBA AA
AABAAAA AABBABAABBABBAABBBBBBAABB
ABA $
BBA BBABAABBABB
BA BAA
AABAB ABBBBAABB
ABBBBBBABBABB A
ABAAB BAAB
BAABAABBAAAA ABBABBBABBBAABABBA
AB BABAABBABAAAABBAAAA
$ AA
AB ABBBBBAB
ABBABABB BBBAA
BABBBBAB ABABBABABAAB
A ABAAAABABBAA
BA B
B BABABABBAA
AABB BAAAAABBAABAA
$ BABAABAABBBA
AB BBBB
BAAABBBAB BB
AA AB
AAAABBA AABA
AAAABABBBAAABBBAB BAABAAAAABBABABAAAABBB
BBABABBBBBBBBAABABBABBBBBBAABBBBBBABAAABAAA BBAAB
ABABABBBBB A
AAAA AB
AAAAAAAAB AA
$ AB
ABBABBBBAABBABBAAA $
BA AAABAABABAA
BABAABBBB BABABABABB
$ ABBA
ABAAB BAA
BABAABABAAAAB ABBBBB
BB $
ABBABB $
ABBAAAA BAABAA
BAB AAA
ABA AABAA
BAABBABABBBAAAAABBBABBBABAA BABBBBBAA
ABAAB ABBABBB
ABAABABBBBBABAAABBABBBBBBBBB ABABAABBB
BBA B
ABAAAAAAAABBABBBABB BABAA
AB ABB
BAB $
BAABBAB BAABBBBAABBA
ABAABBABBBA ABBBABAAAABB
BAABABAAAB AAAAA
ABB BABA
B A
BAAAAABBBBBABBAAAAABABAABA BAAA
BBAA A
ABBBAAAABBA ABBBAABBAAAAAABAAABBB
BBAABBBAAB ABAAA
BBB $
AAAAABABBAAAAB AAAABBBAB
AABB ABABBABBABABBABAAAABBBABBB
AABAABBBA B
ABABABABBAABBABBABBAAAABB ABBAA
AAAABBBAAABBBAB B
BABBABBAABBB BABAB
A BABABAAAAABBBB
ABAABAA AB
AAAAAABAAAB ABAAAABBABABBBABABAABBBBBBAABABAABB
BAABBBABA ABAB
ABBBBBBAABB AABBBB
$ BAABAAAABAAB
AAAB ABAAABBBBBBBBBBBBAABABB
AA BABABAAAABB
BBAAABBAA ABBBAAAABBAA
BAABA $
ABBABABB ABBABBBABBBABABBBB
BBABABA AAA
BBBAABABBAAAABBAAAAAB AAAABB
BAABBAAABAAAABBBBBBAABBBBBBAA AAAAABABB
BABABBAABBBBAB ABABBBBBBBA
BAAAAAAA BAABBABABABBABBABAAAB
AABAAAABBABAABAAABBABBAA AB
BAA $
$ AAAAAABAA
B BABAABBAAAAB
ABAABAABABBABABBBABABBBBBABAA $
$ B
BBBABABBBBBABBB BABABAAABBBBBBBBB
BAABAAAAAAABABBBBBABABABBA BABAA
ABABAAABBBABAB $
ABAAAABAABBBAAAAB AA
BABABBBAABAAB ABAABBABBBBBBBABABBAABBBBBAABAB
BAABAB $
$ BAABAB
BBABA BAA
BABABAAABBBBBBBBBB BBBABABBBBBABBBB
BAABBAA AABBABB
AAAB BAABBBAAABAA
$ AAAB
ABBA BBAAABBAAAB
AABBBB BABBABABBAAAA
BA BBAB
B BAAAAAABABABBBBA
$ A
BAAABABBABBBBBA A
ABBBBBAB BB
AA BABBABB
AABB BBAABBAABBBAB
AABBABABAABAB AAAAAABAAA
BABBAAAAAB ABBAAB
AAAABAAAABBBAABABBAAA AA
BAABAAAAAABBBABA ABAABBBBBBBABBABBBABB
BBAB A
ABBAABAABBAAABBBABBAABB BAABBBBB
$ AB
ABAABAAAB AA
$ ABA
ABAAAABABBABBBB BABABB
BABABBAAAABBAABAAA ABB
AAAB ABAAABBBBBBBBBBBBAABABB
AAAAAABBB A
$ BABBAAB
AAABABABABBBABA AA
ABBABAABBAA B
$ ABB
BBBBBAAABBAABABBBAAAABBAAAAA BAA
A ABABABA
BABAABAAA ABAAAAAAABAA
AABB BABBABBBB
BBAAAAABA BAAAAABAABABAAAAAA
ABBAA BA
BAAAAABBBBBABBAAAAABABAABA BAAA
$ A
BBABBABBABABBBA ABBAABBBABABB
BABAABBAABBBAABBA ABAAAA
ABAA AAAABAABBBBA
AAB AB
ABBABB BA
BABABABB BAABBAAB
BB BA
ABAB ABBBAABABABBAB
AAAAAABBB AAAABBA
AAAABBAABAAAAAAABB ABAB
BAABBBBBAABABBBBBAAAABBAABBBAAAABABABAABA BABAAAAA
$ BABABAAAABAABA
ABBAABAABBAAABBBABBAABB AABABBB
AAAAABA BAABB
BAABBBB AAAAABABB
BA AA
ABB AABAAABB
AB ABBAABA
BAABBABABBAAABBAA ABA
BBBABABBBBBA BABABAAABBBBBB
BBBBA $
BAAAAABAAAABBAAABB AAAAAABAAA
BBABAABBBAABBAAAA $
BAABAABAAABBBBABBA AB
ABBA BAAABA
ABB BBBBBAAABBAAAABBBBBAAA
BABAB BB
$ ABBABBBAB
ABAABAAABAABBBBB BAAAAAABBBBAABA
AAAABA ABB
BAAAAB $
BAABAABBBBAABBAB A
$ ABBABBBAB
ABA ABBBABBBAB
BAAAAA B
$ ABAABBAAAABBABBAABBBBAAABAAAABBAAB
B A
BBABBB A
BAABBBBBBBBBA $
AAAA AABABBBAAAABB
$ ABB
ABBAABBBB BAAA
AA BBAAABBAABAABA
BAABA AAAABBBB
B AAABBAB
BABABBAABA BABABA
$ BAABAAA
A BABBBBBABBBBBBAABBABAAA
BBAABBA ABAABBABBABA
AA AABAABBB
BABABBABAAAAABBBAAABBBAABB AAA
ABAAAAAAAABAB ABB
AAAAABAABBBABABABB A
BBB BABBABB
B AAA
BABBBAAABBBABBABB ABAAB
ABBABBBAAB AABAABBAAAABBBBBAAABAABBAABBBBBA
BABABAAAB ABAAABAA
$ BABBAAAABBBBAABABBBAAAAB
A ABBBAAAAABA
AAAAB AA
AABABBABBBBAAAA AAAABABBBB
BAAAB ABBAABBBBB
BABABBAABBBBAB ABAAABBABBB
AAABBAABBBBAAABAAABAAABBBBAA BA
ABB BAAABAABBA
ABBABB AABAAB
AABBABAA AAABBAAABA
AAABABA BAAAB
AAABABBBBBBBBAABAAAAAAABBB B
BABA ABBABAABBAAABA
AAAAABBBBBA BA
BBBBBBABB AB
BBBBAABABBBAAAB AABAABBBB
A AAAB
BAABBBBBABAB AAABABBBAAAB
ABA ABAAABBBAB
AA $
BB BAAAABABAB
ABAB B
A ABABBBABAABABAABBAABBBBBAABBBABABBBB
B BAABABB
AABABBB BAAB
BAAAAABA BBAABBBB
BAAAB AB
ABBAB BB
A B
BAAAABBABBBABBBBAABBBBBAAAB $
ABBBA BBABABBBBBBBBBBBBB
B AAABBAABBBBAAABAAABAAABBBBA
$ BAB
BAABBA ABABBBABAB
AAAABA BBABABABAABBAABABABB
AAABAABBBABBAABBBBBBAAB $
BABAA $
AABABAB ABAAA
BAAB BBAABBABAAABA
AAAAAAABBABABBA AAABABBBAAABA
ABAAABAA AAABA
AAAABBAABAAAAAAAB ABA
BA BAABBBAA
BAB ABABBABBABABAA
AABABBABA $
BAABABBBAABBAABBBBBA BABA
BAAA AB
ABBBBBAB $
BAB BABABBA
AABBA ABBAAAA
BB BABBBBAAABBABBBABAAB
BBBBBAAABBAABABBBAAAABBAAAAABBA BAABBA
AAAABBAABABBABABBBBBABBABAB BAAABBAAAA
ABBBB $
ABAAABBBBBBBBBBBBAABABB AAAB
ABBBAA $
BAAABA AA
AAAAABABBAAA $
ABBABABBABABABBBBBAABBBBBBABABBBAB A
BABBAAAABBBBAABABBBAAAABB B
BAABBBAAAAABA BBBAAB
B BAA
AABAABABAAAAAB BABBBBBABBBBBBAABBAB
ABBBBBBBB AB
AABBAB AABBBAABBAAAAABBBAAABBABBBBBAABBBBAAABBAABABAA
BA ABBAABAB
AAAA BABABBABAAAAABBBAAABBBAABBA
BAA AAABBAABBBBAAABAAABAAABBBBAAA
BAB AABBAABBABBABAAA
A BAAAAABBAAB
A BAABBAA
BABABBAAAAABBBBBBAAAABBABAB BA
BAB BABABBA
AABABAAABBBAABBAAA A
AABAA BAABBBBBBA
AA ABAABAAAB
BABAABBAAAABAAAABBBB AAAABB
AB AA
BABBA BABAA
AABA A
ABAABABAB $
$ BBAAA
ABBAABAAAABBB BAABBBAAAB
BAAAABAAA ABAABBAAAABBABBAABBBBAAABAA
ABABA BAABABBABBBBBABBB
A B
BABABAB ABBBAAABBAA
ABAABABA BABABBABABBABAAABBABAAAB
AABAAAABBABAABAAABBABBAA BAABA
AB $
$ A
BBAB BAABB
A ABBBBAABBB
ABBAABBBABABB BBABBABBABABBBA
BAABABA ABBABBBBBBA
AA ABBABABBBABABA
BAABAAAAA $
BBBAB ABAAAAABABB
BABA BAABAAAAAAABABBBBBABABABB
BABBBBAAB $
BAA B
BAA BB
BAAB BAB
ABAAAABAB BB
ABB BAAABAABBA
B ABBABABBBABABBABABBAAAABB
BBBABBBAAB AAAABBAABABBABBA
BAABBAAAABAABBBABBABBBABBBB $
BBBBABA $
AA $
ABABBABABAA AAAAA
BA BABABB
BAAAAAAABAAAABAAABBB BA
$ BABBAAB
AAAAAB AAABBABBBBBBAAABBBBBAA
BABABBAABBBBAB ABABBBBBBBA
$ BAB
BBABBBAAA BAA
BABAA AABBBBB
BAABBA A
BAAAAB $
$ AAABBA
ABABAA ABBBBABAABB
AAAABAAABABAABA BABBBBAAABBABBBABAABBABBB
BABBBBAABBABAAAAAAAAAA AB
BBA AAB
$ AAAAAABAA
BAABAB $
BAABABBBBB AAA
BBAAB A
AAAA ABAABAAAABBBA
ABAAAAABA $
AAABA BABBAA
BB AAAABABBABBBB
BBAAABBAAABBAABBBABABABABABABABBBAAB ABBAAB
AAABBABBB AABABAAAA
ABBABABBBABABBABABBAAAABBBBB B
BBAA AAABBABBAA
AAABBAABBBBAAABAAABAAABBBBAA BAAB
BAABAA BAABAAABB
BABAABBAA BAABBAAAAAB
ABBA B
BAAB AAABAAAAB
BAABB BABAA
ABBBBBBB AAABABB
AAABABABA BAAAAB
ABB AAABA
AAABAABBABBBBBBBAABA BBABBA
A ABBBB
BBBAABBABB A
$ BABABAAAABAABA
$ ABAABAABA
ABAAB AAAAAAA
$ BB
A ABAAB
AAABA AA
BABAABBAAAABAA BAA
BABABABABABAABAA BAABA
ABA AAABB
BBAABAAA BAABABBBBBBBBABBBBABBABBBBBB
A AAAABBBABABBBAAAABAAAA
ABBABBBB ABAABB
BABAB AABBB
BABAA BAABAAAAAAABABBBBBABABABBA
BA ABABAAA
$ ABABAABABBBB
BBBAAB B
A BBB
ABAAAA ABAABB
AAAAAABAAB B
B BB
ABABAABA $
BBBAAA ABBAAAAAA
BAABBAAA AAA
BAABBAAABBBBABB BABABBABABBABAB
ABAABBABAAABBBAA AAABAABAAB
BABBAAA BABBAAABBBBA
BABAA ABABA
ABABABA A
BBBBBB A
$ AAB
AAAA $
BABAABBBB AABB
AAABAAABBAAA BABBBBA
ABA ABBABAAAAAABBAB
AAABB AB
A B
$ BABAB
AAAA AA
ABAAAAAABBBABBBABAB $
A BABABABB
BA ABBA
ABAABBAAAABBABBAABBBBAAABA BAAAABAA
BABABAAABAB AABABAAAAAAABBAA
BA ABAAAAAAA
BABBA A
AB AABA
BABBBAAB BAAAAABAA
ABAB BBAB
AB ABBAA
BAAABAAAAB ABBA
ABABBBABABAABBAA BBA
ABB ABAAAAAAAAAABAAAABA
AB ABBA
BAABB BBBBBAAABBAABABBBAAAABBAAAAABB
BAAB $
BBAAAB AABBB
ABABAABBBB ABAABABBBBBABAAABBABBBBBBBBBB
BAAABAABBAAB ABB
AB A
B A
BAABABBBAB ABBABBBABAA
BABAABBAAAAB AAAABBAAAAA
ABBABABBBAAABBBAAABBBBBABABAAAB ABBAAAABABAB
AAAAABABBAAA AAAABBB
BAABBAAABABABBA ABBB
ABBAB BBBAAB
AAABB ABBAAAA
ABBA ABBABBBAAAAB
ABBAA AAAA
AAAABBB $
BBABBBABBBABBA BBBBBBBBABBAABBBBBBBBAABABBBA
AABBABAABBABBAABBBBBBAA ABAABBB
$ ABAABAABBBBABB
AAAAAABBB AB
ABBAAB AABAABAB
BABAABABBAA BBBBAAA
ABBBAAB BAABBBAAABB
BBABAABBABBB BBAB
ABBAAA AAABBAAB
BBAABABAA AA
ABBABBBAA BAABABBBBBBBBABBBBABBABBB
BAAA BBB
AAB AB
ABBAABAAA $
ABA BABAAAAA
BABA BBABB
AAABAB BBBBAABBBBBA
BBAABBB BAAAABABAA
ABABBABABA AAAA
BAABA BBAABBBAABA
BAAABBA ABABAABB
AABBBABABBBB AA
BAAAAABBAAAAB BAABAA
ABBABBBABBBAAB AA
ABBABABB BBBAA
BAABAAABB BAABAA
BABBBBAABAAAB BAA
BA ABBBABAAAB
ABAABAABBBAABBBB AAAABBAB
BABBB ABB
BBAAAABBBA $
AAAA BAABBAAAA
AAAAAABABAABBBAAABBABB BAABAB
A BBBAA
BAAAAABAABAAA BAA
$ AAABABAAABABBBABAAAA
ABABAABB ABAABABBBBBABAAABBABBBBBBBB
ABBBBBABBAAAABABBBBBBABBAAAAB AA
ABBBBBABABABBABBBBB BBBAA
AA BAABBBAAA
BABBBAABBAAAABBBAAAAAAAABBAAABA AAA
AAAAA AABA
AAABAABAAB B
AAAABAAB AAA
AAABBBAAA BABBBBB
AB ABBAB
ABBA ABBBAAAABA
AAABAAABABAABB ABBBAABB
AB BBA
BB AAAABBAABBBBBBAABBBABAABBBBBB
BABBBA AAAAABBBAAAA
AABBB $
BAABBB B
ABABBAABA $
BA ABBAAAABABBBAAAAAAAB
BBA $
BA BAAAAABBBBABAAAAA
A ABBAA
A ABBAB
ABBAAB AB
AAAAB BAB
BABAAAABAABBABABBABBABAB AAAAAAA
BA ABAAABBAABABABA
BAABABBABBBBAA ABABABB
BAABBBBAABBABBBA BAABBABBBBA
ABBAABAAAAAABBBABABBBBAABBA BABBBAAB
$ BAAAAABAAB
BAABAABABAAABABB BAABBAAAAAAABAA
AA BABBBAABBAAAABBBAAAAAAAABBAAAB
ABABAB AABBBB
BB BABAAAABBABBBAAAABBBBBAABAABBBBABABBBBBBABBAABBABAAAA
BAAAAAAAABBBABBBBBBBAABBABAAABAAAAB ABBABABB
BBAAABAA ABBABB
BBAAABAABB ABAABABBBBBBA
BABABAAABBBBBBBBBBA BBBAABBBABBBBABABBAABBAABBABBAAAAAAABABBABBBABBAAB
AAAABBBB BBBBABA
ABBBBAA ABBBBBABAAB
BBAABA ABBABAB
BAAAAAAAABBAABBBAAA AAABA
BBABBA BBABAABBABBBBA
A ABAAAAA
B BBA
