27737
lcElh ^P^Kb
^q ^CEZiJJ^JCWNJ[_CF
lRdeBVZMfZMfVZLggmI QllUlqmB\R^q^gRgJT
lmFgJBVZIMfVZMCNYNNph dGNWpSJ\
KlGN ^TcElPSgXSCN
dgKf` dSlaXY
QbkJ l
lhVYUUfl lXTXYgPNNAdj
$ Q^llR
l ^MhUpWVX
lRCVVddlU lKLmjU
lKe Q
lXeGaeZ U^q
p dhRd
dq^gR ^CEkShcmoB
dhbkJBVZLfi lKSBBdf`BYBSfZLfZIIMfVVVZ
QgQ lc^TKf`jL
QgkCMGPNWUUUUD QgLgq^GNW
QTXSCES\fV QgMVVV
$ lm
QbkJ Q
QbJDBZLCkR dXk
^ePeaYhLnbkJMZILfVZIM`NNUUN QgQB\ekJBVZMfVZLfZLCNYUNjN
dGoNAd QgrNWpd
^eZB[` dgEXdKeZB^`NJB`NCEPJ[`NJ^_NSJJ[qPNSJCV
dg le\ECklG
gmImjfPmQjSYf` dhR^qEVJEQg\EgghgKao
dlRlXSGN lN
dlaBjGkJBVVVfZIIMggc ^TKRlc
^TR\RBYPOXCVaMpF[_J[`MHVG_ ^oMnE_QXR^ERQRir
lcElmplQjQj NPkG`P
mg\l ^WlRYDkGhG
^qi`NNS_N ^qBB_gXP
gq` dg`
^MhU ^MhXU
$ QgMZMCkGRg
^eGMHPWajVXK ^T
Jqn lK
dhCLmB\FLRnBL Qb^r
DdhR^CWF_ ^VJE^MpF
lXqi U^MNJ
dlcYBYpljOmIm QgVr
^CWadK dLmjf[mjSlXMRhUpa
^qXlPN ^CcVVdQYb^r^TGN
^qXeclKac] lhqnac
^qj ^MpNJ^_J[_NS_NSqGa
keGNe ^CEkVXXCVMHW
qBL\kN ^JVXcElcE^VJE^SXkGKb^
^djMnXlRgJlkJ\ECNAdjn dSiNENpQ
Qlqm] dl
l`P lD`PjQ
l ^ThX
dghDh QgmhleQneSQbkJrNAdjhdj
^MnqjSX QYlGSg
ke ^YgcE^qB^`NeF[q
^MhU ^MhXU
lhVYUUfl lXTXYgPNNAdj
lXePCbFKejPr ^MnEMHWNNS_C
dg`BSgXkGPkGhGNN ^SGNNNEjN
dXNNNNYNndjhdjn lRXdbSCqkdlcEQlGNNhp
^^WmUNN lPN
dSlaXY ^TcE^Shao
QlXSgX dMLRlRgJrXgXkGYlG
dhCRI $
lXTXYgPNNAdjjN lhVYUUfljN
^MnB[`VX\gLCkddqne VJEdHqSYje
^lecE^Wl lRdGkJ
^ePeaYhLnbkJMZILfVZIM`NNUUNj QgQB\ekJBVZMfVZLfZLCNYUNjNj
Q`gMVZILlCNp ^YXSCkGmBNWUp
^eZqePW ^MnX^qB^qPe
lXTcE^eGGiLXRQXRQR ^JNNSP`G
l`bNR_UUphpJ\Jm dXNAdjNUUph
lh l`PhbSg[
l`bNR_UUphpJ\J lKG^rBYDSgGkGXT`DNNWphJ
QgdBNAj ^eZXdherN
^eGNCWNNSJ ^eGVd^qiqZi
QgrNWp dGoNA
lKc ^VX\lkGKc
dgKf`BdeLOVZfVZMVVV dlLmjeLf
QbkJrrZ lcEdhGkJBVZMfVVVVVZI
l`DSCkGRXSdhco QK[QY
lRXdbSCqkdlcEQlGNNhpdjjN dXNENpdjhdj
O dgR\`BVZIIIMCSg
^C[WaMLmB^me dXk
lhgmPj ^SlR
^W^CEGF[JNS`NNS_NSJNSqkYqm q
^MhUpGoQeoQ ^JaMhSGQ
$ dg
K dgR\`BVZIIIMCSg
lcE^qiJJ^_eG dglQVG
^SlL^XNYUN cl`SDNYYN
dXNYUUUUUNhdjn lXXNEjUUNjUNjUUUNn
^N lRgJS^
lclE dqB\RB
cERYD lXVJElcE^CWaThlf[ojaoBgJBZMgl
QT^`N dXSCN
rPkdQlXkG`eYUNjUUUUUUUUNhh Qb^LRnb^r^henGSfVZMCNYUNhhJOJ\
`C ^
dlcYBXDLocZIIM ^Yg`DkdQgBVZL
l`[POPkd^SXNhU ^Thq^GkddGNW
l\bkJF^g Gg
Qlg`IB\F N
QgQ^g` ^VGX`
lXeYPeNNSJJ[`ahh^GogQRiLXR ^W^ePeGo
^[qGFBM_J^qGF^_CVVX dgXekdKVJEl
^ePeaYhLnbkJMZILfVZIM`NNUUN QgQB\ekJBVZMfVZLfZLCNYUNjN
QgkCMGPNWUUUUDU QgLgq^GNWU
^eGUG_ l`DSgXSfVVZLfZMggXWlXCWGo
lKc dqnLmBgJrSjXghS`I
lK dgRNq
lRXLfVVZMCNWUUU dZmGg
l Q`C[
dh Q^l
^WldOcEldDVSYBdS^rBXSlh d
klhGSglf[YBX dqmBYFX
dLmjf[mjSlXMRhUpa ^CWadK
l\g ^WQ^ZJ
VleYPO lhg
^[HcBBYImB ^TmF
^TRYB lcELSgX
QlXS lcEQQVZILfVZMfVZIM
agmPkdQb^DgMVVVVZqg QgnGkddlUl
dqlaBgJBVZMCNN lPSCkGRdLmBXLfVVZIMCN
lXVJElcE^CWaThlf[ojaoBgJBZMgl cERYD
^Vddq lKSmdamjL
^HE`Cc lXYgPkd^qB^JeVJE^d
Qb^ Qb^JlqnU
l`bNNVWph dhLBg
lKf lcEdqBXF^q^h
l`F $
^JdHFKT ^CFKJVJEl
lKaoj KYP_
Jqna lKa
c\n dgPkdlmFgJN
l ^ekY
lmDSgl\GkJ lP
lmDNA PdXNNAdjjWh
^CWaeZiJJB_CWF[JNSmeNNS_ ecJTf_J[_
dlf`jLnb^r^qnUbkJBZMghcBB\FrBXQnRQl ^XloIL
Qg lcE^TmBkddgcEqne
$ l
QgdBNAjNhU dXNNNW
^qXlcIc]lKU Ql
$ lRdf`
ecJTf_J[ ^CWaeZiJJB_CWF[JNSmeNNS
QgSD dlcYjR
lo ^eZXl
dSiNENpQ l\g\EfVVVZIMgXNWUUUpdjndjhdjjNNUUp
^SXkGmDSfZMgla GkGf`cBjcmjcBjS
lcE^qi`F^mCVGFBJCWF[JN`MH ^qXlmbkGcE^qBB_C
^CeZi lXqi_NSm
^CEPJ^JCFKJMHVgNeNeMHV dgXqi`NCWMHV
l lc
lXW^YhUgnl h^XRX\b^rn
^ePNS ^djeZrB[`FBJNS
damBgr dq
dlfoBgJnNSf QgMV
dGqSfqILVZfbIL QgL
do ^Yq
E Q
$ ^
dheSQgAlkJmhgXTR\ee^rmBd lmbkGKf
lXSlcoBg dhgbk
QlhaYBdf ^JVXX^SqBkXSd
lXJNeFB`a CFj
dlcc lPSghLmja
lhGr ^MpMHEPJ[mNSJJBmCFKYhSYjRdGSCNYUUN
dmB`QmB\ekJkR dlf`B
bd l
dXNY dXNrFj
^TXWdGSg dqmBYDhg
lkPkdQb^ QgN
QbkJm`IB\`MVVZIILf[VVVVZMfV\ZMCS QgrSfZLCSfZL
dSiNENpQ dhLBgJMVVVZIIILCNEjNndjjUUNNp
Qg\g lPkddq^
dg ^KnX\cb
dgK ^qXeclK
lcEdgOR\FLE dgKL
^dKT\gLfZM QgQmqjGMJdDDL
lKR^djVJElKRl`POmInG^ haBg
b lP
klhGSglf[YBX lmF\`
^W ^CWNeV[JE
^ ^qq
^MhUhUhAMH ^JMH
I\W^CVNeaQqB[JJ[mNS_^ ^J
Qg\EfVVZLC ngr
lSc lhqmjeL
lPkddGkdQgrkGqYFden ^S
^CEkShcmoBX lKe
dhcc QgFdc^c]
Qb^ Qb^JlqnU
dGcE ^VJE
l`BkGc ^Mni`V\
JG_QeieQ ^qEGi
QlqnSYBTb^LRBYPm dghlSYB\RBY
l\ ^rQlhG^rB\RBdaBjfJjU
QllR^WQlgKcYB dZBhC
^VXPSCN l`I
I\W^CVNeaQqB[JJ[mNS_^ ^CW
^qB[qGG ^CPJB_NSJJ^JJ[`jNCE\MHWJijQe_Qe
dX ^She\ECSfVVLkG\lg`b
^Yla lRgJdNLRmjernf[
Nd` dlRl`BNWUphP
^Sq^ ^qEFB`Vd^Mn
dg`P ^MpYaSNN
dqmBYF klhGSglf[YB
QgrNWpdj dGoNAdj
dkG lXMhUnEadKVdlc
QO lcE
dhLnLBYDNfrndj Qb^rBgJnGkG`bkGKerNhpdjjUUUNhdj
^T` Tdbhb^L`nGk^W^Sgm
^JdHFKT ^CFKJVJEl
^TXWdGS dqmBYDh
Qgm`ImjeBVlSVVZIM dlf[mB\`BVVZM
dhUNO`rNAEdUUUUNjNNp dGNWUUp
^ j
lmBkddl lXYIl
dgRdcBBgJrkGRdLnSBjf`jeMZ lRdGkJFmBgJMVVlVVVZ
Qbk QEgdInGh
ldalhFgPJM dlL^GSf
^Ylf`jedDS QS^EkVdqQgBZ
dGgNWHhr dg`pljhbNYUUNNph
l\lqBYbkdlcBdglcE^YXSfVZqMfZILfZLfVV lXSGSf
dqmjRlRgJlk AlKGk
dXN d^qnYBjL^qOnaBBdUg\ECN
lcEQQVZILfVZMfVZI dgmIBdaojcmjRlKGkJBVZ
dGN ^WldOcEldDVSYBdS^rBXSlhXN
$ QgF^XkddqBXngKLnLBYP
lPSfVVZLfMglleLfEZMCSfZMfVZghSYjc dhRQlla
^CEPeNCVF[mNS`aCEkYGNYUNjUNNpdjndjN `ENWU
^lBaYBXok l\g
Qgd Hq
l dgRXQ^qmB
ndlcY Qgm`BSghLnf[o
l\gLgq^iNW dgKf`BXrNYUNndjN
^C_EGM lXJM
^VJE^eghq^q^qmj Qlh
Qb^LFJ haBgJ
^CcVVdQYb^r^T lcEdXSfZMg
l\grkGP QgdPj
^EJ[`MHWG_ dhbkJMZMfVVVVZMCkd^JNJ^JNSqkCVGo
Vl lcEdXS
^ dqnLBd
lPNYUNn QgdBNAjNhUUp
^Vdl\llemPNYUN QlXN]r
dqnUgSQlqBX\ECNA MlEPN
dGNqU ^VXhGNENU
^eZi_ ^eLiJ
dGN ^WldOcEldDVSYBdS^rBXSlhXN
QCC l\`
Qlh ^VJE^eghq^q^qmj
QlqmUgd ^VXm
d ^CcVVdQYb^r^T
QgMVV QTXSCES\f
dGJgq dgmF
^JN dXSCkG\lhf`BcoBYlhpljjQOh
A^T ^
^C_EG ^dKqX^J
^jJEI`PScQ dqBdf[m
^VJElcElP VX
QlXN] lRXm`DSgGN
lKLBgJQBXLfVV KQbkJMVVV
dXSggPkddgRYFdf[Bjf`BXLgqneNLFJ f
l QgMZMgghlLB
Qb^rB C^VXR
^T`POlcE $
dq ^gXlL
QlGkhXWZGlmF QgNrB
dgmI^lbkJQnUlGkGXWdl ^eGMHPWajVXK
^Yhf[mjR J
QgQ^]h dhRQll
QlqnSBBXFnSmjUlXNYNNUU dhUNO`rNAEdUUUUNjNN
dGqSfqILVZfbI Qg
^e ^W^Sqjdje
lPkddGkdQgrkGqYFden ^S
^CVaT`POcEd \SmB`FX
mgLfZMUVVZLCNYUNNp ^SGNNEjUNh
lhlf[YB\RB\FLFJlhbkKLXfZII l`BSCSfVVZ
SfZIMfZ dle
dhaB dhCLmB\FLRnBLm
^CEkYgcEdqmB\F QlhGe
^eGG ^oMnE_QXR^ERQRirQR
Qllcc lhjhcmjcc
Qcg dGSfZLCSghG^rneSQg
QgF]OkXNJ Qb^
QgrSfZ lmBSVVVVZLfVVVZ
Rf^TTE ^TXTXdjMp
dgPkdl g
^VJ ^\c
lhqBgJR Qb^rB
dgXTX DOqEBW^W
QbnbkJQmBgJr ^eZX^ShaBje
dXSgl lP
^Mni`V\E l`BkGcE
QllUlqmB\R^q^gRgJT dhL
dXUf[ZMfVVVVV]_I lKe
lRXdbSCqkdlcEQlGNNhpdj dXNNNNYNndjhdjndj
dhaofI^ Qb
Qgm ]HVX
qBL\kN Qb^
l dgU
Jqna QgSlKS
Qb^ V`PkGKf`B\e^
QgQmqjGMJdDDLg ^dKT\gLfZMg
$ d
Qlqnco dfd
^ThqBgJNL`FB R
^WiB ^qEaeP
lRdGkJFmBgJMVVlVVV Qg\EfV
^Mh QlGkGXM
f ^qEFB`Vd^Mn
^VXPkGRXMVVZMgGkGmDN dX[
Q dhCRIQ
_`E^ lcElcEQb^
^dKekJF[`aMh^aeGGoQe_QXRQ ^eGUG_Q
dqBdR^e ^dHKdje
^CEPJBmNSmeMHFjVd^T\grN QmmFbSUN
QcgQ dGSfZLCSghG^rneSQgQ
lPSCNWphJ QFmBXQ
Qgm`ImjeBVlSVVZ lcEdXSfVZLfZ
QlGSfZMfVZQfZ dXkGRdeQB\RmBYbSfZII
^WlmbkGh b
dXkd^WlRdR W
lmBNN plPN
Qg AlKGkJ
lXTXYgPNNAdj lhVYUUfl
L^L lRXNLRBYF\FL
dXSCN QT^`N
QgMVV dlfoBgJnNSfV
QWkJMVVVVZMfVZMfVZMgGSgGS dGSfZM
lmeYIncm ^Ylao
Qb^rBgJnGkG`bkGKerNhpdjjUUUNhd dhLnLBYDNfrnd
^TcEdGkddqB l
Qb^rmjSmB\`HVZIMafVZ lcEdhGkJBVZMfVVVVVZ
^Mni`V\Ed ^Ylf`jL^
dhSc] heS
lKeLfVVVVZ`CkGmBkdlh ^djS
Q R
VQlqB^G ^
lhlLdf`jRQ dlL
dgmplOmPQOmNrjNNp l\gBZIMCNWUUUp
Ql_q^GkG\gMVZI ^eZXdhSmjSojaYjeMVZLfVVZ
^YgXM McQ
dgK ^qXeclK
lhlL dgRYIq
QlXNAdjjUUN JdXNNhUHgpdj
QbkJLg`FgJFmjc ^WdlUgnlc
l`bNR_UUphpJ\Jm ^Wl\lGNNrNUUph
^eZ $
^CEZSi_e ^qB[qPCF
^ cqS
dhLnLBYDNfrnd ^YXNEjNhd
dleB dg\lHGSC]f
^dKYLgKeMZIMI ^VdlKbkJMVVZ
^ZpWHaYeQ dqBdL
UlQb dgKaojG
dhb^rnL lG]GhchSYBf`dplOhq
dGSCN Qgo\EfZILfVVICgghGN
dGSfZLCSghG^rneSQ Qc
dhUgmPNrjN lRrLMCkd^VXPNdNYN
dgXeZime l\FLRBdaYBXLfVVMZLCkX^Mp
lRdGkJFmBgJMVVlVVVZ lRdLBXBVZLfZMfZLCSfVVVZIII
lRgJmmBNW cKPONh
QgNrB QlGkhXWZGlmF
^YlcBB ^SqneBVVZMfZLfZMCkGcEdXkGcElXJNCEZEMHVaeGaVXmInSB
QS^EkVdqQgBZ ^Ylf`jedDS
QS^EkVdqQgBZf ^Ylf`jedDSf
lmplQQ ndXd
dlLB\ $
^Mn $
dhc lPSCkd^MhUh^VJEl`PQOKf`
lcEdq lKcBBf\R
^TKSmjLnL^GSfVZLggc dGc
d l
dGSfSVZIIILCCkGPSCNhUUUUUUk lhXNhUUUUUU
QS^EkVdqQgBZ ^Ylf`jedDS
^eZXl lo
lcELSgX ^TRYB
lm dGSgqBlRmjamMBY
L Qb
QbkJLgXkdlK lmbkrIXSQbiJFn
QgCCH Q`C
^dM ^qB[_CF
^ p
lXJaV ^[qGFBM_J^qGF^_CVV
$ VJE
IgRJe^_ dgRYI^gX
X dgcEdgcE
l ^JVc
Qg QlGkhXWZGlmFgJ
lKe dXUf[ZMfVVVVV]_I
lPk nTZ
QgrNWUUUph lXXNEjUUNjUNjUUUNnh
lPN glPE
^MpN ^WiB
QgQmqjGMJdDDLg lh
L Q
Q`gMVZILlCNpd ^YXSCkGmBNWUpd
^JNJD^` lXMnE
Qb^r^qnUbkJ ^TbKcBjf[BOje
dlc dGkGXSqBXnl
QbkS QgSdXkG
lmF\V^LFr^gXqqKqX $
Q`gMVZILlCNpd lPNWUUUpd
QgdBNAjN lcEQgmPN
gmImjfPmQjSYf` dqncY
^WdlSojf ^daKJVddqnf
lW`Bkdlhlamje\EfVVZLCNh lmBNNW
QgMVV dlfoBgJnNSfV
^daKJVddqnf` lmIm
^ekdKCVGirQ ^QVF^_CVF[G_QeQirQR_Q
dXNhpd m^TmDNhpod
^Sg ^VGX
lKGaY QllaB
^Mh^GoQ ^EJ[`MHWG_Q
dg`P ^MpYaSNN
plPN lmBNN
lmBSVVVVZLfVVV QgrSf
QgMVVZLCNAdj lXXNEjUUNjUNjUUUN
QgnXNYUUNOId lRgJmmBNWUpd
lmbYTd $
dhUNO`rNAEdUUUUNj ^WdGNEjUU
^CWadK dLmjf[mjSlXMRhUpa
$ QlXSg
QgnGkddlUlgmp mp
^n ^eGaVd^dKSgcE^
^VdQbkJmXeP_FjT ^VJEl
^Wdqmj $
dlemXCEZqKCWF^_eFBqkCE ^JMGWMHE
$ Q
Qg paE
d H\TYdVM
QRiI lmPQjhIBXQB\F
dqmj ^rQlhG^rB\RBdaBjfJj
Qlqm] Qlh
lXGiQ lXqiJNSJNS`G_Q
lX TJTF
lRrLMCkd^VXPNdNYN dhUgmPNrjN
dgRYIq lhlL
Qb^L QlRXNjcUSNjNn
QlGSgXkd ^QgD^
lcEdXSfVZLfZI dlXmBdeqZIpII
QgQ lcPE^eGRF^qkYhUlhS
^djT`FXMVZI dqDjbkJSoBZI
^T\lqmjmBXmK ^YqmjcBj
dqlaBgJBVZMCN lPSCkGRdLmBXLfVVZIMC
QlqnSYBTb^LRBYPm dghlSYB\RBY
dhRWQ Q
g dlamB\`
l lXTh
jl ^TcElRXmmIn
l` VleY
gmImjfPmQjSYf` lKao
dGNWpSJ\J lmFgJBVZIMfVZMCNYNNphJ
^eZENJ^m ^ePU
lmpljQO`I^XSfZLfZI nhqnamCBgJMVVZLfVZIMfZ
l`Ph ^SrB\RBY
QgrSf lmBSVVVVZLfVVV
agmPkdQb^DgMVVVVZqgg ^T
Ql_q^GkG\gMV dleB
QFiJ QgQ
lcEdXSfVZLfZI dXUf[ZMfVVVVV]_IMZ
dmcYc dlaoja
^WQ[lhTLmBdaYjUlgcEd ^SXkGmDSfZMg
^eZXdherN QgdBNAj
QlXgf dXSfV
dg`P ^MpYaSNN
QlWSCNh lXT\lXSfZMgGNhU
D $
ecJTf_J[ ^CWaeZiJJB_CWF[JNSmeNNS
l`boNb l`bN
^T\PhGkJNrol Ql
lXXJHk ^CWNCEZqKek
lPkGcN lhXNNAdj
^CEZqKJGijQXRQXRQeoQ ^YJGerQeCiL
dXkd^CEkWl\b dG
dhRWQlGS dXSfVVZM
$ ^Mn
^WdXNNYUUNnh lRrLMCkd^VXPNdNYNnh
^Mni`V\E l`BkGcE
dlb^Jbk lQbk
^McpVXWddd dGSglL
^Ylf`jedDS QS^EkVdqQgBZ
dGSCNhp lXMp[Je^mCEZB[_JVMHVVXXSXkGXPkddXkGUGNA
dgKSYBX\ECNY lKcoBYI\mjSmBXrNYNj
lmXRBZMfVVZMg d
dhLm QgVr
^ThlLB\RmBdLB V
dAlLB[dLBq ^JVJElKcoBdaBB\
l` dg
CWNPSSB QbkJMZIIMCkd^JNJB
QplhamjR d
dXkdZGNh dGkddXSgXNhp
gXn lcE^Vddq^g\lXkGPSg
f^ ^
^JMHE ^MhUhUhAMHE
dlSYjeQnR^CFjeZEFB ^JaVd^CEGkGMHEPe
lXSfVVZIMfVVZI QgLCSfVZ
dghXN QT^`N
l lXY
QSlRdU Q
dGSfZLghRQgLCSfjVVZMCkdlXJVJEdli QgFmjG^L`
^CWadK dLmjf[mjSlXMRhUpa
^Yl lhlcoB^XrSfZIMgGSqgXkdlmDS]Ln
`ENWU dg`pljhbNYUUNN
^YhL^G dGqSfqILVZfbILC
Dr` ^WdGNEjUUNNph
SfZIMfZ dXkddGSglf`jedF\`mmBSfVZIMfVVZ
lmBNN plPN
lcEdXSfVZLf Qgm`ImjeBVlSVV
^eP oPYdE^
^Mn $
dSghf[YBdUgMVVVZMfZLCkG^`BSCSCSC lP
l $
dg`BSgXkGPkGhGNNn lXVddXSgGNA
^JFm[` ^eZE
dhLBX ddaRojbi^Jg
^qEVXc lcHdGSCkGKXoMnBB_NSqkVJElc
lPSfZLgqB d_h[jGbrmB
lXMp[Je^mCEZB[_JVMHVVXXSXkGXPkddXkGUGNAh lcElR\`Q^XSgqBXFB\`NJgBZMfVZILfVVVVVVZILCNhUph
^SGkdQ $
Q`CCCCCCCCCC ^dEjVJEQ`C
^N lRgJS^
lgS^Mp ^ekeG
^P^Kb d
QlqnSBBXFnSmjUlXNYNNUUp dhUNO`rNAEdUUUUNjNNp
^dKMpMHWaeZEaT`P ojf[oBPMl^j
lhXNhUUUUUUphJn RdNdlOmDWpdjhh
dh dq^hSYBXmHY
^eZXl\ ^W^\lhQaBYFde\
lhgcElcE l
^Mni`F CWNPSS
lgBYImjL^haBB l`F
dqnLBd ^
l\`CC ^W
^qiqkWdGNNWUUUp dhUNO`rNAEdUUUUNjNNp
dlSmjao l`DkGcEQdqm
^JaS XWjh
lcEVBgS^PX ^TKSmjLnL^GSfVZLggcE
^eGF^_ ^J^J
^qimCWMHVVX\gdFdeS lPSfVZIMfVLZILfZMggcE
lhjhcmjcc dhac
QgdBNAjN ^YXSCN
Rd ^qXlmbkGcE^qBB_CF
dXNYNjNndjjN ^dKMUpddXE
dlf`B\R^XSfVVZIMigGSfZIIMCSfZMfVZMglL dqBYI
l`FYFdf`j i
QbkJnGNENUUUUUpdjjNnh dGNWpS
$ QgNLRmjf[o
dXNIEjNjUUNjUNjNOdjNUUphJm dXNAhJmJO
i`h Qgl^
dlf`B\ dmB`QmB\ekJkR\
r dq^g
^SOqBgS^JVJ lc
^ekSLBXMZCNAhSJ\JOJm lhXNhUUUUUUphJn
lcEdhbkJ ^JMHMMWS
QgFmjf`BgJF^hU dlaBjGkJBVVVfZIIMggcEQ
dZmGg dXNYNjUUUUNndjjNNU
AlKGkJ lKUg
dXNWUU lhGrN
lQb ^SqmBYBSfZILghG
QlgNpljhBANhU Qgl^LekJdBNh
Q ^CEVGMHVVJ^ePCFjTXWQ
lKaYj dlBn
^oMnE_QXR^ERQRirQ ^eGNCWG_Q
l\Dkfm`Inee dgcEQg
lXYlb lRbJl
lPSfVZIMfVLZILfZMggcE $
^SXkGmDSfZMg ^WQ[lhTLmBdaYjUlgcEd
^JaS k
dhc Q^r^]CS
^oMnE_QXR^ERQRir ^TR\RBYPOXCVaMpF[_J[`MHVG_
dhR^dKdVjVddgc lXWlcE^JVJ
^WlKXcB] ^YlaoB
^Yg`bSfVZMfZMC dqBJXMVZLCS`ghXkA`D
dgP d^N
dX dSghf[YBdUgMVVVZMfZLCkG^`BSCSC
eG ^J
l`DN QEgdInGhJrN
^d $
^ekeGG lgS^MpG
^gEq Q
Ql_q^GkG\gMVZI ^eZXdhSmjSojaYjeMVZLfVVZ
lo\ dlU
QgBZIMfZLgl ClK
l`P ^SlR
^JdHFKT\ Q
^JVdQ ^JdHFKT\
lnhqBMYbSg d
QgLCNNWpdjhh dGSfSVZIIILCCkGPSCNhUUUUUUkph
lKUrbE^ lKSYBdeN
dlLB\ AFo
^rdlRXl^JgNrBS dhGkJNJgQnbkJnhb^L
JeJ^`aMnXd ^qXd
dGqSfqILVZfbILCN dGNN
lRYbSI` ^JGoQe_QXRQ
$ dhCRI
dWpdd lmbNYUUUN
dG ^TKSmjLnL^GSfVZLgg
d lmXRBZMfVVZMg
dlSYjeQnR^CFjeZEFB ^JaVd^CEGkGMHEPe
dXSgXSfZMCkmXSleG^r^gm dXSgg`
^Yle M
QbkJQBY lXSg`n
lKG dXSCSCkGR\FLRnbk
dqmBY lhGrNU
$ lRXFmjSR
l gPSCS]XSfhg
dXNAdjjUiNUpdjn QgrNWpdjh
lPSfVVZMfZLgqmjLBYpl dgmQQNAd
^MhUhUnqKd QEl^f[Q
$ dgc_
Qlq^gKf[ojf lo]K
^VGX` ^Sg`
dn lcEdlLB\RneQncYjSYBdc
lhXNhUUUUUUp dGSfSVZIIILCCkGPSCNhUUUUUUkp
^JaVd^CEGkGMHEPe`M ^Mni_eM
cPSCNWUpAdjnh\ QbkJrNNAdjjNnhJm
Q\Ef dGkGcElRXM
GdhqbkJPNi QlherNE
ecJTf_J[ ^CWaeZiJJB_CWF[JNSmeNNS
dSfZYj dqmBd
^dKMpMHWaeZEaT`P ojf[oBPMl^j
lRgJrNYUUUNjUUUUUUU lmBN
dg ]HVX
lmF\V^LFr^gXqqKqXl dGSCkGKeBVZMCkddg
^WlRgJFnSYjcYB l
dlRlcEQgFnf`BYF\e^LRmjLBXMZLfVZLglSoBdeFBYDNYUU lmBN
^YlcBB ^SqneBVVZMfZLfZMCkGcEdXkGcElXJNCEZEMHVaeGaVXmInSB
^VJEl ^VdQbkJmXeP_FjT
Q`gMVZILlCN lPNWUUU
^W^TPplhPOhq^XSfZILfZLfZMggK dgmI^lbkJQnUlGkGXWdl
lmInU` QC
^CWVdlmPhDNWUUU QgI^GNhUUUrU
QEl^f[Q ^MhUhUnqKd
lXdj dqEn^U
dXSCS[Vj QgLfVZI
dGNWpSJ QbkJnGNENUUUUUpdjjNnhJ
l`bN l`boNb
lmIBZk QlGSgXk
NPkG` ^ePeMHWNJ[_J^qZqKTcElm
lRgJBVVZIM lmbSfVVVMfVVZL
Qlh ^VJE^eghq^q^qmj
APSfZ ^MniqPeGoQRi
lPkddq^ Qg\g
^dKTd ^eZBBmCEkMnq
dXSfVVV PSZLCSCSc
RdNdlOmDWpd lR\FL`BVZMCNrnd
^JNNSP` ^eGNNSqGMHV
dGSfILCNYNdj QlGNE
^Sl^ d
^JT lXMp
R dgR\RnSojSojGkJNrB
$ QlGkdlKfR^W^MjpVJE
QlRXNjcUSNjNn Qb^L
l ^JVc
dGNN lhG
aT ^VX
QgB dgKf`BdeLOVZfVZMVVVVV
lhqmjaBje\EfVZIIILCN IldN
^TmFg lR\`PNrBXYmmPjOKbk
QlgXaWah^ dq^lUgMZLfVVZLgGk
Qg l`bNR_UUphpJ\JmJ
QgF]OkXNJ lRdSBjUgdF\FLF
QbkJQBY lXSg`n
lm ^eTW
^SqBgJ\EfVZLCSgG Q_kJF^gP
U^MNJq ^eke
^CEPJ^JCFKJMHVgNeNeMH dgXqi`NCWMH
lmbWUpdj lPNNYNjNjNjUUN
d^N dgP
^CE elQ
^Yg`DkdQgBVZ ^VJKElcimjfM`BQXRgJ
g lcEdghlb
^YXNEjNhdjNU dGNEiU
lK mg\
dgPkdl g
dXUf[ZMfVVVVV]_I lKe
QgdBNAj lcEQgmP
^TO l
^CWNNS_C lXW
p dqnRd
mlU dgXSqmj
dg\lhL^hS l^fT
dGSfSVZIIILCCkGPSCNhUUUUUUkphJ QgLCNNWpdjhhJ
Qb^rBgJnGkG`bkGKerNhpdjjUUUNhd dhLnLBYDNfrnd
dUb lXJaMnEVXRYFdR
^daKJVddqnf` lmIm
dgXdKYG d^
lPSfVZIMfVLZILfZMg lcE^ShUl
iB QgQmB\`rN
dGSgqBlRmjamMBY lm
dqmB ^JVdQbkJUSQihaYB
lP ^CcVVdQYb^r^TG
^e^Z ^JVXcE^Mn
^M lcE^g
dlf[oBXMZLCkG gPSCS]XSfhg
lR\R^hb^LekJBZLgX WqXG
dhLB hLH
dqmjRlRgJl AlKG
lhlf[YB\RB\FLFJlhbkKLXfZII l`BSCSfVVZ
^VbcE^ePJ[JCVHaJ ^eGGi
^CPJB_NSJJ^JJ[`jNCE\MHWJijQe_Qe ^qB[qGG
^C_EGMHF ^CFjMh^ad
^CEZiJJ^JCWNJ[_CF ^eMHF
QgrNWpdj dGoNAdj
lRgJLCSCNrNp dGNNNAdhjjN
^C ^dSeGMH
lRXdbSCqkdlcEQlGNNhp dXNNNNYNndjhdjn
l\gF`ZgX Qb^L
Qb^rn ld
^MhUC lXeGaeZ
l lPSCkGR
dgXdKWQgBZLglG^L $
^q JeJ^`aMn
l`F dGk]R
QlqnSYBTb^LRBYPmP ^WlKedplQ
dqmBYDh ^TXWdGS
lRM lR
QlN lmplOKeLfZLfZIMCN
lR\`hGNN\ dleF^heFmBgJMVVZLCNrNpdjN
^MhUpW ^J
QgMV dlfoBgJnNSf
l lXekqXd
l`BSCSf Q\EfZMfV
QlG ^YhaYBBSC^
lXeYPeNNSJJ[`ahh^GogQRiLXR ^W^ePeGo
[ d
ecJTf_J[_e lXMnE
