46193
EBEBBBBCDBEEEBBEECBBCDD BCBBCDDCDDB
BAEB CDEBCAEBAE
ADED CBAED
A CCCDDDA
AA CECAAC
AABCEAB AEDACDCD
CAABCDE ACCE
BAEAABE EABDB
CEB CEEAEDCA
D C
CC $
CD DEE
$ EBABECA
A EBDAEECA
BCBA CCECDC
E EDBCAA
EBADA ADECDA
EE D
ACBBEBCCAA $
$ CAEDDEBDEEB
CBCA AEDCBBEBD
DAEBDEBEBBB EEEBEBA
C DEAD
DD ADDA
BD BCDB
D $
AEDCBBEBD CBCA
AA BEB
$ AE
ACCE CAABCDE
CCCEDEE AEEE
BBCCEE CEDEDDBCDCDEEACDECCA
CDDADACEE CBCBB
C ECDDDEABABEA
DECB CEEB
CEDEBBEA BECDCADEDCDDDDDDDDDD
DCAABB DDBBDD
C ECEECBDC
CD BB
BAEDEDAE CB
EECACA DDBCEDCCCCCC
DBBCD DECBACECDE
EBEABEB A
ACBEBBE CDEECBCEA
CBEAEBCEBD CEBEB
CEEAE DCBBBBBACBBCDBD
BEDDAADEEB DAECCACA
CB BBBBAC
CCCECDDCAEBCCCCA DA
EDACDA EED
ACCE CAABCDE
BCBEBCEBC DAEEABA
BAEBE EE
BDEB DDEE
D AEBECBDBBBCBE
EEACDCC BAE
DDDADBCAACADA C
AEBCEDCDD BDEBCDD
ECBEB BDB
CDC C
BBE BE
E EC
DCAAEAA DEED
EDADDC D
EEDA B
E BEAADABBAD
C CB
CCECDC AABCEABC
AACEDC BDB
D CB
$ CEAE
DDCD DBDED
AABADEABCEAEDAADC AABCEDA
AABADEABCEAEDAA BAE
CBAED ADED
CE ECEECBDCE
$ E
DDDAC A
CECAAABBEDAAB DCC
CE ECBE
CCB BBEA
CECAABBCCBCE DE
$ BAEAA
BDEBD ACBCDE
A BD
BECA ACBAC
BAEBEE DAEDCDDCC
BAEB E
D DAEAABBB
CEBEBECECE CECE
AE CAAC
CEDDDDABDBDDDADC CECAABBC
CEBEBE $
BBEA A
CBCCA D
CEB CEEAEDCA
$ ACBBEBCCAA
CE AEDE
$ CBEACAACCD
C CDCE
D AABC
DEEBDBAABCBDCAA DEBBEDEABEABADB
CEDEBBEAD ACDACB
BCAAEB A
D EDABABAC
DDBBEDCBAD ACBACC
EEDA B
CCD BEBEDE
DBDE DDC
CEB DECAA
CCB ABAACDEBDB
BCBDDCDADDC CECEBDDC
DDA BA
DEE CD
ECBDBE EAD
B DDEEDBDEAA
$ DC
CDCE C
C DDDADBCAACADA
CC ABAACDEBD
CEDDBBBDADDADDBDDBDBDD BEAEDEB
CBDEABCEBEEBCDBEABEAD $
CEABBEEBD AA
ECB AC
B EBB
CEAE AADAED
CBBEEEBBA DE
$ ACBAEEDAE
$ DAAAABEBED
CAABBBE AEDEA
ADECD AEB
CB D
BBBBACB CBB
BBEA A
CAAC AE
ADECDAAE EDACCE
AAEAC DDDAECA
AEDECDC ACBEBBAEBE
AACEEA BAEAAC
EDCC CAB
BBEB DCBAAEB
DCAACB CE
BEDDAADEEB BBEBDEDAEC
EBAB BE
BEDEBB DCCD
AAEAC DDDAECA
CD DEE
AEBECCDDDBABCE DCAAE
BEDAEDAEEEEEBEABAC AED
AE $
DDC DBDE
BCBDDCDADDC CECEBDDC
CAEEEDEE ADD
EEED CEDDDDABDBDDDADCCBCE
BDEBD ACBCDE
CBBEEEB BEAADABBAD
DAACEACBAE CBAEBB
BCCBAEEE BEACBEBD
$ D
EDBEABADBBACDDDA BCCDB
BBEBDEDAE ACBA
$ CD
$ CE
D CDBB
$ CD
AEBECCDDDBABC DCAA
DDDBDECBACDCBACEB AAC
$ DAADAEADEBDA
AE CDD
ACDEDCECAAA BEDAE
$ ACBBBEAABADDAE
AD BAEBDED
DAE AEC
CCECDDBD AC
BD EBBCBEABEADD
A EBEADBD
AEDACDCD DAEDCDD
AC EE
CB CCC
EED DDEBBCA
BCBEBCEBC AAC
BCEA EDBBBDD
CDEECBCE BE
D BE
C CAEA
DDBCBBCDDE DBBDBCCD
E EC
EDDBBAE DDDEDCEADAEDECABCCA
C D
CBBE BCD
CBAEDA CDCBCEADACD
BEACEACBAAEBEECCCB BAEDEDAEA
CBAEBD AABABE
ABCD BAE
D $
CDDDCBD EEEBDBDDDBBBDAAC
AAC DDDBDECBACDCBACEB
AEDACBABDEBDEAACEBEB AEEE
BDE DAAABABBEDCDD
DAEEABA BCBEBCEBC
DEADCCCCC DAECAD
DEBEC CBCDDD
CDEECBC B
ECEECBDCE CE
$ ECEECBD
CBDEABCEBEEBCDBEABEAD DAEBDEBEBB
BEBAEB D
$ B
EBABDACE DCBAE
ACCE CAABCDE
EC CD
AEDDDC CBDBDAA
EDBDAADADAADCBADA BDEB
CECAACD AAD
EBDAEEC $
DAEBCDBAEBD CECAAABBEDAAB
BACADABEDE DAEDA
BB DDEEDBDEAAB
CEAE $
BAEBDE A
DBDE DDC
E EDADBEAB
CECAACD AAD
CECAACD AAD
DED DDEABBCAAECCA
DCBAA BB
BAEBDE BABCDEBBDBADDEDBDBCA
DECDAEBDDDAB DDE
DDCDD DBDEDD
CAABCDE ACCE
CAEDAEE EDBABDEEDCC
DCBAEC BAEBDEDC
$ C
DAEBB CAEAE
CEE DEC
A BCAAEB
CAECEBE BEAED
$ AE
BBEBABDAA EBEABEB
DAEABAECEBDE EEA
DEBDBCCEACAB EBED
ADE BCEEEEDABACCAEBE
ABDDBBDBDBABB BE
BD DED
ECD EBEADBDE
AAC CDEECBCE
ACE E
CE CEBEBECE
CCCE C
CCA AEDEDBCECCCCC
DAA CDD
AA CDEBCAEBAE
CAABCD ACC
$ AC
DB CB
BAEBE BEDBCEECB
ADCB CC
BA ABDDBBDBDBABB
EDDEBEBDCE CEADBBDDB
ED $
DDEDAABED DEEBDBAABCBDC
DE EEED
ECCEABD ABAE
EDBCA DDCEDDAEDBDBBD
CBEACAACCD $
DC CEEEECAEC
EBEBBBBCDBEEEBBEECBBCDDEC DEEEBDADDBD
CBEDAE $
DBBDBBDDDDDB CBAEABEBBCBEABDDCCCEBDCBBBABEBBCDECDDDEDECDBB
CDCDCB CCDEBDEBEC
CBECEBE DAAABABBEDCDD
DD CAEDCBACE
CBE CBDBDAAD
BCECB EB
DAEDAECEEC CADACAEACAEDEAABDEACCCCAAABDE
CCDEBDEBE D
DD DAEE
CCECDDBD AC
CB C
ACDBCCCA DAEEBA
EDBCAAB EEEDB
DEEEBDADD CEADB
C D
BBE BE
BCBDDCDAD CECEBD
BEAC BEDAACE
DBEBA CBDEAA
C AAB
CC EBBDBE
BCBE ACDB
EAEDA BEAEAAB
CBECEBE DAAABABBEDCDD
DAACB E
ACA DCA
CECEB BCBDDCDA
CD DEE
DC BBEBE
DECA ACBBEBCCAAD
AAD CECAACD
DDDAECA AAEAC
AABADEABCEAEDAA BAE
DDA CBECBB
CEDDBBBDADDADDBDDBDBD CDCD
CD $
CEDCABEDAEB AACE
ECBCE $
EBEDEDBDE DDBCBBCDDE
ACCCE ACBCEDAAD
$ CED
EBDAEECA DB
DEBEC CBEEEEDBE
CCCECDDCAEBCCCC D
BDED DAAABABBEDCDDD
BCBDDCDA CECEB
DE DCD
BAACB BEDDB
CEDDBBBDADDADDBDDBD CEADB
DAED ECDDDEABABEAB
ACCEBA $
DECB CEEB
CEDDDDABDBDDDADCC AA
BBE EBABCADB
EBBD CADEBAE
CCBEA CEAB
EEA AEDACBABDEBDEAACEBEB
EBADBDDA EB
ACCEBAB ECCEABDD
ACEDB CCE
E BDCCD
AEABE BDEBCC
BCBDDCDAD CECEBD
DAE EDED
DBDED DDCD
$ EB
CBBE D
DCCC CACAAEECBBE
AEDDD CDCDCB
ACBBEBCCAA $
E EEADBCBDBDDECB
ACCE CAABCDE
DEBDEAB AD
CEAA AAEEBAABDBD
ACA EBCBB
A BCAAEB
DCBBBBBACBBCDBD DEEEC
DBBDD CE
ABAACDEBD CC
B CEDB
$ CBAEBB
CBBEBAEA $
EB BE
BCBDABDBACDDDBDBD DD
$ BAEAA
CEBEBEC C
DEBECB CAEDDEBDEEBD
DCAAEDCCC CDDA
BED BDB
BEDEDE CBCCA
E CAABBB
CBCA AEDCBBEBD
CCAE DECDAEBDDD
$ AC
DEBDBCCEACA BAAC
AEE DECB
BCDBEAD BBEC
CBA AD
DC CA
E CBAE
BAEDC BDEBCD
ED CBDEA
CEDDDDABDBDDDADCCBCE EEED
DAECAD DEADCCCCC
BEAADABBAD CBBEEEB
EEA AEDACBABDEBDEAACEBEB
CBDEDBCEA BAE
$ DD
A EBEABEB
EEED CEDDDDABDBDDDADCCBCE
CEBEBEC C
AEBABEB C
CCE CEBEBECECEB
CECAABBCCBCE DE
EBCBB DAAAC
CEADB CEDDBBBDADDADDBDDBD
AACDACBAE CBDEAA
DBE DE
ACBCDEA AB
CE DD
A CAEEEDE
CBE E
AC $
CADEB $
DBBDEC DBBDBCC
BBE DCBAAE
BECA BBEBBDE
CCAE DECDAEBDDD
CDD C
CAABEAC EBDBDEEAEE
DD DAAEEEDDBEE
BCBBCDDCDDB EBEBBBBCDBEEEBBEECBBCDD
AEBD DAEB
BAEABAEDDEDACC DDCCEABCEADCD
DED BE
AEEECBDCDBDBEBDCED A
AC BCEDD
CEDE EDEBC
DE DCD
EEBEABBEEB ECCEABCEAE
B EBB
CB BBBBAC
AEEB CBBEBA
BCBADBADA AAED
B DDEEDBDEA
CAAC AE
CEB CBAEB
BDEAB DAD
DB D
EB $
DDDECCC ECDDDEABABEAB
AEAB CEABBEEBDC
EEE DEABDEBCEEECAA
DDEDAABED DEEBDBAABCBDC
DAACBCC EA
E DAACB
ACCEB CAABCDEB
EB BBEE
EDDDADBEEDAE DB
CCA CEC
BDDC E
CCC CACABEB
EBA DE
DDAADA ACC
BBEBDEDAE ACBA
CADEBAE EBBD
EB CAE
DDDAC A
AE CADAC
$ C
A B
CBECEBED EEDAE
BDEE CAEAEB
ACBBEBCCAADA EBD
EDBCAAB EEEDB
DAAAABADE $
AEB ADECD
CCCEDE EBCDBAEDE
BCCBA $
CBDEBDDEA AEBCEBADBCE
C EBBBDD
CEEAEDCA CEB
CBDEBDDEAB BDCCB
EDBACEBC CEEAE
DDEEDBDEA B
ECBCE $
D $
CAABCDEB ACCEB
BE EBBCB
E AA
A BCAAEB
ECDDDEABABEA C
DAEEABA EC
DAECCACA BEDDAADEEB
ACBEBBE CDEECBCEA
EBBBCDDAABEBA BCBBCDDCDDBECD
ECE CCEBCEEBEB
DDBBDD DBBDBBDDDBBC
DAEE DD
EAD EB
EDBEABADBBACDDDA BCCDB
DACDE CA
DAACB E
BEAADABBAD E
DEAD C
BCCDB EDBEABADBBACDDDA
EBDDBEAADDBD C
D BAEDEDAE
D $
BAEAA $
$ CBEDAE
DC $
DDBBDD DBBC
EE BCCAB
EDACDAE AB
EBDAEEC $
CAABCD ACC
CBA $
DAEEABA CAACEEDEBCB
AB BBBCAE
DBB B
CBBE BBBBACBE
AEDACDCD DAEDCDD
DEDEEDC CAABBBE
ECCEBDAE EA
DEEE EDBACEB
E DAAAABEBEDE
A $
AEDCBBEBD CBCA
ACAB DCAB
CBCCA D
CEAEE E
CEAAACE BEE
CEDDDDABDBDDDADC CECAABBC
BE DED
E EBABCADBBA
BBBEA AC
CEDDDDABDBDDDAD CECAABB
E BDCCD
CAEA C
BCE BBBCAEB
DDBCBBCD EBEDEDB
BB DCBAA
DAACEACBAE CBAEBB
AC DDDA
$ D
CDD DEBAC
BB BDEDBAAB
CEABDEBCEAABD CDE
BBE EBABDABCCEBA
E EDBCAA
DAACBCCD AABEED
D $
ECC EDD
BEBAEB BEAAED
AEDDDC DAD
BB B
CCAEA CCAEBD
D CBEBEEE
DDCEDDAEDBDBBD EDBCA
EA DAACBCC
EB BE
D CCDEBDEBE
ACBCDE ACA
DAACB E
EAD ECBDBE
CBEAEBCEBD BD
BCEBD AEDECBEEBC
CCCE DA
DDEEDBDEAA BA
AEDE BAE
BED CDBB
EE EDAEA
$ CC
EBBD CCAEBEBADAB
CDAC AEDCBBEBDCB
E $
CADAC CEB
D CDBB
B $
CCAEBEBADAB EBBD
DAEDACDADEAABDEEBBDDAACEADC BCEECBADEBDCCDEBAB
BAEAA $
CDD DECE
ECCEAB C
BAEBACBEB DAEDAE
DAE DBCBDDECD
EDACDA EED
AAEACE CC
CA DACDE
CCCDDDA A
DDBCBBCDD EBEDEDBD
BCB ED
ECAA DECB
BEE EC
DDCCEABCEADC DDCD
DEDEB AAECAAC
CACAAEECBBEA BCBDDCCBEBCAEBECCDDC
CEDACBCDEDCC AABCEDA
CEDDDDABDBDDDADCC CECAABBCC
CDD DEED
EED AC
DCAAEAA CBCAC
$ CBA
D DC
D CDBB
CB DB
B DDEEDBDEAA
AC BCEDD
CEDDBBBDADDADDBDDBD CEADB
DC CA
CE ABCEDEEBD
ECD EBEADBDE
AAEACEBE CEEAAE
CAABCDEB ACCEB
ECAABAE CCBBE
EDDBB D
ABCD EBDBDEEAEE
EBEADBD A
DAECCACAC ACAA
DECBACEC DE
C AAB
CAEEEDE A
ACDBCCC ECCEBD
CEDDBBBDADDADDBDDBD CEADB
C CD
DECAAEADEDCEB DD
CEDEDDBCDCDEEACDECCA ACBAC
EBCDBAE CCCE
DAEDCDDC AEDACDCDC
CDEECBCE AAC
ACDECEAA BDEE
BCEEEEDABACCAEB AD
CEECEA EBBDAADACABB
ECBEB BEAC
CDD DECE
ACDE EC
DCA CBCCAD
DDDADBCAACADAD CD
$ BDEA
BADA $
BBE $
DEAD C
BBE ED
DE DBEED
BECA BBEBBDE
DDBBDD DCAABB
E BCEC
CEAA AAEEBAABDBD
EEA AEE
CAEDCBACEDA EDBEBACDBEBC
D $
C BCBDDCCBEBCAEBECCDD
DDEDAABEDAA CDBBE
AB DEDEB
BD ABAACDEBDB
DAEDCD AEDACDC
EBE C
D A
EDC AADC
ACCEB CAABCDEB
A DCCDB
CABBBED CBC
BCBDABDBACDDDBDBDD DDD
DAE EDBA
BCBDDCCBEBCAEBECCDD C
BB DCBAA
DAEDA BBE
CCCAE ABDA
BAEBE BA
ACA DDAAD
DEBEC CBEEEEDBE
CAABEAC EBDBDEEAEE
EEECBCE AEDEDBCECCCCCEAAA
DEADE BD
D C
ACAAEB EDDDADBEEDAE
EEA E
BEDEDE CBCCA
DDC DBDE
EEECBC ABAACDEBDB
$ ED
AAC EBCC
D A
EB DBCDCC
DAE EDBA
CEB CADAC
EBE ECCEABDD
A BCAAEB
CEDDDDABDBDDDADCCBCED EBEADBCD
EDDCCAEACEBDEBB DAACEEADE
EC CADEBEC
DAEADAAA B
AA CEABBEEBD
DDCD EDBABDEE
CECAACD AAD
BBE $
C CBA
EEEBDBDDDBBBDAAC CDDDCBD
BAEBACBEB BAEBE
CDEECBCEA AACA
CADAC AE
BDEB AEBCED
BDEBECCBE CEBABACA
CBCAC DCAAEAA
AC CCECDDBD
CDEECBCEA BEA
AAD ED
EBAD ADECD
BAE ABCEDEEBD
AEBCEBADBCE CBDEBDDEA
AEEECBDCDBDBEBDCED A
DDEEDBDEAA B
E EDADBEAB
BDE DEDE
DB CB
DAACBCCD DAABAAC
CBAEABD ADECDA
CEE DEADEACA
CBEAEBCEB B
$ CBBEBAEA
$ C
B $
CEDDDDABDBDDDADCC AA
BBE EBABDABCCEBA
$ BAE
DDBBEDCB BDDCCAEDEED
C EBE
EBCC AAC
EBABCADB BBE
BBBBAC CB
DAAABABBEDCDD CBECEBE
EEA E
DAE BACADABEDEC
E ACE
DEA EBEB
DAEDCD CCEC
CCE CCAEB
CD C
BDEB AEBCED
EAEAB CAABEC
ECCE EBDDD
EDBBCDDBADA BDEDBAABE
AA CECAAC
BBEA A
ECAEDBABCADDB E
D C
$ DAADAEADEBDA
DE DCD
BCBBDBDBCADDBCDC CDACEBBDA
CCCDDD $
$ BDE
E BDCCD
DC BEC
AED D
EBEDEDBD DDBCBBCDD
AA E
BBEB CBEE
DECCD AEBECCDDDBABCE
$ CBEDAE
BDEB CD
BDEBCDEBD BEDAEDAEEEEEBEABAC
DECBACECDE DEDE
ACEE ACCEBA
ACEDBB CEAECBD
$ E
ED BBE
CBEEEEDBE DEBEC
AC ECB
CEDCBBDBDA CCB
DBBCD ECACBEDDAACEDEEC
A CAEEEDE
$ CEAE
BDCCDB ABDDBBDBDBABB
EBBBCDDAABEBA EDEBCEB
AD CBA
DE AABCE
EB BBEE
CCDCBD EBE
DAAAABADE $
B CDEECBC
EBB E
BAE ABCEDEEBD
$ EB
DA CCCECDDCAEBCCCCA
CDDDCBD CBBEBDBE
CCEB ACEDBB
BCBBCDDCDDB EBEBBBBCDBEEEBBEECBBCDD
AACE CEDCABEDAEB
C CB
EDDCCAEACEBDEBB DAACEEADE
D A
CCAC DBBCD
AA CECAAC
DD DAEE
AEDACDCDC DAEDCDDC
ECD CADEBECD
CD DEE
C AED
BAEBACBE CBDEBDDEA
$ EB
AE CAAC
CBAEBDB EDDDBDC
D CDBB
DDDA E
BCD CBBE
B DAEADAAA
CE E
BAEBDEDC BDEBCC
DBBCDE BACECD
BA CEC
DEADEACA CEE
BDCCD E
CCBE ECB
EBDBDEEAEE ABCD
A BBEA
CDD DECE
DEBDBCCEACA BAAC
$ DC
CBEACAACCD $
CCAC DBBCD
AC $
EDBEABADBBACDDDAD BCCDBD
AAC CAACEEDEBCB
AB BBBCAE
AAEACEBEEC EBACEDEB
DAEAABBB CEDDDDABDBDDDADCCBC
ED $
AE ECBDB
A EBEABEB
BECACD BAABC
DBBE CBBE
EDA A
DAEDCDD AEDACDCD
DED DECBACECD
A BCAAEB
BAEDCD AABADEABCEAEDAADCD
BADEB CCEBCEEBE
DDC DBDE
CE E
BCEEEEDABACCAEB AD
$ B
CC ABAACDEBD
ED $
AA DAEBBB
EDBCAA DDCEDDAEDBDBBDA
BAD BDEBD
E ACE
BEDEB CE
EBEB DEA
CD DEE
EDACDA DC
DCAAE AEBECCDDDBABCE
CCA AEDEDBCECCCCC
BEDEB EDBDCDBA
EB EDD
BBBBACB CBB
CEDDBBBDADDADDBDDBD CEADB
BAABCB BECACDB
E CBAE
ECEECBDC C
BBEBABDAA CCCDDDA
AABABE CBAEBD
BEACBEB EDDDA
AADB DDDEDCEADAEDECABCC
CEAABCA BAB
BBBBACBE CBBE
BA AED
AEB DDC
B DE
DAAACCDDBC DECCCD
EE EDAEA
CAABB DD
CBCBBB EDDBCBEAACED
CA DACDE
ECDBBEBDBCAEEBACDBDBCBBDDBBDDB DAECCACACA
CBDEDBCEADCD AEBCEDCDD
DAEDCD AEDACDC
AAD CDA
C CB
EBA DAEBDEBEBB
AEBCED BDEB
EB $
EEADBCBDBDDECBB DE
CDBEBBEABBCCE AEEB
CECAABB CEDDDDABDBDDDAD
$ EBC
CECAAABBEDAABC DAEBCDBAEBDC
DC $
ABBEBDA AAD
CCCED CD
DEEBDBAABCBDC DDEDAABED
CEABBEEBD AA
AC BD
DCAACB CE
DDBCBBCD EBEDEDB
EEECB AAEEBAABDBDA
C CDCE
CCCECDDCAEBCCCC D
CEBEB AEDECDCC
EED EDACDA
DCCD BEDEBB
AD CBA
C EEECB
CDC EBCDBA
CAECEBE AAC
CADACEB BCBE
D $
CBA C
AADB EBACC
EB CCDEA
AD CBA
DACECE ECDDDEABABEABA
AECD BEEDDBBEABD
ECB BEEB
ACA CEDCABEDAE
EBEB DEA
DEAAC DBBD
AC BD
DAECADCCC DCAAEDCC
EDBEABADBBACDDDAD ECE
ADCB CC
B CDEECBC
ECC DDBA
BEDDB BAACB
ACCE CAABCDE
EB A
CBA AD
BBEDCDDD CBDDA
DD AEA
BAE AC
CBAEABEBBCBEABDDCCCEBDCBBBABEBBCDECDDDEDECDB DBBDBBDDDDD
DDDAECA AAEAC
ABCDBC EDDBBAED
D EE
EDBCAA DDCEDDAEDBDBBDA
AADBDE CABBBE
$ AE
CBAEAB EBDDDB
B $
BECDCADEDCDDDDDDDDDDD CCDED
CCAEDBBDBBDEDDDDECD DEEE
AABADEABCEAEDAA BAE
BCCBA $
DDDAECA AAEAC
CBAE CE
DC AC
E CEBABACA
CCAEB CECEB
AABABE CBAEBD
EDBA DAE
CADEB $
CADEBECD ECD
BBBA BEBAEB
CBCDDDBDC ACCE
DBBDBC A
$ ACBBEBCCAA
EDCE B
BCBDABDBACDDDBDB D
CCECDC AABCEABC
$ AE
EBA D
BCDBE BDE
C ECDDDEABABEA
EABDBB DAACEEADE
CEE D
EDBCA DDCEDDAEDBDBBD
A EBEADBD
DAEBCDBAEBD CECAAABBEDAAB
DAACB E
DAAEEEDDB EBCDBAED
ECCEAB C
CEB DEADEB
BE ABDDBBDBDBABB
ACCEB CAABCDEB
BEDEB EDBDCDBA
AB BBBCAE
AEBA ADECDA
CC CCB
DAEBBB AA
CEDCABEDAEB ACAB
DEABDEBCEEECAA ECDED
BCDB BD
DCAA AEBECCDDDBABC
ACC CAABCD
CAACC CEB
EBE AED
$ DC
CBAEBDB CB
CDEECBC B
A D
CCCEA DAA
A CAEEEDE
ACDE EC
BDEDC AAADCBEBEBDDADB
DBB CBB
$ CE
BAEBDDEEBA DEBBEDEABEABADB
E C
$ CDD
B CAEDCBAC
BDCCDB ABDDBBDBDBABB
C ECDDDEABABEA
BEAAED CAC
CAEEEDE A
CDBB BED
$ AC
AAD ABBEBDA
DBCBDDECD CBEDAE
EC BEE
EBEDEDBD DDBCBBCDD
EEE CECD
AEDDAABAEBDAEBDDEA DDDBDECBACDCBACEBE
CBBE BBBBACBE
ABAE ECCEABD
DACDEA ECBE
BAEBDDEEBA CAEECBDDBCDBEAADEBBEEDE
DD DAEE
DCCC A
DDC DBDE
CDA CCEEDBB
D CECAABBCCBC
BCCDB EDBEABADBBACDDDA
EBCCEA $
ACCE CAABCDE
DCAAE AEBECCDDDBABCE
DECB ECAA
BCBDABDBACDDDBDB D
$ BDEA
AECDDD EBDBBBB
E EBB
A EDA
DCCC CCECDDBDD
CBECB $
CBDEED BCBDABDBACDDDBDBDD
BDEBC BBEDCDDDD
BEDEBB EDBDCDBAB
$ EBDAEEC
D A
B BBE
A EBEADBD
ACBC ACEDBB
BDCCD E
AADCCEAADDEDEEEBDB EDBACEBC
A D
DDCEDDAEDBDBBD EDBCA
BB CBE
BEAADABBAD E
CCEC DAEDCD
DDCD EDBABDEE
DBDE DDC
BCB ACE
AE CAAC
DAADAEADEBDAD ACAAE
A ADE
CE BEDEDED
ACEEEEE EBABDAC
$ BDE
CCCECDDCAEBCCCC D
AEDACDC DAEDCD
DDDEDCEADAEDECABCC AADB
$ BDEA
CEBEB BECC
CBAEBB $
EDDBBAED CECDE
B CAEDCBAC
AEBECCDDDBABCE DCAAE
BE D
DAEADAAA B
BA CC
EBA DCBAAE
CB BAEDEDAE
DECB CEEB
ECB CBEACAACCDD
EEED DE
BAEBDE A
DEBEC CBEEEEDBE
CBA AD
BBEDCDDDD CBDDAD
BDEDBAAB ECAABA
E EBBD
DAEE DD
ADEC EBA
DBBCD ECACBEDDAACEDEEC
CEBEBE $
CABBBE CCAE
DD DAEE
BEEDDBABBE $
CBDDADDD BAEDCD
EBEADBD A
BD ABAACDEBDB
EBCDBA CDC
CCE ACEDB
CEAABCAC CDEBCAEBAEA
ADE CBAE
BAEBDE A
BCBBCDDCDDB EBEBBBBCDBEEEBBEECBBCDD
DBD AEDACBABDEBDEAACEBEB
BCDB BD
AE $
BAEB CDEBCAEBAE
D C
AA EDDDBD
CABBB CADAACBDD
AEBECCDDDBABCEDCCC DDCDDC
BAACB BEDDB
DDBBDDDB BEEDDBABBEAB
D CCCE
A DAEECE
CCDE BAEABAEDDEDACCC
BCEDDA DAAAC
AABCE CEDDDDABDBDDDADCCBCE
DBB EBDAEECAB
CBAEBB $
DBD AEDACBABDEBDEAACEBEB
ACAE DACDEA
$ CED
CADAACBDD CABBB
AAD CECAACD
DDEACCAC DA
CAABCD ACC
D CCCECDDCAEBCCCC
CDDE EDBE
EEDDCBADBBDD CAABCDEBA
BBBACE BBEBEC
EBCDBAE CDE
BDEA $
BBEDCDDD CBDDA
ABBEBDA AAD
AB BBBCAE
DDBCBBCD EBEDEDB
ACC CAABCD
BBEBABDAA CCCDDDA
DBBDBC CD
AEBECBDBBBCBE D
DA AAD
DDCD DDCCEABCEADC
BDCCD ABDDBBDBDBAB
EBABDAC DCBA
DEEE CCAEDBBDBBDEDDDDECD
CDEECBCE AAC
B CDEECBC
DAAEEEDDB AE
CE BECD
ACBBEBCCAA $
EDBEABADBBACDDDA BCCDB
BEDEDE CBCCA
CABBB CCA
EBBCE CACABEBB
C EBE
EDAEA EE
ACBAC BBEBDEDAEC
BE BBEB
ADDAD DDBBEDCBAD
DAECAD DDBCEDCC
EDDD E
ABAACDEBD CC
CCC AAADCBEBEBDDAD
E EDDD
BEEBAA DEC
EBB B
CBDDA BBEDCDDD
CB CBB
ECAE EDDEBCD
C CAEA
E A
AADB EBACC
BDE B
BAB CEAABCA
DD A
AAD ABBEBDA
EDEDD BCDBEA
DBC BDED
CECAABB CEDDDDABDBDDDAD
AABADEABCEAEDAADC AABCEDA
EDEDDDD EBEADBDEB
$ DAADAEADEBDA
BCCBAE EBBC
EDBEABADBBACDDDAD BCCDBD
CEBABACA E
BCCDB EDBEABADBBACDDDA
DEEEBDADDB DBBCDECDEDEDEDBBCDEC
A EBEADBD
BACADABEDEC DAEDD
BEDAEDAEEEEEBEABAC BABA
BD BDCCBC
AA EDDDBD
ABDDBBDBDBABB BE
ECB DAAEEEDDBE
AAC CDEECBCE
BEDD CCAE
BD EC
DAAA CCCECDDCAEBCCCCAAA
DEDE DBEDE
CAEAEABD CEABDEBCEAABDA
A $
DECCEAEBADAD CCB
AA E
CBB BBBBACB
DCAB DDB
EDDBBA CDDE
CEAA AAEEBAABDBD
DAED BDEA
CABBBE CEEDEC
B EEEBEBA
DB CB
EBDAEEC $
CE DBBDD
AC BCEDD
DBBDEDBBDD DCBBBBBACBBCDB
A EBEABEB
CECEBDD BCBDDCDADD
BE EBBCB
CB E
BCBDDCDADDC DAECE
CECAABB CEDDDDABDBDDDAD
EC CCEBCEEBE
DAD DDEE
DBBDEC DEEEBDADDB
DAADAEADEBDA $
ECDE BAEBC
D AEBECBDBBBCBE
AEE BEC
E BDCCD
CADAAAEB CCC
C D
CCC CB
$ BCCBA
ADD BECC
AADAEDE CEAEE
D C
CBCBB EDDBCABBCBEA
CBAEABEBBCBEABDDCCCEBDCBBBABEBBCDECDDDEDECDB DBBDBBDDDDD
BECCEACC DAABCDBBDBCBDDD
B BAEAAB
EBA B
C BEA
AC CE
A CAEEEDE
$ EBABECA
C DEAD
AA CECAAC
DBBCD ECACBEDDAACEDEEC
DAEBCDBAEBDC BEBCBBDAAEE
BDDCCAEDEEDA CAEEEDEEA
BBBBACBE CBBE
CB BAEDEDAE
BBBBACB CBB
DEEEBDADDB CDC
CA EECE
DAD DDEE
$ CEBEBE
CB D
ECB BEEB
CEC BBB
CA ACEDB
CAEAE CC
CB ECCCE
BEAED EDEBC
ACCE CAABCDE
CBA CAE
EDCE B
$ BDE
DCAACAAE D
CB D
EDADDC D
BCEDDA EBACCBDCDDCCAC
DCAAE AEBECCDDDBABCE
AEDEDBCECCCCC CCA
ECAEBEA ACCCECE
$ BBE
$ AC
A CAEEEDE
AEBECCDDDBABC DCAA
AEDACDCDC BCBA
CAABDCABEEBE AEED
CBAEBB DAACEACBAE
BBEB CBEACAACCDD
BCEECBADEBDCCDEBAB DAEDACDADEAABDEEBBDDAACEADC
BBED DAACEACBAEAA
C ECCEAB
EEED CEDDDDABDBDDDADCCBCE
BAB CEAABCA
AEBCEDCDDD DDACBBEDCD
DAEBBB AA
CB CBB
A D
C ECEECBDC
DEBBEDEABEABADBB DDDADBCAACADADD
DEA EBEB
CBCBB CDDADACEE
