24676
BBBAABABB BBABABBBABBAABBBBABBAABBBABAABBAB
$ AAAAABAAAABABBBABBBBABBBBAAAABAA
$ AAB
AAABBABBAAAABBABBAAB ABBBBA
ABBAABBABBAB AAAABB
B AAAABAABAAABABAAAAAABAB
BBAAA BAABBAAA
BBB ABAABBBABAABAAAB
BAAABBBABBABBA ABBBBAABB
$ BABBBBBBB
BABBABBBBAB BABAAAABBA
AAA AAABABABABBAABABABAABBBBBAAAAAAB
BBBAABABABABBBAABABAABBBBAAA $
BA ABB
BAAAA BABAABAABABABBAAAAAAABBBBBBBBAAAABBB
ABBABAAABAAAABBA AAABABA
AAABBBBBAAABB A
A BA
BAAAABBA ABABAABAABBB
ABAABAABABA BBBABAABB
$ B
ABBBA ABBAAAABBBAAAABABABBBBBAAAAAAB
BBAB AA
BABB $
AABAAAABABABAAAAABABB A
ABABB BAAABBBAA
BAAABAABABBAAAAABABA BABAABABBABBBABB
ABBAABAB BBA
ABABAAB BABAABBAAABAABABAABB
ABAABABAAAABBAA ABAABA
BABAAABAABBAABBAAAB A
AABAABBBABAABA BBABAAAAABAAAAA
BA ABAABBBABBA
B ABAAABAAAAAAAAAAAAABBBBAAAAAABBBABAAAAABBBBAABABAABAABBBBB
BAAABBA ABBB
AABAAAABABABAAABABABBABB ABB
ABAABBBABBBBB AAABBBABABBBBBBBAAAAB
BABBAABBAABA ABAABABBBAABBAABAAABBA
ABBBBBBAAABB B
AA ABBBBBBAABBB
ABBBABBB AABABBB
BAABB $
ABABBA AAAAAABA
BAABABBBBBBBBAA BBABBABAABBABBABBABBAB
BAABBAABABAABBAABA AAABB
ABBABABA ABBBBAAA
BAA A
BBABBABBBAB BB
AA BAABABA
BBBA B
BABBABABAB AA
AABAABABB AAAB
BAABB BABABBBA
AABAAA ABBABBA
AAAABBABBBBAABABBBAAAAAABBAAAABB ABBBAABABAB
AABBBBBABBABBA AABAABBBBAAAABBAABAAABAAB
BABABABBABBAABAB $
ABAABBABBBBAAABBBBBABAAAAABBAAAABAAABBAAABBBABBBABAABBAAAABB AABABB
AAAAABABBBBBBA B
$ ABBAB
BBBA AABBABABBA
BABBA BAAABABBABB
ABBABABBBB AAB
BABBBA ABBAABBAAAB
BAAAB ABBBBABBBBBBBAAAABAA
AABB ABABAABBA
BAABBBABABAABBBBAAAABABAAAAABA ABBAAAB
BAABABABAAB AAAB
AAABABBBAABABBA ABBABABBABA
BABABBBAB ABAAAAABBBBBBBAABBBABBBBBB
ABBABABBABBBBBABABBAB ABBABABBBBAAAB
ABBB ABB
ABBAA AAA
B ABBAABABBA
ABBABBBAABBBAA ABBAABBBABBBBB
BBBAAAABAABABAAABAABBBBBBBBABAABAABBA $
BAABBA BBABABABAAA
AAAAAAABBAABAABAABABABBA AA
BBBB BBBABBAAABABAA
ABB BBAABBABAABBBABBBB
ABAABBBBAAABABAABABBAA ABBABABAAAA
ABAABBBABBBBB AAABBBABABBBBBBBAAAAB
BAAAABAAB BBAABBBABBBBBABABABBBBABBBAAABBA
ABBAAAABBBAAAABABABBBBBAAAAAAB AAABAAAAABBBB
AAABAABBBABABABA AB
BBA AABBBBBAB
$ ABBA
ABAABAABBBBBABBABA $
AABABBBBBBBBA ABBBBAB
ABAB ABBB
A BBABBABAAAB
ABBBBB BBABBAAABBBB
BABBBBBBABABBA ABBAABB
BAABBBBA BBAA
BB BABBABABBB
B AABAAB
AAABBBABABBBBBBBAAAABB ABAABBBABBBBBB
BBBBBAAB ABBAAB
ABBAABABA ABBAAB
BB B
ABBAABABBBBA AABB
ABAAABAAABBAA ABABB
AA AB
$ BABABAAB
ABABAAAAABAA BBAABAAAB
BABAAABBABBAAABBBAABABAAABAAABB B
A $
ABBAAAABAABABBAABBB ABAABAABAABAAAA
A BABAAAA
BBBABBBBBBA BA
ABBAABBBABBB B
AABBBBB BBAA
AAAAABBBB AAB
BBAABA BABAABBBBBBBBAAABB
BAB ABBAABBA
ABBAAB BAAAABBBBABAAABBABBBAABAAABAAAABAABBAABABAA
ABAABABA AAAAAAB
AABAAB AA
ABBBBAA $
A ABBABAB
ABBBABBBBAA BAAAA
$ BAABBBBABBBBBBABBAAAABAAABAAAB
ABA B
AA BBABAAAABBAABABAAABBABABBAAABBB
BAB BABBB
BAAAAAA ABABBBAABAB
ABBA AAAAABBABBBABBBA
AAAABAA BAABABABBABABABAB
ABBBABAABAB AAA
A BAAAAAABBAAA
BAABABBAAAA $
BBBABBABAB ABAABAB
BBBABAABBBBAAAB BA
ABABABBBAAABB BABABA
BBABA BABAA
AABBABB ABBABAAB
BBABABBBABBAABBBBABBAABBBABAABBABB ABBBBAABAAABABABBB
ABBBBAABABAB AAA
AABBABABBAB BBBAB
BB BAAAABAAABBBAABABABB
BBBAAAAABBAAAABAAAAA ABABA
AA AAAAABABABAA
BBAAABABBAABABA BAABABAA
BAABABBBAABBABAABB AAAAABAABABABBBAAABABBB
ABBABB AA
AABBBABABBBBBB BAABBBA
ABAABAAAABABAABBBAAAAB AABBB
AABBABBBABAAABBABBBBA A
BAAAAABAAAAAB A
BAABAAABA ABBBBAABAAAAABABAABBBBABBBBAB
BABABABBBAAAAAAAABABABBBABA ABAAB
BABB AAABAABBAAAAA
ABABBBBABBBBAABBBAABABABABA B
AAAAAABABBAABBA BBAA
AAAAB BABAABBAABAA
AAB ABBABBBBBAAABAB
BABABAABAABBABABBBBBABAABBA BBAAB
BBBABBBA $
BABBB $
ABAAAABAABA BA
AAAAABBBBAA AABAA
ABAABBAABABBBBB AAAAA
BAABAAAAB ABAAB
BABBABABAAABBBAAAAABBAABBBAA $
ABABAA BABAABABBBBABBAABBABBA
ABBB B
$ AAABAAAAAABBABBABAABBBBBBABBB
BAABABBBBBAABAABABAA ABAAAABBBBB
ABAABBBBAABAAAABBABABBABAA A
BBAABAABBBABABBAAA BABAABAAABAAABB
AABABAAAAABB BBAAB
BAAABABBAABABBAABBBBAABBBBAAAAABB BAAAABAAABBBAABABA
BABB $
ABBBABAABABBABABB BABAAAAAAAABAAB
AB BAAAAABAAABABBAABBABBBBBAB
AAAABBBB BBBABBBAABA
$ ABAABBABAAABBBBABBBAAABABAABA
BABAAB AAABB
AAABA AAAABBABABBBBB
ABABABABBAABAAAABAA BBABAABB
ABBAAABABAB ABBB
AABAABABABBABB ABAAAA
ABBABBBBBABBAAAAABA ABBABBAAABAA
ABAAAAB BAABAAB
A BBBABBAABBBB
ABBBBBBAAA AABBBBBABB
AA AAABBBBBABBB
$ BABBABBBABABABB
BAABABABB AAAABB
AAAAAAAABBA AABAABABBBBAAABABAABAAAABABBAABBBBBAAAAAABBBBBAABABABABBBABBABABBABBABABABBAAAB
AABAABBAABABBABABAABBBBAAAB AAAAAAB
$ AAABBA
A ABBAAABBBBAAAAB
$ ABBBBAA
ABABBBBBBB AABA
BAAAAABBA $
ABBAB ABABABABAABAA
ABBAAAAAAABAA AAAAABAAAABBBBB
ABAAAAABBBBBBBAABBBABBBBBB BABABBBAB
BBAAB AABBAABABBABBBA
ABAABBABBABAAAABB AABABAAAAB
$ A
B BABBA
AAABBAABAABBAABAABBAAAAAAAA AA
AABBABBA AABBBAAB
ABBBBBBBBBBBAAAAA BABBAB
AAAAAAABBAABAABAABABABB A
BABBBBBBABABBABAB A
BA AAABBABAABBABA
ABAAAABBBAABB AAAB
AB ABABAAAAAAAABAAABBABBBABABBBBAAAA
AABBBAA ABAABBABABBA
AA BAAABAABB
A ABBAABAAAABABAAAAAABAA
A ABBAA
BABBBBAAB BABA
BBB BAAAAAAABBBBAA
ABBBB ABAAAAABAAAABABAAAB
AAAAAABAABAA ABBAB
AAAAABBAABAA BAAB
BBA BABBABA
AABB ABAAABBABBABBBABBBA
BAA A
BABAAABBBA AAABAAABBBAAABAABAAB
ABB A
ABAAAAA AAAABBBABABAABBB
$ B
BAABAAAB AABAAAABBBBABBB
BABBAABABAAAAAB AABBAABAB
BBB A
AABBBAABBAABBABB AABBAAABAAAABAA
B BABBABABB
BAAAAAAA AAABB
BBBBBA ABBA
AAABBBA AAAABAABAABAAAABBAAAAAAAAAB
AABAAAABBBBAABB ABBABABBBBBBBBBBAAABABBAAABBBABBABA
BB BABABABAAAABBABABBBBAAAAAAAAABABAAABAAAAABAAABA
ABB BAAABBBAABABABBAABAAAAABBABBABBAABB
BAABAA BABABA
AAABBAB AABABBBBABBA
ABBBBAAAABBABAAABBBBABABBBBABAAB BBAAB
BBABAABBABBB BBBBBB
ABABBAABBBBBBBBBBAAAB $
A ABBAB
BBABB AAABABABBABBBBAABAAAB
AABAAABABABBBBABBBBBBAB BABBBBBBBAABBAAABAABBA
ABAABAABBAAAAAAABBABAAABAABBABABBBABAABBBBAABBAAABBBABAB ABAABAA
ABAAABAABBBBAAABBA $
ABB BBBAABAB
AA BBABAB
AAABBBBBAABA AAAABAAAABABABABBBBBAABBAAAABBBAAABAA
BA ABBB
AABBBABA ABAABBAAA
ABAA AABAABA
AABAA BA
AABABBB ABBBABBB
BAABBBABBAABAAAABAAA ABBA
AB $
BBBABAAABB AA
BAAA AAABBBBBABBBAAAA
A ABBBAAAAAABBBA
ABBABBABBBBBAA ABAABB
AAAABABA AAAAABABBABABAB
BABABBAAABA AB
AAABBABAABBABAB BAB
ABBBBBBBAABAAABAAAAB ABBAAAB
ABABBAABBBBBBBBBBAAABBAABA BBA
B BABBBBBBBBBAAABBBBBBABAABAA
B ABBBBAAAAAAABBABAABAABAA
A ABAABABAAAABBAAA
ABA BABBBBBBB
AABAAAAAAABAAABABBAB BBAAABBAAABBBAAB
AAABAABBAAABBBABA ABAB
AAABABABBBAAAABBAAAAAB ABBAABABAAAA
ABAABB ABBBAABABAB
BAA AB
BAABAAAA A
ABBABBABBAA BABBBBBB
ABB AAB
ABBBBAABAAABABABBBB BBABABBBABBAABBBBABBAABBBABAABBABBB
AAA BABBABAA
A ABABAB
ABBABABBBBAA B
BABB ABB
AABAB AABAAAABBBB
AAAAABAAAABABBBABBBBABBBBAAAABAAAA ABB
ABBAA A
BBBA ABAAAA
AABBAABAAB ABAAAB
AABBBAB BABBABBBAAAB
AA AAAB
BAAAAAAABABAB ABBA
BAABBBABABAABBAABABABA ABBABAAABA
AABAABABABB AAABAABBABAAAAABBBAABBBBBAA
AABAAABABBBAAB ABABBBABBAAAB
BABAA AAABBAABAABBAABAABBAAAAAAA
AABABBBBBBAAB BBABBBAA
BABBBBBBBBBAAABBBBBBABAABAABAA BBBBABABABABB
BBAAAAAABAABBA $
BBAABBBA ABAAAA
ABBAB BAABBBABBAABAAAABAAAB
$ AAABAAAABAAABBA
BBBBBBBAAABAAAAAABAABBB AABA
ABBBB ABBBBBBBAB
BBBABB ABBBAA
BAAB ABBBBAAAAAAABBABAABAABAAB
BABAA BBABAAABBBBAAABAAAAAABBBB
AA BAABABA
ABBBABAABAABAAAAA BBAABA
BAAABBAAABAAAAB BBBAABB
AAAAAAAABBABB ABAABBABA
ABAA BABAAABAABBAABBAAABA
AAA AABB
ABBAB ABABA
BB AABBBAABBBBB
BABBABAAB BBBBAAB
B ABBAAAAAAABABABBBAABBAB
$ AAABAABAAAAABBBAABABBA
AABBAA BAAABAAAA
AABAABABBBABBAABB ABAAAABAB
BAAAAAABBAAAAAA AABAABBB
AAAAABBAAAAABAAAAABABBAAABBBB BAABA
AAABBBAAAABAABBBBBAABBBB ABAABBAAAAABBAABBBAA
A BAABBBA
BBB A
AA BAAAAB
BAABBBBBABB AAABAAAAAB
BA BBABABA
B AABABBBAAAABAAA
BBA AABABBBABBABBBABB
BBBABB BBBBBAAAAABABAAAB
$ ABAAABAAABBAA
AA AAAAAABAAAAABAAB
BABAABAAABAAABBBBBBA BA
BBAABA ABA
BBBBAABB BABAAA
BABB $
$ BAABBAAA
BA BABAA
AAABBAAA BABAAB
$ BAABBBBBAABBBAABBAAABBBABAAABAAABABAABB
ABBABABABABBABBAAAAABA AAA
AABBBBBA BABBA
B BBBABBAABA
BB B
ABAAAA BAABAA
AABAAABBBBBAABBABAAABA ABAA
$ BABAAA
AAABBAABAABABAABABAABBBBA AAABBBA
BABAABAAABAAABBBBBBABBAA ABBAB
ABA AB
BAA AA
ABBABBABAABBBBB BBBB
BAAAAAB ABAABAABBABAAABBABAAA
AABA B
ABAABA BBAABAABBBABABBAAABB
AABAAABBABAAABABABAAAAABABAAABBABBBAAB BABBABBBBAAA
BAABABBABABAABB ABBBABBBABBAA
BABABAABBBAAB BABBAB
AA BABBB
AABBABBABAABA BAAABBAABA
AB BAABABB
$ ABABABB
BBB BAAAAAAABBBBAA
AABAABAABBBABB ABBAABBBAAAABABBB
BBABABB ABB
BABAB AAABAABABABBBABAA
ABBBAABAABAAABABBAB AAABBAABABBABABBAB
AAABAABAAAABBAAAB AA
BABBBBBBAAB B
AA ABAABB
ABBAABBAA BBAAAABA
AAB BAAAABBABAAAABABBABABBBBAABA
BA BBAA
ABBBBBABABAAABAAAABAAABAABBA A
AAAAAB B
AAAABBBAAB ABBABBBBAB
BAABAABBBBAABAABBAAAAAABAABBBBAAAAABAB BAAAABBBBA
BABABABABABABA AAA
AAAAABBAAAA BABBABBAABABABBB
AB AABAAAABABABAAABABABBAB
BA $
BABBBBBBBAABABBBAABABABBAAB ABBAABAABBBABBAABA
ABAAABA AABAAAAABAAA
BA ABAA
BBBAABBBB AAABBABAAABB
AAAABAAA BAABABABBABABABABA
AABBABABBAB BAAAAABA
AAA AABAAABBABAAABABABAAAAABABAAABBABBBAA
A AAABBBABAABBBA
BBBAAB BBAABBABAABBBABBB
AAAAABB ABAAAABABAAABABBA
AAAA ABAAAAAB
$ AABABABAAABABBBABABAABABBBBBBBBAAB
AAAAABAABAAAABBABBBAAAAAABABAABB AABABBAABBBAABBABBAABABBABB
BAABBBBBBAB ABBA
BAB AB
BABBAB A
BAAABBAB ABAAAABBAABABAAAABABAAABBABABBBBAAB
AAAA AABBA
AAABAB ABBBABAABABBAB
BBABABABBABBBABABBBABAAAABAAA ABAB
AA ABAA
AAAAABAABAAAABBABBBAAAAAABABA AABAAABAAAAAAAAABB
AAABAB ABBBABAABABBAB
BB BBAABBBAA
ABAAAB BABB
BAAAAB $
BBBBABABBB AABBBAA
BABAABABABBBABBABBBBBB AAABBABAAAB
BABABAAABBBAAABAAABA AAABBAABBBAABABAABABAAAAAAAAB
BAABAABABBBAAABBA BAAAABABBBABAABBBBBABAABA
ABB $
ABBB AAB
AAABAB BAAAAABABAABB
BBB AAAAAA
BAA $
BBBABB ABA
BBABABABAAAB AABABBBABBBABBBBBAAA
AABBAABB BA
$ BAABAABABBAAABBBB
AA AAAABABBBAAABAAB
AAAAA BBA
AAABAABBAAAAAAA BABBAA
BBBABBABABBA ABAABABBA
BBBBBAABABABBB BAAAAAB
BBABBBABAAB BAAAABABBBA
BBAAAB BAABB
$ AAABBBABAABABBBBB
ABBABAAABAAA BAAABBBAABABABBAABAAAAABBABBABB
ABABBBBB AABAABABBBBBAABAAABBABAAAB
BBBBBAABAAAABAB BA
$ AAB
BBBABBBAABAA AAAABBBBA
AAABBAA BBABABBBBB
BA BAAAAABBBBAABAAB
ABAAAAA ABB
BAABAABBBAB AABBABBBA
ABBBAABABA ABAAB
$ BABABAABAABBABABBBBBABAABB
ABABBBBBBB A
AAAB ABAABBABBABA
ABAAAAA ABB
B ABBBBAAAAA
ABBAAABABBAABA BAB
AB AABABAAAABABAAAAAABBBBABAAAABAA
BB BAABB
AAAAABBAA BAABBBABAABBBAB
AA BAAB
AAABAAABABAABBABABABBABABBB BAABAAA
BAABABABAAAABBABABBBB ABAABBABBBAABBA
AABA ABABBBAAABBBAAAAAABBB
BABABAABAABBABABBBBBABAABBAA ABBBAAABBBBBBBAAAAAAABAAAABBBABBABAA
AAAB BABBABAABABA
ABABAABABBAABBAAAA BAA
ABBBABABAAABBBABABBAABBAA AB
AAABBABAABBA $
AABB ABABAABBA
BBAABBBBBB ABAAABAAABBABAABAAB
AABBABBA ABBAAABBABAABBB
AAAAAAABBAAAAA ABBAABA
AAAABABABBABAB BAAAABA
ABAB A
A BAAB
ABA BBBAB
ABAAAAABAABBABB BAAABABAABAABBAABBABAABBBA
A ABABABBABBABAA
BBAAAAAABB BABABABABBAABABAB
ABAAABA BBABABBABAABBABBABBAAABBBABABBBA
AAAAAAAABB AB
$ AAAABBBBBBB
BAAAABBBBABAAABBABBBAABAAABAAAABAABBAABA ABBBBAA
ABAABBABAA ABBBAA
AB ABAABABAAAAABABABAABBBBBAABA
BBABABB ABB
AAAAAAABBABABABBBBBAAAAABAABBBB AB
BAA BBBABABBAA
AABBBAABBAABBABBAA ABBBBBAAABBBBABAABBABBA
AABBABB AAAB
BABBBB BAABBBBABBBBBBAABBBAAABBBABAAABAB
ABBBABBBBAAA AAABABAAA
AAB A
BABAAABA ABAAABAABAAABBAABBBBBBAABAAAB
ABBABA BAABABABAA
AABAAABBBBBAABBABAAABA ABAA
ABAABBBBABAABAB BBB
BABBABABAAABBBAAAAABBAABBBAA $
ABBAAAB ABAAAAABB
B ABBBBABBBAABABABABBA
AABAABAB BAABAAB
B AB
BBBAABB BABBAABABAAA
ABBABBABAABBB BB
AAAAABAAAAABB ABBAABABAABBBA
ABBAAAB AAABBAABA
BA BBAA
AB BAB
AABABBBBABAAABBABBBAABBABA ABBAABAA
BBAABAABBBABABBAAABBB ABAAAABAA
B $
ABBAABBBABBBBAB BAAABABBAAABABAAA
BBBAAABA ABBABABB
BAAAABBBBAABAB $
ABBABBAA BABBBAAABAAA
$ A
AAAAA ABBABAB
AB ABBABAAABABAABBBAABABBAA
AAB $
ABBBAABBA BAAAAAAAAAABAABBBAABAB
AABBAAABBBAAAAABBBBBBAABABBAAAB ABBABBBAB
AAABBAABBAABBABBBABABBAABABBBABAAAABBBAABAABAABBBABABBA ABBAABAAABAABAAAA
BAABABBAABAAAAAAAAB BABBBAAA
A BABAAAAA
ABBBBBBBABBAAAAB BAAAAAABBAAA
AAAAA AABAABBAABABBABABAABBBBAA
ABBBBBAAABA BAABAA
BBBAABABBB AAAAAAABBBAA
B AAABBABA
BBAABABBBBAAAABAAB A
B BAAAA
BBBBABABAB AAAAABBABBBABBBABA
BBAABBBA A
BAAAA AAAAABBABAAAAAABBABBABBABABAABBAAAAABBABBA
ABBABABBBBAA ABBABABBABBBBBABABB
BBBA BABAA
ABBA BAABBBBBBAB
ABAAABAAAAA BAABBBBABAAB
ABA BA
$ ABAABBBBAAABABAABABB
BBB ABABBAAAAAABBAB
AAABABBBBAAA BAABABABB
BBABA $
BAAB ABAAB
ABABAAAAABAA A
AABBBA AAAAAABABB
ABBBA A
B AAABBBA
AAB ABAAAAAAAAB
AAABBBAABBBA AAAABAABAABAAAABBAAAAAAAAAB
ABBA $
BBBABAABAABBAABBABBBA ABBABABBBBBBAAA
AB AAB
BB ABABABBB
ABABAAAAABA $
AAAABBBBBBBBABBAABABA ABBAAA
BAABBBAABBBAABABBABBABABBABBAA BBBABBABBB
AAABABBBAABAABAABBB $
ABA AB
AAABBBABABAAAABBAAAAB ABBABAAAA
BBAAAABABB ABBBBABAABAABABABAABBABBB
ABBAAABB AAABA
BBBBBBBAABB AAABAABBAA
AB BABBABBAABABAB
BABAABABBABBBABB BAAABAABABBAAAAABABA
ABBABBAAB B
BB ABBBBBBAAABAABA
ABABAA ABAB
BABBAB BBBB
AAAAABAAAABABBBABBBBABBBBAAAABAAA B
ABAAAABAABBAABAAAAABBABBABB $
AAAAAAAABAAAABBAABBABAABAAABAAAABBABBABBA B
BBAAB AAABAABAAAABBAA
BBAAABABBAABABA BAABABAA
ABABAABBA BAABBB
AABABABAAABAB ABAA
AA AAAABABBBAAABAABA
ABAABB AAAAA
BAAAAAAABBBBA AAAB
BABAB AAAAABBAAAA
BAAABBBABBABBAA ABBBBAABBA
A $
BAAAABA AB
ABABBBABAAABABABBABBAAAABAB ABBAAABBABAABB
B ABABAA
BABAAAABBBAAAAA AAA
AAABABABBABBAAB AAABBBAAABBBABABBBBBA
BBAABBB $
AABBABA ABBABAABBAAAABAABBBABBABA
BBAA ABBBBAAAABBABAAABBBBABABBBBABAA
BABB BB
$ BBABABBBABBAABBBBABBAABBBABAABBABBB
ABBBABBB BBBBAABABBABBBABBAAABBABAABBBA
ABBBBBAAAB AAAABBBAAB
ABAAAABABAAAB AA
AABAAAA ABBABBAA
BABB A
ABBABBABAABBBBBB BABABABABBAABABABBA
ABAABBAAABAA AABBAABAABBBB
AABABBABABAABBABABAAABBAAABBBABAAABA BBABBAA
AA BABABBBAAABAABBBBBABBABAAAAABABAABABBBAB
BABAABABBBBABBAABBAB AAAAABBAABAABBAAAAAAABAAABA
ABBAABAABAAABB AAB
BBBBBAABBBA A
A BBABAAABAA
BA BABBAB
AAB $
AB AABAAAAB
BA BB
ABBBABABAAABBBABABBAAB ABBBAABBBABBABBBBBABBBBAAAAB
AAA BAAAAB
BBBB BBBABBAAABABAA
AAB BB
BA BBAABBBBBB
BAAABAAABBABAAAAA ABAAAABABABBBBABBBAA
$ B
B AAAB
AABABBB ABBBABBB
AAABAA $
BBBBB ABB
BAABABBABABAABB ABBBABBBABBAA
ABBAA AAAABBBBBBBBABBAABAB
AABABBABBBABABAAAAB AABA
ABBAAA ABBBBBBBAABAAABAAAA
BAA BBBABAABBBBAAABA
BAAAABBABABABB ABAAABAABABABABBBAAAABBAABBBBBBBBAB
$ B
BAAAABBABAAAABABBABABBBBAAB $
AB AAABAAABB
BAABBAABABBAAA ABBAAB
BABBAB BB
BBB BAB
ABBBBAB AABABBBBBBBBA
$ ABBBAAB
AABAAB $
AABABABBAABBBAABABBAAAAABAAAA BABBABABAAABBBAAAAABBAABBBAABB
AAABABBBAABABB B
BAB ABAABBAAA
AAABAAAABAAAB ABAAB
AB AAAABBBBABAAAAABAABBAABBAAB
ABABBBAABBBABBBB BBAABBABABABABBBBABB
B BABBBA
AABABBB ABBBABBB
ABABABBBA BAAABAABABABBABABBB
BBAAA BAABBBBABBBBBBAABBBAAABBBABAA
ABAB AABA
ABBBABAABAABAAA BABAABABABAAAAABBBBBBAABBA
A AA
AABAABBAABBABBBBBAAA AAAAAB
AB AAABAAAABA
$ AABAABAABAABBAABABBAAAAB
BABA BABABBBAABBAAAABB
ABBAABAAA AABABBBBABAAABBABBBAABBABAA
BAB AAAABABBABAB
$ BB
BABABAB BABABAABBBAABBABB
B BAABAAA
BBABAAABABAABAB ABABAAAABBBBBAAABABABBABABBAAAAAAAABB
AAAAABABB ABBBAAAAAA
ABBAABABBB BAABBAABABBAAAABBB
AABAB ABAABBB
AABBABB BABAB
AAABBAABBAABBABBBABABBAABABBBABAAAABBBAABAABAABBBABA ABABAB
ABBBABAABABBA AAABA
BBAABBBA A
BBBAABBBBB BABB
AAABBA ABBBBAABAABBAB
ABABABBABBBABABAA BABABABAAAB
ABBBBBBBAA AABAAAAAABBABBBBABBABAABBBAABAABAAAAAAA
ABAABBAAABAAAB AABBAABAABBBBAB
AABBBAABB AABBA
B $
ABAABBA A
BBBAABB AAABBABAAA
AAABBBABAAAAAB BABBABBBBAAAAA
BAAABABBAABABBAABBBBAABBBBAAAAABB BBBBBAABA
AAAAAAAABABBBAAABBAA ABBAABA
B BABBABAABBAABB
$ BBBA
AAAABAA BAABB
BAABA AABBAABBABABABBBABBBBB
ABBBABAABAABAA BABAABABABAAAAABBBBBBAABB
AAAAAAAABBA AABAABABBBBAAABABAABAAAABABBAABBBBBAAAAAABBBBBAABABABABBBABBABABBABBABABABBAAAB
$ BBA
$ AB
AB BA
B BAAABABBABB
ABBBABAABAABAAA BBA
B $
$ ABABBBAAB
ABAAB ABBBBABABBAABB
BBAABA AB
$ BAABABAAAAAAA
$ AAAAAABBA
ABBBAA ABBABBBBAA
AA AABAAABBABAAABABABAAAAABABAAABBABBBA
BBABAB B
$ BAABABBBBBBBBAA
BABAABABBBAABBBAABBBABBBABBBBBA BBBAB
$ BBBABAB
AABAAAABABA BABBAAA
AAABABA A
AAAABAB AABBABAAAAAAB
AAA ABBBBABBBAABABAB
AAAAABBABBBABBBA ABBA
ABAAAABABABBBBABBBAAB ABBABBBAAABBABAAAAAABBB
BBABABBBABBAABBBBABBAABBBABAABBA ABBBBAABAAABABAB
$ AAABABBBAABAB
ABAAAAABAAAABABAAABAAB ABABBBBB
AABBBBABABAAAB ABBAA
BBAAB ABABBAABB
AAAB BABABBBBAABAAABA
BABA BB
AB BAAAABBBBAABAB
AABABBBAAAAB ABBAABABABBBBA
BB AAABAABB
BB AAB
BABBABAABA BBABAAAAABAAAAAABB
ABABBAA ABABABAAAAABAABBB
AABBB BA
BBABBBBBAABBBABABABBBBAAABBBABAAAAA AA
$ BABABBB
AABABABAAABABBBABABAABABBBBBBBBAABBAB $
BB BAABB
ABABBBBABBBBAABBBAABABABABAB ABBABBAABAAAB
$ ABBBBAAAAAAABBABAABAA
ABBAAAAAAABABABBBAABBAB B
ABA AAABABABAAABAAAABBBAA
AAAB ABAAAABABAAABAB
AABBAABAABBBBAB BBBAAA
ABBAA ABBBBBBBAABAAABAAA
B $
AAABBAABABBABA ABBBAABAABAAABA
AABAAAABBB AABA
BBAABABBBBABAAAB ABABABABBAAAAABBBAA
AAABBBABAABABBBBBB BABABBABBABBBBBBA
AAA ABBBAABBBBBBABABAAAABBAAB
ABBAAABBBAA AAABABABABABBBBBBB
BABABBAAABA AAABBABBAABABAABBBBBBBBBABA
AABBAAAAB BA
AAABBBA ABAAAAAA
BBAA AABBBBB
BBABAABAAAAB AAAAAAB
ABBAABABB ABBAB
ABAABABAAAABBAA ABAABA
BBAA AAAB
AA ABBABAAABAAAABBBABABBABBABABAAAABABAA
AAAB A
$ BAAA
ABBBBABAABAABABABAABBA AB
$ ABBBBAAAB
BBABAAB AA
AABBABBA BAAAB
BABB AABAAAABBABBBAA
BAAAAAAAABBBBAAABBBBABBABBBBBBBBBAABBBAA BABBABBBABABABB
AABAAB A
ABBBABBBBB AABABBBBB
AAABBBAABABAABBAABA BABBBAAB
BABBBAAB AA
AAB A
AB AAB
ABABA B
ABABBBAB ABBBBAABAA
AABAABABA BAAABBBABBAABAAAABBBBABBABAAAA
AAABB ABAAAABBABB
BAB AAABA
ABAAABAB AAABBABAABABAA
BBBAAAABAAAABABABBBAAABABAAAABBAAAAA BABBBBBABAABBBABBBABBBABBB
AAB $
BABABBAAABAB $
AABAABABBBBAAABABAABAAAABABBAABBBBBAAAAAABBBBBAABABABABBBABBABABBABBABABABBAAABB AAAAAAAABBAB
AAABBABBB BAABABBBAABBABAABBAAA
AAAAABBBABAAAAABBAAB BABBBA
ABBAABAAABA BAAABAAA
BAAB ABBBBBAAAAABABBABAAABB
B ABBABBABAABB
BBBABA B
BA BBBABBAABAA
ABBAAAABAABABBA BBAAAAB
ABAAAABBA AAA
BBBBAAB $
ABAA BAAB
A AAABBBBBBAAAAAAABAAA
BAABBBABABAABBAABABAB ABBABAAAB
A AABBAABAABAAAAABBAABABABBA
ABBAAAB BAABBBABABAABBBBAAAABABAAAAABA
BA ABBAABAB
$ ABABBBBABBBBAABBBAABABABABABAB
BBBBABA ABBAB
BB BBABBBAB
AABBAABAB A
AABBA AAAABBBABB
BA BBBAABBB
ABAABBBABAABAAABA ABB
AAAAAAABBAABAABAABABABB A
AB AAAAA
ABAAB AAABBBABAABB
AABABABBAABBBAABABBAAAAABAAA ABABABBBBAABBB
BABABBABABABBB B
A BAA
ABB ABBABBBABABAAAABBAABAAAAABAAABABBAABAAAABB
AABBBAB AAAAAABABBB
AAABABABABBAABABABAABBBBBAAAAAAB AAA
B BBBABBA
BAABBA ABAABBBBAABBBBABAAAAABBB
BAABABBBBBAABAAB ABAAAABBBBBA
AA BBBABAAABB
ABBBABABAAABBBABABB ABBBAABBBABBABBBBBABBBBAA
ABAABABAA AB
