17566
bbaaabbbb baaaaabaab
bbabbbba bbbaaba
bbabb babb
baabaa aaaabbbbb
abaa abaaa
baaaaab ba
babbbbaa abaabaaaab
baaaaba abababba
aabba babab
bbbb aaaaab
aaab bbabba
ababb babbb
aaaaa baab
baa bbaa
aabaaa abbaaaa
abbb aaab
babb babaaba
bbbaba bababa
abbbaab aababa
babbaaaa baaaaabb
abaaa aabbb
bbbaaaa bbbababa
aabaa baaabba
ab bba
bbbbba abbabb
baaabbabaa abaaaabb
bbbbb aabbb
abaa bb
aaabbaaaa aaababbaab
baaaba bbaaba
bb aaaab
abbbba abbba
abaaaaa baaabbb
bbbbab aab
abb abba
aaa abaa
bbba bba
abbbaba baabaaa
aaab bbaba
aabab ba
abbbaa babaaaa
bbbba aaba
baaaaabaa aaabababb
bbbbbaa bbaaa
abbbabbb bbba
abbba abaaab
baaa aabba
aaabb aaaa
aaabba babaaaa
aaab aaa
ababbbbba babababaa
aaaaba aababb
ba abba
baab abaaaab
aabbbabbabb ababbaaaaab
aababba abaabaa
abababa aabbaa
baaaab aaabab
aaa aabb
abbaaa baabaa
bbabaaaab abbbaab
aaaa bbbbaaba
bba ab
abbaaabb bbbabbb
baba bbb
bbbaaa bab
bbbbbab baabbb
babbabbbb bbaabaaab
bbaa abba
abb aabaa
aababaa abbabba
bbbbbb bbbab
abaaaab bbbabab
baabbabba bbbababbb
aaababbb aaababaa
babaaaba ababbaaa
abaabb bababba
bbaaabb baabaa
baaa abbb
ababba bbbbaba
aabaaaab babaa
babbbbbbba babaaabba
abaaabbbba baaaaabbaaa
aab b
aab bbb
abbbb bbababb
bbbab abaa
ab aba
aa aabbbba
aaabbbb aabab
aaabab aaaabb
abaab bbabab
abb abaaaa
aababa babbbb
baaaaba aaa
bababbb bbaba
abbbba babbaa
baaabaaab aabbbbbba
bb ab
bbaaaaa aabaaaabb
bbbbbb bbbabba
babb ababaab
aaaaaab bbaabab
b abbaaa
bbaaabba baaabbbab
bbb aabbaaa
aabbaab abbb
baabaa ababaaa
babaabbb aaabbaab
baababaab baababbbbb
abaaa abaaab
bbbbb bab
bbbaaaa ababbbb
baa aba
baaa aaaba
abbaaaa bbbaaaa
aa aaabba
aabbbbb abaa
bbbbbba aababaa
abbbb aaab
aabb aabaaaa
aaaaba abababa
aababa baaaba
aababab bbaaaab
baaaa bbbbb
b a
bbaba aaa
baa aba
abbb bbb
abbaaa babbbba
aabbb abbaaaabb
baa baabba
aaabb aabab
abaaaaaab bbaaabaab
abbababba ababababbaab
baaabb bbaa
aaaaba abbabaa
aabab aaa
baabaaa baaa
aab abb
abaaaabbb babababaa
babbb baab
bbab bbaa
aaaaabbabb baabaab
baa bbaab
abbbbaaabab abbbaabbabaa
bbbaaaabbbbaaba aababbabbbbbabb
baba abaaa
bbbbaa aaabab
baaba abbb
baaaa bbabaa
aaabbaab ababaaba
abbaba baab
abbbaa baaaa
abaababb aaabb
abbbbbba bbaa
ababbaba abaaba
aaaaba bbbb
aaababbb abbaaaa
abbaba babaab
baaa bbba
babababb babaa
bbbbb abaaaaa
baa babbbaa
aaababbbbb bababbbaba
aabbbb bababa
baabbaaa aaabab
aaab bbaab
aaaab bbababa
bab aaa
bb ababbb
aaa bb
abba babb
aaaa bbaa
ababbbbbbbaa bbbbbbbaabbaa
aababa abbbbb
bbbbb abba
abbb bbbaa
aabbabbb abbaaaab
bbbb bab
babb baab
bbaaa bbaa
bbaa babb
bb baaba
aaaababa aabab
bbbabbb aba
baa aabb
baaaababa aaaabbbaab
ab bab
abbbb aaaba
bbaba aabbb
ababaaa bbba
aaa a
ab bab
bbbb baabba
babbba babaaaa
aab bbaaaa
aabaaabb aaaabbb
abbabbaa bbabaabaa
abbbabaaa babbaba
aabbaaa abbbaaaa
abbaabbbbbba abbababbaab
aabb abaa
bbbaaba baabbaab
baa aaaab
aabbbb aabba
bbaaaab abaabaa
bbb aaba
abbaa bbbbbbb
a bbabbbb
babaaba bbbbaaa
bbb a
baba baaab
aba aaba
aabaab bbaaa
baaabbb aabaa
bbaab bbbbbb
baabaa baabbab
bbbabba bbaaabb
aba bbb
abbbb abbba
ababb baabaaba
a bb
abaabbba bbaaaaba
aabbb aabbbb
babbabb baaab
aaaaaba bbbaaab
aa a
aabbaabbb abbababb
bbba aaaab
aabb bbbbab
abbbbb babbab
abb baba
bbbabab bbbbaab
bb bbabaab
bbbba abaaaa
ababababb bbabbaab
aaaab abbaabb
abaaab aaaabb
aaabba aaaabb
abaababaaaaa abbbabbbaaaa
aaab aaaaaba
bbbab abbbba
abbaba abbbaa
aaaaa babaaaa
abbaab baaa
ababab baba
babbbbaaabaa aa
ab ababb
aaaba baabb
aabbb bbbb
a baa
babbabb aabaaaa
baaabaaa bababaa
aaabbb aaaabb
bbbbba babbbbab
abb aab
babaaa aaa
ababa bbaba
ba aabbab
ababa babbaa
abbabaa aaaaa
abaababa aabbabaa
bbba baab
baaabb bbbbbb
babbaaba abababaa
bbb aaaab
aaab aabbabaa
abb aaabaa
bbbabb bbba
aabb abbab
aa bbbbbb
bb bba
ababaaa bbba
babab bbaba
abaab baaba
babaa babaabba
aaab baaabb
bbbab baabab
abbbaaba ababbaab
abbabaaa bbabaa
bbaba aaaabaab
abbaab bbababb
bbaaabbbb bbbababb
baaa bbbaa
baab abab
abaab aba
bbbabbbbb aabbbaaa
bbbb abbba
baabbbababb abbbabbabaaaa
baaaba baabbb
abbaabb bbbbbb
aabba b
babaa aab
abbbbaa bab
aaabaaab bbbaaab
abbbaaaba aaabbaabba
aab bbbab
aba bbb
aaaaba bababa
ababb abbbbba
babaaa babba
baaab bba
babb baba
abbabba baaaab
ababbbaba abbabaa
aabaabaa bbaaba
baaaaaaba bbabbbabb
aabbb aaabb
aabaaabb baaabaab
abba ababa
babaaaaab baabaa
bbbabbabba bbbabab
baaaaba bababa
aaa bbba
babaabab aaababbb
bbaaababaa abaaaabaaaa
baabaaba aababbb
aabaaaaaaa bababbaab
aabb babb
abbba babb
bbaabab bbabbab
aaabbb aabbbbbb
bba ba
bbaba baaa
abaaa abba
aa aab
abbbb baab
bbbaab aabbba
aba bab
baaaaba bbbaaab
bbbbabaa bbbbabbab
ba bbb
ababba bbabbbb
babbba bbaaaba
b bbb
abbaba bbbbaa
bba ba
abab aa
abaabb babbba
abaabb babaa
babbba baa
bbaabaab baaabbaa
bbbbbb baabbaaab
baa bbba
aaabab abbaba
baaabab aaababb
bbabbaab aaabbbbb
abba ba
abbbb baaab
babab abbbbab
abbba aaaaa
bbaabaaab abaaabba
baaabb aaabbb
aab bba
aababbba abaaaabb
baaabab aaaaaaa
aaaa bab
aaaaaaa bbaaabba
aaa abaa
bbbbb aabba
aba bbbb
ab abbaa
aababbba bbaaaaa
abbabbb aaaabaa
baaabab bbbbbb
bbbabaa bbbbabb
bb ab
b abaaa
abaaa bbba
abaa baaa
aaaaba babaaa
baa bbab
aaaaaa aaaba
aaab abbbba
aba bb
baaabba babbba
aabbaaab aaabaa
aaabbab ababbb
b abaaa
ba a
abaa abaaa
bbba aaabb
bb b
abb aa
abaab babbbab
baabba abbba
aaabbba ab
aababababb bbaaabbbba
aabaa aaaabb
baababbbaa aaaaaaaaba
baaabb babbab
baaba bbbaa
aabbbaaaba bbbaabaaba
bbaa ab
baab bab
aaaa aaaba
bb aaba
bbaaaaba bbbbbbbb
bbbbbaa bbbaa
aaabbbbaa aabababbbbabab
bbaaba baba
baaaab bbbbbb
ababbbba abbababa
abb abbaabbbb
aaabbbabaab bababaaaaab
aabaa ababab
ababa aabba
baababb aaaa
abbbba baaab
aaabbb abbaa
bbbaabb aababbba
aaabaaa bbbbaab
bbaabbaaa abbabaaaab
abbbabaab bbabaaabb
babbabbbaabba aaababbabbaba
abaa abbaaaaaa
b aba
ab baba
abaabbb babba
babb ab
bbbbaabaaa bbbaabbaabb
baaa baab
bbabaa baaba
bbaabb babaaaaabb
aab abba
abbb baaba
bbb aaab
abbaaa aaabbabb
bba bbabb
bbabaaa bbbbba
babbbba bbbba
baabb abaabba
aba baaab
aaaabababbbb baabaababaa
abaaaa a
abab bbaaaa
bbabbb bbaaab
bababbab aabbaaaaaaa
abbab bab
aaa aa
baabb abbaa
babaababb abbbbbbab
babaabb aabbbaba
abbaaba bbaabbb
babaab bbaba
bbbab ba
babab abaaa
ab ba
bbbaba ababbb
aa baab
bbbbabb aabbabaa
abaa baaa
bbbbbaaaaa aaaaaababb
abbabab aaabaab
babaaba bababab
aba bbba
bbbbaa aabaaba
aaaaba aaaa
bababa ababaa
aabbbbaaaa aabbaababa
baababbab baaaaabb
aabaaa bababaab
aabba bbbbaa
abb baabbaaa
aaababbaaa babaaaaa
babbba baabbb
bbabba aaaaba
ababa aaaabab
babbbb aaaab
abaaba bbaabb
baabaa bbbbab
abbbbbaa bbaabaabb
ababba babaaa
aabbbbabbab bababababbb
abaa abba
babbb bbaba
baaaaabaaa aaabbabbbb
aabaababb baabbaba
bbbabba aaaaabbb
abb aabbb
abbaaab baabaaa
baaab abab
baaaba babaaa
bbaa ababa
aab babb
bbabbbb babaabb
aaa abaab
a b
baa aab
ababa babb
baabbbaab abaabaabb
aba aaab
baabaaa baababa
abbb aaa
aaabaaab bbbaabbaaaabb
abbabbba aaabaab
abbaaab bbaabb
bbbbab babbbb
a ab
abbb bbbb
baaaba baaa
aabba baaba
abaaa aaaba
ba abb
aabaaab abbaaa
bba aaa
bb abbbaab
bbaaaaaa bbbbbaba
aabbbb aaab
aabbbaa bbbbabb
bbaaabb babaab
bbabbbba abababbaa
aaaaabaaa baabbbabaa
abbbba bbbaa
baaaaa bbabbbb
b bbababa
abbb bab
bb abaa
bbbab baabb
bbb abbab
bbbabbba bbbbbb
ab ababa
bbbba aabb
abaa babb
bbbab abab
babaabaabbbab bbbabbbaabab
ababa abbaaaaa
aa bbbbaa
aaba aaabaaba
baabbba bbbabbb
bbb aaaa
bbbbaab aabbbaa
bbbbbab baaabba
bb aaa
aa b
abba bb
bbab aab
aaabba bbab
aaabaa bbaabaa
aabaaaabbb bbabbbabbb
babbb aabaa
babbabb aaaaabbb
aaaaba aaabbb
bbb aaabb
baaba baaabba
baaabab baaab
aabaaba babbaaaa
bba abbb
bbbb bbababa
abbba bbbb
aaabbab aaabaabaa
abaaa bb
bbababbba bbbbabab
aababaaaa babbaaa
aababaabaaab baaababbabaab
bbaababb abbaabb
aaaba bbba
aaabaa abbaaa
bbaaaa aabab
ababb abbb
bbbb bbbaa
bbb baa
baaabba baabaaa
baaba baabbba
babbaa bbbaab
bbbbbabaa abbaaaab
aabaabab abbabaaaa
abbaaaa aabbaa
ababbb abbaba
abbaba abaa
abbabbaa bbbbaab
aaaaaa abaaa
abbbbb ab
abab aba
aaaaabaa abbab
abba bbab
bababa aabbab
abbaa aababb
bbaba bababba
bbbabbbab aabbbaabaa
aaaaa abaaab
abba aba
bbbbab aabbaaba
aba bbb
aabab bbbbb
bba babab
baaabb bbbaaa
bbaaba ababb
bbaab ab
aaaaabbb bbbba
bba aaaab
bbbabb bbbaba
aaaba baabb
ababb bbababab
abbabbabb baabbabaa
abbab babba
abaa aaaba
abbabaaa bbaabbba
baaab abaabb
baaaaaabb aaab
abab bb
abbbabb aba
bbaba abaab
aababbb abaa
aa aab
babaa bba
ababbaa abaabbba
ab ba
bbababbb babbbaaa
bba aaaab
abbaaa bbbb
b a
ababbab abaaba
abbbaabb bbababbb
abaaaaaaa bababaaab
baaaaaa ab
bb aaa
abbab babaaa
aabbabba bbabaaba
bbbabaaaaa abbbbabbba
aababa abbaaba
aabbba aaaaba
ababa bbba
bbbab aababa
babb aaaa
aa baaa
aab ababb
babbab aaabb
bbabbabbbab aaabbabbabbb
bbaaa bbaabb
ba abbbabaa
bbbbaab bbabba
aba aaa
abba aaabbaa
ba aba
ba bba
bbaaaba bbabbb
baaa baab
bbaaaab abbbbb
abaaab aaabba
aaabbb aabbb
abaaaa bbbba
bbaa bab
bb baab
abbbbaa b
abaabab abaabb
bbabaaaa baaababb
bbbbaaaba baabaaab
bbbaab bababb
babab abb
baaba aababa
bbbbbba aababaaaa
abbaa abaaab
aabbabab bababa
aabb bbababa
babbb bbb
aabba abaabb
aaabb baaab
bbbb abaaaa
aaabaabbb bbaabbbbb
abaab baaaa
aabababbb abbaabab
baa aaa
aaaaaa babbaabb
babba aabbba
aaa baa
ababbaa bbbaaab
abb bbbba
bbb bbbbab
aababaa baaaba
aabaa babbb
abaa a
bb a
bba aab
bbbaaaa aaabbaa
abaababb abbaba
abbbaaa aabb
baab aa
bbaaa aabbbbbb
babb a
baabba bbaaab
abaab ababbaa
abba aababa
bbbabaab aabbba
bab baaabbabb
bbaaa babbaa
abbbba aaababaa
bbbabb abaabb
abbbba bbabaa
bbabbaaaab bbbbabbab
aabbbaaa aabbabab
bbaaab bbaab
bbbaab baaab
baabab baaaaa
bbbaabbaaabaa bababababbbb
abbaba abbab
bbbba baab
aab babba
aaab babb
baa b
ababa baabab
babbbba bbaaaab
bbbbbb aaaaab
baaab bbbab
bbabb aabbabb
baaaab aab
bbaa abbba
bbba bababb
bbbb bbabba
aabbba ab
ab abb
abaab baaab
abb bbba
aaba bbbbb
aabaaaa baabbbb
aba baab
aabaabab aabaabbba
aba ab
abaaba aaaaa
bbbaabb aab
bbaab bbbab
baaba bbbbab
bbbabbb babbbb
baaaab babaaa
bbaababa babbbbbb
aabbb bbaaaaabb
b baa
ababbab bbbaa
aaaaaabbaa babbbba
bbbbb abaab
baabbab bbabaab
babaab aabba
babaaaba abbabbab
baabbbaba baabbbbbab
bababaa bbbba
baaba abbaaa
abbaaba bbabaaa
abaaa b
bbbaaa aaaaa
aba abbab
abababab ababba
baabbbbaaaa abbababbabab
bbbaba aaaaab
baa bbaabb
baaba babbb
abb bab
bbbaabb baaabba
ab abbbbb
babb a
bbaab a
bbbbbbaab aaaababbb
abbbba bbbaaba
baaaaa ababaa
aaaabbaa ababbab
bbbaa aabbb
abbbabb bababb
ababbb baabbbb
baba aabab
aaabbab baabbaba
abaababbb abaaaabab
baabab bababbb
baababaabb babababa
abbbbbaa aaabb
a aaabbabb
abaaaa abaabaa
abbbaaba ababaa
abbb ab
aaa bababaa
bbabbbabb bbabbbababa
abaa aba
bbaaa bbbbb
aabaaab babbabab
aaabaab bbabaab
abbbaa b
bb bba
abbbaab bababab
b bab
baaa babab
bbabaa baaa
ababa aabbb
bbabbaa abaaaa
aaa bab
abbbb aaaba
babbba bbbbb
bbb a
aaab b
aabb abaab
baab aaba
bbaab babba
bbbb abbaa
aabbbaba abbaabb
abbabab babaaab
abaabb bbbaaa
baba aa
baabbb aaaaaaba
ab aa
aaabbb bbabab
aaabaababbbabaaba aabbaabaaabbab
bbbb aa
baaaab bbbabba
aaaa bbbba
baa bb
abbaba abaabaaa
bbbba bababbaaa
babaaaa ababbbbb
baabbb babaaaa
baabb aaabaa
bbbbba bbabbb
abaaab abaabb
baabbabaab aabbbabaab
abaa abaaa
babaab bbaaba
ababaa aaabbb
aaabbb aabaaab
bbbbbbab baaaabbbb
a ba
bbbaaabb abbaabba
b a
baabb baaa
aa b
aabbbb bab
ababaab baabbabba
aa abab
bbbaaaaba aaaabbbbb
bbbbbba ababbab
aaabab aababb
aaab aaa
abab baaaa
baabbbba babbbbab
ba a
bab aab
abaababa aaaaabb
bab abaabaa
abaab baabaa
abbbbbab aababbab
babbb babaa
bbabaaaa bababbaba
aabbaaaa bbbaaab
babbb abab
abb aaaba
bbbbbaa bbbbabb
bab ba
baabbaabbbbb abbababbab
aabb aa
baabaaabaaaa aabaabbaaaba
abab bbaa
bbabbab baabbbb
bb aa
bbbbbb baaaa
abaaaaa abababa
bbbaaa bbbbabaa
bbbbaa bababaa
babbaab aabaaaab
baabbab babbb
a aaaaaab
bbbbbbb aaa
babbbba baabbbab
ba aab
aaaabbbbb aabbbbb
bbb baaab
aaababaaa abbbbbaa
abbaabba baaabbba
abaaabbb baaaaaab
bbababab aababaa
bbbbbbaaaaaa bbaaaabbbabb
bbaa aabb
baaabbb bbbbaab
bbabba aabbbb
aaaabaa aababaa
abbbbb bbbaab
aabaabbab bbaaababa
abaabb bbbaba
aaaab aaaaa
bbbabb aababb
abaab bab
aaabbaba ababbababa
bbaaabba bbaaabbbb
bbbab abba
aaababa abbbba
baabb baaaaba
bbbba bbbaa
aaaaabb aaaabab
bbbaab aabbbb
aab baba
baabba aaabba
abbb babbb
bbaaaa ababaa
aabb aaa
bbbbab aaaaab
baabaaa bbbaaaab
aaba abbb
aabbb abaaaa
baabbabbba abbbbbabab
abaabb aaabbba
bbaaabba bbabbabb
aabbbaa babbb
aaab aa
aab baaa
aabbbabab bbbbbaa
abaa ba
bbbbb abb
aaabbaaba abbbbbb
bbabbabb abbbaa
bbbabaa aababaa
baabab bbbbba
baaa baaba
babbbbbaaa aabaabaaa
bbbaab abbaab
babbabb aabbab
ab bbba
bbbba abaabb
abbaaab abbba
ababbbb aabbaabb
a abb
abba aa
abbbb baa
aabbba aab
bbba bbbb
aaaaabab aaababaa
abab bb
aaab bbbaa
ababbaaab babaabba
aabababaaabaa abaabbabaaaa
aabb ab
ab aa
abbab bbbbba
bbb aaa
bbaa aaaaaab
ababb a
abbaaba baaabba
abaa bbb
bab b
abab bbbb
baaaaaaabaa aaaaababbbb
aaba bbbbb
baaaaa bbbbba
abbaababba bbbaabaaa
ababbbabb aabaaaba
bbab aba
bbba babba
abbbab bbbabb
ababbba aaaa
bababba aaba
aabbaa abbaa
bbbaa bbaba
a abbb
bbbbaaa aaabbab
abbaaa bab
aaab abbb
aaaab ababbb
bba bbbbbba
bbaab aaaabb
aabaaaa bbabaaa
aabbabb aabbba
bba aaabb
abbabbaa baaabb
ab aabab
babaabb babaa
bbaba bbaab
aaaabbbaa aaabbbabbba
babaabaab aaababa
babaaa aabba
abbabbba babbbba
babababaa babaaa
b babba
aababb abbaaaa
aaaabbaa bbbbbbba
bbaaabaa bbbaaba
abbba baaaa
aaba aaa
babbaa aababba
aaaab ababab
bbabb babaaaa
baaabaa aababaa
baab aba
bba abbbba
baab ababbb
baabb baaba
aabbbbb abb
ababbbaaaa aabbaababa
abaaa aaaaab
abbbbb baabaaaa
abaabbab ababa
abbbb aababaa
ababaa bbbabb
abab bbbbbabb
bbbaaaba baaa
aabba aababb
bbbaab baabbab
bbaabbbbb abbbabbb
babbb bbabbbab
aaab bbabba
babab ababbaa
a abbbbab
b bb
bab bbb
bbbba bbba
aababbaab aabaabb
baaaaa aaaabbb
baaaaabb aaaaabab
bbaabbb abaaaa
baaba aaaaa
aaaaaaa bbaaaaab
aaab aabaa
aabaabbbb aababbbbab
aaaba babbb
a bba
aaaaba aaaabaa
babbaaaaaaaaa aabbaabababbb
abab abb
bbabbb bbbbaa
bbbbaa aaaabb
abbababa babaaaba
bbabbabb bbaaaaaa
aabbbb aaaab
bbaabaa bbbbab
aaabbbbb abaaabb
bbbb babab
babaaa abaaaa
abaabb baaaba
aabbaaba abababaab
aaabba babbb
aaabab bbbaba
abbbbb aaabba
aaaabb bbbaab
bbaa bab
aaabb bbbbaab
bbaaba aabbbaba
abbbabbaabb ababbbbbaba
baaa abbaaba
babaaaa abaaabaa
aabaab baab
baaab baabb
aabbaaa bbbabaa
aaab bba
bbbbab bbbaaa
babaabbbabb bbaabbaabba
aababab bbaabb
aabaaabb aaba
aabba bbba
bbbabbb babab
babaaa bbaaaa
aabaab aabbb
ab aab
bbaaba baa
ababbbbab aaabbbba
ababbabba abbbaaa
baaabba aabb
aabbbab abbabb
bbaab baaaba
aabaabb abababaa
bbaaba babab
aaabbaaa babbbbb
baaaab baabbab
babaa aba
bbbbb abaab
ab aa
bbb abab
bab baab
bbabb bbbb
ababaa aaaa
bbabbbab bbbbaa
baababb aabbaba
abaab ba
bbaabaa abbabbaaab
bbaababbbb baaabbbaaaa
baaaa bbaaa
aaa bab
baa bbba
bbbaba baba
baab bbba
baabb bbbaa
bbbbaaaa bbabaaa
aba baa
baabaa aababab
bababab babaabb
bbbbbbbb aaaaabbaa
aab abaa
abba abbbbaab
ababab abbaba
aa babbb
bbbbbaa baaaaaba
aababba baaaab
baba babbb
bbaaa aaaab
ababaa babbbb
aa abb
abaaaaa baabaa
aaba baba
baaa bbbb
bbabbbab bbaababb
aabaab aababb
bbaaba babaa
bbbaab bbaaaa
aabb abba
aabaaaa aabba
aba bab
baaaba bbbaab
baab abbaa
abaa baba
aabbaa babbab
bababba aaaaabb
ababaa baabbb
bbabb abbb
bababa aabbba
baabaaaabb abaabbabbba
aab baaabaa
babbbbb bbbbb
bbbabaaba abaababab
bbaabbab bbbaabaa
baabbb aaabab
babbbab abaaaa
aaaaabba abbbbaaa
aaaaabb baabbba
aba abbab
bababba babab
baab baaba
babaaa abbbba
baaa aaaba
abbaa ab
bbab aa
aa abbaa
aababb abbbbb
bbbabbbb bbbabaa
abbbab aabbaabba
bbbbbabaa abaabbabb
baba baabaa
babbb aabbb
bbbbbb bbbabb
aabbbbbab baabababb
bb bbab
abba babba
b abbb
aa aabb
babaab aaaaabab
baa ba
bbbb baaa
ababbaba baababaa
abbbb aabbb
abab bbbab
baaabaaaba baababaaaab
b abbb
bbbabaaa aaaabab
ba bbabb
babbaaa bbbaab
bbbaa ab
abaaa aaabba
abbb babaa
bab bb
aaa aabb
aaabab aabaaa
babb bbaa
bbabab bababa
aa aba
bbabab bbbabba
bbabaaaa abaabbab
aabbab aabba
bbaba ab
bbba abbba
aaab baa
abb ab
baaaaa ba
ab aabbbab
abbaabab ababbabba
aabababb baaaabaa
bbbabaa abaabbbb
babba baab
bba bbaa
bbbbaaaba babbbabb
aabbba bbbaba
aaaabbaa aaaababa
aaaaa baabaa
abbbbbabb bbbaaaabb
aaabaa bbaabb
a aa
abbb baab
bbbbbba abaabba
abbbabb bbbabab
ab b
bbbaba baaaba
baa aba
aabbb aaaaaba
bbbbbb abbabb
bb abbbaab
abbaaab aaaaaaab
abaaaba abbabaa
babaa baaa
bbbbbbb abbabbb
aabb ababab
baaabbb aabbaba
bbbaa bbbabb
bbbbbbba bbbaba
aba aaa
bbbb babb
aabbabaaa bbbbaabba
aabbababb aaabaaaaa
abbaaaa bbaaab
abbb abaa
aabaaa aaaba
aaabbb bbabba
aaabaababbbabbbbab aaaabbaaaaaaabb
abaabaabbba babbbbbbbbaa
abaababb abababbaa
abbbaab ababb
babbbaa abababb
aaaaaa aaaaab
baa a
aababb abbaaab
baaabab aaaaaa
ababaa bbbbaba
aaaab abaabb
abab aaaba
abba a
aaabaaaa baaab
aabbabbb bbaabba
aabaa ba
abbabaaa bbbaaabbb
bbaabbaa bbababbaab
abbaaaab bbbbaaabba
ababaa bbabab
ababab ababbbb
aababbab abbaabba
bbabbaaa abbabb
aaaaabb bbbbaaaa
babbabbb ababbba
abbba baabaa
bbabbb aababaa
bbbbab aaaaba
bbbaba bba
ababbb baabb
aaab aabbb
aab baaaaa
aababbba aabbaaba
aa bbbb
aabbbaab bbbabbb
aabbaab bbbabba
abbbb bbab
babbbab abaabab
a baabab
baaaaa aabb
b a
b aaaaa
bbaabbb baaabaa
aaabaaab bbbbbaab
ababab bbbbaba
bbbbaab bababb
bb baa
aa b
aaa babaa
abaabbbb bbaaabb
baa aa
ababbbbba ababbabb
aaabbb baabaabb
baababa abbbb
bbbaa bbab
bbbabb bbbbbb
aabaa bab
abbbaaa babba
baabaa aabaaa
aababb bbbaabaa
aaba bbbb
babb bbaaaa
baba abbba
aababaa babbab
aaaaa baa
baaa aaaa
aabbb bbaaabaa
bbbabaab babbba
bbaba babbb
ababaaa abaaaba
aaa aaaaa
ababaaa bbbaaaba
aababababba abaaaaaaa
aabbbbab abba
bababbaa bbabaabb
abbbaaaaab baaaaababbaa
bbbbbaa baaba
abbaa abaaa
aaa ba
aabb bbaab
baabbabbb aaabaabab
bbaabb babb
abab ab
babaabbb babaabba
aabaa baa
bbbbbaa abbabbbb
aaab abaabb
bbaabba baabb
baabbb aabbabb
abbba abababbab
ba aba
baaabbbba abbaaaabb
aaaabb baaa
bbaa bbb
babb aaab
babbba baabab
bbbb ab
bbaabb aa
baabab babaaba
baabbbaabaaa ababbbbbaa
ba aaa
aabaa aaaaa
bbbaaaba aabaaaaa
abaab aaa
aaaa bbb
bbbabaaab babaababa
baaaa abbaa
aababbb bbbbbaba
baabba abbaaa
bba babbbaa
aababb aabbaa
abaabb aabbaa
babbabaa ababbbba
baaaaa aaaaa
baaabb aab
abbaa bbbab
aab bbaabb
baaab abbb
baab bbaab
bbaabaabaabba aaabbbaaabba
aaaaba babab
bababb bbbab
babaaab aabbbaa
aaa bab
abbaaaa baababa
abb bbaab
bbaabbb aaabbaa
bbbaa aaaaaa
abbb baaa
aa baa
ababbb babbab
aaaaababa babbabab
abbba abbb
abbaa bbaa
aaabbab bbbaaaa
bab aaba
bbaabaa baaabaa
abababb bbababb
aababbaaa aaaabbb
abaab baabba
bbbb babbaa
bbbab baa
bbbbaba ababaaa
abbbbaab abababba
baaaaba abbabb
baa a
bbaaaab abaabbb
bab bbb
baaaaaabbb aabaaabbbb
abbaaaaaa abbbbbba
aba bbb
bbbab bbbaa
baba ba
aabb bbbb
bbaababbba bbabbbaabb
abaab ababab
aabb ab
abbbab bbabaa
baaba baaa
bbbaab abaaba
abaaaa bbab
babab bbba
abbaa aabbab
baabaa aa
abbaba babab
abababaa aaababbb
baaabbb bbaaa
abaabab baabab
baabbb bbabbab
baa aaaba
babbbbb bbbaaa
bab abbba
bbaaababbab bbbababbbb
ababaa abbbaa
bbabaaa aabaaa
aabaaba bbabaaba
baabbbab aababab
abbabbaaa bbbabbbbba
aab abaab
aabbab bbbaabbb
aaba aaab
bbbbb aaaab
aabbbba aaaaa
bb aaaa
abbb a
bbaab aaaab
baaaab aaabaaa
bba aaa
bbaaaba abbbbbba
bbbbbaab bbababa
aa bab
bbbb abb
abbaba abababa
baaa babba
ababa bb
abaaa bb
bb bbab
abb babb
ba aba
abbb aabaa
bbbba babba
baabaab bbbbbbaa
ababb aababb
abbb bab
abaa aaaaab
bbaa b
bb abbabb
bbbbab baaabaab
ababbbb bbbbababb
abbbb baaaaba
abaaa aaaaa
aaba bbaa
aabaaa baaba
aabbba babb
aabb bbba
aba bb
babbbabbab bbaaababb
ba aaaabab
aaababb bbbabab
aabba bbbaaaaab
aaaaa abaab
aaab abaab
aaaaaabaa abbbbbbb
baa bbab
ba babb
abb aa
abbbaaabb bbabbbbab
baaabb abbaa
ba bab
bab aaaaba
bababa bbaabb
aaaab abaabaa
bb abba
bbbbba bbaa
ab baaba
baaba aaa
bb ab
aaaaba bbb
aaba aaabbb
baab babba
abb aaa
abb aaabb
abbbbaabb abbaaaaaa
bbabbbb aaaaabb
bbbaaabaa baaabbbaba
bbbbaabba babbbb
ababab bbaabab
aaab babbba
aaaaaab baaabbb
babaa babab
abbbbabba abbab
ab babaa
ababaaab bbabba
aba bbbb
abbab aaaa
abbb aaabb
abbbbab aaaabaa
aaba bbabb
abbbbabab babbabbab
abbbbaababb aababaabbaba
aababab bbaabbbbbb
baabbba bbbaab
baaaaabb baababa
bbaabaaba abbbb
baaab baaaabb
bbabb aaaab
aabaab aaaaab
bbbbaaa baaababa
baaabaa bbbaaabb
aabaabbbb aabbbabba
aabb abb
bbbbbabb bbaba
baa aab
babbabaabbb bbabbbbb
aab ababbaabb
aaa bbaa
abbbba baababa
baaaab bbbaaa
bbbbaa bbbbbb
bbbbbaab aabbaaaa
aaba babaaba
babaabb baaaaaaabbb
aaaab bababab
aaa b
aaa bbbbbbb
aaaaa abbbba
baba abbba
bbbbbb bbabba
aaab babb
abbbb aabba
bbbbbb aabbbb
abbaaba aaababaabb
abaa baab
abbbab bbbabb
abbaab baabbb
abbbaa aaabab
bbba aabbb
abab aabaab
