65350
ABABBBB BABBAAB
ABABB BBABB
BAB ABB
BABA B
AA BA
BA ABA
BAABAAB AAABAAAAB
BBBB BAAAA
AABBA AAB
BBA BB
AABA AA
ABBB BBB
BAA BBAB
BBBBB BBABA
BBBABBB BAAABA
B $
ABBB BBAA
$ B
ABBAAB AAABBA
$ BAB
BABAAAB BABABBAA
B A
$ BA
BAB BBABAB
BABAABAA BABAB
BBAA AAB
ABABAA BBBAB
BBAB ABAB
BA BBA
BA BBBABB
BAAAABA AABABAAB
ABB BAAB
AB BA
BAABAA BABBAA
BB A
ABBB AABA
AB ABBBAA
AAABBA BAAAB
BABBA ABBBB
ABBBABA ABBAAA
AABBBBAAB BBBBBBABA
AA BBB
BABBBABB BBAABAAB
AABA BBAB
AAAB ABAB
AAB ABB
BABAB BBBB
BAAAA BAAB
AAABBB ABABAB
AABBB BBBBB
BA A
AABBB AABBA
A $
ABABB AAABB
BBAAA BABB
BBBAAA BBBBAABA
ABB AB
AABAA ABBA
BBBA BAAAB
BBAABAAB ABAABBBBB
BBAA A
BBAAA BABBA
ABAAAA AAAAAB
ABA ABAB
BAA BB
BBBABABA BBAABBAB
AAB ABBBA
BABAABA BBBAABB
AB ABA
AAABB ABAAA
BB AB
B A
ABB BBA
AABBAAA BBABABB
ABABBBBB ABABB
B AAAAA
BABA B
BAAA BAAAAB
AABAB BAB
BBABAABB ABAABABA
BAAA BABB
BAAA ABBAAA
BBA AAA
ABB AB
BBBB BAAB
BABAA ABB
ABABB ABABBB
BAB BBAA
$ BBAA
AABBA ABAA
ABAB BB
AA BAAB
BA $
BBABBB BABBAA
BBBA ABA
BABABBAB BBAAAAB
B AAAA
BABB AABAB
BBABA AABBB
BBB AAA
ABAB AABA
ABAABAB BABBBA
BABA $
AAAAB BBAAA
BA B
AABAB AABBB
AAAAA BABBB
BB AB
BA AAA
BBBAB BAB
AAA AA
AABAA BB
AABA BA
AA A
BBAA BBBB
BAA AABAA
AAA BAA
AAB A
ABAABBAABA AABABBBABA
$ A
A B
BA $
BBA B
BAB BBBB
AA BBAB
AAAAAAA ABABAAB
BAAAAA BBBBAB
$ A
ABBAA ABAAB
ABBA BBABB
AAAABAB AABABBA
BAAA BBAA
BBBAB ABBB
BAAAA BABBBB
BA AAAB
ABABA AB
BBAA AAB
BAABBB BAAAB
ABBBBBBB BBBAAABB
$ BBABAB
ABAAB BBAAA
AABA AAAB
BBBBAABAA ABABBABA
BBBBB AA
BABA BAABAB
AABBBBBBA BBBBBBBB
BAB $
BABB ABAB
BAAABAAA AAAABBB
$ AAAABAA
BAAB BABBB
B ABA
AABABAAA AABBBBBAB
BAA AB
BAAABBA BBAAAB
AABA ABB
BAAABAB ABAABB
AB BBAA
B BB
ABBBB ABBA
BB B
ABBAABAA ABAAABAB
AAAA BAAAA
ABBABA BABBAAAB
AAAABB BBABB
AAAA ABA
AAA AAAABB
AAAAA BAAA
BB AA
BABBB BBABA
AB BB
ABBB AAAA
BAAA BBBA
BABBB AABAA
BBBBBABA BBBBAB
AAAAAA BBAAB
A BBBAB
AAABB ABBA
AA B
A BABA
AAAB AAAA
AABBA AAAAA
B AAABB
AAAABB ABBB
BBB ABBBB
ABAABABB BAAABBAB
AAA BBABB
ABAA $
ABBBAABBB ABBBAAA
BABBBBA AABBAB
BAA BAB
BAB BBAAA
BBAAB BABBB
B BB
BBA ABB
BBAA $
AA AB
AABB BABAB
AABBB AABBA
$ AA
BBB $
$ BBBA
$ AB
AB BA
BA AB
BAABB BBBAB
ABBB BAA
ABB BAB
B AB
AB BBB
BAAB BAAAA
ABAB AAAB
BAAA ABAB
AB A
ABAA BBA
AABB BAAB
BBA ABA
$ AA
ABA BAB
AABABB ABABBB
BABA BBA
AA BBBBB
AAAAAB AABB
ABBAA BAB
ABBA ABA
ABAA A
AAAB BABB
AAA AAAA
AA AAA
AAA BB
ABAB BBAB
ABAA ABB
BABBBAABAAA AABBBBBABAAB
BBA BBB
BABB ABA
AABBB BBABB
BBB AB
AA BB
BBA BA
A B
BBB AA
A AB
BA BBBAB
BAAAABBA BAAABABA
BABAAAAB AAABAA
AABBABA BBABAB
AAA AABAA
AA AB
BBBBBAB ABAA
BA A
BABBBAAAA AABBBBAABAA
A AAB
A BA
AAABAAABAAABB ABAABBBAAAAAAB
ABA $
BBBAA ABBAB
AAB BBA
BAB B
A AB
BAAB BAAAB
ABBAAA AABBBB
ABBAAB BBBAA
AA B
BB BAA
ABAB BBBAA
ABBB BBAA
AB A
BAABA A
AA BBAAA
BABAA BAABBBB
B AB
BB AB
BBABBAB BABABAB
AA AAAB
BAABA AAAAB
$ BBB
ABBBAAA ABABBBB
BBB A
BAAAA AABA
ABBBBBB ABAABAA
AA $
AABA A
AA BB
A BBA
ABBA BBBA
BAAABAB BBBBB
BBB B
ABAA BABBB
BBABA AAAB
BBAAAAA BAA
BAAB ABBAB
ABA BA
A B
BBABA ABABA
BABB AABB
AABB AA
BAA ABA
BBAA AAABA
AA B
ABA BABB
BBBAB AABAA
AABBAABB ABBAAAB
BABBAB B
AAAAB AAABB
BABBBAA BAAAB
AAB BB
AB B
BBBBB AB
BA AAA
ABA AABB
AAABBBBA BAABABAA
BBABBBA BABBB
AABB AA
AAAA BBBA
BBAABA AABABA
BA BAB
A AA
ABB AABAB
ABABAB ABBA
AB BB
ABABAA BBABA
AB AAAB
BBAA BAB
AABB ABAAA
BAAB AAABB
BAABA ABBAB
ABAA ABB
BAA BAB
BABA B
AAA $
ABBBA BABAB
BAB A
BAAAAAB AAABBAB
BBAABAAABB ABBBABBBBA
ABBBA AAB
B A
AAAAAA ABA
AA B
A AAABA
AAABAAB BABBAAA
A BAABA
BAAAA AB
BABBA BBA
A BBBA
B $
BAAAAAB BBABBBA
ABA BAA
BABBAB ABBB
$ AB
BBBAAB AABBAA
AABAAB BABBAA
AB BA
BBABA ABBAA
A BA
ABBBA ABAAA
BABBAB BABB
BA BAB
BABB BBBB
A AAAA
BB BBB
BAB AAA
BAA BBB
B BAB
BBBBB BBBAB
A AAA
AABBAA BABABB
$ A
ABBAA BAAAB
AB BB
BBB BAA
BBAAB BAAB
AABAB AAABAAAA
AAB BAA
BBBBAAABBBA BBAABAABBBB
AABA ABBB
ABABB A
ABAAAB AABBB
BA BB
ABBBA BBBAB
ABA AA
AABB BBAB
AAA AB
AAAAA BAAA
A AB
A AA
ABB BBB
AABB BAAB
B A
BABBA ABBAB
BBBB BBBBA
BBAB BABB
BAABBB BBABBA
BAB AAA
ABBBABB ABABBAA
BABA B
ABA BA
BBBA AAAA
B AA
AABBA BA
ABAB BAABBBB
ABA BBBAB
AB B
A B
BBAB BABB
B A
AB A
ABA BBBBB
AB BB
AAA AAABB
AAA ABA
BBAA BAAA
BAB AABBA
BABBBBB ABAB
BAAB ABBA
AAAABAABB AABBABBA
AAAA ABABB
BAB AB
BAAB BA
BBABBBBB ABABBABB
A BA
BBAB AAAA
BAAB AB
AB $
B $
A B
AAAABBBAA ABBBBBBBB
BABA BABB
BBABA BBABBAA
BBBBA AABBBA
ABABBBB ABBAAAB
BBBB AAA
AA BB
BBB ABAB
BABB AAAA
AAAAAA ABABAB
AAAAB ABA
BBA AAA
AABA AABBA
AAAAAABA BBABBAAA
AAAA BAAA
BBAABA BB
BABAA BABBA
AAB BBB
ABAB AAB
B ABBAA
BB AA
AB ABB
ABBA BABB
BB BAA
AABABABB AABBBAAA
$ A
BAB ABBBB
B A
$ BBAA
BA BB
ABBBBBABB BAABBBAB
ABAA BBABAAB
BB AAB
BA BBBA
BA ABB
BBAAAA BBBB
ABBBAB ABBAB
BBAA AAAB
BBB BBBA
BA AB
AAABAB BAABBB
BBBA AAAABB
$ AAB
A $
BAB BA
BB $
BA AA
AAAB AABA
AAA AB
BAB $
ABAA BAA
AABB BB
ABBBB BABA
ABA $
BBB AABB
AAAAA ABB
BA A
BAAAB ABAAA
BAA $
AA B
AABA BBBA
B $
A BAB
BB A
AAAA BBAA
BBBBAAA BBBBABA
AA A
BB AAAAAB
BBBBABAA AAABAABA
AAABBB ABABBB
AAB ABAB
ABBBA BABAB
BB B
$ A
B A
AA B
AAAABB BBBABBA
BAAA B
BAAB $
$ AB
AA B
A AAA
A BBA
BAB BA
$ AB
AA BA
ABABA BB
ABB B
BBBAB ABBA
BBA BAB
AABA BBA
BBAB BABAB
B $
AABA BABA
ABBA BABB
BABBB ABBA
BBAB AABBA
BABBA ABAAA
BBBB $
BBABBBB BABBAAB
BABB ABBAA
AABBBB BB
AABAA BBBBB
AABAB ABBA
A AABB
BBBBA BABA
BBBB BABA
ABBBBBABB ABBBBBB
BBAAAB BBABBA
ABA BBBAB
ABAAB ABA
ABBB AABAA
AAABB BBBA
AAABA AAAAA
ABAA AABB
BB AA
A $
AAAA AAAB
AABBBA AAABBB
BAAA BBB
B A
BBAAAA BAAABB
ABB AB
BAB AAB
AAB BAB
BBBBA BAA
B BA
ABBAAA BABBA
AABB AABA
$ AB
BA BBBB
AAAABBAA BABBAABB
BBB BBBAB
BBA AAB
BBBAB ABA
ABB B
BABBA AAABA
$ A
BA A
AABBAB AABABBB
BABBAAABB BAABBBBBA
B BA
ABB AA
AABA $
AA AB
BABBBA BB
BBA ABA
BAAAAA BABBBA
$ B
AAAA ABAB
AAAAA A
BAA AA
ABAB BBB
ABA $
AAB BBA
BB $
$ BAABBABA
AA BB
ABBA ABBB
ABB ABAAA
AAA ABAA
ABBAB ABA
BAAAB ABBBA
BAABAAB AAA
BABAB BABA
BAB B
ABAA $
BAAABA BBAA
ABBAA AAAAB
ABBA ABB
$ BB
AAABAAAB BBAABAB
BAAA BBBBB
ABABA BBBAA
BBA ABA
AABA ABB
AAAAA BBBAA
BB BBA
BAAABBBBBA BBABBAAB
AA BBA
$ BAA
BBABBBB AABBBBBBA
BAA ABA
BABBA ABBBA
BAABB AABBA
AABABA AB
AAB BA
ABBABA BBAAB
AAB BAB
BBB AA
BBAAA BAAB
BAABB BABBB
AABBA AA
AAAB BABAB
BAAAB AA
AABBBB BABAA
ABAA ABBBAB
BAAB AAA
BB AA
BAB BB
$ BB
BAAA BBBB
ABBA ABBAB
ABA AAB
BB A
AAB ABAB
AABBB AAABB
BA AA
A AA
AAB A
BBBA AAAB
BB BA
BAA $
BAB A
BABA ABAB
AABAA ABABA
BBBAB ABBAAB
ABBB BBBAAB
ABA ABBAB
BABBB BBABB
BABAABBB BAABABABB
AAB ABB
AAAA ABBB
BABBAAB AAAABA
AAAAB ABB
AABB BBAB
BAAABBBBA ABBBBBBAA
AB A
BABBB BAAB
BBB AAB
BBBBB BAABB
AABAA B
AABA AAABA
BAB AABA
BAABA BBBA
B $
BAAAB BBBABB
BA A
BAB AB
ABBBABA ABABABB
BBAB AABB
BBB AAA
BBBBA BBAB
BAB B
BBB ABB
ABA B
BAAABBA AAAABBA
BBA BB
ABABABB AABAAA
BAAA BBAA
BAABAB BBBAA
AAB B
A B
AABB ABAA
ABA BB
BAB A
A ABA
AAB BB
BB AB
AAB AAA
ABA BAA
AAAB BABBB
AAABAB BAB
AABB $
AAB BAB
ABBB ABB
BBBABA AAAAAAA
AB BA
AA BB
BAB BBBA
$ A
ABAB ABB
BAAB B
BAAA BABA
BAAABB ABAAAB
BBB AAB
BAABB BBBBB
BAAA AAAB
BABA BAAAB
BBB $
BAA ABBBA
BAB A
BBBABB AABBA
BBAAABB BBAAAAA
BBBBBA AABAAA
A BAB
B A
BA BBA
$ BA
BBA AAA
BBABBBABB BABBAABABB
AB B
AABAA AABB
BABA BBAA
AB ABB
BBB ABB
BBAA A
AAA ABAAABB
BABBA BBBBA
AAA BABB
AABABBAB BBBAABB
B AAAA
BBABBABBA BBAAABB
ABB BBBAB
AABAB BAA
AABABA ABAABA
ABABAAA BBAABB
BBB BBBAB
B A
ABBBBBB ABAA
AABB BBAB
BBBBBB ABAAB
ABA ABB
AABA BBAB
BBB ABB
BABA $
BB B
BBAAAABBBA AABAAABBAB
$ BAB
BA BAA
ABBB BAABBBB
BABA ABBB
BA ABBB
BAABB AAABA
A B
ABA BAA
BBBAA AAABA
BABAAA AABBBB
AAAAAA BABB
AA BB
$ B
BBABBB AAABAA
ABB ABBB
AABA BAAAB
AABB ABBBBBBB
BAAB BBBA
BAAB BBBB
ABBAABABB BAAAAAABAB
ABB AAB
$ A
AA ABA
AABAB AABAA
BBAB ABBB
A $
B AA
BAABA BBAAA
ABABBB BBBB
BAABB BABBB
ABABAB BBAAAA
AAAAA AABBA
ABABA BBBA
ABBBBA AAAAAB
ABA BBA
ABB BBB
BA AA
BBABA ABBAA
ABAAB BB
BBAB ABAB
A BB
ABABA ABABAA
AAABBB AABAAA
A B
AAAAB BBA
ABB AAB
BB BA
AABBA BBBB
AABAAB AABBBBA
AABA AAABA
$ BBB
A BBB
BBBA BBB
$ ABBABA
BABB BBA
BA BB
AAB $
BB AAA
BABAAAA ABBAA
BBBBB ABBBB
ABBB ABB
BBABBBAAB AAABBBB
ABAA B
BA BBABA
AABA B
B A
ABB BBB
AAA AA
BABBB ABABA
AAA BA
ABBABBBA BBBBAB
BAA AABB
AAAAA BABA
A BA
ABB AAAAA
AAAABB ABBAABA
BA BBAB
AABBA BBA
B AA
BABB ABA
AABA ABB
AB A
BBAA ABABA
BABBA BAB
BB BBA
ABABA ABAA
AAAABAA BBAA
$ BAA
BABA BAAAB
BABA ABBBA
BBA AABA
BBB AA
ABBABA ABA
BABB AA
A BA
AA AAB
BBAB BAB
AAB BB
ABAAAA BBBBBAB
AAAB AABB
AAAB BBB
BABAB BBA
ABBB BBA
AB AAB
BBA BAAA
AAAAB BAABA
BBBB BABA
ABAAAABB AABAB
AA AB
ABABAAAB ABBBBAB
BBABAB ABBBA
BBB AAA
ABBA $
$ A
AABAA ABBBA
AABB BBBBB
AA AAB
B $
AA AAAA
BABAAA AAAA
ABBAA ABBAB
BABAABBBA ABAABBABBBB
AAABBA AAAAAA
A BBA
ABBAAB ABBBBB
AAA BBBBB
ABBBBAA BBAAAA
BBAABBBBB BABBBA
ABABBA BBBBA
ABBBB AABB
ABBAAA AB
BBAB ABBBA
AABBABB BAA
BAABBBB ABABAB
BAB AAAB
BABAB BABAA
BAAB BAB
ABB BBBAB
BA A
AA A
A BBB
A AAB
AAAB BBBB
AAA BBA
BA AAA
BABBA BABAB
BAAA BBBAB
AAAB AABB
AAABABBBB BAAABABBA
B AAA
BA BAB
AAABBBAABB AAABBAAAA
ABBAB BBB
AABAAABA BAB
BA BAA
$ BAB
BAB BBAB
ABAABAB ABAAAB
ABBA AABB
BABBABABB AABAABAB
ABA BAA
BAABAB ABBABB
ABAAAB ABBABB
BA BBBAB
BAB BAA
AAB AB
BBBABAB AAABBBAA
BA BB
AAAAAA AABAA
BABB BB
AABAB ABBBA
BAAAA BABAA
BABB B
BBAA BAA
AB $
A BB
ABAB ABAA
AB BAAABB
BBB AA
B A
BBBABABB BBBBAA
AAB $
$ B
BBAA BBA
ABABBAB ABAB
AA AAA
ABBABBABA BBAAA
BBAA BABA
BA A
AAAAA ABAAAA
AABBABAA AAABAAB
AAABB BAAAA
BAAABB BAA
A BBA
BBBBABBA BBABBAABAABABB
AABABAB AAAABAA
AAAA ABBBBAAB
BBAABAB ABAAAA
ABB BAB
AB BA
BA ABAA
AABBA AABB
BBAAA BABBBBA
AA AAB
ABBAA BBBAAB
AAA AB
A BB
AA AAB
BBB BAAB
BBA AB
ABA BA
AAAB AABB
BBB AAA
BBA ABAB
ABB AB
BAB AAB
BABAAA BBBBAA
AABBABBAB BBBBBB
ABAAAAB AAABBBB
B BBA
BABAAB AAABA
BBAAA BABABA
ABBAB AABABB
BAA ABA
BBAA BA
A BABB
A BAA
BAB AABA
ABBBBBA AAABAAA
BAA ABA
BA AB
ABBBBB BBBBBA
BBABA BAAAAA
BBBA BAA
BAAB BABB
BBAA AB
BABBABA ABABAA
BBBBAAA BBABAB
ABB ABA
AA BB
ABBBABAB BBABBBBBB
$ AAB
ABBBAB BAAB
BBB BBBA
AB $
BAABB ABAA
BB AAAAAB
AABBB ABBAB
AAA BABB
BABAA B
BBB AA
BAB $
ABA $
BBBAAB AAAABB
AA BBB
B BB
ABB BAB
BBA BAB
AABBABAA ABBAAABB
A AAA
BAAAABAB AAABABBA
BABAA ABBA
ABABBBB BAA
AAABA ABA
AAA AAAB
BAABB BABB
ABB AAAAA
BBBB BAAAB
BABB BAA
BBB AABA
BAAA ABBAB
AABA BAABB
B BBAAB
ABB AB
B BBAAB
BBABABAB BBBBBAAB
AAABAB AAAB
BAB AAA
BBBA BAAB
BAABBB AAAABAB
ABB AAB
B BB
ABAAAB ABAB
BBBBB AA
A AA
BBAB A
BAA BBB
BBBAB A
BAAAA ABAB
ABA BB
ABBAB AABAAB
BBA $
AAAABAA BAB
BAA $
$ AB
BAAA BAAB
BA AA
AAB AAAAA
BBBA AB
A AA
ABABAB BABABBB
AAB BBBBA
BB BBA
A AB
ABAA BBAA
BBBBA BABABA
ABAABA BAAAB
BA BBA
$ AA
AA $
ABAAAABABAB BAABBBAABBBA
AABAB ABABBB
BBA AB
AAAB AAA
BA AAA
AABB ABBBA
BABBBB BAABBBB
AAAABA BAAAABBB
BBABBBAAB ABBBAAB
A $
ABAAB AABBA
AA B
AAABAAA BABBBB
BABAA BABBB
$ AAA
AABBA ABBBB
BAAB ABAA
B A
AAAB AA
B AAA
BBB A
BABB BBA
BBAABBB ABAAAB
AABABBBB AABABAA
ABBB AAAAAA
BAAB BA
AAAA ABAA
A $
$ B
BAAB BAA
BABAB BBA
BB AB
BBAB ABAA
BBABAAB ABBAAB
AAB BB
AAABB BBABA
AABB BBA
ABAB AAB
AABAA AAAA
AAAAA ABBB
BBBAA AA
BBBAB A
AB $
BAB BBAB
AABB AAAA
ABB AAB
BBAB A
AABB BBA
BB BAA
BAAAB AABAB
BBAAAB ABBBBAA
AAB A
BAB AAA
BBBB ABA
BABB B
AAAB AAAABB
A B
A $
ABA BA
A B
AABBAA BBBABA
B BBBA
ABBB BBA
$ A
BAABAAABBB BBAABABBB
AAB ABA
BAAAB BABAA
A BA
BBB AAB
ABABBB AAABBBA
BAAA AAB
AA AB
BABBA ABBBBABA
B BBBB
BABBBA BAA
ABABBB BABAAB
BA AB
ABABBA ABABAB
ABBA BBBBBB
B BB
ABAB BABB
ABBBBBB BAAABA
$ A
ABA BAA
BAA ABAB
BBAAABA ABAAABA
AAA AAB
AAA ABBB
BBBB ABBB
BAABBBBAB ABBAAAB
AABA BAAA
BBBABAA BAABBA
BA BB
B $
BB BBAA
A B
BAA AAB
BAAA AABB
BB AB
B AA
ABBA BABA
AA BB
AABBA ABA
AAA ABA
BBB B
BAAA ABAA
BA AA
BAAB ABBBA
BABAABB BABBBAB
AB AAAAA
AA AABB
BBAA ABABAB
BA A
AAB BBB
BAB B
ABA BBB
B A
ABABA AAAB
AABAA BBA
AABBB BBBAB
BAAB AABB
BAAAAA BAB
AB $
BBA BA
A AA
BBABBABBAA BAABBBBABB
$ BBAA
AAB ABB
AABBBAAA BABAAAAAB
BAAA BB
BAB $
BBB ABABA
BBA BBAB
ABA BBBB
BB BAA
BBAAB ABABBB
AAAB BB
AAB BA
BBABABB BBBABA
$ BBAA
AB A
BA ABA
ABABA ABAB
BABB BB
AAB BAAA
BBBABB BABAAA
BAABBBB BBABBBABBA
BAABABA AABABA
BBABA ABBAB
BBAA BAABB
AABBAA AAAA
BBB A
ABABA AB
BABBB BABBA
BB BABB
ABBBA AB
BAAB BA
AB BA
BA BBAAAB
BBAAB AABA
BABBA BBABB
AABBB BBBAB
BBB ABAB
BBABBAB BBABBBB
ABAABA AAABBB
BA BAAA
ABA AA
AAAB BAAB
AB BA
BABB BAABA
AB BA
AAAB BBBB
BAAA BAB
ABBA BAA
BBABA AABBB
ABABA ABBBB
AABA BBABBA
AABB $
BABABA ABABAA
ABABA BAB
AB BA
B BB
BA BBAAB
ABA ABBBB
B AAA
ABB AAB
AB $
ABBBAABA BAAABABA
B ABBA
BAA ABBB
BAA AABB
BAAA AAA
AABBA ABAB
A B
BBA BBB
A ABBB
B AAAA
BABABABA AABABAA
BABBAB BBABAA
AA BA
BAAABA ABAAAA
ABA BBB
AAAA AA
AAB BBB
BABBAAA BBAABB
ABAA ABAB
BAAB BA
B BA
AAAB ABABB
AA BAA
BBBA AA
AAB BA
BAAA BBAB
BBAABA BBABB
ABA A
BBBABAB ABBABBB
ABA B
BB BBBB
AAAB ABAB
BB AB
AAAB ABBAAA
ABABBAAAAA AAAAAB
AAAABA AAABAA
ABBABAABB AAAA
BAA A
BBB ABA
AAB BBB
BA AA
AAAAB AABABA
BABB ABAB
A BB
ABAAB A
AA BB
AA $
$ B
BAAB BA
BAB BB
$ BB
BA BBA
ABBAB ABBA
ABAAAAA AABBB
AAA B
B AABB
BABBA BABBB
BBAAB BABAAB
ABABBA BABBA
BAB ABBBB
BBBA AAB
ABBBBBBB ABAAAAB
AB BBAB
BA AAB
BAAABB BBB
BAA AABA
ABBBAAB BBABAA
BAABA BABBA
ABA BAAAA
BB BA
BABB ABBB
AAA AAB
ABB AAA
BABBAA BAAAB
ABB B
B AA
AA AAA
AABB BAA
BA B
BBABAAB AAA
AABAA AABB
AAAA $
A B
BABBAA AABBAB
BABBB ABBA
BBABAB AABBAA
BB B
AA AAB
ABABB AAAB
AB B
A BB
AB $
ABAB BAB
AAAB BABB
BBAA BABAAB
AABA BBBA
$ ABA
A ABAB
$ ABA
AA A
BAAB AABB
AB BB
BBBBABA BABBAAA
B AB
AB BBB
BA AAB
ABAAAB ABABAB
AABA AA
AAAB AABB
BAAAA ABAB
AB ABBB
BABBBB BABAA
BAABAAAAB BBBBABAAB
B BBBB
BA AB
AAA BBBBB
$ BBAB
AB BA
BAA BABB
AAAA BBBAAA
ABBB BAAAAA
AABAAA ABAABB
ABAB BBBB
ABAAA BAABAB
ABA AA
BABBB BAABB
ABAA ABBB
BBBBB ABABB
BA AAAB
ABBB ABA
ABAABA BBBBBB
AAB BBB
AABA ABA
AAAB BABA
AAABA BABABA
ABBBA ABBA
BAAB BAA
A AAA
BBBBBB AABABA
A AAB
BB BAA
A AA
ABBB BBAA
BBB ABBB
B BAB
BA B
AABB ABBA
BABAB BAAB
AA BB
AAAB BAAABBB
BB AB
AA B
BABAA AABBB
ABA BA
B BAB
BB AAB
AA BB
AAB BBAA
BBBBAA AABABBB
A ABB
A BAA
BBA AAA
ABAAA BAAAB
ABBB BBABB
AB ABA
AA A
AABBAA AAAAAA
$ BBB
AA BA
BBAAB BABAB
A BA
AAA AB
ABABAA ABABA
A AAA
ABABAA BABBBA
ABABA BBBA
$ A
ABABA AAABA
ABA BAA
BBAAB BBBAA
BAA ABA
ABB AB
BBBA BBB
BBAB BA
ABBABABBB ABAABABAA
$ B
BB $
BAB ABAA
BABBA A
AABA AAAA
A BB
BABB AABBA
BAAAA BA
AAA ABAB
B BA
AAA AABA
AABBA BBBBB
BBAA BBBBBA
BBAAA AAABAA
AAA B
BB BABBBB
ABBAAB AABBABB
BAB BB
BAAB ABAAB
BABABA BBABA
ABA BB
AB BA
BABB ABAA
BAA ABAA
BBB AB
AAAB B
A AABA
BB $
AAB ABBBA
BAAB A
A $
BBBBAAB BBBBBBA
BAB AB
AAB AABAB
AABBAA BBABBA
AAA BB
ABBBAA ABBBAB
A BBA
BAAABA BBABBAA
BAAA BBBB
ABB BABB
ABB AB
BABA ABBA
AAABB AAAABB
$ AAB
B AB
B ABA
AABAA ABABA
AAAA BABAB
BBBAB ABABA
BAAAAA BBABA
BB AA
AAABAB AA
BAAABBA AABBBBA
ABBA ABAAB
BBBA BBA
BAAAA BB
AAB $
AAAB AAB
BBBB BAAA
BAABA ABAA
BBAA BABA
BABB ABBA
B $
BB AA
AAAB AAA
BBBB AABB
BB BA
$ BBAA
A B
BBBB AABB
AAA ABA
AB BBA
ABABBB AABABB
AABBB ABAAB
BABAAA BBBABB
ABBB ABAB
AAA BABA
AB $
A AB
BABBBA ABBBBB
BAABBBB BBABA
BBAB BBBAB
AAAAA AABB
ABB $
BBBAA BAABA
B $
ABB BA
ABBBBA BBBBBA
AAB AB
A AA
BAA ABAB
BAA BBB
BBBA $
BB BA
BBABAA ABBAABB
AA ABA
BA ABAAAB
AA ABBAB
AABA BAA
BABBB ABBAA
AAA ABA
ABBABBBB AABBABBA
AABAAA BBABABA
ABAABB AAAAAAB
BBB BA
BAB BBBA
BABA BBAB
AABAABAA BBABBB
B BA
BAAB AAAAA
AABA AAA
ABAB BBAB
ABBA BAABB
ABBBBB BABABB
BAABAAB AAAAAB
$ BB
B AAAAA
AA BB
BB A
BABA ABB
A BBA
AAB BABBA
AA ABB
ABBABB BBABA
BABB ABAAB
AAAABBA AAABA
BAA AAA
ABBA ABBAB
AB AA
AAABAA BAAABB
ABBBBBBAB BABAABBBB
BAB A
ABBAABA BBBABB
AAABB AAABA
BAAAABB BAAABBB
AAB BBB
$ AAA
ABABAB BBBBB
A ABBB
BABBA $
BABA ABB
BBBABAABB BBABBB
AAB ABB
AA A
ABBAB ABAA
BB $
AAABA BABABA
AABA BBBBB
BABBB BAAABA
ABA AAAB
B AAB
BBAABAA AAAAABA
AB AABB
BBAA BABAAA
AABA ABB
$ A
BB B
ABBBBB BABAAB
BBAB BAB
BAAABAAA $
ABB A
BBB BAABAB
$ BAB
A BBB
AABB BAAB
BAA AAA
BABBBAA ABBAAAB
B BA
BBBABAA BAABBA
AA AB
AB A
BABAAA BBBBBAB
A BAAAB
$ AA
BBABA AAABAB
BABB BAABB
ABB AAABA
ABAA ABBAA
$ BA
BAB BABB
BBBB AAAB
BBAA BAAABB
AAA BA
ABBA BBBABA
AAB ABABBA
AAA A
AABB AA
$ AAA
ABBBA B
BB AABB
BBB $
AAAB $
A $
AAA AB
AB BB
BABBAAA AABA
ABAAAB BAAAB
AAAB BAB
AABAAA AAAAAA
ABBBBBAA AAABAABB
AB B
BB AA
BBB AA
BBABA BABB
BBBAAA ABAAAB
BABB AAAA
A B
AAABAAB ABABAABBA
AA AB
BBB ABA
BAAA AB
AA $
AAAABA AAABBBA
AB A
A B
BBABAB BABAA
BAABBB AAAA
BBB BABB
ABA BAA
B ABA
BABAB ABBA
$ BABA
$ AABB
ABBBBABB ABAABBAA
AAAA AABB
AB AAA
ABBBB BBAB
BA BBAB
ABAAA BAA
AB BB
BAABBBB BBABBA
BABB ABA
$ ABAB
BBAAA BBAB
ABA B
BABBBA BAA
BABA BAAB
BABAA ABBAB
ABAABB ABABAA
BABAA BAABAA
AA AB
AAAB AB
B A
$ BAB
ABA B
BBBAB BABAA
B AAAB
A B
AA BB
BB $
AABAB ABA
BBB AAA
B BAB
AAABB BABA
ABAA ABBAB
$ B
BAB BAAA
BAB BB
BAAAB AABAB
AABBA AAB
BA AB
$ B
$ AA
ABBA AABBB
BB BBB
BAABABAA AABBAABB
AABB ABBAA
BB $
BABB BABAA
AAB AABB
BBBB BABABBB
ABBB BBA
BBBBAB BBBBBB
AABA AAA
AA BBBBAA
ABAA AAAB
ABA BAA
BBA AAA
BABA BBBBB
ABAB ABAABA
BAAA BBBB
ABABBAB ABABAB
AABBABA AAABAA
BABAA BABB
ABAABA ABABAAB
A AAB
AABBAABBBBAB ABBAAABBAB
AAAAB AAABA
B A
BABAAB AABBAA
BABABAABA BABAABABBA
AAABB ABABBA
ABBBB BABBB
BBAAA BAAABBA
BAA BAAA
BA $
AAAAAA ABABA
ABBA BABA
BBA BAB
BABAA A
BABAB ABABA
BABBAB ABBBBA
BBA AAAB
BAAA AAA
BAABB AABBA
A B
AABAABAB AABAAABA
BBAAA ABBBA
AB AA
AAB BAB
AAAA AAABAA
$ AAA
BAB BBA
BABABAB BABBBAA
AABBB BBBABA
BBBAAAB BABBBA
BB ABB
